onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
1.59576666666667	0	1.59576666666667	1.59576666666667	1	400	1	0.4	0	0	spine_direct_electrical_stimulation	1.59576666666667	1.59576666666667
2.5958	0	2.5958	2.5958	2	400	1	0.4	0	0	spine_direct_electrical_stimulation	2.5958	2.5958
3.59583333333333	0	3.59583333333333	3.59583333333333	3	400	1	0.4	0	0	spine_direct_electrical_stimulation	3.59583333333333	3.59583333333333
4.59586666666667	0	4.59586666666667	4.59586666666667	4	400	1	0.4	0	0	spine_direct_electrical_stimulation	4.59586666666667	4.59586666666667
5.5959	0	5.5959	5.5959	5	400	1	0.4	0	0	spine_direct_electrical_stimulation	5.5959	5.5959
6.59593333333333	0	6.59593333333333	6.59593333333333	6	400	1	0.4	0	0	spine_direct_electrical_stimulation	6.59593333333333	6.59593333333333
7.59606666666667	0	7.59606666666667	7.59606666666667	7	400	1	0.4	0	0	spine_direct_electrical_stimulation	7.59606666666667	7.59606666666667
8.596	0	8.596	8.596	8	400	1	0.4	0	0	spine_direct_electrical_stimulation	8.596	8.596
9.59603333333333	0	9.59603333333333	9.59603333333333	9	400	1	0.4	0	0	spine_direct_electrical_stimulation	9.59603333333333	9.59603333333333
10.5960666666667	0	10.5960666666667	10.5960666666667	10	400	1	0.4	0	0	spine_direct_electrical_stimulation	10.5960666666667	10.5960666666667
11.5961	0	11.5961	11.5961	11	400	1	0.4	0	0	spine_direct_electrical_stimulation	11.5961	11.5961
12.5961333333333	0	12.5961333333333	12.5961333333333	12	400	1	0.4	0	0	spine_direct_electrical_stimulation	12.5961333333333	12.5961333333333
13.5961666666667	0	13.5961666666667	13.5961666666667	13	400	1	0.4	0	0	spine_direct_electrical_stimulation	13.5961666666667	13.5961666666667
14.5962	0	14.5962	14.5962	14	400	1	0.4	0	0	spine_direct_electrical_stimulation	14.5962	14.5962
15.5962333333333	0	15.5962333333333	15.5962333333333	15	400	1	0.4	0	0	spine_direct_electrical_stimulation	15.5962333333333	15.5962333333333
16.5962666666667	0	16.5962666666667	16.5962666666667	16	400	1	0.4	0	0	spine_direct_electrical_stimulation	16.5962666666667	16.5962666666667
17.5963	0	17.5963	17.5963	17	400	1	0.4	0	0	spine_direct_electrical_stimulation	17.5963	17.5963
18.5963333333333	0	18.5963333333333	18.5963333333333	18	400	1	0.4	0	0	spine_direct_electrical_stimulation	18.5963333333333	18.5963333333333
19.5963666666667	0	19.5963666666667	19.5963666666667	19	400	1	0.4	0	0	spine_direct_electrical_stimulation	19.5963666666667	19.5963666666667
20.5964	0	20.5964	20.5964	20	400	1	0.4	0	0	spine_direct_electrical_stimulation	20.5964	20.5964
