onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
0.434533333333333	0	0.434533333333333	0.434533333333333	1	1000	1	1	0	0	spine_direct_electrical_stimulation	0.434533333333333	0.434533333333333
1.43456666666667	0	1.43456666666667	1.43456666666667	2	1000	1	1	0	0	spine_direct_electrical_stimulation	1.43456666666667	1.43456666666667
2.4346	0	2.4346	2.4346	3	1000	1	1	0	0	spine_direct_electrical_stimulation	2.4346	2.4346
3.43463333333333	0	3.43463333333333	3.43463333333333	4	1000	1	1	0	0	spine_direct_electrical_stimulation	3.43463333333333	3.43463333333333
4.43466666666667	0	4.43466666666667	4.43466666666667	5	1000	1	1	0	0	spine_direct_electrical_stimulation	4.43466666666667	4.43466666666667
5.4347	0	5.4347	5.4347	6	1000	1	1	0	0	spine_direct_electrical_stimulation	5.4347	5.4347
6.43473333333333	0	6.43473333333333	6.43473333333333	7	1000	1	1	0	0	spine_direct_electrical_stimulation	6.43473333333333	6.43473333333333
7.43476666666667	0	7.43476666666667	7.43476666666667	8	1000	1	1	0	0	spine_direct_electrical_stimulation	7.43476666666667	7.43476666666667
8.4348	0	8.4348	8.4348	9	1000	1	1	0	0	spine_direct_electrical_stimulation	8.4348	8.4348
9.43486666666667	0	9.43486666666667	9.43486666666667	10	1000	1	1	0	0	spine_direct_electrical_stimulation	9.43486666666667	9.43486666666667
10.4349	0	10.4349	10.4349	11	1000	1	1	0	0	spine_direct_electrical_stimulation	10.4349	10.4349
11.4349333333333	0	11.4349333333333	11.4349333333333	12	1000	1	1	0	0	spine_direct_electrical_stimulation	11.4349333333333	11.4349333333333
12.4349666666667	0	12.4349666666667	12.4349666666667	13	1000	1	1	0	0	spine_direct_electrical_stimulation	12.4349666666667	12.4349666666667
13.435	0	13.435	13.435	14	1000	1	1	0	0	spine_direct_electrical_stimulation	13.435	13.435
14.4350333333333	0	14.4350333333333	14.4350333333333	15	1000	1	1	0	0	spine_direct_electrical_stimulation	14.4350333333333	14.4350333333333
15.4350666666667	0	15.4350666666667	15.4350666666667	16	1000	1	1	0	0	spine_direct_electrical_stimulation	15.4350666666667	15.4350666666667
16.4351	0	16.4351	16.4351	17	1000	1	1	0	0	spine_direct_electrical_stimulation	16.4351	16.4351
17.4351333333333	0	17.4351333333333	17.4351333333333	18	1000	1	1	0	0	spine_direct_electrical_stimulation	17.4351333333333	17.4351333333333
18.4351666666667	0	18.4351666666667	18.4351666666667	19	1000	1	1	0	0	spine_direct_electrical_stimulation	18.4351666666667	18.4351666666667
19.4352	0	19.4352	19.4352	20	1000	1	1	0	0	spine_direct_electrical_stimulation	19.4352	19.4352
