onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
1.27663333333333	0	1.27663333333333	1.27663333333333	1	600	1	0.6	0	0	spine_direct_electrical_stimulation	1.27663333333333	1.27663333333333
2.2768	0	2.2768	2.2768	2	600	1	0.6	0	0	spine_direct_electrical_stimulation	2.2768	2.2768
3.27673333333333	0	3.27673333333333	3.27673333333333	3	600	1	0.6	0	0	spine_direct_electrical_stimulation	3.27673333333333	3.27673333333333
4.27676666666667	0	4.27676666666667	4.27676666666667	4	600	1	0.6	0	0	spine_direct_electrical_stimulation	4.27676666666667	4.27676666666667
5.2768	0	5.2768	5.2768	5	600	1	0.6	0	0	spine_direct_electrical_stimulation	5.2768	5.2768
6.27683333333333	0	6.27683333333333	6.27683333333333	6	600	1	0.6	0	0	spine_direct_electrical_stimulation	6.27683333333333	6.27683333333333
7.27686666666667	0	7.27686666666667	7.27686666666667	7	600	1	0.6	0	0	spine_direct_electrical_stimulation	7.27686666666667	7.27686666666667
8.2769	0	8.2769	8.2769	8	600	1	0.6	0	0	spine_direct_electrical_stimulation	8.2769	8.2769
9.27693333333333	0	9.27693333333333	9.27693333333333	9	600	1	0.6	0	0	spine_direct_electrical_stimulation	9.27693333333333	9.27693333333333
10.2769666666667	0	10.2769666666667	10.2769666666667	10	600	1	0.6	0	0	spine_direct_electrical_stimulation	10.2769666666667	10.2769666666667
11.277	0	11.277	11.277	11	600	1	0.6	0	0	spine_direct_electrical_stimulation	11.277	11.277
12.2770333333333	0	12.2770333333333	12.2770333333333	12	600	1	0.6	0	0	spine_direct_electrical_stimulation	12.2770333333333	12.2770333333333
13.2770666666667	0	13.2770666666667	13.2770666666667	13	600	1	0.6	0	0	spine_direct_electrical_stimulation	13.2770666666667	13.2770666666667
14.2771	0	14.2771	14.2771	14	600	1	0.6	0	0	spine_direct_electrical_stimulation	14.2771	14.2771
15.2771333333333	0	15.2771333333333	15.2771333333333	15	600	1	0.6	0	0	spine_direct_electrical_stimulation	15.2771333333333	15.2771333333333
16.2771666666667	0	16.2771666666667	16.2771666666667	16	600	1	0.6	0	0	spine_direct_electrical_stimulation	16.2771666666667	16.2771666666667
17.2772	0	17.2772	17.2772	17	600	1	0.6	0	0	spine_direct_electrical_stimulation	17.2772	17.2772
18.2772333333333	0	18.2772333333333	18.2772333333333	18	600	1	0.6	0	0	spine_direct_electrical_stimulation	18.2772333333333	18.2772333333333
19.2772666666667	0	19.2772666666667	19.2772666666667	19	600	1	0.6	0	0	spine_direct_electrical_stimulation	19.2772666666667	19.2772666666667
20.2773	0	20.2773	20.2773	20	600	1	0.6	0	0	spine_direct_electrical_stimulation	20.2773	20.2773
