onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
0.877333333333333	0	0.877333333333333	0.877333333333333	1	2000	1	2	0	0	spine_direct_electrical_stimulation	0.877333333333333	0.877333333333333
1.87736666666667	0	1.87736666666667	1.87736666666667	2	2000	1	2	0	0	spine_direct_electrical_stimulation	1.87736666666667	1.87736666666667
2.8774	0	2.8774	2.8774	3	2000	1	2	0	0	spine_direct_electrical_stimulation	2.8774	2.8774
3.87743333333333	0	3.87743333333333	3.87743333333333	4	2000	1	2	0	0	spine_direct_electrical_stimulation	3.87743333333333	3.87743333333333
4.87746666666667	0	4.87746666666667	4.87746666666667	5	2000	1	2	0	0	spine_direct_electrical_stimulation	4.87746666666667	4.87746666666667
5.8775	0	5.8775	5.8775	6	2000	1	2	0	0	spine_direct_electrical_stimulation	5.8775	5.8775
6.87753333333333	0	6.87753333333333	6.87753333333333	7	2000	1	2	0	0	spine_direct_electrical_stimulation	6.87753333333333	6.87753333333333
7.87756666666667	0	7.87756666666667	7.87756666666667	8	2000	1	2	0	0	spine_direct_electrical_stimulation	7.87756666666667	7.87756666666667
8.8776	0	8.8776	8.8776	9	2000	1	2	0	0	spine_direct_electrical_stimulation	8.8776	8.8776
9.87763333333333	0	9.87763333333333	9.87763333333333	10	2000	1	2	0	0	spine_direct_electrical_stimulation	9.87763333333333	9.87763333333333
10.8776666666667	0	10.8776666666667	10.8776666666667	11	2000	1	2	0	0	spine_direct_electrical_stimulation	10.8776666666667	10.8776666666667
11.8777	0	11.8777	11.8777	12	2000	1	2	0	0	spine_direct_electrical_stimulation	11.8777	11.8777
12.8777333333333	0	12.8777333333333	12.8777333333333	13	2000	1	2	0	0	spine_direct_electrical_stimulation	12.8777333333333	12.8777333333333
13.8777666666667	0	13.8777666666667	13.8777666666667	14	2000	1	2	0	0	spine_direct_electrical_stimulation	13.8777666666667	13.8777666666667
14.8778	0	14.8778	14.8778	15	2000	1	2	0	0	spine_direct_electrical_stimulation	14.8778	14.8778
15.8778333333333	0	15.8778333333333	15.8778333333333	16	2000	1	2	0	0	spine_direct_electrical_stimulation	15.8778333333333	15.8778333333333
16.8778666666667	0	16.8778666666667	16.8778666666667	17	2000	1	2	0	0	spine_direct_electrical_stimulation	16.8778666666667	16.8778666666667
17.8779	0	17.8779	17.8779	18	2000	1	2	0	0	spine_direct_electrical_stimulation	17.8779	17.8779
18.8779333333333	0	18.8779333333333	18.8779333333333	19	2000	1	2	0	0	spine_direct_electrical_stimulation	18.8779333333333	18.8779333333333
19.8779666666667	0	19.8779666666667	19.8779666666667	20	2000	1	2	0	0	spine_direct_electrical_stimulation	19.8779666666667	19.8779666666667
