onset	duration	stim_filename	verbal_resp	key_resp	event_type
301.758	0	L281	0	1	STIM_LOGO
302.758	5	L281	0	1	RETENTION_LOGO
307.758	0	L281	NaN	NaN	VERBALRESP_LOGO
311.745	0	L281	NaN	NaN	KEYRESP_LOGO
314.775	0	L160	0	1	STIM_LOGO
315.775	5	L160	0	1	RETENTION_LOGO
320.775	0	L160	NaN	NaN	VERBALRESP_LOGO
324.656	0	L160	NaN	NaN	KEYRESP_LOGO
326.775	0	L310	0	2	STIM_LOGO
327.775	5	L310	0	2	RETENTION_LOGO
332.774	0	L310	NaN	NaN	VERBALRESP_LOGO
337.308	0	L310	NaN	NaN	KEYRESP_LOGO
338.774	0	L360	0	1	STIM_LOGO
339.774	5	L360	0	1	RETENTION_LOGO
344.774	0	L360	NaN	NaN	VERBALRESP_LOGO
349.218	0	L360	NaN	NaN	KEYRESP_LOGO
357.791	0	L135	0	1	STIM_LOGO
358.791	5	L135	0	1	RETENTION_LOGO
363.791	0	L135	NaN	NaN	VERBALRESP_LOGO
367.53	0	L135	NaN	NaN	KEYRESP_LOGO
374.808	0	L238	1	2	STIM_LOGO
375.808	5	L238	1	2	RETENTION_LOGO
380.808	0	L238	NaN	NaN	VERBALRESP_LOGO
384.642	0	L238	NaN	NaN	KEYRESP_LOGO
389.824	0	L153	1	1	STIM_LOGO
390.824	5	L153	1	1	RETENTION_LOGO
395.824	0	L153	NaN	NaN	VERBALRESP_LOGO
400.292	0	L153	NaN	NaN	KEYRESP_LOGO
403.841	0	L306	0	1	STIM_LOGO
404.841	5	L306	0	1	RETENTION_LOGO
409.841	0	L306	NaN	NaN	VERBALRESP_LOGO
414.102	0	L306	NaN	NaN	KEYRESP_LOGO
417.857	0	L139	1	1	STIM_LOGO
418.857	5	L139	1	1	RETENTION_LOGO
423.857	0	L139	NaN	NaN	VERBALRESP_LOGO
428.759	0	L139	NaN	NaN	KEYRESP_LOGO
436.941	0	L259	1	2	STIM_LOGO
437.941	5	L259	1	2	RETENTION_LOGO
442.941	0	L259	NaN	NaN	VERBALRESP_LOGO
446.625	0	L259	NaN	NaN	KEYRESP_LOGO
453.957	0	L133	0	1	STIM_LOGO
454.957	5	L133	0	1	RETENTION_LOGO
459.957	0	L133	NaN	NaN	VERBALRESP_LOGO
463.567	0	L133	NaN	NaN	KEYRESP_LOGO
470.957	0	L416	0	1	STIM_LOGO
471.957	5	L416	0	1	RETENTION_LOGO
476.957	0	L416	NaN	NaN	VERBALRESP_LOGO
480.679	0	L416	NaN	NaN	KEYRESP_LOGO
483.974	0	L37	1	2	STIM_LOGO
484.974	5	L37	1	2	RETENTION_LOGO
489.974	0	L37	NaN	NaN	VERBALRESP_LOGO
493.744	0	L37	NaN	NaN	KEYRESP_LOGO
499.99	0	L1	0	1	STIM_LOGO
500.99	5	L1	0	1	RETENTION_LOGO
505.99	0	L1	NaN	NaN	VERBALRESP_LOGO
509.596	0	L1	NaN	NaN	KEYRESP_LOGO
519.007	0	L201	0	1	STIM_LOGO
520.007	5	L201	0	1	RETENTION_LOGO
525.007	0	L201	NaN	NaN	VERBALRESP_LOGO
528.549	0	L201	NaN	NaN	KEYRESP_LOGO
535.023	0	L4	0	2	STIM_LOGO
536.023	5	L4	0	2	RETENTION_LOGO
541.023	0	L4	NaN	NaN	VERBALRESP_LOGO
545.156	0	L4	NaN	NaN	KEYRESP_LOGO
553.04	0	L402	0	2	STIM_LOGO
554.04	5	L402	0	2	RETENTION_LOGO
559.04	0	L402	NaN	NaN	VERBALRESP_LOGO
563.235	0	L402	NaN	NaN	KEYRESP_LOGO
566.057	0	L195	0	1	STIM_LOGO
567.057	5	L195	0	1	RETENTION_LOGO
572.057	0	L195	NaN	NaN	VERBALRESP_LOGO
576.486	0	L195	NaN	NaN	KEYRESP_LOGO
578.073	0	L208	0	2	STIM_LOGO
579.073	5	L208	0	2	RETENTION_LOGO
584.073	0	L208	NaN	NaN	VERBALRESP_LOGO
588.302	0	L208	NaN	NaN	KEYRESP_LOGO
592.09	0	L278	0	1	STIM_LOGO
593.09	5	L278	0	1	RETENTION_LOGO
598.09	0	L278	NaN	NaN	VERBALRESP_LOGO
602.424	0	L278	NaN	NaN	KEYRESP_LOGO
607.106	0	L424	1	1	STIM_LOGO
608.106	5	L424	1	1	RETENTION_LOGO
613.106	0	L424	NaN	NaN	VERBALRESP_LOGO
616.718	0	L424	NaN	NaN	KEYRESP_LOGO
620.123	0	L46	0	1	STIM_LOGO
621.123	5	L46	0	1	RETENTION_LOGO
626.123	0	L46	NaN	NaN	VERBALRESP_LOGO
630.39	0	L46	NaN	NaN	KEYRESP_LOGO
633.14	0	L353	2	2	STIM_LOGO
634.14	5	L353	2	2	RETENTION_LOGO
639.14	0	L353	NaN	NaN	VERBALRESP_LOGO
642.875	0	L353	NaN	NaN	KEYRESP_LOGO
648.156	0	L321	0	2	STIM_LOGO
649.156	5	L321	0	2	RETENTION_LOGO
654.156	0	L321	NaN	NaN	VERBALRESP_LOGO
657.962	0	L321	NaN	NaN	KEYRESP_LOGO
666.173	0	L272	0	2	STIM_LOGO
667.173	5	L272	0	2	RETENTION_LOGO
672.173	0	L272	NaN	NaN	VERBALRESP_LOGO
676.17	0	L272	NaN	NaN	KEYRESP_LOGO
685.189	0	L86	1	2	STIM_LOGO
686.189	5	L86	1	2	RETENTION_LOGO
691.189	0	L86	NaN	NaN	VERBALRESP_LOGO
695.468	0	L86	NaN	NaN	KEYRESP_LOGO
702.189	0	L258	0	1	STIM_LOGO
703.189	5	L258	0	1	RETENTION_LOGO
708.189	0	L258	NaN	NaN	VERBALRESP_LOGO
711.903	0	L258	NaN	NaN	KEYRESP_LOGO
715.206	0	L373	0	2	STIM_LOGO
716.206	5	L373	0	2	RETENTION_LOGO
721.206	0	L373	NaN	NaN	VERBALRESP_LOGO
725.743	0	L373	NaN	NaN	KEYRESP_LOGO
731.206	0	L77	0	1	STIM_LOGO
732.206	5	L77	0	1	RETENTION_LOGO
737.206	0	L77	NaN	NaN	VERBALRESP_LOGO
741.243	0	L77	NaN	NaN	KEYRESP_LOGO
743.243	8	NaN	NaN	NaN	BREAK
751.706	0	L108	NaN	1	STIM_BRAND
752.706	5	L108	NaN	1	RETENTION_BRAND
759.404	0	L108	NaN	NaN	KEYRESP_BRAND
760.706	0	L246	NaN	2	STIM_BRAND
761.706	5	L246	NaN	2	RETENTION_BRAND
767.227	0	L246	NaN	NaN	KEYRESP_BRAND
770.206	0	L250	NaN	1	STIM_BRAND
771.205	5	L250	NaN	1	RETENTION_BRAND
777.363	0	L250	NaN	NaN	KEYRESP_BRAND
779.706	0	L416	NaN	1	STIM_BRAND
780.705	5	L416	NaN	1	RETENTION_BRAND
787.151	0	L416	NaN	NaN	KEYRESP_BRAND
789.205	0	L402	NaN	2	STIM_BRAND
790.205	5	L402	NaN	2	RETENTION_BRAND
795.896	0	L402	NaN	NaN	KEYRESP_BRAND
798.205	0	L153	NaN	1	STIM_BRAND
799.205	5	L153	NaN	1	RETENTION_BRAND
805.111	0	L153	NaN	NaN	KEYRESP_BRAND
807.205	0	L87	NaN	1	STIM_BRAND
808.205	5	L87	NaN	1	RETENTION_BRAND
814.032	0	L87	NaN	NaN	KEYRESP_BRAND
816.205	0	L281	NaN	2	STIM_BRAND
817.205	5	L281	NaN	2	RETENTION_BRAND
823.062	0	L281	NaN	NaN	KEYRESP_BRAND
825.705	0	L305	NaN	1	STIM_BRAND
826.705	5	L305	NaN	1	RETENTION_BRAND
832.221	0	L305	NaN	NaN	KEYRESP_BRAND
835.705	0	L282	NaN	1	STIM_BRAND
836.705	5	L282	NaN	1	RETENTION_BRAND
842.558	0	L282	NaN	NaN	KEYRESP_BRAND
844.705	0	L160	NaN	1	STIM_BRAND
845.705	5	L160	NaN	1	RETENTION_BRAND
851.239	0	L160	NaN	NaN	KEYRESP_BRAND
853.705	0	L4	NaN	2	STIM_BRAND
854.705	5	L4	NaN	2	RETENTION_BRAND
860.362	0	L4	NaN	NaN	KEYRESP_BRAND
863.705	0	L353	NaN	1	STIM_BRAND
864.705	5	L353	NaN	1	RETENTION_BRAND
870.431	0	L353	NaN	NaN	KEYRESP_BRAND
872.705	0	L191	NaN	1	STIM_BRAND
873.705	5	L191	NaN	1	RETENTION_BRAND
879.886	0	L191	NaN	NaN	KEYRESP_BRAND
882.205	0	L201	NaN	1	STIM_BRAND
883.205	5	L201	NaN	1	RETENTION_BRAND
889.673	0	L201	NaN	NaN	KEYRESP_BRAND
892.205	0	L322	NaN	1	STIM_BRAND
893.205	5	L322	NaN	1	RETENTION_BRAND
899.426	0	L322	NaN	NaN	KEYRESP_BRAND
902.205	0	L37	NaN	2	STIM_BRAND
903.205	5	L37	NaN	2	RETENTION_BRAND
908.794	0	L37	NaN	NaN	KEYRESP_BRAND
911.705	0	L334	NaN	2	STIM_BRAND
912.705	5	L334	NaN	2	RETENTION_BRAND
918.515	0	L334	NaN	NaN	KEYRESP_BRAND
921.205	0	L135	NaN	1	STIM_BRAND
922.205	5	L135	NaN	1	RETENTION_BRAND
927.847	0	L135	NaN	NaN	KEYRESP_BRAND
930.205	0	L431	NaN	1	STIM_BRAND
931.205	5	L431	NaN	1	RETENTION_BRAND
936.876	0	L431	NaN	NaN	KEYRESP_BRAND
940.205	0	L193	NaN	1	STIM_BRAND
941.205	5	L193	NaN	1	RETENTION_BRAND
946.794	0	L193	NaN	NaN	KEYRESP_BRAND
949.705	0	L195	NaN	1	STIM_BRAND
950.705	5	L195	NaN	1	RETENTION_BRAND
956.486	0	L195	NaN	NaN	KEYRESP_BRAND
959.205	0	L278	NaN	1	STIM_BRAND
960.205	5	L278	NaN	1	RETENTION_BRAND
966.032	0	L278	NaN	NaN	KEYRESP_BRAND
968.705	0	L139	NaN	1	STIM_BRAND
969.704	5	L139	NaN	1	RETENTION_BRAND
975.866	0	L139	NaN	NaN	KEYRESP_BRAND
978.704	0	L45	NaN	1	STIM_BRAND
979.704	5	L45	NaN	1	RETENTION_BRAND
985.84	0	L45	NaN	NaN	KEYRESP_BRAND
988.704	0	L321	NaN	2	STIM_BRAND
989.704	5	L321	NaN	2	RETENTION_BRAND
995.421	0	L321	NaN	NaN	KEYRESP_BRAND
998.204	0	L185	NaN	1	STIM_BRAND
999.204	5	L185	NaN	1	RETENTION_BRAND
1004.89	0	L185	NaN	NaN	KEYRESP_BRAND
1007.204	0	L259	NaN	2	STIM_BRAND
1008.204	5	L259	NaN	2	RETENTION_BRAND
1014.574	0	L259	NaN	NaN	KEYRESP_BRAND
1016.204	0	L424	NaN	0	STIM_BRAND
1017.204	5	L424	NaN	0	RETENTION_BRAND
1025.221	0	L238	NaN	1	STIM_BRAND
1026.221	5	L238	NaN	1	RETENTION_BRAND
1031.706	0	L238	NaN	NaN	KEYRESP_BRAND
1035.221	0	L373	NaN	1	STIM_BRAND
1036.221	5	L373	NaN	1	RETENTION_BRAND
1042.395	0	L373	NaN	NaN	KEYRESP_BRAND
1045.221	0	L133	NaN	1	STIM_BRAND
1046.221	5	L133	NaN	1	RETENTION_BRAND
1052.132	0	L133	NaN	NaN	KEYRESP_BRAND
1054.221	0	L258	NaN	1	STIM_BRAND
1055.221	5	L258	NaN	1	RETENTION_BRAND
1061.203	0	L258	NaN	NaN	KEYRESP_BRAND
1064.221	0	L310	NaN	2	STIM_BRAND
1065.221	5	L310	NaN	2	RETENTION_BRAND
1070.893	0	L310	NaN	NaN	KEYRESP_BRAND
1074.221	0	L77	NaN	1	STIM_BRAND
1075.221	5	L77	NaN	1	RETENTION_BRAND
1080.926	0	L77	NaN	NaN	KEYRESP_BRAND
1083.221	0	L380	NaN	2	STIM_BRAND
1084.221	5	L380	NaN	2	RETENTION_BRAND
1090.116	0	L380	NaN	NaN	KEYRESP_BRAND
1092.721	0	L306	NaN	1	STIM_BRAND
1093.721	5	L306	NaN	1	RETENTION_BRAND
1099.519	0	L306	NaN	NaN	KEYRESP_BRAND
1101.721	0	L1	NaN	1	STIM_BRAND
1102.72	5	L1	NaN	1	RETENTION_BRAND
1108.6	0	L1	NaN	NaN	KEYRESP_BRAND
1111.72	0	L124	NaN	1	STIM_BRAND
1112.72	5	L124	NaN	1	RETENTION_BRAND
1118.577	0	L124	NaN	NaN	KEYRESP_BRAND
1121.72	0	L25	NaN	1	STIM_BRAND
1122.72	5	L25	NaN	1	RETENTION_BRAND
1128.49	0	L25	NaN	NaN	KEYRESP_BRAND
1130.72	0	L407	NaN	1	STIM_BRAND
1131.72	5	L407	NaN	1	RETENTION_BRAND
1137.839	0	L407	NaN	NaN	KEYRESP_BRAND
1140.22	0	L234	NaN	1	STIM_BRAND
1141.22	5	L234	NaN	1	RETENTION_BRAND
1147.591	0	L234	NaN	NaN	KEYRESP_BRAND
1150.22	0	L156	NaN	1	STIM_BRAND
1151.22	5	L156	NaN	1	RETENTION_BRAND
1157.2	0	L156	NaN	NaN	KEYRESP_BRAND
1159.72	0	L272	NaN	2	STIM_BRAND
1160.72	5	L272	NaN	2	RETENTION_BRAND
1166.188	0	L272	NaN	NaN	KEYRESP_BRAND
1169.72	0	L46	NaN	1	STIM_BRAND
1170.72	5	L46	NaN	1	RETENTION_BRAND
1176.474	0	L46	NaN	NaN	KEYRESP_BRAND
1179.22	0	L339	NaN	1	STIM_BRAND
1180.22	5	L339	NaN	1	RETENTION_BRAND
1185.847	0	L339	NaN	NaN	KEYRESP_BRAND
1188.72	0	L86	NaN	2	STIM_BRAND
1189.72	5	L86	NaN	2	RETENTION_BRAND
1196.004	0	L86	NaN	NaN	KEYRESP_BRAND
1197.72	0	L360	NaN	1	STIM_BRAND
1198.72	5	L360	NaN	1	RETENTION_BRAND
1204.24	0	L360	NaN	NaN	KEYRESP_BRAND
1207.72	0	L79	NaN	1	STIM_BRAND
1208.72	5	L79	NaN	1	RETENTION_BRAND
1214.239	0	L79	NaN	NaN	KEYRESP_BRAND
1222.893	0	L130	NaN	1	STIM_BRAND
1223.893	5	L130	NaN	1	RETENTION_BRAND
1229.528	0	L130	NaN	NaN	KEYRESP_BRAND
