onset	duration	stim_filename	verbal_resp	key_resp	event_type
306.031	5	L60	0	1	RETENTION_LOGO
311.031	0	L60	NaN	NaN	VERBALRESP_LOGO
315.401	0	L60	NaN	NaN	KEYRESP_LOGO
320.047	0	L119	0	1	STIM_LOGO
321.047	5	L119	0	1	RETENTION_LOGO
326.047	0	L119	NaN	NaN	VERBALRESP_LOGO
329.862	0	L119	NaN	NaN	KEYRESP_LOGO
332.064	0	L138	0	1	STIM_LOGO
333.064	5	L138	0	1	RETENTION_LOGO
338.064	0	L138	NaN	NaN	VERBALRESP_LOGO
342.056	0	L138	NaN	NaN	KEYRESP_LOGO
350.08	0	L50	0	1	STIM_LOGO
351.08	5	L50	0	1	RETENTION_LOGO
356.08	0	L50	NaN	NaN	VERBALRESP_LOGO
359.849	0	L50	NaN	NaN	KEYRESP_LOGO
369.08	0	L130	0	1	STIM_LOGO
370.08	5	L130	0	1	RETENTION_LOGO
375.08	0	L130	NaN	NaN	VERBALRESP_LOGO
379.138	0	L130	NaN	NaN	KEYRESP_LOGO
386.08	0	L24	1	1	STIM_LOGO
387.08	5	L24	1	1	RETENTION_LOGO
392.08	0	L24	NaN	NaN	VERBALRESP_LOGO
396.021	0	L24	NaN	NaN	KEYRESP_LOGO
404.097	0	L340	1	1	STIM_LOGO
405.097	5	L340	1	1	RETENTION_LOGO
410.097	0	L340	NaN	NaN	VERBALRESP_LOGO
414.495	0	L340	NaN	NaN	KEYRESP_LOGO
417.113	0	L41	0	1	STIM_LOGO
418.113	5	L41	0	1	RETENTION_LOGO
423.113	0	L41	NaN	NaN	VERBALRESP_LOGO
427.322	0	L41	NaN	NaN	KEYRESP_LOGO
432.13	0	L309	0	1	STIM_LOGO
433.13	5	L309	0	1	RETENTION_LOGO
438.13	0	L309	NaN	NaN	VERBALRESP_LOGO
441.958	0	L309	NaN	NaN	KEYRESP_LOGO
445.147	0	L399	0	1	STIM_LOGO
446.147	5	L399	0	1	RETENTION_LOGO
451.147	0	L399	NaN	NaN	VERBALRESP_LOGO
454.71	0	L399	NaN	NaN	KEYRESP_LOGO
462.163	0	L425	0	1	STIM_LOGO
463.163	5	L425	0	1	RETENTION_LOGO
468.163	0	L425	NaN	NaN	VERBALRESP_LOGO
472.677	0	L425	NaN	NaN	KEYRESP_LOGO
478.18	0	L338	0	1	STIM_LOGO
479.18	5	L338	0	1	RETENTION_LOGO
484.18	0	L338	NaN	NaN	VERBALRESP_LOGO
488.757	0	L338	NaN	NaN	KEYRESP_LOGO
494.196	0	L356	0	1	STIM_LOGO
495.196	5	L356	0	1	RETENTION_LOGO
500.196	0	L356	NaN	NaN	VERBALRESP_LOGO
504.034	0	L356	NaN	NaN	KEYRESP_LOGO
511.213	0	L100	1	2	STIM_LOGO
512.213	5	L100	1	2	RETENTION_LOGO
517.213	0	L100	NaN	NaN	VERBALRESP_LOGO
520.991	0	L100	NaN	NaN	KEYRESP_LOGO
526.23	0	L240	1	1	STIM_LOGO
527.23	5	L240	1	1	RETENTION_LOGO
532.23	0	L240	NaN	NaN	VERBALRESP_LOGO
536.566	0	L240	NaN	NaN	KEYRESP_LOGO
544.246	0	L400	0	2	STIM_LOGO
545.246	5	L400	0	2	RETENTION_LOGO
550.246	0	L400	NaN	NaN	VERBALRESP_LOGO
554.896	0	L400	NaN	NaN	KEYRESP_LOGO
557.263	0	L161	0	1	STIM_LOGO
558.263	5	L161	0	1	RETENTION_LOGO
563.263	0	L161	NaN	NaN	VERBALRESP_LOGO
567.696	0	L161	NaN	NaN	KEYRESP_LOGO
569.279	0	L379	1	2	STIM_LOGO
570.279	5	L379	1	2	RETENTION_LOGO
575.279	0	L379	NaN	NaN	VERBALRESP_LOGO
579.927	0	L379	NaN	NaN	KEYRESP_LOGO
583.296	0	L99	0	1	STIM_LOGO
584.296	5	L99	0	1	RETENTION_LOGO
589.296	0	L99	NaN	NaN	VERBALRESP_LOGO
593	0	L99	NaN	NaN	KEYRESP_LOGO
600.296	0	L181	0	1	STIM_LOGO
601.296	5	L181	0	1	RETENTION_LOGO
606.296	0	L181	NaN	NaN	VERBALRESP_LOGO
610.436	0	L181	NaN	NaN	KEYRESP_LOGO
612.296	0	L418	1	1	STIM_LOGO
613.296	5	L418	1	1	RETENTION_LOGO
618.296	0	L418	NaN	NaN	VERBALRESP_LOGO
622.359	0	L418	NaN	NaN	KEYRESP_LOGO
631.296	0	L105	0	1	STIM_LOGO
632.296	5	L105	0	1	RETENTION_LOGO
637.296	0	L105	NaN	NaN	VERBALRESP_LOGO
641.705	0	L105	NaN	NaN	KEYRESP_LOGO
643.312	0	L414	0	1	STIM_LOGO
644.312	5	L414	0	1	RETENTION_LOGO
649.312	0	L414	NaN	NaN	VERBALRESP_LOGO
653.107	0	L414	NaN	NaN	KEYRESP_LOGO
657.312	0	L147	0	1	STIM_LOGO
658.312	5	L147	0	1	RETENTION_LOGO
663.312	0	L147	NaN	NaN	VERBALRESP_LOGO
667.135	0	L147	NaN	NaN	KEYRESP_LOGO
676.312	0	L143	0	1	STIM_LOGO
677.312	5	L143	0	1	RETENTION_LOGO
682.312	0	L143	NaN	NaN	VERBALRESP_LOGO
686.654	0	L143	NaN	NaN	KEYRESP_LOGO
692.329	0	L395	0	1	STIM_LOGO
693.329	5	L395	0	1	RETENTION_LOGO
698.329	0	L395	NaN	NaN	VERBALRESP_LOGO
702.241	0	L395	NaN	NaN	KEYRESP_LOGO
705.345	0	L313	0	1	STIM_LOGO
706.345	5	L313	0	1	RETENTION_LOGO
711.345	0	L313	NaN	NaN	VERBALRESP_LOGO
715.655	0	L313	NaN	NaN	KEYRESP_LOGO
722.362	0	L39	1	1	STIM_LOGO
723.362	5	L39	1	1	RETENTION_LOGO
728.362	0	L39	NaN	NaN	VERBALRESP_LOGO
732.692	0	L39	NaN	NaN	KEYRESP_LOGO
736.378	0	L420	0	1	STIM_LOGO
737.378	5	L420	0	1	RETENTION_LOGO
742.378	0	L420	NaN	NaN	VERBALRESP_LOGO
745.958	0	L420	NaN	NaN	KEYRESP_LOGO
747.958	8	NaN	NaN	NaN	BREAK
757.395	0	L220	NaN	1	STIM_BRAND
758.395	5	L220	NaN	1	RETENTION_BRAND
764.958	0	L220	NaN	NaN	KEYRESP_BRAND
766.895	0	L365	NaN	1	STIM_BRAND
767.895	5	L365	NaN	1	RETENTION_BRAND
774.31	0	L365	NaN	NaN	KEYRESP_BRAND
775.895	0	L161	NaN	2	STIM_BRAND
776.895	5	L161	NaN	2	RETENTION_BRAND
782.959	0	L161	NaN	NaN	KEYRESP_BRAND
785.395	0	L338	NaN	1	STIM_BRAND
786.395	5	L338	NaN	1	RETENTION_BRAND
792.097	0	L338	NaN	NaN	KEYRESP_BRAND
794.895	0	L400	NaN	1	STIM_BRAND
795.895	5	L400	NaN	1	RETENTION_BRAND
801.897	0	L400	NaN	NaN	KEYRESP_BRAND
803.895	0	L395	NaN	1	STIM_BRAND
804.895	5	L395	NaN	1	RETENTION_BRAND
811.296	0	L395	NaN	NaN	KEYRESP_BRAND
813.395	0	L119	NaN	1	STIM_BRAND
814.395	5	L119	NaN	1	RETENTION_BRAND
820.486	0	L119	NaN	NaN	KEYRESP_BRAND
823.395	0	L33	NaN	2	STIM_BRAND
824.395	5	L33	NaN	2	RETENTION_BRAND
830.408	0	L33	NaN	NaN	KEYRESP_BRAND
832.395	0	L420	NaN	1	STIM_BRAND
833.395	5	L420	NaN	1	RETENTION_BRAND
839.128	0	L420	NaN	NaN	KEYRESP_BRAND
842.395	0	L138	NaN	1	STIM_BRAND
843.395	5	L138	NaN	1	RETENTION_BRAND
849.137	0	L138	NaN	NaN	KEYRESP_BRAND
851.894	0	L202	NaN	1	STIM_BRAND
852.895	5	L202	NaN	1	RETENTION_BRAND
859.795	0	L202	NaN	NaN	KEYRESP_BRAND
860.895	0	L51	NaN	1	STIM_BRAND
861.894	5	L51	NaN	1	RETENTION_BRAND
867.485	0	L51	NaN	NaN	KEYRESP_BRAND
870.894	0	L105	NaN	1	STIM_BRAND
871.894	5	L105	NaN	1	RETENTION_BRAND
877.764	0	L105	NaN	NaN	KEYRESP_BRAND
880.894	0	L379	NaN	1	STIM_BRAND
881.894	5	L379	NaN	1	RETENTION_BRAND
888.003	0	L379	NaN	NaN	KEYRESP_BRAND
889.894	0	L99	NaN	1	STIM_BRAND
890.894	5	L99	NaN	1	RETENTION_BRAND
897.005	0	L99	NaN	NaN	KEYRESP_BRAND
899.894	0	L181	NaN	1	STIM_BRAND
900.894	5	L181	NaN	1	RETENTION_BRAND
907.167	0	L181	NaN	NaN	KEYRESP_BRAND
908.894	0	L63	NaN	1	STIM_BRAND
909.894	5	L63	NaN	1	RETENTION_BRAND
916.334	0	L63	NaN	NaN	KEYRESP_BRAND
918.394	0	L5	NaN	1	STIM_BRAND
919.394	5	L5	NaN	1	RETENTION_BRAND
925.743	0	L5	NaN	NaN	KEYRESP_BRAND
927.394	0	L53	NaN	2	STIM_BRAND
928.394	5	L53	NaN	2	RETENTION_BRAND
934.109	0	L53	NaN	NaN	KEYRESP_BRAND
936.894	0	L74	NaN	2	STIM_BRAND
937.894	5	L74	NaN	2	RETENTION_BRAND
943.655	0	L74	NaN	NaN	KEYRESP_BRAND
946.394	0	L221	NaN	1	STIM_BRAND
947.394	5	L221	NaN	1	RETENTION_BRAND
953.148	0	L221	NaN	NaN	KEYRESP_BRAND
955.894	0	L328	NaN	1	STIM_BRAND
956.894	5	L328	NaN	1	RETENTION_BRAND
963.075	0	L328	NaN	NaN	KEYRESP_BRAND
965.894	0	L414	NaN	1	STIM_BRAND
966.894	5	L414	NaN	1	RETENTION_BRAND
972.331	0	L414	NaN	NaN	KEYRESP_BRAND
975.394	0	L41	NaN	2	STIM_BRAND
976.394	5	L41	NaN	2	RETENTION_BRAND
981.863	0	L41	NaN	NaN	KEYRESP_BRAND
984.394	0	L50	NaN	1	STIM_BRAND
985.394	5	L50	NaN	1	RETENTION_BRAND
991.233	0	L50	NaN	NaN	KEYRESP_BRAND
993.394	0	L75	NaN	1	STIM_BRAND
994.394	5	L75	NaN	1	RETENTION_BRAND
1000.055	0	L75	NaN	NaN	KEYRESP_BRAND
1003.394	0	L399	NaN	2	STIM_BRAND
1004.394	5	L399	NaN	2	RETENTION_BRAND
1010.381	0	L399	NaN	NaN	KEYRESP_BRAND
1012.394	0	L340	NaN	2	STIM_BRAND
1013.394	5	L340	NaN	2	RETENTION_BRAND
1019.172	0	L340	NaN	NaN	KEYRESP_BRAND
1021.894	0	L289	NaN	2	STIM_BRAND
1022.894	5	L289	NaN	2	RETENTION_BRAND
1028.453	0	L289	NaN	NaN	KEYRESP_BRAND
1031.894	0	L194	NaN	2	STIM_BRAND
1032.894	5	L194	NaN	2	RETENTION_BRAND
1038.671	0	L194	NaN	NaN	KEYRESP_BRAND
1040.894	0	L418	NaN	2	STIM_BRAND
1041.894	5	L418	NaN	2	RETENTION_BRAND
1048.144	0	L418	NaN	NaN	KEYRESP_BRAND
1050.894	0	L158	NaN	2	STIM_BRAND
1051.894	5	L158	NaN	2	RETENTION_BRAND
1057.619	0	L158	NaN	NaN	KEYRESP_BRAND
1059.894	0	L104	NaN	1	STIM_BRAND
1060.893	5	L104	NaN	1	RETENTION_BRAND
1066.73	0	L104	NaN	NaN	KEYRESP_BRAND
1069.893	0	L143	NaN	1	STIM_BRAND
1070.893	5	L143	NaN	1	RETENTION_BRAND
1076.636	0	L143	NaN	NaN	KEYRESP_BRAND
1078.893	0	L381	NaN	2	STIM_BRAND
1079.893	5	L381	NaN	2	RETENTION_BRAND
1085.719	0	L381	NaN	NaN	KEYRESP_BRAND
1087.893	0	L39	NaN	1	STIM_BRAND
1088.893	5	L39	NaN	1	RETENTION_BRAND
1094.619	0	L39	NaN	NaN	KEYRESP_BRAND
1097.393	0	L356	NaN	1	STIM_BRAND
1098.393	5	L356	NaN	1	RETENTION_BRAND
1104.093	0	L356	NaN	NaN	KEYRESP_BRAND
1107.393	0	L7	NaN	2	STIM_BRAND
1108.393	5	L7	NaN	2	RETENTION_BRAND
1113.886	0	L7	NaN	NaN	KEYRESP_BRAND
1116.893	0	L240	NaN	2	STIM_BRAND
1117.893	5	L240	NaN	2	RETENTION_BRAND
1123.567	0	L240	NaN	NaN	KEYRESP_BRAND
1126.393	0	L178	NaN	2	STIM_BRAND
1127.393	5	L178	NaN	2	RETENTION_BRAND
1133.442	0	L178	NaN	NaN	KEYRESP_BRAND
1136.393	0	L425	NaN	1	STIM_BRAND
1137.393	5	L425	NaN	1	RETENTION_BRAND
1143.218	0	L425	NaN	NaN	KEYRESP_BRAND
1145.893	0	L309	NaN	2	STIM_BRAND
1146.893	5	L309	NaN	2	RETENTION_BRAND
1152.737	0	L309	NaN	NaN	KEYRESP_BRAND
1154.893	0	L24	NaN	1	STIM_BRAND
1155.893	5	L24	NaN	1	RETENTION_BRAND
1161.751	0	L24	NaN	NaN	KEYRESP_BRAND
1164.893	0	L100	NaN	2	STIM_BRAND
1165.893	5	L100	NaN	2	RETENTION_BRAND
1171.59	0	L100	NaN	NaN	KEYRESP_BRAND
1174.893	0	L57	NaN	2	STIM_BRAND
1175.893	5	L57	NaN	2	RETENTION_BRAND
1181.524	0	L57	NaN	NaN	KEYRESP_BRAND
1184.893	0	L60	NaN	2	STIM_BRAND
1185.893	5	L60	NaN	2	RETENTION_BRAND
1191.414	0	L60	NaN	NaN	KEYRESP_BRAND
1194.393	0	L147	NaN	1	STIM_BRAND
1195.393	5	L147	NaN	1	RETENTION_BRAND
1201.434	0	L147	NaN	NaN	KEYRESP_BRAND
1203.393	0	L22	NaN	1	STIM_BRAND
1204.393	5	L22	NaN	1	RETENTION_BRAND
1210.294	0	L22	NaN	NaN	KEYRESP_BRAND
1213.393	0	L313	NaN	2	STIM_BRAND
1214.393	5	L313	NaN	2	RETENTION_BRAND
1219.948	0	L313	NaN	NaN	KEYRESP_BRAND
1222.893	0	L130	NaN	1	STIM_BRAND
1223.893	5	L130	NaN	1	RETENTION_BRAND
1229.528	0	L130	NaN	NaN	KEYRESP_BRAND
