onset	duration	imageid
8	4	390826
12	4	467138
16	4	364437
20	4	558190
24	4	273081
28	4	493994
32	4	210708
36	4	252214
40	4	129054
44	4	557114
48	4	270609
52	4	382997
56	4	449697
60	4	403913
64	4	2296
72	4	179814
76	4	205183
80	4	461498
84	4	258196
88	4	246636
92	4	408925
96	4	372308
100	4	372914
104	4	467842
108	4	447877
112	4	214309
116	4	427886
120	4	8821
124	4	78407
128	4	579487
132	4	391823
136	4	513806
140	4	417160
144	4	95677
148	4	253699
152	4	295103
156	4	502134
160	4	310912
164	4	156756
168	4	65485
172	4	212420
176	4	181769
180	4	410144
184	4	417006
192	4	580796
196	4	325915
200	4	514939
204	4	296706
208	4	324785
212	4	205834
216	4	398756
220	4	462589
224	4	162892
228	4	268435
232	4	280702
236	4	301467
240	4	570386
244	4	460149
248	4	316237
252	4	297683
260	4	490708
264	4	319868
268	4	556497
272	4	35767
280	4	534220
284	4	308473
288	4	520213
292	4	564382
296	4	557334
304	4	220858
308	4	135680
312	4	37871
316	4	354131
320	4	308950
324	4	26564
328	4	535165
332	4	461549
336	4	148181
340	4	283005
344	4	136111
348	4	195449
352	4	402212
356	4	425123
360	4	556617
364	4	403424
