onset	duration	imageid
8	4	326849
12	4	198198
16	4	211185
20	4	576399
24	4	308073
28	4	549327
32	4	235902
36	4	287407
40	4	573997
44	4	224414
48	4	336046
52	4	134510
60	4	361738
64	4	263400
68	4	555444
72	4	418070
76	4	506066
80	4	177394
84	4	433297
88	4	451793
92	4	475678
96	4	308441
100	4	339344
104	4	15497
108	4	314251
112	4	473015
116	4	382784
120	4	286912
124	4	183197
128	4	170786
132	4	515695
136	4	80401
140	4	341328
144	4	265889
152	4	147856
156	4	166631
164	4	72602
168	4	532239
172	4	480179
176	4	51222
180	4	137576
188	4	180806
192	4	209068
196	4	308936
200	4	544427
204	4	298591
208	4	492710
212	4	194030
216	4	504338
220	4	492674
224	4	53626
228	4	576827
232	4	221621
236	4	533739
240	4	283502
244	4	253030
248	4	414046
252	4	141965
256	4	256513
260	4	183395
264	4	250619
268	4	550049
272	4	232219
276	4	140439
280	4	2690
284	4	452823
288	4	539335
292	4	285696
296	4	564739
300	4	264804
304	4	128699
308	4	489927
320	4	531647
324	4	91257
328	4	385317
332	4	518914
336	4	547601
340	4	511694
344	4	541472
348	4	365600
352	4	235953
356	4	566324
360	4	213945
364	4	579374
368	4	259419
