onset	duration	imageid
8	4	21465
12	4	517095
16	4	162858
24	4	7795
28	4	354305
32	4	492610
36	4	244923
40	4	6040
44	4	287136
48	4	322352
52	4	256564
56	4	189737
60	4	339796
64	4	243370
68	4	307497
72	4	512961
76	4	268793
80	4	402120
84	4	82821
88	4	377572
92	4	408439
96	4	199318
100	4	513908
104	4	498562
108	4	373196
112	4	9769
116	4	261750
120	4	201930
124	4	405695
128	4	246982
132	4	193488
136	4	322091
140	4	156935
144	4	455660
148	4	284426
152	4	557047
156	4	113867
160	4	563809
164	4	413346
172	4	425925
176	4	365624
180	4	480797
184	4	445325
188	4	342996
192	4	332570
196	4	529179
200	4	268239
204	4	455875
208	4	425341
212	4	193194
220	4	420765
224	4	460134
228	4	515457
232	4	578236
236	4	59949
240	4	416008
244	4	353931
248	4	369982
252	4	361212
256	4	518026
260	4	289460
264	4	33802
268	4	46804
272	4	328589
276	4	84170
280	4	18380
284	4	278006
288	4	323114
292	4	490860
296	4	279831
304	4	715
308	4	40068
312	4	575367
316	4	482929
320	4	555904
324	4	242605
328	4	105592
332	4	253389
336	4	569272
340	4	452078
344	4	281615
352	4	329380
356	4	176847
360	4	400487
364	4	275211
