onset	duration	Scoring2	Has_Arousal
7.0000022649765	30	1	0
37.0000022649765	30	1	0
67.0000022649765	30	1	0
97.0000022649765	30	1	0
127.000002264977	30	1	0
157.000002264977	30	1	0
187.000002264977	30	1	0
217.000002264977	30	1	0
247.000002264977	30	1	0
277.000002264977	30	1	0
307.000002264977	30	1	0
337.000002264977	30	1	0
367.000002264977	30	1	0
397.000002264977	30	1	0
427.000002264977	30	1	0
457.000002264977	30	1	0
487.000002264977	30	1	0
517.000002264977	30	1	0
547.000002264977	30	1	0
577.000002264977	30	1	0
607.000002264977	30	1	0
637.000002264977	30	1	0
667.000002264977	30	1	0
697.000002264977	30	1	0
727.000002264977	30	1	0
757.000002264977	30	1	0
787.000002264977	30	1	0
817.000002264977	30	1	0
847.000002264977	30	1	0
877.000002264977	30	1	0
907.000002264977	30	1	0
937.000002264977	30	1	0
967.000002264977	30	1	0
997.000002264977	30	1	0
1027.00000226498	30	1	0
1057.00000226498	30	1	0
1087.00000226498	30	1	0
1117.00000226498	30	1	0
1147.00000226498	30	1	0
1177.00000226498	30	1	0
1207.00000226498	30	3	0
1237.00000226498	30	1	0
1267.00000226498	30	1	0
1297.00000226498	30	1	0
1327.00000226498	30	1	0
1357.00000226498	30	1	0
1387.00000226498	30	3	0
1417.00000226498	30	1	1
1447.00000226498	30	3	1
1477.00000226498	30	3	0
1507.00000226498	30	3	0
1537.00000226498	30	3	0
1567.00000226498	30	1	1
1597.00000226498	30	1	0
1627.00000226498	30	1	0
1657.00000226498	30	1	0
1687.00000226498	30	3	0
1717.00000226498	30	3	0
1747.00000226498	30	3	0
1777.00000226498	30	3	0
1807.00000226498	30	4	0
1837.00000226498	30	4	0
1867.00000226498	30	4	0
1897.00000226498	30	4	0
1927.00000226498	30	4	0
1957.00000226498	30	4	0
1987.00000226498	30	4	0
2017.00000226498	30	4	0
2047.00000226498	30	4	0
2077.00000226498	30	4	0
2107.00000226498	30	4	0
2137.00000226498	30	4	0
2167.00000226498	30	4	0
2197.00000226498	30	5	0
2227.00000226498	30	5	0
2257.00000226498	30	5	0
2287.00000226498	30	5	0
2317.00000226498	30	5	0
2347.00000226498	30	5	0
2377.00000226498	30	5	0
2407.00000226498	30	5	0
2437.00000226498	30	5	0
2467.00000226498	30	5	0
2497.00000226498	30	5	0
2527.00000226498	30	5	0
2557.00000226498	30	5	0
2587.00000226498	30	5	0
2617.00000226498	30	5	0
2647.00000226498	30	5	0
2677.00000226498	30	5	0
2707.00000226498	30	5	0
2737.00000226498	30	5	0
2767.00000226498	30	5	0
2797.00000226498	30	5	0
2827.00000226498	30	5	0
2857.00000226498	30	5	0
2887.00000226498	30	5	0
2917.00000226498	30	5	0
2947.00000226498	30	5	0
2977.00000226498	30	5	0
3007.00000226498	30	5	0
3037.00000226498	30	5	0
3067.00000226498	30	5	0
3097.00000226498	30	5	0
3127.00000226498	30	5	0
3157.00000226498	30	5	0
3187.00000226498	30	5	0
3217.00000226498	30	5	0
3247.00000226498	30	5	0
3277.00000226498	30	5	0
3307.00000226498	30	5	0
3337.00000226498	30	5	0
3367.00000226498	30	5	0
3397.00000226498	30	5	0
3427.00000226498	30	5	0
3457.00000226498	30	5	0
3487.00000226498	30	5	0
3517.00000226498	30	5	0
3547.00000226498	30	5	0
3577.00000226498	30	5	0
3607.00000226498	30	5	0
3637.00000226498	30	5	0
3667.00000226498	30	5	0
3697.00000226498	30	5	0
3727.00000226498	30	5	0
3757.00000226498	30	5	0
3787.00000226498	30	5	0
3817.00000226498	30	5	0
3847.00000226498	30	5	0
3877.00000226498	30	5	0
3907.00000226498	30	5	0
3937.00000226498	30	5	0
3967.00000226498	30	5	0
3997.00000226498	30	5	0
4027.00000226498	30	5	0
4057.00000226498	30	5	0
4087.00000226498	30	5	0
4117.00000226498	30	5	0
4147.00000226498	30	5	0
4177.00000226498	30	5	0
4207.00000226498	30	5	0
4237.00000226498	30	5	0
4267.00000226498	30	5	0
4297.00000226498	30	5	0
4327.00000226498	30	5	0
4357.00000226498	30	5	0
4387.00000226498	30	5	0
4417.00000226498	30	5	0
4447.00000226498	30	5	0
4477.00000226498	30	5	0
4507.00000226498	30	4	0
4537.00000226498	30	4	0
4567.00000226498	30	4	0
4597.00000226498	30	4	1
4627.00000226498	30	4	0
4657.00000226498	30	4	0
4687.00000226498	30	4	0
4717.00000226498	30	4	0
4747.00000226498	30	4	0
4777.00000226498	30	4	0
4807.00000226498	30	4	0
4837.00000226498	30	4	0
4867.00000226498	30	4	0
4897.00000226498	30	4	0
4927.00000226498	30	4	0
4957.00000226498	30	4	0
4987.00000226498	30	4	1
5017.00000226498	30	4	0
5047.00000226498	30	4	0
5077.00000226498	30	4	0
5107.00000226498	30	4	0
5137.00000226498	30	4	0
5167.00000226498	30	4	0
5197.00000226498	30	4	0
5227.00000226498	30	4	0
5257.00000226498	30	4	0
5287.00000226498	30	4	0
5317.00000226498	30	4	1
5347.00000226498	30	4	0
5377.00000226498	30	4	0
5407.00000226498	30	4	0
5437.00000226498	30	4	0
5467.00000226498	30	4	0
5497.00000226498	30	4	0
5527.00000226498	30	2	0
5557.00000226498	30	2	0
5587.00000226498	30	2	0
5617.00000226498	30	2	0
5647.00000226498	30	2	0
5677.00000226498	30	2	0
5707.00000226498	30	2	0
5737.00000226498	30	2	0
5767.00000226498	30	2	0
5797.00000226498	30	1	1
5827.00000226498	30	3	0
5857.00000226498	30	4	0
5887.00000226498	30	4	0
5917.00000226498	30	4	0
5947.00000226498	30	4	0
5977.00000226498	30	4	0
6007.00000226498	30	4	0
6037.00000226498	30	4	0
6067.00000226498	30	4	0
6097.00000226498	30	4	0
6127.00000226498	30	4	0
6157.00000226498	30	4	0
6187.00000226498	30	4	0
6217.00000226498	30	4	0
6247.00000226498	30	4	0
6277.00000226498	30	4	0
6307.00000226498	30	5	0
6337.00000226498	30	5	0
6367.00000226498	30	5	0
