onset	duration	trial_type	response	response_time	condition
0.014	0.5	83.0	0.0	0.0	coco/000000399981.jpg
3.014	0.5	1.0	0.0	0.0	coco/000000007665.jpg
6.013999999999999	0.5	119.0	0.0	0.0	coco/000000565004.jpg
9.014	0.5	24.0	0.0	0.0	coco/000000102858.jpg
12.013	0.5	93.0	0.0	0.0	coco/000000444166.jpg
15.013	0.5	49.0	0.0	0.0	coco/000000222964.jpg
18.012999999999995	0.5	102.0	0.0	0.0	coco/000000480447.jpg
21.013	0.5	2000.0	1.0	0.8884766101837158	n/a
24.012	0.5	105.0	0.0	0.0	coco/000000495388.jpg
27.012	0.5	38.0	0.0	0.0	coco/000000170439.jpg
30.012	0.5	2000.0	1.0	1.0412030220031738	n/a
33.012	0.5	75.0	0.0	0.0	coco/000000363403.jpg
36.011	0.5	8.0	0.0	0.0	coco/000000025045.jpg
39.011	0.5	73.0	0.0	0.0	coco/000000359519.jpg
42.011	0.5	94.0	0.0	0.0	coco/000000444495.jpg
45.011	0.5	36.0	0.0	0.0	coco/000000155543.jpg
48.01	0.5	50.0	0.0	0.0	coco/000000228274.jpg
51.01	0.5	74.0	0.0	0.0	coco/000000361051.jpg
54.01	0.5	2000.0	1.0	0.8112509250640869	n/a
57.00899999999999	0.5	110.0	0.0	0.0	coco/000000531414.jpg
60.00899999999999	0.5	10.0	0.0	0.0	coco/000000029114.jpg
63.00899999999999	0.5	25.0	0.0	0.0	coco/000000108056.jpg
66.009	0.5	95.0	0.0	0.0	coco/000000447242.jpg
69.008	0.5	11.0	0.0	0.0	coco/000000030357.jpg
72.008	0.5	27.0	0.0	0.0	coco/000000115749.jpg
75.008	0.5	6.0	0.0	0.0	coco/000000023047.jpg
78.008	0.5	2000.0	1.0	0.8693580627441406	n/a
81.007	0.5	68.0	0.0	0.0	coco/000000346377.jpg
84.007	0.5	115.0	0.0	0.0	coco/000000540890.jpg
87.007	0.5	69.0	0.0	0.0	coco/000000348368.jpg
90.007	0.5	98.0	0.0	0.0	coco/000000466532.jpg
93.006	0.5	1000.0	0.0	0.0	n/a
96.006	0.5	108.0	0.0	0.0	coco/000000524991.jpg
99.006	0.5	59.0	0.0	0.0	coco/000000281112.jpg
102.006	0.5	1000.0	0.0	0.0	n/a
105.022	0.5	117.0	0.0	0.0	coco/000000556154.jpg
108.022	0.5	114.0	0.0	0.0	coco/000000540056.jpg
111.021	0.5	44.0	0.0	0.0	coco/000000194564.jpg
114.021	0.5	89.0	0.0	0.0	coco/000000419406.jpg
117.004	0.5	1000.0	0.0	0.0	n/a
120.021	0.5	97.0	0.0	0.0	coco/000000451024.jpg
123.02	0.5	67.0	0.0	0.0	coco/000000345701.jpg
126.02	0.5	120.0	0.0	0.0	coco/000000566021.jpg
129.02	0.5	20.0	0.0	0.0	coco/000000075324.jpg
132.02	0.5	3.0	0.0	0.0	coco/000000012179.jpg
135.003	0.5	1000.0	0.0	0.0	n/a
138.019	0.5	29.0	0.0	0.0	coco/000000124419.jpg
141.002	0.5	2000.0	1.0	0.7948102951049805	n/a
144.019	0.5	26.0	0.0	0.0	coco/000000112614.jpg
147.018	0.5	19.0	0.0	0.0	coco/000000069480.jpg
150.001	0.5	2000.0	1.0	1.0516288280487058	n/a
153.018	0.5	96.0	0.0	0.0	coco/000000448701.jpg
156.017	0.5	1000.0	0.0	0.0	n/a
159.017	0.5	65.0	0.0	0.0	coco/000000314356.jpg
162.017	0.5	52.0	0.0	0.0	coco/000000238980.jpg
165.017	0.5	116.0	0.0	0.0	coco/000000548088.jpg
168.016	0.5	113.0	0.0	0.0	coco/000000536366.jpg
171.016	0.5	87.0	0.0	0.0	coco/000000413250.jpg
174.016	0.5	1000.0	0.0	0.0	n/a
177.016	0.5	60.0	0.0	0.0	coco/000000283431.jpg
180.015	0.5	9.0	0.0	0.0	coco/000000026393.jpg
183.015	0.5	18.0	0.0	0.0	coco/000000065781.jpg
186.015	0.5	33.0	0.0	0.0	coco/000000131780.jpg
189.015	0.5	1000.0	0.0	0.0	n/a
192.014	0.5	32.0	0.0	0.0	coco/000000129766.jpg
195.014	0.5	107.0	0.0	0.0	coco/000000510721.jpg
198.014	0.5	2000.0	1.0	0.7431664466857909	n/a
201.014	0.5	40.0	0.0	0.0	coco/000000176397.jpg
204.013	0.5	12.0	0.0	0.0	coco/000000036598.jpg
207.013	0.5	2000.0	0.0	0.0	n/a
210.013	0.5	34.0	0.0	0.0	coco/000000137564.jpg
213.012	0.5	2000.0	1.0	0.920466423034668	n/a
216.012	0.5	41.0	0.0	0.0	coco/000000179477.jpg
219.012	0.5	2000.0	1.0	0.8809998035430908	n/a
222.012	0.5	7.0	0.0	0.0	coco/000000024081.jpg
225.011	0.5	53.0	0.0	0.0	coco/000000244157.jpg
228.011	0.5	90.0	0.0	0.0	coco/000000426445.jpg
231.011	0.5	1000.0	0.0	0.0	n/a
234.011	0.5	15.0	0.0	0.0	coco/000000060604.jpg
237.01	0.5	39.0	0.0	0.0	coco/000000171936.jpg
240.01	0.5	23.0	0.0	0.0	coco/000000102607.jpg
243.01	0.5	28.0	0.0	0.0	coco/000000119849.jpg
246.01	0.5	118.0	0.0	0.0	coco/000000558900.jpg
249.009	0.5	43.0	0.0	0.0	coco/000000188631.jpg
252.009	0.5	101.0	0.0	0.0	coco/000000476299.jpg
255.009	0.5	85.0	0.0	0.0	coco/000000404262.jpg
258.009	0.5	5.0	0.0	0.0	coco/000000020106.jpg
261.008	0.5	14.0	0.0	0.0	coco/000000057828.jpg
264.008	0.5	16.0	0.0	0.0	coco/000000061624.jpg
267.008	0.5	88.0	0.0	0.0	coco/000000415225.jpg
270.007	0.5	51.0	0.0	0.0	coco/000000231778.jpg
273.007	0.5	2000.0	1.0	0.917851448059082	n/a
276.007	0.5	37.0	0.0	0.0	coco/000000161578.jpg
279.007	0.5	1000.0	0.0	0.0	n/a
282.006	0.5	78.0	0.0	0.0	coco/000000384594.jpg
285.006	0.5	55.0	0.0	0.0	coco/000000252576.jpg
288.006	0.5	1000.0	0.0	0.0	n/a
291.006	0.5	61.0	0.0	0.0	coco/000000299307.jpg
294.022	0.5	71.0	0.0	0.0	coco/000000353098.jpg
297.005	0.5	1000.0	0.0	0.0	n/a
300.021	0.5	4.0	0.0	0.0	coco/000000014103.jpg
