onset	duration	trial_type	response	response_time	condition
0.014	0.5	59.0	0.0	0.0	coco/000000281112.jpg
3.014	0.5	2000.0	0.0	0.0	n/a
6.013	0.5	29.0	0.0	0.0	coco/000000124419.jpg
9.013	0.5	94.0	0.0	0.0	coco/000000444495.jpg
12.013	0.5	74.0	0.0	0.0	coco/000000361051.jpg
15.013	0.5	54.0	0.0	0.0	coco/000000246218.jpg
18.012	0.5	13.0	0.0	0.0	coco/000000045672.jpg
21.012	0.5	75.0	0.0	0.0	coco/000000363403.jpg
24.012	0.5	2000.0	1.0	0.7294239997863771	n/a
27.012	0.5	36.0	0.0	0.0	coco/000000155543.jpg
30.011	0.5	88.0	0.0	0.0	coco/000000415225.jpg
33.011	0.5	66.0	0.0	0.0	coco/000000334658.jpg
36.011	0.5	9.0	0.0	0.0	coco/000000026393.jpg
39.01	0.5	85.0	0.0	0.0	coco/000000404262.jpg
42.01	0.5	58.0	0.0	0.0	coco/000000273362.jpg
45.01	0.5	79.0	0.0	0.0	coco/000000388940.jpg
48.01	0.5	84.0	0.0	0.0	coco/000000404064.jpg
51.00899999999999	0.5	4.0	0.0	0.0	coco/000000014103.jpg
54.00899999999999	0.5	35.0	0.0	0.0	coco/000000142346.jpg
57.00899999999999	0.5	63.0	0.0	0.0	coco/000000308095.jpg
60.00899999999999	0.5	1000.0	0.0	0.0	n/a
63.008	0.5	82.0	0.0	0.0	coco/000000399489.jpg
66.008	0.5	2000.0	1.0	0.98921799659729	n/a
69.008	0.5	96.0	0.0	0.0	coco/000000448701.jpg
72.007	0.5	1000.0	0.0	0.0	n/a
75.007	0.5	14.0	0.0	0.0	coco/000000057828.jpg
78.007	0.5	40.0	0.0	0.0	coco/000000176397.jpg
81.007	0.5	12.0	0.0	0.0	coco/000000036598.jpg
84.006	0.5	31.0	0.0	0.0	coco/000000129362.jpg
87.006	0.5	34.0	0.0	0.0	coco/000000137564.jpg
90.006	0.5	62.0	0.0	0.0	coco/000000302282.jpg
93.006	0.5	1000.0	0.0	0.0	n/a
96.005	0.5	57.0	0.0	0.0	coco/000000256617.jpg
99.005	0.5	25.0	0.0	0.0	coco/000000108056.jpg
102.005	0.5	2000.0	1.0	0.8163344860076904	n/a
105.005	0.5	24.0	0.0	0.0	coco/000000102858.jpg
108.021	0.5	105.0	0.0	0.0	coco/000000495388.jpg
111.021	0.5	43.0	0.0	0.0	coco/000000188631.jpg
114.004	0.5	2000.0	0.0	0.0	n/a
117.02	0.5	115.0	0.0	0.0	coco/000000540890.jpg
120.02	0.5	109.0	0.0	0.0	coco/000000526204.jpg
123.02	0.5	116.0	0.0	0.0	coco/000000548088.jpg
126.003	0.5	2000.0	0.0	0.0	n/a
129.019	0.5	32.0	0.0	0.0	coco/000000129766.jpg
132.019	0.5	93.0	0.0	0.0	coco/000000444166.jpg
135.019	0.5	23.0	0.0	0.0	coco/000000102607.jpg
138.018	0.5	104.0	0.0	0.0	coco/000000485822.jpg
141.018	0.5	111.0	0.0	0.0	coco/000000532175.jpg
144.001	0.5	1000.0	0.0	0.0	n/a
147.017	0.5	47.0	0.0	0.0	coco/000000213095.jpg
