onset	duration	trial_type	response	response_time	condition
0.014	0.5	29.0	0.0	0.0	coco/000000124419.jpg
3.014	0.5	12.0	0.0	0.0	coco/000000036598.jpg
6.013999999999999	0.5	88.0	0.0	0.0	coco/000000415225.jpg
9.013	0.5	2000.0	1.0	0.940544366836548	n/a
12.013	0.5	64.0	0.0	0.0	coco/000000314313.jpg
15.013	0.5	1000.0	0.0	0.0	n/a
18.012999999999995	0.5	120.0	0.0	0.0	coco/000000566021.jpg
21.012	0.5	2.0	0.0	0.0	coco/000000010948.jpg
24.012	0.5	1000.0	0.0	0.0	n/a
27.012	0.5	113.0	0.0	0.0	coco/000000536366.jpg
30.012	0.5	2000.0	1.0	0.8464004993438721	n/a
33.011	0.5	32.0	0.0	0.0	coco/000000129766.jpg
36.011	0.5	1000.0	0.0	0.0	n/a
39.011	0.5	68.0	0.0	0.0	coco/000000346377.jpg
42.011	0.5	77.0	0.0	0.0	coco/000000371365.jpg
45.01	0.5	73.0	0.0	0.0	coco/000000359519.jpg
48.01	0.5	109.0	0.0	0.0	coco/000000526204.jpg
51.01	0.5	47.0	0.0	0.0	coco/000000213095.jpg
54.01	0.5	45.0	0.0	0.0	coco/000000201308.jpg
57.00899999999999	0.5	11.0	0.0	0.0	coco/000000030357.jpg
60.00899999999999	0.5	21.0	0.0	0.0	coco/000000084120.jpg
63.00899999999999	0.5	2000.0	1.0	0.8732933998107909	n/a
66.009	0.5	65.0	0.0	0.0	coco/000000314356.jpg
69.008	0.5	1000.0	0.0	0.0	n/a
72.008	0.5	93.0	0.0	0.0	coco/000000444166.jpg
75.008	0.5	8.0	0.0	0.0	coco/000000025045.jpg
78.007	0.5	111.0	0.0	0.0	coco/000000532175.jpg
81.007	0.5	1000.0	0.0	0.0	n/a
84.007	0.5	25.0	0.0	0.0	coco/000000108056.jpg
87.007	0.5	26.0	0.0	0.0	coco/000000112614.jpg
90.006	0.5	2000.0	1.0	0.9795746803283693	n/a
93.006	0.5	100.0	0.0	0.0	coco/000000471755.jpg
96.006	0.5	59.0	0.0	0.0	coco/000000281112.jpg
99.006	0.5	40.0	0.0	0.0	coco/000000176397.jpg
102.022	0.5	3.0	0.0	0.0	coco/000000012179.jpg
105.005	0.5	104.0	0.0	0.0	coco/000000485822.jpg
108.005	0.5	56.0	0.0	0.0	coco/000000254567.jpg
111.005	0.5	99.0	0.0	0.0	coco/000000470762.jpg
114.004	0.5	58.0	0.0	0.0	coco/000000273362.jpg
117.021	0.5	15.0	0.0	0.0	coco/000000060604.jpg
120.02	0.5	90.0	0.0	0.0	coco/000000426445.jpg
123.02	0.5	95.0	0.0	0.0	coco/000000447242.jpg
126.02	0.5	62.0	0.0	0.0	coco/000000302282.jpg
129.02	0.5	72.0	0.0	0.0	coco/000000354491.jpg
132.019	0.5	1.0	0.0	0.0	coco/000000007665.jpg
135.019	0.5	13.0	0.0	0.0	coco/000000045672.jpg
138.019	0.5	118.0	0.0	0.0	coco/000000558900.jpg
141.002	0.5	2000.0	1.0	0.8400082588195801	n/a
144.018	0.5	114.0	0.0	0.0	coco/000000540056.jpg
147.018	0.5	70.0	0.0	0.0	coco/000000353055.jpg
150.018	0.5	16.0	0.0	0.0	coco/000000061624.jpg
153.018	0.5	4.0	0.0	0.0	coco/000000014103.jpg
156.017	0.5	101.0	0.0	0.0	coco/000000476299.jpg
159.017	0.5	57.0	0.0	0.0	coco/000000256617.jpg
162.017	0.5	34.0	0.0	0.0	coco/000000137564.jpg
165.017	0.5	44.0	0.0	0.0	coco/000000194564.jpg
168.016	0.5	1000.0	0.0	0.0	n/a
171.016	0.5	7.0	0.0	0.0	coco/000000024081.jpg
174.016	0.5	103.0	0.0	0.0	coco/000000482326.jpg
177.016	0.5	35.0	0.0	0.0	coco/000000142346.jpg
180.015	0.5	1000.0	0.0	0.0	n/a
183.015	0.5	14.0	0.0	0.0	coco/000000057828.jpg
186.015	0.5	97.0	0.0	0.0	coco/000000451024.jpg
189.015	0.5	82.0	0.0	0.0	coco/000000399489.jpg
192.014	0.5	116.0	0.0	0.0	coco/000000548088.jpg
195.014	0.5	69.0	0.0	0.0	coco/000000348368.jpg
