onset	duration	trial_type	response	response_time	condition
0.014	0.5	29.0	0.0	0.0	coco/000000124419.jpg
3.014	0.5	118.0	0.0	0.0	coco/000000558900.jpg
6.013999999999999	0.5	2000.0	1.0	0.8184032440185547	n/a
9.014	0.5	44.0	0.0	0.0	coco/000000194564.jpg
12.013	0.5	13.0	0.0	0.0	coco/000000045672.jpg
15.013	0.5	1000.0	0.0	0.0	n/a
18.012999999999995	0.5	33.0	0.0	0.0	coco/000000131780.jpg
21.013	0.5	18.0	0.0	0.0	coco/000000065781.jpg
24.012	0.5	2000.0	1.0	0.8839988708496094	n/a
27.012	0.5	94.0	0.0	0.0	coco/000000444495.jpg
30.012	0.5	1000.0	0.0	0.0	n/a
33.011	0.5	4.0	0.0	0.0	coco/000000014103.jpg
36.011	0.5	86.0	0.0	0.0	coco/000000411329.jpg
39.011	0.5	63.0	0.0	0.0	coco/000000308095.jpg
42.011	0.5	2000.0	1.0	0.8694961071014404	n/a
45.01	0.5	73.0	0.0	0.0	coco/000000359519.jpg
48.01	0.5	1000.0	0.0	0.0	n/a
51.01	0.5	82.0	0.0	0.0	coco/000000399489.jpg
54.01	0.5	69.0	0.0	0.0	coco/000000348368.jpg
57.00899999999999	0.5	77.0	0.0	0.0	coco/000000371365.jpg
60.00899999999999	0.5	90.0	0.0	0.0	coco/000000426445.jpg
63.00899999999999	0.5	97.0	0.0	0.0	coco/000000451024.jpg
66.009	0.5	109.0	0.0	0.0	coco/000000526204.jpg
69.008	0.5	81.0	0.0	0.0	coco/000000395396.jpg
72.008	0.5	95.0	0.0	0.0	coco/000000447242.jpg
75.008	0.5	99.0	0.0	0.0	coco/000000470762.jpg
78.008	0.5	25.0	0.0	0.0	coco/000000108056.jpg
81.007	0.5	20.0	0.0	0.0	coco/000000075324.jpg
84.007	0.5	3.0	0.0	0.0	coco/000000012179.jpg
87.007	0.5	59.0	0.0	0.0	coco/000000281112.jpg
90.007	0.5	41.0	0.0	0.0	coco/000000179477.jpg
93.006	0.5	112.0	0.0	0.0	coco/000000534876.jpg
96.006	0.5	92.0	0.0	0.0	coco/000000443718.jpg
99.006	0.5	74.0	0.0	0.0	coco/000000361051.jpg
102.006	0.5	2000.0	1.0	0.8026533126831055	n/a
