onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-3
0.8790	0	1	TRIGGER	3.1416	-3
1.7456	0	2	TRIGGER	3.1416	-2
1.9623	1.9474	2	DOT_FLIP	N/A	1
2.3790	0.1333	2	KEYPRESS	0.4316	1
2.6289	0	3	TRIGGER	3.1416	-2
3.5005	0	4	TRIGGER	3.1416	-2
4.3785	0	5	TRIGGER	3.1416	-2
4.3960	2.4347	5	DOT_FLIP	N/A	0
4.6951	0.1501	5	KEYPRESS	0.3129	1
5.2450	0	6	TRIGGER	3.1416	-2
6.1117	0	7	TRIGGER	3.1416	-2
6.6117	2.2131	7	DOT_FLIP	N/A	1
6.9950	0	8	TRIGGER	3.1416	-1
6.9117	0.1334	8	KEYPRESS	0.3165	1
7.8618	0	9	TRIGGER	3.1416	-1
8.6611	2.0650	9	DOT_FLIP	N/A	0
8.7445	0	10	TRIGGER	3.1416	-1
8.9945	0.1345	10	KEYPRESS	0.3342	1
9.6111	0	11	TRIGGER	3.1416	-1
10.4278	1.7512	11	DOT_FLIP	N/A	1
10.4944	0	12	TRIGGER	3.1416	-1
10.7278	0.1501	12	KEYPRESS	0.3164	1
11.3612	0	13	TRIGGER	3.1416	-1
12.2278	0	14	TRIGGER	3.1416	0
12.8278	2.4029	14	DOT_FLIP	N/A	0
13.1287	0	15	TRIGGER	3.1416	0
13.1110	0.1335	15	KEYPRESS	0.2967	1
13.9273	1.0964	15	DOT_FLIP	N/A	1
13.9773	0	16	TRIGGER	3.1416	0
14.2439	0.1332	16	KEYPRESS	0.3332	1
14.8606	0	17	TRIGGER	4.2231	0
15.7273	0	18	TRIGGER	5.3122	0
16.5773	2.6658	18	DOT_FLIP	N/A	0
16.6106	0	19	TRIGGER	0.1389	1
16.8822	0.1451	19	KEYPRESS	0.3056	1
17.4774	0	20	TRIGGER	1.2282	1
17.8106	1.2262	20	DOT_FLIP	N/A	1
18.1773	0.1500	20	KEYPRESS	0.3745	1
18.3606	0	21	TRIGGER	2.3381	1
19.2267	0	22	TRIGGER	3.4265	1
20.1101	0	23	TRIGGER	4.5365	1
20.7933	2.9898	23	DOT_FLIP	N/A	0
20.9767	0	24	TRIGGER	5.6255	1
21.1102	0.1332	24	KEYPRESS	0.3177	1
21.8435	0	25	TRIGGER	0.4317	2
22.2767	1.4741	25	DOT_FLIP	N/A	1
22.7267	0	26	TRIGGER	1.5416	2
22.6267	0.1334	26	KEYPRESS	0.3600	1
23.5927	0	27	TRIGGER	2.6298	2
24.4761	0	28	TRIGGER	3.7399	2
25.0428	2.7601	28	DOT_FLIP	N/A	0
25.3429	0	29	TRIGGER	4.8291	2
25.3816	0.1278	29	KEYPRESS	0.3549	1
26.2095	0	30	TRIGGER	5.9181	2
26.2931	1.2578	30	DOT_FLIP	N/A	1
26.6261	0.1669	30	KEYPRESS	0.3416	1
27.0928	0	31	TRIGGER	0.7449	3
27.3974	1.1117	31	DOT_FLIP	N/A	0
27.7761	0.1514	31	KEYPRESS	0.3799	1
27.9762	0	32	TRIGGER	1.8550	3
28.8422	0	33	TRIGGER	2.9433	3
29.7088	0	34	TRIGGER	4.0323	3
30.2256	2.8189	34	DOT_FLIP	N/A	1
30.5924	0	35	TRIGGER	5.1426	3
30.5589	0.1500	35	KEYPRESS	0.3439	1
31.2756	1.0464	35	DOT_FLIP	N/A	0
31.4589	0	36	TRIGGER	6.2316	3
31.6756	0.1334	36	KEYPRESS	0.4141	1
32.3423	0	37	TRIGGER	1.0584	4
32.9590	1.6890	37	DOT_FLIP	N/A	1
33.2089	0	38	TRIGGER	2.1475	4
33.2923	0.1334	38	KEYPRESS	0.3419	1
34.0916	0	39	TRIGGER	3.2567	4
34.9584	0	40	TRIGGER	4.3459	4
35.2917	2.3276	40	DOT_FLIP	N/A	0
