onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8666	0.8589	0	DOT_FLIP	N/A	1
0.8666	0	1	TRIGGER	3.1416	-1
1.3167	0.1832	1	KEYPRESS	0.4578	1
1.7333	0	2	TRIGGER	3.1416	-1
2.3333	1.4662	2	DOT_FLIP	N/A	0
2.6166	0	3	TRIGGER	3.1416	-1
2.6500	0.1666	3	KEYPRESS	0.3249	1
3.4889	0	4	TRIGGER	3.1416	-1
4.3660	0	5	TRIGGER	3.1416	-1
4.3904	2.0469	5	DOT_FLIP	N/A	1
4.6994	0.1666	5	KEYPRESS	0.3273	1
5.2327	0	6	TRIGGER	3.1416	-1
6.1161	0	7	TRIGGER	3.1416	-1
6.9827	0	8	TRIGGER	3.1416	-1
7.0327	2.6506	8	DOT_FLIP	N/A	0
7.3494	0.1500	8	KEYPRESS	0.3267	1
7.8661	0	9	TRIGGER	3.1416	-1
8.7327	0	10	TRIGGER	3.1416	-1
9.6155	0	11	TRIGGER	3.1416	0
9.8659	2.8361	11	DOT_FLIP	N/A	1
10.2322	0.1499	11	KEYPRESS	0.3734	1
10.4821	0	12	TRIGGER	3.1416	0
10.8655	0.9959	12	DOT_FLIP	N/A	0
11.3526	0	13	TRIGGER	3.1416	0
11.1989	0.1833	13	KEYPRESS	0.3442	1
12.2323	0	14	TRIGGER	3.1416	0
12.2988	1.4421	14	DOT_FLIP	N/A	1
12.5988	0.1667	14	KEYPRESS	0.3021	1
13.0988	0	15	TRIGGER	3.1416	0
13.9821	0	16	TRIGGER	3.1416	0
14.4816	2.1730	16	DOT_FLIP	N/A	0
14.8816	0	17	TRIGGER	3.6955	0
14.8483	0.1667	17	KEYPRESS	0.3786	1
15.7315	0	18	TRIGGER	4.2295	0
16.5983	0	19	TRIGGER	4.7741	0
16.8983	2.4151	19	DOT_FLIP	N/A	1
17.2143	0.1840	19	KEYPRESS	0.3294	1
17.4816	0	20	TRIGGER	5.3291	0
18.3483	0	21	TRIGGER	5.8737	0
19.2148	0	22	TRIGGER	0.1350	1
19.2643	2.3652	22	DOT_FLIP	N/A	0
19.5810	0.1507	22	KEYPRESS	0.3309	1
20.0977	0	23	TRIGGER	0.6897	1
20.5477	1.2957	23	DOT_FLIP	N/A	1
20.9643	0	24	TRIGGER	1.2342	1
20.9144	0.1667	24	KEYPRESS	0.3686	1
21.8477	0	25	TRIGGER	1.7893	1
22.1810	1.6193	25	DOT_FLIP	N/A	0
22.5143	0.1667	25	KEYPRESS	0.3493	1
22.7200	0	26	TRIGGER	2.3374	1
23.5976	0	27	TRIGGER	2.8888	1
24.4638	0	28	TRIGGER	3.4330	1
24.8972	2.7314	28	DOT_FLIP	N/A	1
25.3472	0	29	TRIGGER	3.9881	1
25.2138	0.1665	29	KEYPRESS	0.3173	1
26.1170	1.2059	29	DOT_FLIP	N/A	0
26.2139	0	30	TRIGGER	4.5326	1
26.4138	0.1832	30	KEYPRESS	0.3114	1
27.0805	0	31	TRIGGER	5.0771	1
27.9641	0	32	TRIGGER	5.6323	1
28.0971	1.9887	32	DOT_FLIP	N/A	1
28.4471	0.1665	32	KEYPRESS	0.3560	1
28.8305	0	33	TRIGGER	6.1767	1
29.7132	0	34	TRIGGER	0.4481	2
30.5799	0	35	TRIGGER	0.9927	2
30.6967	2.6055	35	DOT_FLIP	N/A	0
31.0632	0.1167	35	KEYPRESS	0.3666	1
31.4633	0	36	TRIGGER	1.5477	2
32.3299	0	37	TRIGGER	2.0922	2
33.2132	2.5133	37	DOT_FLIP	N/A	1
33.2132	0	38	TRIGGER	2.6472	2
33.5132	0.1499	38	KEYPRESS	0.3033	1
34.0799	0	39	TRIGGER	3.1918	2
34.4960	1.2760	39	DOT_FLIP	N/A	0
34.9466	0	40	TRIGGER	3.7364	2
34.8127	0.1667	40	KEYPRESS	0.3268	1
35.3127	0.8233	40	DOT_FLIP	N/A	1
35.8294	0	41	TRIGGER	4.2911	2
35.7127	0.1666	41	KEYPRESS	0.4036	1
36.5460	1.2366	41	DOT_FLIP	N/A	0
36.6960	0	42	TRIGGER	4.8356	2
36.8627	0.1499	42	KEYPRESS	0.3170	1
37.5795	0	43	TRIGGER	5.3906	2
38.4515	0	44	TRIGGER	5.9385	2
38.5795	2.0202	44	DOT_FLIP	N/A	1
38.8961	0.1333	44	KEYPRESS	0.3302	1
39.3286	0	45	TRIGGER	0.2065	3
39.3954	0.8291	45	DOT_FLIP	N/A	0
39.7788	0.1667	45	KEYPRESS	0.3838	1
40.1954	0	46	TRIGGER	0.7511	3
41.0789	0	47	TRIGGER	1.3062	3
41.9455	0	48	TRIGGER	1.8507	3
42.1288	2.7232	48	DOT_FLIP	N/A	1
42.4288	0.1501	48	KEYPRESS	0.3107	1
42.8121	0	49	TRIGGER	2.3952	3
43.2121	1.0927	49	DOT_FLIP	N/A	0
43.6955	0	50	TRIGGER	2.9503	3
43.5786	0.1668	50	KEYPRESS	0.3679	1
44.1954	0.9812	50	DOT_FLIP	N/A	1
44.5616	0	51	TRIGGER	3.4944	3
44.4782	0.2001	51	KEYPRESS	0.2862	1
45.4449	0	52	TRIGGER	4.0495	3
46.3116	2.1139	52	DOT_FLIP	N/A	0
46.3116	0	53	TRIGGER	4.5940	3
46.6116	0.1833	53	KEYPRESS	0.3057	1
47.1949	0	54	TRIGGER	5.1490	3
48.0614	0	55	TRIGGER	5.6935	3
48.1449	1.8276	55	DOT_FLIP	N/A	1
48.4944	0.1521	55	KEYPRESS	0.3608	1
48.9283	0	56	TRIGGER	6.2381	3
49.3277	1.1846	56	DOT_FLIP	N/A	0
49.8119	0	57	TRIGGER	0.5101	4
49.6610	0.1833	57	KEYPRESS	0.3429	1
50.6777	0	58	TRIGGER	1.0541	4
50.8610	1.5381	58	DOT_FLIP	N/A	1
51.1611	0.1666	58	KEYPRESS	0.3048	1
51.5610	0	59	TRIGGER	1.6091	4
52.4277	0	60	TRIGGER	2.1537	4
53.3110	0	61	TRIGGER	2.7087	4
53.5110	2.6390	61	DOT_FLIP	N/A	0
53.8110	0.1500	61	KEYPRESS	0.3158	1
54.1777	0	62	TRIGGER	3.2532	4
55.0604	0	63	TRIGGER	3.8079	4
55.4445	1.9438	63	DOT_FLIP	N/A	1
55.7438	0.1491	63	KEYPRESS	0.3047	1
55.9271	0	64	TRIGGER	4.3524	4
56.3271	0.8841	64	DOT_FLIP	N/A	0
56.8102	0	65	TRIGGER	4.9073	4
56.7271	0.1834	65	KEYPRESS	0.4039	1
57.6771	0	66	TRIGGER	5.4520	4
58.3271	1.9984	66	DOT_FLIP	N/A	1
58.5438	0	67	TRIGGER	5.9965	4
58.6604	0.1500	67	KEYPRESS	0.3388	1
59.4265	0	68	TRIGGER	0.2680	5
60.2932	0	69	TRIGGER	0.8125	5
60.6266	2.2921	69	DOT_FLIP	N/A	0
60.9652	0.1280	69	KEYPRESS	0.3514	1
61.1774	0	70	TRIGGER	1.3681	5
62.0432	0	71	TRIGGER	1.9121	5
62.2598	1.6361	71	DOT_FLIP	N/A	1
62.5613	0.1487	71	KEYPRESS	0.3114	1
62.9266	0	72	TRIGGER	2.4671	5
63.7932	0	73	TRIGGER	3.0117	5
64.4426	2.1824	73	DOT_FLIP	N/A	0
64.6760	0	74	TRIGGER	3.5663	5
64.7098	0.1660	74	KEYPRESS	0.2775	1
65.2760	0.8342	74	DOT_FLIP	N/A	1
65.5426	0	75	TRIGGER	4.1109	5
65.5929	0.1332	75	KEYPRESS	0.3264	1
66.3093	1.0336	75	DOT_FLIP	N/A	0
66.4093	0	76	TRIGGER	4.6554	5
66.6427	0.1835	76	KEYPRESS	0.3426	1
67.1594	0.8454	76	DOT_FLIP	N/A	1
67.2927	0	77	TRIGGER	5.2105	5
67.4760	0.1667	77	KEYPRESS	0.3306	1
68.0594	0.9058	77	DOT_FLIP	N/A	0
68.1594	0	78	TRIGGER	5.7550	5
68.3592	0.1523	78	KEYPRESS	0.3081	1
69.0426	0	79	TRIGGER	0.0268	6
69.9088	0	80	TRIGGER	0.5710	6
70.7921	0	81	TRIGGER	1.1260	6
70.9421	2.8838	81	DOT_FLIP	N/A	1
71.2920	0.1334	81	KEYPRESS	0.3571	1
71.6588	0	82	TRIGGER	1.6706	6
72.1421	1.2043	82	DOT_FLIP	N/A	0
72.5421	0	83	TRIGGER	2.2256	6
72.4254	0.1500	83	KEYPRESS	0.2862	1
73.4088	0	84	TRIGGER	2.7701	6
74.2754	0	85	TRIGGER	3.3147	6
75.0249	2.8778	85	DOT_FLIP	N/A	1
75.1583	0	86	TRIGGER	3.8694	6
75.3103	0.1313	86	KEYPRESS	0.2933	1
76.0248	0	87	TRIGGER	4.4138	6
76.9081	0	88	TRIGGER	4.9688	6
77.2082	2.1872	88	DOT_FLIP	N/A	0
77.5082	0.1667	88	KEYPRESS	0.3040	1
77.7749	0	89	TRIGGER	5.5134	6
78.6582	0	90	TRIGGER	6.0684	6
79.5076	2.2874	90	DOT_FLIP	N/A	1
79.5243	0	91	TRIGGER	0.3294	7
79.8579	0.1498	91	KEYPRESS	0.3663	1
80.4074	0	92	TRIGGER	0.8843	7
81.2743	0	93	TRIGGER	1.4290	7
81.4910	1.9870	93	DOT_FLIP	N/A	0
81.7911	0.1665	93	KEYPRESS	0.3124	1
82.1410	0	94	TRIGGER	1.9735	7
83.0244	0	95	TRIGGER	2.5286	7
83.7576	2.2647	95	DOT_FLIP	N/A	1
83.8910	0	96	TRIGGER	3.0731	7
84.0910	0.1500	96	KEYPRESS	0.3476	1
84.7738	0	97	TRIGGER	3.6278	7
85.6404	0	98	TRIGGER	4.1723	7
85.9571	2.2069	98	DOT_FLIP	N/A	0
86.2571	0.1667	98	KEYPRESS	0.3067	1
86.5238	0	99	TRIGGER	4.7274	7
87.3904	0	100	TRIGGER	5.2718	7
88.2572	0	101	TRIGGER	5.8165	7
88.5404	2.5833	101	DOT_FLIP	N/A	1
88.9071	0.1668	101	KEYPRESS	0.3735	1
89.1404	0	102	TRIGGER	0.0882	8
89.7565	1.2063	102	DOT_FLIP	N/A	0
90.0065	0	103	TRIGGER	0.6324	8
90.0732	0.1833	103	KEYPRESS	0.3332	1
90.8898	0	104	TRIGGER	1.1874	8
91.7566	0	105	TRIGGER	1.7320	8
91.7782	2.0373	105	DOT_FLIP	N/A	1
92.0898	0.1667	105	KEYPRESS	0.3126	1
92.6398	0	106	TRIGGER	2.2870	8
93.5065	0	107	TRIGGER	2.8315	8
94.2399	2.4572	107	DOT_FLIP	N/A	0
94.3891	0	108	TRIGGER	3.3861	8
94.4891	0.1500	108	KEYPRESS	0.2547	1
95.2557	0	109	TRIGGER	3.9306	8
95.8225	1.5848	109	DOT_FLIP	N/A	1
96.1391	0	110	TRIGGER	4.4856	8
96.1639	0.1419	110	KEYPRESS	0.3446	1
97.0057	0	111	TRIGGER	5.0301	8
97.8724	0	112	TRIGGER	5.5747	8
98.0057	2.1837	112	DOT_FLIP	N/A	0
98.2891	0.1334	112	KEYPRESS	0.2861	1
98.7558	0	113	TRIGGER	6.1297	8
98.9911	0.9752	113	DOT_FLIP	N/A	1
99.3392	0.1661	113	KEYPRESS	0.3610	1
99.6219	0	114	TRIGGER	0.3908	9
100.3054	1.3221	114	DOT_FLIP	N/A	0
100.5053	0	115	TRIGGER	0.9458	9
100.6388	0.1666	115	KEYPRESS	0.3387	1
101.3721	0	116	TRIGGER	1.4904	9
101.7720	1.4655	116	DOT_FLIP	N/A	1
102.2553	0	117	TRIGGER	2.0454	9
102.0889	0.1998	117	KEYPRESS	0.3232	1
103.1220	0	118	TRIGGER	2.5899	9
104.0054	2.2355	118	DOT_FLIP	N/A	0
104.0054	0	119	TRIGGER	3.1450	9
104.2720	0.1663	119	KEYPRESS	0.2708	1
104.8716	0	120	TRIGGER	3.6892	9
105.7382	0	121	TRIGGER	4.2337	9
105.8215	1.8109	121	DOT_FLIP	N/A	1
106.1215	0.1667	121	KEYPRESS	0.3094	1
106.6214	0	122	TRIGGER	4.7887	9
107.4882	0	123	TRIGGER	5.3333	9
108.3715	0	124	TRIGGER	5.8883	9
108.3891	2.5743	124	DOT_FLIP	N/A	0
108.6882	0.1501	124	KEYPRESS	0.3018	1
109.2382	0	125	TRIGGER	0.1497	10
110.1211	0	126	TRIGGER	0.7044	10
110.8209	2.4291	126	DOT_FLIP	N/A	1
110.9886	0	127	TRIGGER	1.2495	10
