onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8650	0	1	TRIGGER	3.1416	-1
1.7529	0	2	TRIGGER	3.1416	-1
2.6149	0	3	TRIGGER	3.1416	-1
2.6651	2.6647	3	DOT_FLIP	N/A	1
3.0319	0.1666	3	KEYPRESS	0.3672	1
3.4984	0	4	TRIGGER	3.1416	-1
4.3644	0	5	TRIGGER	3.1416	-1
5.2477	0	6	TRIGGER	3.1416	-1
5.2810	2.6071	6	DOT_FLIP	N/A	0
5.6310	0.1668	6	KEYPRESS	0.3593	1
6.1145	0	7	TRIGGER	3.1416	-1
6.9811	0	8	TRIGGER	3.1416	-1
7.0643	1.7760	8	DOT_FLIP	N/A	1
7.3976	0.1668	8	KEYPRESS	0.3499	1
7.8644	0	9	TRIGGER	3.1416	-1
8.7310	0	10	TRIGGER	3.1416	-1
9.4806	2.4316	10	DOT_FLIP	N/A	0
9.6139	0	11	TRIGGER	3.1416	0
9.7640	0.1666	11	KEYPRESS	0.2846	1
10.4806	0.9980	11	DOT_FLIP	N/A	1
10.4806	0	12	TRIGGER	3.1416	0
10.7973	0.1831	12	KEYPRESS	0.3199	1
11.3639	0	13	TRIGGER	3.1416	0
11.5972	1.1095	13	DOT_FLIP	N/A	0
11.8806	0.1833	13	KEYPRESS	0.2937	1
12.2305	0	14	TRIGGER	3.1416	0
12.9028	1.3017	14	DOT_FLIP	N/A	1
13.0972	0	15	TRIGGER	3.1416	0
13.2140	0.1332	15	KEYPRESS	0.3253	1
13.9800	0	16	TRIGGER	3.1416	0
14.1133	1.2098	16	DOT_FLIP	N/A	0
14.4300	0.1717	16	KEYPRESS	0.3315	1
14.8635	0	17	TRIGGER	3.6841	0
15.2134	1.1131	17	DOT_FLIP	N/A	1
15.5300	0.1667	17	KEYPRESS	0.3184	1
15.7300	0	18	TRIGGER	4.2286	0
16.5158	1.2950	18	DOT_FLIP	N/A	0
16.5957	0	19	TRIGGER	4.7725	0
16.8467	0.1500	19	KEYPRESS	0.3401	1
17.4800	0	20	TRIGGER	5.3282	0
18.3467	0	21	TRIGGER	5.8727	0
19.0961	2.5756	21	DOT_FLIP	N/A	1
19.2294	0	22	TRIGGER	0.1441	1
19.4629	0.1666	22	KEYPRESS	0.3807	1
20.0961	0	23	TRIGGER	0.6887	1
20.9628	0	24	TRIGGER	1.2333	1
21.8461	0	25	TRIGGER	1.7883	1
22.0628	2.9801	25	DOT_FLIP	N/A	0
22.3794	0.1667	25	KEYPRESS	0.3172	1
22.7297	0	26	TRIGGER	2.3434	1
23.5961	0	27	TRIGGER	2.8878	1
24.4622	0	28	TRIGGER	3.4320	1
24.9158	2.8472	28	DOT_FLIP	N/A	1
25.3456	0	29	TRIGGER	3.9871	1
25.2456	0.1667	29	KEYPRESS	0.3362	1
26.2122	0	30	TRIGGER	4.5316	1
27.0955	0	31	TRIGGER	5.0866	1
27.6623	2.7400	31	DOT_FLIP	N/A	0
27.9622	0	32	TRIGGER	5.6311	1
27.9956	0.1499	32	KEYPRESS	0.3461	1
28.8458	0	33	TRIGGER	6.1863	1
28.9287	1.2731	33	DOT_FLIP	N/A	1
29.3116	0.1500	33	KEYPRESS	0.3891	1
29.7117	0	34	TRIGGER	0.4472	2
30.5783	0	35	TRIGGER	0.9917	2
31.1116	2.1745	35	DOT_FLIP	N/A	0
31.4617	0	36	TRIGGER	1.5467	2
31.4999	0.1285	36	KEYPRESS	0.4028	1
32.3282	0	37	TRIGGER	2.0912	2
32.4452	1.3329	37	DOT_FLIP	N/A	1
32.9950	0.1501	37	KEYPRESS	0.5651	1
33.2117	0	38	TRIGGER	2.6463	2
34.0777	0	39	TRIGGER	3.1904	2
34.5443	2.1070	39	DOT_FLIP	N/A	0
34.9611	0	40	TRIGGER	3.7455	2
34.8612	0.1387	40	KEYPRESS	0.3242	1
35.7111	1.1642	40	DOT_FLIP	N/A	1
35.8278	0	41	TRIGGER	4.2900	2
36.0444	0.1667	41	KEYPRESS	0.3433	1
36.7107	0	42	TRIGGER	4.8448	2
37.3945	1.6911	42	DOT_FLIP	N/A	0
37.5778	0	43	TRIGGER	5.3896	2
37.7111	0.1335	43	KEYPRESS	0.3188	1
38.4610	0	44	TRIGGER	5.9445	2
38.7778	1.3802	44	DOT_FLIP	N/A	1
39.0771	0.1333	44	KEYPRESS	0.3046	1
39.3272	0	45	TRIGGER	0.2056	3
40.1939	0	46	TRIGGER	0.7501	3
40.3606	1.5732	46	DOT_FLIP	N/A	0
40.6772	0.1333	46	KEYPRESS	0.3314	1
41.0772	0	47	TRIGGER	1.3052	3
41.9438	0	48	TRIGGER	1.8497	3
42.8272	0	49	TRIGGER	2.4047	3
43.1938	2.8345	49	DOT_FLIP	N/A	1
43.5105	0.1500	49	KEYPRESS	0.3303	1
43.6938	0	50	TRIGGER	2.9492	3
44.5100	1.3141	50	DOT_FLIP	N/A	0
44.5766	0	51	TRIGGER	3.5039	3
44.9100	0.1666	51	KEYPRESS	0.4156	1
45.4433	0	52	TRIGGER	4.0485	3
46.3100	0	53	TRIGGER	4.5930	3
47.1933	0	54	TRIGGER	5.1480	3
47.3100	2.8020	54	DOT_FLIP	N/A	1
47.6266	0.1667	54	KEYPRESS	0.3302	1
48.0610	0	55	TRIGGER	5.6932	3
48.5933	1.2904	55	DOT_FLIP	N/A	0
48.9433	0	56	TRIGGER	6.2476	3
48.9927	0.1833	56	KEYPRESS	0.4059	1
49.8094	0	57	TRIGGER	0.5086	4
50.4928	1.8952	57	DOT_FLIP	N/A	1
50.6927	0	58	TRIGGER	1.0636	4
50.8428	0.1500	58	KEYPRESS	0.3608	1
51.5593	0	59	TRIGGER	1.6081	4
52.0594	1.5686	59	DOT_FLIP	N/A	0
52.4596	0	60	TRIGGER	2.1737	4
52.4261	0.1334	60	KEYPRESS	0.3755	1
52.8594	0.8051	60	DOT_FLIP	N/A	1
53.3094	0	61	TRIGGER	2.7077	4
53.2094	0.1499	61	KEYPRESS	0.3537	1
54.1922	0	62	TRIGGER	3.2624	4
55.0588	0	63	TRIGGER	3.8069	4
55.6089	2.7403	63	DOT_FLIP	N/A	0
55.9422	0	64	TRIGGER	4.3619	4
55.9089	0.1666	64	KEYPRESS	0.3129	1
56.7922	1.1932	64	DOT_FLIP	N/A	1
56.8088	0	65	TRIGGER	4.9064	4
57.1089	0.1334	65	KEYPRESS	0.3197	1
57.6755	0	66	TRIGGER	5.4510	4
58.5589	0	67	TRIGGER	6.0060	4
59.3415	2.5506	67	DOT_FLIP	N/A	0
59.4249	0	68	TRIGGER	0.2670	5
59.7083	0.1343	68	KEYPRESS	0.3686	1
60.3083	0	69	TRIGGER	0.8221	5
61.1750	0	70	TRIGGER	1.3666	5
61.3305	1.9892	70	DOT_FLIP	N/A	1
61.6573	0.1510	70	KEYPRESS	0.3284	1
62.0416	0	71	TRIGGER	1.9111	5
62.3250	0.9948	71	DOT_FLIP	N/A	0
62.6749	0.1334	71	KEYPRESS	0.3512	1
62.9264	0	72	TRIGGER	2.4670	5
63.7916	0	73	TRIGGER	3.0106	5
63.8920	1.5529	73	DOT_FLIP	N/A	1
64.2244	0.1667	73	KEYPRESS	0.3477	1
64.6744	0	74	TRIGGER	3.5653	5
65.5410	0	75	TRIGGER	4.1099	5
66.2244	2.3410	75	DOT_FLIP	N/A	0
66.4244	0	76	TRIGGER	4.6649	5
66.5411	0.1835	76	KEYPRESS	0.3235	1
67.2911	0	77	TRIGGER	5.2095	5
67.4244	1.1987	77	DOT_FLIP	N/A	1
67.7411	0.1666	77	KEYPRESS	0.3247	1
68.1743	0	78	TRIGGER	5.7644	5
69.0405	0	79	TRIGGER	0.0254	6
69.9239	0	80	TRIGGER	0.5805	6
69.9739	2.5460	80	DOT_FLIP	N/A	0
70.2739	0.1833	80	KEYPRESS	0.3114	1
70.7905	0	81	TRIGGER	1.1250	6
71.6572	0	82	TRIGGER	1.6696	6
72.2406	2.2617	82	DOT_FLIP	N/A	1
72.5406	0	83	TRIGGER	2.2246	6
72.5738	0.1500	83	KEYPRESS	0.3497	1
73.0572	0.8170	83	DOT_FLIP	N/A	0
73.4072	0	84	TRIGGER	2.7692	6
73.4905	0.1667	84	KEYPRESS	0.4494	1
74.2941	0	85	TRIGGER	3.3264	6
75.1566	0	86	TRIGGER	3.8683	6
75.9566	2.9018	86	DOT_FLIP	N/A	1
76.0401	0	87	TRIGGER	4.4234	6
76.2565	0.1501	87	KEYPRESS	0.3136	1
76.9066	0	88	TRIGGER	4.9679	6
77.7899	0	89	TRIGGER	5.5229	6
78.6566	0	90	TRIGGER	6.0674	6
78.9233	2.9717	90	DOT_FLIP	N/A	0
79.2894	0.1500	90	KEYPRESS	0.3748	1
79.5227	0	91	TRIGGER	0.3284	7
80.3727	1.4448	91	DOT_FLIP	N/A	1
80.4060	0	92	TRIGGER	0.8834	7
80.7394	0.1666	92	KEYPRESS	0.3799	1
81.2727	0	93	TRIGGER	1.4280	7
82.1560	0	94	TRIGGER	1.9830	7
82.1796	1.8093	94	DOT_FLIP	N/A	0
83.0226	0	95	TRIGGER	2.5275	7
82.9061	0.1499	95	KEYPRESS	0.7373	1
83.9061	0	96	TRIGGER	3.0826	7
84.5221	2.3513	96	DOT_FLIP	N/A	1
84.7722	0	97	TRIGGER	3.6268	7
84.9222	0.1334	97	KEYPRESS	0.4021	1
85.6388	0	98	TRIGGER	4.1713	7
86.5222	0	99	TRIGGER	4.7263	7
86.9222	2.4012	99	DOT_FLIP	N/A	0
87.2388	0.1491	99	KEYPRESS	0.3175	1
87.4222	0	100	TRIGGER	5.2918	7
88.2721	0	101	TRIGGER	5.8259	7
88.2960	1.3647	101	DOT_FLIP	N/A	1
88.6388	0.1666	101	KEYPRESS	0.3528	1
89.1382	0	102	TRIGGER	0.0868	8
89.6938	1.3943	102	DOT_FLIP	N/A	0
90.0216	0	103	TRIGGER	0.6419	8
90.0548	0.1502	103	KEYPRESS	0.3744	1
90.8882	0	104	TRIGGER	1.1864	8
91.7716	0	105	TRIGGER	1.7414	8
92.3216	2.6251	105	DOT_FLIP	N/A	1
92.6715	0	106	TRIGGER	2.3069	8
