onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-3
0.8666	0	1	TRIGGER	3.1416	-3
0.9671	0.9591	1	DOT_FLIP	N/A	1
1.3499	0.1501	1	KEYPRESS	0.3908	1
1.7333	0	2	TRIGGER	3.1416	-2
2.0160	1.0484	2	DOT_FLIP	N/A	0
2.3328	0.1667	2	KEYPRESS	0.3252	1
2.6161	0	3	TRIGGER	3.1416	-2
3.4827	0	4	TRIGGER	3.1416	-2
4.3661	0	5	TRIGGER	3.1416	-2
4.6160	2.6050	5	DOT_FLIP	N/A	1
4.9158	0.1503	5	KEYPRESS	0.3032	1
5.2327	0	6	TRIGGER	3.1416	-2
6.1160	0	7	TRIGGER	3.1416	-2
6.4656	1.8526	7	DOT_FLIP	N/A	0
6.7327	0.1660	7	KEYPRESS	0.2675	1
6.9821	0	8	TRIGGER	3.1416	-1
7.8655	0	9	TRIGGER	3.1416	-1
8.7322	0	10	TRIGGER	3.1416	-1
8.9822	2.5138	10	DOT_FLIP	N/A	1
9.2822	0.2001	10	KEYPRESS	0.3031	1
9.5988	0	11	TRIGGER	3.1416	-1
10.4812	0	12	TRIGGER	3.1416	-1
11.3488	0	13	TRIGGER	3.1416	-1
11.4155	2.4243	13	DOT_FLIP	N/A	0
11.7321	0.1494	13	KEYPRESS	0.3288	1
12.2316	0	14	TRIGGER	3.1416	0
13.0983	0	15	TRIGGER	3.1416	0
13.9816	0	16	TRIGGER	3.1416	0
14.3983	2.9883	16	DOT_FLIP	N/A	1
14.8482	0	17	TRIGGER	4.2075	0
14.7316	0.1500	17	KEYPRESS	0.3399	1
15.5982	1.1976	17	DOT_FLIP	N/A	0
15.7316	0	18	TRIGGER	5.3176	0
15.8983	0.1500	18	KEYPRESS	0.3090	1
16.5983	0	19	TRIGGER	0.1235	1
16.6483	1.0425	19	DOT_FLIP	N/A	1
16.9808	0.1335	19	KEYPRESS	0.3491	1
17.4810	0	20	TRIGGER	1.2328	1
17.9534	1.3003	20	DOT_FLIP	N/A	0
18.3477	0	21	TRIGGER	2.3219	1
18.2809	0.1835	21	KEYPRESS	0.3488	1
19.2138	0	22	TRIGGER	3.4103	1
19.4144	1.4752	22	DOT_FLIP	N/A	1
19.7645	0.1666	22	KEYPRESS	0.3572	1
20.0977	0	23	TRIGGER	4.5210	1
20.9644	0	24	TRIGGER	5.6101	1
21.8477	0	25	TRIGGER	0.4370	2
21.8972	2.4791	25	DOT_FLIP	N/A	0
22.3138	0.2000	25	KEYPRESS	0.4274	1
22.7138	0	26	TRIGGER	1.5253	2
23.2139	1.3119	26	DOT_FLIP	N/A	1
23.5971	0	27	TRIGGER	2.6353	2
23.6305	0.1499	27	KEYPRESS	0.4323	1
24.4638	0	28	TRIGGER	3.7244	2
24.5643	1.3562	28	DOT_FLIP	N/A	0
24.8472	0.2000	28	KEYPRESS	0.2926	1
25.3305	0	29	TRIGGER	4.8135	2
26.2138	0	30	TRIGGER	5.9235	2
26.2388	1.6593	30	DOT_FLIP	N/A	1
26.5305	0.1833	30	KEYPRESS	0.3166	1
27.0799	0	31	TRIGGER	0.7287	3
27.9633	0	32	TRIGGER	1.8388	3
28.8299	0	33	TRIGGER	2.9279	3
29.0966	2.8714	33	DOT_FLIP	N/A	0
29.3799	0.1667	33	KEYPRESS	0.2947	1
29.7133	0	34	TRIGGER	4.0379	3
30.5800	0	35	TRIGGER	5.1271	3
30.6466	1.5501	35	DOT_FLIP	N/A	1
31.0133	0.1667	35	KEYPRESS	0.3780	1
31.4632	0	36	TRIGGER	6.2369	3
32.3294	0	37	TRIGGER	1.0422	4
32.6627	2.0263	37	DOT_FLIP	N/A	0
32.9627	0.1666	37	KEYPRESS	0.3011	1
33.2127	0	38	TRIGGER	2.1523	4
34.0794	0	39	TRIGGER	3.2413	4
34.5460	1.8839	39	DOT_FLIP	N/A	1
34.9456	0	40	TRIGGER	4.3299	4
34.8293	0.1665	40	KEYPRESS	0.2839	1
35.8294	0	41	TRIGGER	5.4404	4
36.6960	0	42	TRIGGER	0.2463	5
37.5121	2.9596	42	DOT_FLIP	N/A	0
37.5788	0	43	TRIGGER	1.3556	5
37.8954	0.1833	43	KEYPRESS	0.3903	1
38.4454	0	44	TRIGGER	2.4447	5
39.3287	0	45	TRIGGER	3.5546	5
40.1954	0	46	TRIGGER	4.6438	5
40.3955	2.8857	46	DOT_FLIP	N/A	1
40.7121	0.1333	46	KEYPRESS	0.3213	1
41.0787	0	47	TRIGGER	5.7538	5
41.9121	1.5181	47	DOT_FLIP	N/A	0
41.9448	0	48	TRIGGER	0.5590	6
42.2115	0.1500	48	KEYPRESS	0.3026	1
42.8116	0	49	TRIGGER	1.6481	6
42.8781	0.9603	49	DOT_FLIP	N/A	1
43.2283	0.1666	49	KEYPRESS	0.3591	1
43.6949	0	50	TRIGGER	2.7581	6
44.5616	0	51	TRIGGER	3.8473	6
45.0282	2.1459	51	DOT_FLIP	N/A	0
45.4448	0	52	TRIGGER	4.9571	6
45.3449	0.1999	52	KEYPRESS	0.3299	1
46.3115	0	53	TRIGGER	6.0464	6
47.1943	0	54	TRIGGER	0.8724	7
47.7277	2.7087	54	DOT_FLIP	N/A	1
48.0610	0	55	TRIGGER	1.9616	7
48.0110	0.1833	55	KEYPRESS	0.2873	1
48.9443	0	56	TRIGGER	3.0717	7
49.6277	1.8923	56	DOT_FLIP	N/A	0
49.8110	0	57	TRIGGER	4.1607	7
49.9444	0.1500	57	KEYPRESS	0.3283	1
50.6795	0	58	TRIGGER	5.2521	7
51.5110	0	59	TRIGGER	0.0138	8
52.2269	2.6091	59	DOT_FLIP	N/A	1
52.4269	0	60	TRIGGER	1.1648	8
52.5435	0.1669	60	KEYPRESS	0.3183	1
53.3101	0	61	TRIGGER	2.2746	8
54.1767	0	62	TRIGGER	3.3637	8
54.6934	2.4550	62	DOT_FLIP	N/A	0
55.0601	0	63	TRIGGER	4.4738	8
54.9934	0.1667	63	KEYPRESS	0.3133	1
55.9267	0	64	TRIGGER	5.5628	8
56.8104	0	65	TRIGGER	0.3900	9
57.3432	2.6481	65	DOT_FLIP	N/A	1
57.6765	0	66	TRIGGER	1.4785	9
57.6432	0.1657	66	KEYPRESS	0.3149	1
58.5432	0	67	TRIGGER	2.5676	9
58.9266	1.5933	67	DOT_FLIP	N/A	0
59.2431	0.1502	67	KEYPRESS	0.3215	1
59.4266	0	68	TRIGGER	3.6776	9
60.2936	0	69	TRIGGER	4.7672	9
60.6932	1.7570	69	DOT_FLIP	N/A	1
61.1765	0	70	TRIGGER	5.8767	9
61.0933	0.1833	70	KEYPRESS	0.4148	1
62.0426	0	71	TRIGGER	0.6819	10
62.4149	1.7207	71	DOT_FLIP	N/A	0
62.9260	0	72	TRIGGER	1.7919	10
62.8426	0.1501	72	KEYPRESS	0.4434	1
63.7926	0	73	TRIGGER	2.8810	10
64.6760	0	74	TRIGGER	3.9911	10
65.0262	2.6135	74	DOT_FLIP	N/A	1
65.3593	0.1667	74	KEYPRESS	0.3466	1
65.5593	0	75	TRIGGER	5.1011	10
66.4093	0	76	TRIGGER	6.1692	10
66.7769	1.7510	76	DOT_FLIP	N/A	0
67.2921	0	77	TRIGGER	0.9954	11
67.1587	0.1833	77	KEYPRESS	0.3950	1
68.1588	0	78	TRIGGER	2.0845	11
68.6421	1.8675	78	DOT_FLIP	N/A	1
69.0421	0	79	TRIGGER	3.1945	11
68.9754	0.1833	79	KEYPRESS	0.3443	1
69.9087	0	80	TRIGGER	4.2835	11
70.7921	0	81	TRIGGER	5.3936	11
71.4088	2.7642	81	DOT_FLIP	N/A	0
71.6600	0	82	TRIGGER	0.2011	12
71.7255	0.1500	82	KEYPRESS	0.3302	1
72.5414	0	83	TRIGGER	1.3087	12
73.4083	0	84	TRIGGER	2.3980	12
74.1582	2.7512	84	DOT_FLIP	N/A	1
74.2749	0	85	TRIGGER	3.4870	12
74.4746	0.1836	85	KEYPRESS	0.3281	1
75.1582	0	86	TRIGGER	4.5970	12
75.4082	1.2511	86	DOT_FLIP	N/A	0
75.7581	0.1501	86	KEYPRESS	0.3605	1
76.0249	0	87	TRIGGER	5.6862	12
76.9083	0	88	TRIGGER	0.5130	13
77.0576	1.6569	88	DOT_FLIP	N/A	1
77.3910	0.1833	88	KEYPRESS	0.3365	1
77.7743	0	89	TRIGGER	1.6013	13
78.0743	1.0143	89	DOT_FLIP	N/A	0
78.4077	0.1666	89	KEYPRESS	0.3388	1
78.6576	0	90	TRIGGER	2.7114	13
79.5291	0	91	TRIGGER	3.8065	13
79.5910	1.5095	91	DOT_FLIP	N/A	1
79.9243	0.1667	91	KEYPRESS	0.3459	1
80.4077	0	92	TRIGGER	4.9106	13
81.2743	0	93	TRIGGER	5.9996	13
81.6910	2.1018	93	DOT_FLIP	N/A	0
82.1403	0	94	TRIGGER	0.8047	14
82.0243	0.1825	94	KEYPRESS	0.3441	1
83.0237	0	95	TRIGGER	1.9148	14
83.8904	0	96	TRIGGER	3.0039	14
84.0070	2.3173	96	DOT_FLIP	N/A	1
84.3571	0.1685	96	KEYPRESS	0.3596	1
84.7738	0	97	TRIGGER	4.1140	14
85.6404	0	98	TRIGGER	5.2030	14
86.5237	0	99	TRIGGER	0.0298	15
86.6571	2.6500	99	DOT_FLIP	N/A	0
86.9738	0.1660	99	KEYPRESS	0.3263	1
87.3944	0	100	TRIGGER	1.1240	15
88.2732	0	101	TRIGGER	2.2283	15
89.0399	2.3836	101	DOT_FLIP	N/A	1
89.1398	0	102	TRIGGER	3.3173	15
89.3232	0.1666	102	KEYPRESS	0.2921	1
90.0065	0	103	TRIGGER	4.4064	15
90.8898	0	104	TRIGGER	5.5164	15
91.4732	2.4300	104	DOT_FLIP	N/A	0
91.7565	0	105	TRIGGER	0.3223	16
91.7898	0.1500	105	KEYPRESS	0.3287	1
92.6393	0	106	TRIGGER	1.4317	16
93.5059	0	107	TRIGGER	2.5207	16
93.7559	2.2848	107	DOT_FLIP	N/A	1
94.0893	0.1668	107	KEYPRESS	0.3434	1
94.3893	0	108	TRIGGER	3.6308	16
95.2570	0	109	TRIGGER	4.7212	16
95.3060	1.5473	109	DOT_FLIP	N/A	0
95.6727	0.1665	109	KEYPRESS	0.3794	1
96.1226	0	110	TRIGGER	5.8089	16
97.0060	0	111	TRIGGER	0.6358	17
97.8072	2.5118	111	DOT_FLIP	N/A	1
97.8720	0	112	TRIGGER	1.7241	17
98.0887	0.1499	112	KEYPRESS	0.2836	1
98.7553	0	113	TRIGGER	2.8341	17
99.6221	0	114	TRIGGER	3.9233	17
100.0887	2.2757	114	DOT_FLIP	N/A	0
100.3582	0.1471	114	KEYPRESS	0.2774	1
100.5386	0	115	TRIGGER	5.0750	17
101.3720	0	116	TRIGGER	6.1224	17
102.2546	0	117	TRIGGER	0.9483	18
102.3377	2.2538	117	DOT_FLIP	N/A	1
102.6714	0.1500	117	KEYPRESS	0.3369	1
103.1214	0	118	TRIGGER	2.0376	18
103.7575	1.4182	118	DOT_FLIP	N/A	0
104.0048	0	119	TRIGGER	3.1476	18
104.1048	0.1500	119	KEYPRESS	0.3520	1
104.8714	0	120	TRIGGER	4.2367	18
105.7381	0	121	TRIGGER	5.3258	18
106.2714	2.5134	121	DOT_FLIP	N/A	1
106.6268	0	122	TRIGGER	0.1593	19
106.6548	0.1167	122	KEYPRESS	0.3887	1
107.4874	0	123	TRIGGER	1.2408	19
107.5046	1.2241	123	DOT_FLIP	N/A	0
107.8375	0.1499	123	KEYPRESS	0.3472	1
108.3707	0	124	TRIGGER	2.3508	19
108.4208	0.9242	124	DOT_FLIP	N/A	1
108.8041	0.1333	124	KEYPRESS	0.3897	1
109.2374	0	125	TRIGGER	3.4399	19
110.1207	0	126	TRIGGER	4.5499	19
110.7208	0.1667	126	KEYPRESS	2.3064	1
110.9875	0	127	TRIGGER	5.6391	19
111.1375	2.7131	127	DOT_FLIP	N/A	0
111.6041	0.1333	127	KEYPRESS	0.4766	1
111.8709	0	128	TRIGGER	0.4661	20
112.7370	0	129	TRIGGER	1.5545	20
113.2204	2.0765	129	DOT_FLIP	N/A	1
113.6037	0	130	TRIGGER	2.6435	20
113.6427	0.1277	130	KEYPRESS	0.4386	1
114.4870	0	131	TRIGGER	3.7536	20
115.1871	1.9755	131	DOT_FLIP	N/A	0
115.3537	0	132	TRIGGER	4.8427	20
115.5370	0.1501	132	KEYPRESS	0.3574	1
116.2370	0	133	TRIGGER	5.9527	20
117.1037	0	134	TRIGGER	0.7586	21
117.9032	2.7177	134	DOT_FLIP	N/A	1
117.9865	0	135	TRIGGER	1.8679	21
118.2365	0.1501	135	KEYPRESS	0.3391	1
118.8530	0	136	TRIGGER	2.9569	21
119.7365	0	137	TRIGGER	4.0671	21
119.9532	2.0440	137	DOT_FLIP	N/A	0
120.2699	0.1499	137	KEYPRESS	0.3286	1
120.6031	0	138	TRIGGER	5.1561	21
120.8032	0.8593	138	DOT_FLIP	N/A	1
121.1698	0.1835	138	KEYPRESS	0.3691	1
121.4698	0	139	TRIGGER	6.2452	21
122.3581	0	140	TRIGGER	1.0783	22
123.2193	0	141	TRIGGER	2.1606	22
123.3026	2.4906	141	DOT_FLIP	N/A	0
123.6361	0.1503	141	KEYPRESS	0.3448	1
124.1026	0	142	TRIGGER	3.2705	22
124.6193	1.3273	142	DOT_FLIP	N/A	1
124.9691	0	143	TRIGGER	4.3594	22
124.9361	0.1499	143	KEYPRESS	0.3176	1
125.8526	0	144	TRIGGER	5.4696	22
126.0026	1.3794	144	DOT_FLIP	N/A	0
126.3860	0.1502	144	KEYPRESS	0.3880	1
126.7192	0	145	TRIGGER	0.2755	23
126.9694	0.9614	145	DOT_FLIP	N/A	1
127.3020	0.1667	145	KEYPRESS	0.3426	1
