onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-3
0.8826	0	1	TRIGGER	3.1416	-3
1.7494	0	2	TRIGGER	3.1416	-2
1.9994	1.9929	2	DOT_FLIP	N/A	1
2.3993	0.1501	2	KEYPRESS	0.4064	1
2.6160	0	3	TRIGGER	3.1416	-2
3.3668	1.3625	3	DOT_FLIP	N/A	0
3.4994	0	4	TRIGGER	3.1416	-2
3.6878	0.1616	4	KEYPRESS	0.3325	1
4.3661	0	5	TRIGGER	3.1416	-2
5.2493	0	6	TRIGGER	3.1416	-2
5.9321	2.5721	6	DOT_FLIP	N/A	1
6.1154	0	7	TRIGGER	3.1416	-2
6.2656	0.1499	7	KEYPRESS	0.3381	1
6.9989	0	8	TRIGGER	3.1416	-1
7.8655	0	9	TRIGGER	3.1416	-1
8.6155	2.6722	9	DOT_FLIP	N/A	0
8.7489	0	10	TRIGGER	3.1416	-1
8.9155	0.1666	10	KEYPRESS	0.3158	1
9.6155	0	11	TRIGGER	3.1416	-1
10.4866	0	12	TRIGGER	3.1416	-1
11.0315	2.4231	12	DOT_FLIP	N/A	1
11.3649	0	13	TRIGGER	3.1416	-1
11.3355	0.1461	13	KEYPRESS	0.3128	1
12.2316	0	14	TRIGGER	3.1416	0
12.8982	1.8697	14	DOT_FLIP	N/A	0
13.1149	0	15	TRIGGER	3.1416	0
13.2153	0.1497	15	KEYPRESS	0.3229	1
13.9816	0	16	TRIGGER	3.1416	0
14.8649	0	17	TRIGGER	4.2284	0
14.9316	2.0313	17	DOT_FLIP	N/A	1
15.2816	0.1833	17	KEYPRESS	0.3579	1
15.7316	0	18	TRIGGER	5.3176	0
16.6143	0	19	TRIGGER	0.1436	1
17.4810	0	20	TRIGGER	1.2328	1
17.7312	2.8003	20	DOT_FLIP	N/A	0
18.0810	0.1500	20	KEYPRESS	0.3571	1
18.3521	0	21	TRIGGER	2.3274	1
19.2310	0	22	TRIGGER	3.4318	1
20.0977	0	23	TRIGGER	4.5210	1
20.4638	2.7387	23	DOT_FLIP	N/A	1
20.7977	0.1660	23	KEYPRESS	0.3350	1
20.9970	0	24	TRIGGER	5.6511	1
21.8471	0	25	TRIGGER	0.4362	2
22.7305	0	26	TRIGGER	1.5463	2
22.7482	2.2701	26	DOT_FLIP	N/A	0
23.0970	0.1502	26	KEYPRESS	0.3642	1
23.5971	0	27	TRIGGER	2.6353	2
24.1471	1.4001	27	DOT_FLIP	N/A	1
24.4972	0	28	TRIGGER	3.7663	2
24.4638	0.1499	28	KEYPRESS	0.3309	1
25.3471	0	29	TRIGGER	4.8344	2
26.2131	0	30	TRIGGER	5.9227	2
26.8465	2.7085	30	DOT_FLIP	N/A	0
27.0965	0	31	TRIGGER	0.7495	3
27.1797	0.1501	31	KEYPRESS	0.3383	1
27.9633	0	32	TRIGGER	1.8388	3
28.6520	1.7926	32	DOT_FLIP	N/A	1
28.8465	0	33	TRIGGER	2.9487	3
28.9631	0.1667	33	KEYPRESS	0.3291	1
29.7164	0	34	TRIGGER	4.0419	3
30.1799	1.5389	34	DOT_FLIP	N/A	0
30.5966	0	35	TRIGGER	5.1479	3
30.5133	0.1332	35	KEYPRESS	0.3404	1
31.4626	0	36	TRIGGER	6.2362	3
31.9626	1.7760	36	DOT_FLIP	N/A	1
32.3462	0	37	TRIGGER	1.0633	4
32.2794	0.1666	37	KEYPRESS	0.3304	1
33.2127	0	38	TRIGGER	2.1522	4
33.6294	1.6721	38	DOT_FLIP	N/A	0
34.0793	0	39	TRIGGER	3.2413	4
33.9794	0.1333	39	KEYPRESS	0.3583	1
34.9627	0	40	TRIGGER	4.3513	4
35.3626	1.7285	40	DOT_FLIP	N/A	1
35.8293	0	41	TRIGGER	5.4404	4
35.6960	0.1667	41	KEYPRESS	0.3465	1
36.7120	0	42	TRIGGER	0.2664	5
37.5807	2.2144	42	DOT_FLIP	N/A	0
37.5807	0	43	TRIGGER	1.3580	5
37.8121	0.1500	43	KEYPRESS	0.2482	1
38.4621	0	44	TRIGGER	2.4656	5
39.3289	0	45	TRIGGER	3.5548	5
40.2120	0	46	TRIGGER	4.6647	5
40.3121	2.7402	46	DOT_FLIP	N/A	1
40.6121	0.1500	46	KEYPRESS	0.3079	1
41.0783	0	47	TRIGGER	5.7533	5
41.9449	0	48	TRIGGER	0.5591	6
42.1282	1.8153	48	DOT_FLIP	N/A	0
