onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8660	0	1	TRIGGER	3.1416	-1
0.9827	0.9801	1	DOT_FLIP	N/A	1
1.7328	0	2	TRIGGER	3.1416	-1
1.8495	0.2166	2	KEYPRESS	0.8694	1
2.1667	1.1849	2	DOT_FLIP	N/A	0
2.6162	0	3	TRIGGER	3.1416	-1
2.5661	0.1669	3	KEYPRESS	0.4011	1
3.4828	0	4	TRIGGER	3.1416	-1
4.3660	0	5	TRIGGER	3.1416	0
5.0995	2.9339	5	DOT_FLIP	N/A	1
5.2328	0	6	TRIGGER	3.1416	0
5.3995	0.1672	6	KEYPRESS	0.3006	1
6.1155	0	7	TRIGGER	3.1416	0
6.6323	1.5319	7	DOT_FLIP	N/A	0
6.9823	0	8	TRIGGER	3.1416	0
6.9488	0.1835	8	KEYPRESS	0.3180	1
7.8489	0	9	TRIGGER	3.1416	0
8.3490	1.7053	9	DOT_FLIP	N/A	1
8.7322	0	10	TRIGGER	3.1416	0
8.6490	0.1333	10	KEYPRESS	0.3129	1
9.5989	0	11	TRIGGER	3.1416	0
10.4823	0	12	TRIGGER	3.1416	0
10.5156	2.1782	12	DOT_FLIP	N/A	0
10.7989	0.1327	12	KEYPRESS	0.2846	1
11.3484	0	13	TRIGGER	3.1416	0
12.2317	0	14	TRIGGER	3.1416	0
12.5483	2.0323	14	DOT_FLIP	N/A	1
12.8317	0.1167	14	KEYPRESS	0.2850	1
13.0984	0	15	TRIGGER	3.1416	0
13.4317	0.8827	15	DOT_FLIP	N/A	0
13.7650	0.1166	15	KEYPRESS	0.3357	1
13.9820	0	16	TRIGGER	3.1416	0
14.8484	0	17	TRIGGER	3.4081	0
15.7151	0	18	TRIGGER	3.6804	0
15.9144	2.4725	18	DOT_FLIP	N/A	1
16.2311	0.1332	18	KEYPRESS	0.3293	1
16.5987	0	19	TRIGGER	3.9580	0
17.4645	0	20	TRIGGER	4.2300	0
17.4867	1.5795	20	DOT_FLIP	N/A	0
17.7811	0.1334	20	KEYPRESS	0.2997	1
18.3478	0	21	TRIGGER	4.5075	0
19.2145	0	22	TRIGGER	4.7798	0
19.5687	2.0724	22	DOT_FLIP	N/A	1
19.8645	0.1333	22	KEYPRESS	0.3106	1
20.0997	0	23	TRIGGER	5.0579	0
20.9638	0	24	TRIGGER	5.3293	0
21.8471	0	25	TRIGGER	5.6068	0
22.3972	2.8424	25	DOT_FLIP	N/A	0
22.7138	0	26	TRIGGER	5.8791	0
22.7472	0.1667	26	KEYPRESS	0.3510	1
23.5806	0	27	TRIGGER	6.1514	0
23.5976	1.1910	27	DOT_FLIP	N/A	1
23.9805	0.1500	27	KEYPRESS	0.3932	1
24.4639	0	28	TRIGGER	0.1457	1
25.3305	0	29	TRIGGER	0.4180	1
26.1966	2.5958	29	DOT_FLIP	N/A	0
26.2133	0	30	TRIGGER	0.6953	1
26.5634	0.1221	30	KEYPRESS	0.3803	1
27.0800	0	31	TRIGGER	0.9676	1
27.9634	0	32	TRIGGER	1.2451	1
28.8300	0	33	TRIGGER	1.5174	1
28.8800	2.6811	33	DOT_FLIP	N/A	1
29.2131	0.1502	33	KEYPRESS	0.3489	1
29.6967	0	34	TRIGGER	1.7897	1
30.5800	0	35	TRIGGER	2.0672	1
30.8966	2.0301	35	DOT_FLIP	N/A	0
31.2294	0.1334	35	KEYPRESS	0.3351	1
31.4461	0	36	TRIGGER	2.3393	1
32.3294	0	37	TRIGGER	2.6168	1
32.5794	1.6766	37	DOT_FLIP	N/A	1
32.9461	0.1500	37	KEYPRESS	0.3752	1
33.1961	0	38	TRIGGER	2.8890	1
34.0795	0	39	TRIGGER	3.1666	1
34.1961	1.6117	39	DOT_FLIP	N/A	0
34.4794	0.1333	39	KEYPRESS	0.2968	1
34.9461	0	40	TRIGGER	3.4388	1
35.8294	0	41	TRIGGER	3.7163	1
36.3955	2.2038	41	DOT_FLIP	N/A	1
36.7121	0	42	TRIGGER	3.9936	1
