onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8668	0	1	TRIGGER	3.1416	-1
1.1500	1.1441	1	DOT_FLIP	N/A	1
1.5996	0.1338	1	KEYPRESS	0.4555	1
1.7667	0	2	TRIGGER	3.1416	-1
2.6167	0	3	TRIGGER	3.1416	-1
3.4834	0	4	TRIGGER	3.1416	-1
3.5667	2.4089	4	DOT_FLIP	N/A	0
3.9500	0.1666	4	KEYPRESS	0.3969	1
4.3663	0	5	TRIGGER	3.1416	-1
5.2324	0	6	TRIGGER	3.1416	-1
5.5495	1.9828	6	DOT_FLIP	N/A	1
5.8494	0.1500	6	KEYPRESS	0.3136	1
6.1162	0	7	TRIGGER	3.1416	-1
6.9828	0	8	TRIGGER	3.1416	-1
7.2319	1.6822	8	DOT_FLIP	N/A	0
7.5328	0.1500	8	KEYPRESS	0.3148	1
7.8495	0	9	TRIGGER	3.1416	-1
8.2995	1.0782	9	DOT_FLIP	N/A	1
8.7328	0	10	TRIGGER	3.1416	-1
8.6995	0.1667	10	KEYPRESS	0.4032	1
9.5989	0	11	TRIGGER	3.1416	0
10.4822	0	12	TRIGGER	3.1416	0
10.8989	2.6019	12	DOT_FLIP	N/A	0
11.3488	0	13	TRIGGER	3.1416	0
11.1989	0.1833	13	KEYPRESS	0.3007	1
12.2322	0	14	TRIGGER	3.1416	0
13.0989	0	15	TRIGGER	3.1416	0
13.3877	2.4722	15	DOT_FLIP	N/A	1
13.7156	0.1333	15	KEYPRESS	0.3452	1
13.9822	0	16	TRIGGER	3.1416	0
14.8482	0	17	TRIGGER	3.6745	0
15.1816	1.7996	17	DOT_FLIP	N/A	0
15.4649	0.1666	17	KEYPRESS	0.2949	1
15.7317	0	18	TRIGGER	4.2296	0
16.5983	0	19	TRIGGER	4.7741	0
17.4649	0	20	TRIGGER	5.3187	0
17.9983	2.8176	20	DOT_FLIP	N/A	1
18.3483	0	21	TRIGGER	5.8737	0
18.4150	0.1329	21	KEYPRESS	0.4275	1
19.2149	0	22	TRIGGER	0.1350	1
20.0978	0	23	TRIGGER	0.6897	1
20.6311	2.6345	23	DOT_FLIP	N/A	0
20.9644	0	24	TRIGGER	1.2343	1
20.9978	0.1333	24	KEYPRESS	0.3758	1
21.8478	0	25	TRIGGER	1.7893	1
22.7145	0	26	TRIGGER	2.3339	1
23.3645	2.7391	26	DOT_FLIP	N/A	1
23.5972	0	27	TRIGGER	2.8885	1
23.6478	0.1554	27	KEYPRESS	0.2867	1
24.4638	0	28	TRIGGER	3.4330	1
25.3472	0	29	TRIGGER	3.9881	1
25.6806	2.3072	29	DOT_FLIP	N/A	0
26.0139	0.1500	29	KEYPRESS	0.3456	1
26.2139	0	30	TRIGGER	4.5326	1
27.0805	0	31	TRIGGER	5.0772	1
27.7639	2.0921	31	DOT_FLIP	N/A	1
27.9639	0	32	TRIGGER	5.6322	1
28.1470	0.1335	32	KEYPRESS	0.3866	1
28.8306	0	33	TRIGGER	6.1767	1
28.8482	1.0849	33	DOT_FLIP	N/A	0
29.2149	0.1649	33	KEYPRESS	0.3697	1
29.7132	0	34	TRIGGER	0.4481	2
30.5800	0	35	TRIGGER	0.9928	2
31.2800	2.4278	35	DOT_FLIP	N/A	1
31.4633	0	36	TRIGGER	1.5477	2
31.5800	0.1664	36	KEYPRESS	0.3069	1
32.3299	0	37	TRIGGER	2.0923	2
32.7188	1.4269	37	DOT_FLIP	N/A	0
33.1967	0	38	TRIGGER	2.6368	2
33.0801	0.1500	38	KEYPRESS	0.3800	1
34.0467	1.3320	38	DOT_FLIP	N/A	1
34.0800	0	39	TRIGGER	3.1919	2
34.3466	0.1494	39	KEYPRESS	0.3146	1
34.9516	0	40	TRIGGER	3.7395	2
35.3461	1.3021	40	DOT_FLIP	N/A	0
35.6460	0.1552	40	KEYPRESS	0.3119	1
35.8294	0	41	TRIGGER	4.2911	2
36.6961	0	42	TRIGGER	4.8356	2
37.5294	2.1840	42	DOT_FLIP	N/A	1
37.5794	0	43	TRIGGER	5.3906	2
37.8294	0.1500	43	KEYPRESS	0.3114	1
38.4127	0.8905	43	DOT_FLIP	N/A	0
38.4470	0	44	TRIGGER	5.9357	2
38.7293	0.1501	44	KEYPRESS	0.3208	1
39.3296	0	45	TRIGGER	0.2071	3
40.1960	0	46	TRIGGER	0.7515	3
41.0622	0	47	TRIGGER	1.2957	3
41.2455	2.8280	47	DOT_FLIP	N/A	1
41.5122	0.1667	47	KEYPRESS	0.2757	1
41.9508	0	48	TRIGGER	1.8540	3
42.8121	0	49	TRIGGER	2.3952	3
43.6955	0	50	TRIGGER	2.9503	3
43.7289	2.4825	50	DOT_FLIP	N/A	0
44.0456	0.1358	50	KEYPRESS	0.3266	1
44.5615	0	51	TRIGGER	3.4944	3
44.7617	1.0284	51	DOT_FLIP	N/A	1
45.0783	0.1499	51	KEYPRESS	0.3309	1
45.4450	0	52	TRIGGER	4.0495	3
46.3117	0	53	TRIGGER	4.5941	3
47.1949	0	54	TRIGGER	5.1490	3
47.4797	2.7285	54	DOT_FLIP	N/A	0
47.7783	0.1500	54	KEYPRESS	0.3023	1
48.0616	0	55	TRIGGER	5.6936	3
48.9448	0	56	TRIGGER	6.2485	3
49.8110	0	57	TRIGGER	0.5096	4
50.4444	2.9653	57	DOT_FLIP	N/A	1
50.6777	0	58	TRIGGER	1.0541	4
50.8276	0.1168	58	KEYPRESS	0.3863	1
51.3444	0.8993	58	DOT_FLIP	N/A	0
51.5611	0	59	TRIGGER	1.6092	4
51.7612	0.1331	59	KEYPRESS	0.4205	1
52.2777	0.9254	59	DOT_FLIP	N/A	1
52.4276	0	60	TRIGGER	2.1536	4
52.6111	0.1666	60	KEYPRESS	0.3450	1
53.3109	0	61	TRIGGER	2.7086	4
53.3611	1.0795	61	DOT_FLIP	N/A	0
53.5277	0.1668	61	KEYPRESS	0.1821	1
54.1777	0	62	TRIGGER	3.2533	4
55.0605	0	63	TRIGGER	3.8079	4
55.9272	0	64	TRIGGER	4.3525	4
56.2772	2.9189	64	DOT_FLIP	N/A	1
56.5939	0.1500	64	KEYPRESS	0.3295	1
56.7938	0	65	TRIGGER	4.8970	4
57.2605	0.9834	65	DOT_FLIP	N/A	0
57.6769	0	66	TRIGGER	5.4519	4
57.6438	0.1667	66	KEYPRESS	0.3961	1
58.1106	0.8595	66	DOT_FLIP	N/A	1
58.5439	0	67	TRIGGER	5.9966	4
58.4939	0.1667	67	KEYPRESS	0.3866	1
58.9772	0.8632	67	DOT_FLIP	N/A	0
59.4272	0	68	TRIGGER	0.2684	5
59.3438	0.1832	68	KEYPRESS	0.3735	1
60.2933	0	69	TRIGGER	0.8126	5
61.1766	0	70	TRIGGER	1.3676	5
61.4933	2.5085	70	DOT_FLIP	N/A	1
61.8095	0.1671	70	KEYPRESS	0.3306	1
62.0434	0	71	TRIGGER	1.9122	5
62.9266	0	72	TRIGGER	2.4672	5
63.7933	0	73	TRIGGER	3.0117	5
64.2100	2.7243	73	DOT_FLIP	N/A	0
64.6760	0	74	TRIGGER	3.5663	5
64.5261	0.1674	74	KEYPRESS	0.3229	1
65.1094	0.8914	74	DOT_FLIP	N/A	1
65.5432	0	75	TRIGGER	4.1112	5
65.4594	0.1501	75	KEYPRESS	0.3649	1
66.4094	1.3088	75	DOT_FLIP	N/A	0
66.4094	0	76	TRIGGER	4.6555	5
66.7426	0.1335	76	KEYPRESS	0.3393	1
67.2926	0	77	TRIGGER	5.2104	5
68.1594	0	78	TRIGGER	5.7550	5
68.9261	2.5132	78	DOT_FLIP	N/A	1
69.0260	0	79	TRIGGER	0.0164	6
69.2427	0.1667	79	KEYPRESS	0.3262	1
69.9089	0	80	TRIGGER	0.5711	6
70.7921	0	81	TRIGGER	1.1260	6
70.8136	1.8862	81	DOT_FLIP	N/A	0
71.1421	0.1500	81	KEYPRESS	0.3395	1
71.6589	0	82	TRIGGER	1.6706	6
72.5255	0	83	TRIGGER	2.2151	6
73.4088	0	84	TRIGGER	2.7702	6
73.4921	2.6774	84	DOT_FLIP	N/A	1
73.8921	0.1667	84	KEYPRESS	0.4120	1
74.2755	0	85	TRIGGER	3.3147	6
75.1583	0	86	TRIGGER	3.8694	6
76.0249	0	87	TRIGGER	4.4139	6
76.3798	2.8813	87	DOT_FLIP	N/A	0
76.7083	0.1500	87	KEYPRESS	0.3469	1
76.9091	0	88	TRIGGER	4.9695	6
77.7750	0	89	TRIGGER	5.5135	6
78.5916	2.2287	89	DOT_FLIP	N/A	1
78.6585	0	90	TRIGGER	6.0686	6
