onset	duration	Scoring1
2913.0000038445	30	4
2943.0000038445	30	4
2973.0000038445	30	5
3003.0000038445	30	5
3033.0000038445	30	5
3063.0000038445	30	5
3093.0000038445	30	5
3123.0000038445	30	5
3153.0000038445	30	5
3183.0000038445	30	5
3213.0000038445	30	5
3243.0000038445	30	5
3273.0000038445	30	5
3303.0000038445	30	5
3333.0000038445	30	5
3363.0000038445	30	5
3393.0000038445	30	5
3423.0000038445	30	5
3453.0000038445	30	5
3483.0000038445	30	5
3513.0000038445	30	5
3543.0000038445	30	5
3573.0000038445	30	5
3603.0000038445	30	5
3633.0000038445	30	5
3663.0000038445	30	5
3693.0000038445	30	5
3723.0000038445	30	5
3753.0000038445	30	5
3783.0000038445	30	3
3813.0000038445	30	4
3843.0000038445	30	4
3873.0000038445	30	4
3903.0000038445	30	4
3933.0000038445	30	4
3963.0000038445	30	4
3993.0000038445	30	4
4023.0000038445	30	4
4053.0000038445	30	4
4083.0000038445	30	4
4113.0000038445	30	4
4143.0000038445	30	4
4173.0000038445	30	4
4203.0000038445	30	3
4233.0000038445	30	4
4263.0000038445	30	4
4293.0000038445	30	4
4323.0000038445	30	4
4353.0000038445	30	4
4383.0000038445	30	4
4413.0000038445	30	4
4443.0000038445	30	1
4473.0000038445	30	1
4503.0000038445	30	1
4533.0000038445	30	1
4563.0000038445	30	1
4593.0000038445	30	1
4623.0000038445	30	1
4653.0000038445	30	1
4683.0000038445	30	3
4713.0000038445	30	3
4743.0000038445	30	3
4773.0000038445	30	4
4803.0000038445	30	4
4833.0000038445	30	4
4863.0000038445	30	3
4893.0000038445	30	4
4923.0000038445	30	4
4953.0000038445	30	4
4983.0000038445	30	4
5013.0000038445	30	4
5043.0000038445	30	3
5073.0000038445	30	4
5103.0000038445	30	4
5133.0000038445	30	4
5163.0000038445	30	4
5193.0000038445	30	4
5223.0000038445	30	4
5253.0000038445	30	4
5283.0000038445	30	4
5313.0000038445	30	4
5343.0000038445	30	4
5373.0000038445	30	4
5403.0000038445	30	4
5433.0000038445	30	4
5463.0000038445	30	4
5493.0000038445	30	4
5523.0000038445	30	4
5553.0000038445	30	4
5583.0000038445	30	4
5613.0000038445	30	3
5643.0000038445	30	4
5673.0000038445	30	3
5703.0000038445	30	2
5733.0000038445	30	2
5763.0000038445	30	2
5793.0000038445	30	2
5823.0000038445	30	2
5853.0000038445	30	2
5883.0000038445	30	2
5913.0000038445	30	2
5943.0000038445	30	2
5973.0000038445	30	2
6003.0000038445	30	2
6033.0000038445	30	2
6063.0000038445	30	2
6093.0000038445	30	2
6123.0000038445	30	1
6153.0000038445	30	1
6183.0000038445	30	1
6213.0000038445	30	3
6243.0000038445	30	3
6273.0000038445	30	3
6303.0000038445	30	3
6333.0000038445	30	4
6363.0000038445	30	4
6393.0000038445	30	4
6423.0000038445	30	4
6453.0000038445	30	4
6483.0000038445	30	4
6513.0000038445	30	4
6543.0000038445	30	4
6573.0000038445	30	4
6603.0000038445	30	4
6633.0000038445	30	4
6663.0000038445	30	4
6693.0000038445	30	4
6723.0000038445	30	4
6753.0000038445	30	4
6783.0000038445	30	4
6813.0000038445	30	4
6843.0000038445	30	4
6873.0000038445	30	4
6903.0000038445	30	4
6933.0000038445	30	4
6963.0000038445	30	4
6993.0000038445	30	4
7023.0000038445	30	4
7053.0000038445	30	5
7083.0000038445	30	5
7113.0000038445	30	5
7143.0000038445	30	5
7173.0000038445	30	5
7203.0000038445	30	5
7233.0000038445	30	5
7263.0000038445	30	5
7293.0000038445	30	5
7323.0000038445	30	5
7353.0000038445	30	5
7383.0000038445	30	5
7413.0000038445	30	5
7443.0000038445	30	5
7473.0000038445	30	5
7503.0000038445	30	5
7533.0000038445	30	5
7563.0000038445	30	5
7593.0000038445	30	5
7623.0000038445	30	5
7653.0000038445	30	5
7683.0000038445	30	5
7713.0000038445	30	5
7743.0000038445	30	5
7773.0000038445	30	5
7803.0000038445	30	5
7833.0000038445	30	5
7863.0000038445	30	5
7893.0000038445	30	5
7923.0000038445	30	5
7953.0000038445	30	5
7983.0000038445	30	5
8013.0000038445	30	5
8043.0000038445	30	5
8073.0000038445	30	5
8103.0000038445	30	5
8133.0000038445	30	5
8163.0000038445	30	5
8193.0000038445	30	5
8223.0000038445	30	5
8253.0000038445	30	5
8283.0000038445	30	5
8313.0000038445	30	5
8343.0000038445	30	5
8373.0000038445	30	5
8403.0000038445	30	5
8433.0000038445	30	5
8463.0000038445	30	5
8493.0000038445	30	5
8523.0000038445	30	5
8553.0000038445	30	5
8583.0000038445	30	5
8613.0000038445	30	5
8643.0000038445	30	5
8673.0000038445	30	5
8703.0000038445	30	5
8733.0000038445	30	5
8763.0000038445	30	1
8793.0000038445	30	1
8823.0000038445	30	1
8853.0000038445	30	1
8883.0000038445	30	3
8913.0000038445	30	4
8943.0000038445	30	4
8973.0000038445	30	4
9003.0000038445	30	4
9033.0000038445	30	4
9063.0000038445	30	4
9093.0000038445	30	4
9123.0000038445	30	4
9153.0000038445	30	4
9183.0000038445	30	4
9213.0000038445	30	4
9243.0000038445	30	4
9273.0000038445	30	4
9303.0000038445	30	4
9333.0000038445	30	4
9363.0000038445	30	4
9393.0000038445	30	4
9423.0000038445	30	4
9453.0000038445	30	3
9483.0000038445	30	4
9513.0000038445	30	4
9543.0000038445	30	4
9573.0000038445	30	4
9603.0000038445	30	4
9633.0000038445	30	4
9663.0000038445	30	4
9693.0000038445	30	3
9723.0000038445	30	3
9753.0000038445	30	3
9783.0000038445	30	3
9813.0000038445	30	3
9843.0000038445	30	2
9873.0000038445	30	2
9903.0000038445	30	2
9933.0000038445	30	2
9963.0000038445	30	2
9993.0000038445	30	2
10023.0000038445	30	2
10053.0000038445	30	2
10083.0000038445	30	2
10113.0000038445	30	2
10143.0000038445	30	2
10173.0000038445	30	2
10203.0000038445	30	2
10233.0000038445	30	2
10263.0000038445	30	2
10293.0000038445	30	3
10323.0000038445	30	3
10353.0000038445	30	3
10383.0000038445	30	3
10413.0000038445	30	3
10443.0000038445	30	4
10473.0000038445	30	4
10503.0000038445	30	4
10533.0000038445	30	4
10563.0000038445	30	4
10593.0000038445	30	4
10623.0000038445	30	4
10653.0000038445	30	4
10683.0000038445	30	4
10713.0000038445	30	4
10743.0000038445	30	4
10773.0000038445	30	4
10803.0000038445	30	4
10833.0000038445	30	4
10863.0000038445	30	4
10893.0000038445	30	4
10923.0000038445	30	4
10953.0000038445	30	4
10983.0000038445	30	4
11013.0000038445	30	4
11043.0000038445	30	4
11073.0000038445	30	4
11103.0000038445	30	4
11133.0000038445	30	4
11163.0000038445	30	4
11193.0000038445	30	4
11223.0000038445	30	4
11253.0000038445	30	4
11283.0000038445	30	4
11313.0000038445	30	4
11343.0000038445	30	4
11373.0000038445	30	4
11403.0000038445	30	4
11433.0000038445	30	5
11463.0000038445	30	5
11493.0000038445	30	5
11523.0000038445	30	4
11553.0000038445	30	4
11583.0000038445	30	4
11613.0000038445	30	5
11643.0000038445	30	5
11673.0000038445	30	4
11703.0000038445	30	5
11733.0000038445	30	5
11763.0000038445	30	5
11793.0000038445	30	5
11823.0000038445	30	5
11853.0000038445	30	5
11883.0000038445	30	5
11913.0000038445	30	5
11943.0000038445	30	5
11973.0000038445	30	5
12003.0000038445	30	5
12033.0000038445	30	5
12063.0000038445	30	5
12093.0000038445	30	5
12123.0000038445	30	5
12153.0000038445	30	5
12183.0000038445	30	5
12213.0000038445	30	5
12243.0000038445	30	5
12273.0000038445	30	5
12303.0000038445	30	5
12333.0000038445	30	5
12363.0000038445	30	5
12393.0000038445	30	5
12423.0000038445	30	5
12453.0000038445	30	5
12483.0000038445	30	5
12513.0000038445	30	5
12543.0000038445	30	5
12573.0000038445	30	5
12603.0000038445	30	5
12633.0000038445	30	1
12663.0000038445	30	1
12693.0000038445	30	3
12723.0000038445	30	1
12753.0000038445	30	3
12783.0000038445	30	4
12813.0000038445	30	4
12843.0000038445	30	4
12873.0000038445	30	3
12903.0000038445	30	4
12933.0000038445	30	4
12963.0000038445	30	4
12993.0000038445	30	4
13023.0000038445	30	4
13053.0000038445	30	4
13083.0000038445	30	4
13113.0000038445	30	4
13143.0000038445	30	4
13173.0000038445	30	4
13203.0000038445	30	4
13233.0000038445	30	4
13263.0000038445	30	4
13293.0000038445	30	4
13323.0000038445	30	3
13353.0000038445	30	3
13383.0000038445	30	4
13413.0000038445	30	4
13443.0000038445	30	2
13473.0000038445	30	2
13503.0000038445	30	2
13533.0000038445	30	2
13563.0000038445	30	2
13593.0000038445	30	2
13623.0000038445	30	2
13653.0000038445	30	2
13683.0000038445	30	2
13713.0000038445	30	2
13743.0000038445	30	2
13773.0000038445	30	2
13803.0000038445	30	2
13833.0000038445	30	2
13863.0000038445	30	2
13893.0000038445	30	2
13923.0000038445	30	2
13953.0000038445	30	2
13983.0000038445	30	2
14013.0000038445	30	2
14043.0000038445	30	2
14073.0000038445	30	2
14103.0000038445	30	2
14133.0000038445	30	2
14163.0000038445	30	2
14193.0000038445	30	2
14223.0000038445	30	2
14253.0000038445	30	2
14283.0000038445	30	2
14313.0000038445	30	2
14343.0000038445	30	2
14373.0000038445	30	2
14403.0000038445	30	2
14433.0000038445	30	2
14463.0000038445	30	2
14493.0000038445	30	3
14523.0000038445	30	3
14553.0000038445	30	3
14583.0000038445	30	4
14613.0000038445	30	4
14643.0000038445	30	4
14673.0000038445	30	4
14703.0000038445	30	4
14733.0000038445	30	4
14763.0000038445	30	4
14793.0000038445	30	4
14823.0000038445	30	4
14853.0000038445	30	4
14883.0000038445	30	4
14913.0000038445	30	1
14943.0000038445	30	1
14973.0000038445	30	1
15003.0000038445	30	3
15033.0000038445	30	4
15063.0000038445	30	3
15093.0000038445	30	4
15123.0000038445	30	4
15153.0000038445	30	4
15183.0000038445	30	4
15213.0000038445	30	4
15243.0000038445	30	4
15273.0000038445	30	4
15303.0000038445	30	4
15333.0000038445	30	4
15363.0000038445	30	4
15393.0000038445	30	4
15423.0000038445	30	4
15453.0000038445	30	4
15483.0000038445	30	4
15513.0000038445	30	4
15543.0000038445	30	4
15573.0000038445	30	4
15603.0000038445	30	4
15633.0000038445	30	4
15663.0000038445	30	4
15693.0000038445	30	4
15723.0000038445	30	4
15753.0000038445	30	4
15783.0000038445	30	4
15813.0000038445	30	4
15843.0000038445	30	4
15873.0000038445	30	4
15903.0000038445	30	4
15933.0000038445	30	4
15963.0000038445	30	4
15993.0000038445	30	4
16023.0000038445	30	4
16053.0000038445	30	4
16083.0000038445	30	4
16113.0000038445	30	4
16143.0000038445	30	4
16173.0000038445	30	4
16203.0000038445	30	4
16233.0000038445	30	4
16263.0000038445	30	4
16293.0000038445	30	4
16323.0000038445	30	4
16353.0000038445	30	4
16383.0000038445	30	4
16413.0000038445	30	4
16443.0000038445	30	4
16473.0000038445	30	4
16503.0000038445	30	4
16533.0000038445	30	4
16563.0000038445	30	4
16593.0000038445	30	4
16623.0000038445	30	5
16653.0000038445	30	5
16683.0000038445	30	5
16713.0000038445	30	5
16743.0000038445	30	5
16773.0000038445	30	5
16803.0000038445	30	5
16833.0000038445	30	5
16863.0000038445	30	3
16893.0000038445	30	3
16923.0000038445	30	4
16953.0000038445	30	4
16983.0000038445	30	4
17013.0000038445	30	4
17043.0000038445	30	4
17073.0000038445	30	4
17103.0000038445	30	4
17133.0000038445	30	4
17163.0000038445	30	4
17193.0000038445	30	4
17223.0000038445	30	4
17253.0000038445	30	4
17283.0000038445	30	4
17313.0000038445	30	4
17343.0000038445	30	4
17373.0000038445	30	3
17403.0000038445	30	4
17433.0000038445	30	4
17463.0000038445	30	4
17493.0000038445	30	4
17523.0000038445	30	4
17553.0000038445	30	4
17583.0000038445	30	4
17613.0000038445	30	4
17643.0000038445	30	4
17673.0000038445	30	4
17703.0000038445	30	4
17733.0000038445	30	4
17763.0000038445	30	4
17793.0000038445	30	4
17823.0000038445	30	4
17853.0000038445	30	4
17883.0000038445	30	4
17913.0000038445	30	5
17943.0000038445	30	4
17973.0000038445	30	4
18003.0000038445	30	5
18033.0000038445	30	5
18063.0000038445	30	4
18093.0000038445	30	4
18123.0000038445	30	4
18153.0000038445	30	4
18183.0000038445	30	4
18213.0000038445	30	4
18243.0000038445	30	4
18273.0000038445	30	4
18303.0000038445	30	5
18333.0000038445	30	4
18363.0000038445	30	4
18393.0000038445	30	5
18423.0000038445	30	4
18453.0000038445	30	3
18483.0000038445	30	1
18513.0000038445	30	1
18543.0000038445	30	1
18573.0000038445	30	1
18603.0000038445	30	3
18633.0000038445	30	3
18663.0000038445	30	4
18693.0000038445	30	4
18723.0000038445	30	4
18753.0000038445	30	4
18783.0000038445	30	4
18813.0000038445	30	4
18843.0000038445	30	4
18873.0000038445	30	4
18903.0000038445	30	4
18933.0000038445	30	4
18963.0000038445	30	4
18993.0000038445	30	4
19023.0000038445	30	4
19053.0000038445	30	4
19083.0000038445	30	4
19113.0000038445	30	4
19143.0000038445	30	4
19173.0000038445	30	4
19203.0000038445	30	4
19233.0000038445	30	4
19263.0000038445	30	4
19293.0000038445	30	4
19323.0000038445	30	2
19353.0000038445	30	2
19383.0000038445	30	2
19413.0000038445	30	2
19443.0000038445	30	2
19473.0000038445	30	2
19503.0000038445	30	2
19533.0000038445	30	2
19563.0000038445	30	2
19593.0000038445	30	2
19623.0000038445	30	2
19653.0000038445	30	2
19683.0000038445	30	2
19713.0000038445	30	1
19743.0000038445	30	2
19773.0000038445	30	2
19803.0000038445	30	2
19833.0000038445	30	2
19863.0000038445	30	2
19893.0000038445	30	2
19923.0000038445	30	2
19953.0000038445	30	2
19983.0000038445	30	2
20013.0000038445	30	2
20043.0000038445	30	1
20073.0000038445	30	1
20103.0000038445	30	1
20133.0000038445	30	1
20163.0000038445	30	1
20193.0000038445	30	3
20223.0000038445	30	2
20253.0000038445	30	2
20283.0000038445	30	2
20313.0000038445	30	4
20343.0000038445	30	4
20373.0000038445	30	4
20403.0000038445	30	4
20433.0000038445	30	7
20463.0000038445	30	7
20493.0000038445	30	4
20523.0000038445	30	4
20553.0000038445	30	4
20583.0000038445	30	7
20613.0000038445	30	7
20643.0000038445	30	7
20673.0000038445	30	7
20703.0000038445	30	7
20733.0000038445	30	7
20763.0000038445	30	2
20793.0000038445	30	2
20823.0000038445	30	2
20853.0000038445	30	2
20883.0000038445	30	2
20913.0000038445	30	2
20943.0000038445	30	2
20973.0000038445	30	2
21003.0000038445	30	2
21033.0000038445	30	2
21063.0000038445	30	2
21093.0000038445	30	2
21123.0000038445	30	2
21153.0000038445	30	2
21183.0000038445	30	2
21213.0000038445	30	2
21243.0000038445	30	4
21273.0000038445	30	4
21303.0000038445	30	4
21333.0000038445	30	4
21363.0000038445	30	4
21393.0000038445	30	4
21423.0000038445	30	4
21453.0000038445	30	4
21483.0000038445	30	4
21513.0000038445	30	4
21543.0000038445	30	4
21573.0000038445	30	4
21603.0000038445	30	4
21633.0000038445	30	4
21663.0000038445	30	4
21693.0000038445	30	4
21723.0000038445	30	1
21753.0000038445	30	3
21783.0000038445	30	4
21813.0000038445	30	4
21843.0000038445	30	4
21873.0000038445	30	4
21903.0000038445	30	4
21933.0000038445	30	4
21963.0000038445	30	4
21993.0000038445	30	4
22023.0000038445	30	4
22053.0000038445	30	4
22083.0000038445	30	4
22113.0000038445	30	4
22143.0000038445	30	4
22173.0000038445	30	4
22203.0000038445	30	4
22233.0000038445	30	4
22263.0000038445	30	4
22293.0000038445	30	4
22323.0000038445	30	4
22353.0000038445	30	4
22383.0000038445	30	4
22413.0000038445	30	4
22443.0000038445	30	4
22473.0000038445	30	4
22503.0000038445	30	4
22533.0000038445	30	5
22563.0000038445	30	4
22593.0000038445	30	4
22623.0000038445	30	4
22653.0000038445	30	5
22683.0000038445	30	5
22713.0000038445	30	4
22743.0000038445	30	5
22773.0000038445	30	4
22803.0000038445	30	5
22833.0000038445	30	4
22863.0000038445	30	5
22893.0000038445	30	4
22923.0000038445	30	4
22953.0000038445	30	4
22983.0000038445	30	5
23013.0000038445	30	5
23043.0000038445	30	5
23073.0000038445	30	5
23103.0000038445	30	5
23133.0000038445	30	5
23163.0000038445	30	5
23193.0000038445	30	5
23223.0000038445	30	5
23253.0000038445	30	5
23283.0000038445	30	5
23313.0000038445	30	5
23343.0000038445	30	5
23373.0000038445	30	5
23403.0000038445	30	5
23433.0000038445	30	1
23463.0000038445	30	3
23493.0000038445	30	4
23523.0000038445	30	4
23553.0000038445	30	4
23583.0000038445	30	4
23613.0000038445	30	4
23643.0000038445	30	4
23673.0000038445	30	4
23703.0000038445	30	4
23733.0000038445	30	4
23763.0000038445	30	4
23793.0000038445	30	4
23823.0000038445	30	4
23853.0000038445	30	4
23883.0000038445	30	4
23913.0000038445	30	4
23943.0000038445	30	4
23973.0000038445	30	3
24003.0000038445	30	4
24033.0000038445	30	4
24063.0000038445	30	4
24093.0000038445	30	4
24123.0000038445	30	4
24153.0000038445	30	4
24183.0000038445	30	4
24213.0000038445	30	4
24243.0000038445	30	4
24273.0000038445	30	4
24303.0000038445	30	4
24333.0000038445	30	4
24363.0000038445	30	4
24393.0000038445	30	4
24423.0000038445	30	4
24453.0000038445	30	4
24483.0000038445	30	4
24513.0000038445	30	4
24543.0000038445	30	4
24573.0000038445	30	4
24603.0000038445	30	4
24633.0000038445	30	4
24663.0000038445	30	4
24693.0000038445	30	3
24723.0000038445	30	4
24753.0000038445	30	4
24783.0000038445	30	4
24813.0000038445	30	4
24843.0000038445	30	4
24873.0000038445	30	2
24903.0000038445	30	2
24933.0000038445	30	2
24963.0000038445	30	2
24993.0000038445	30	2
25023.0000038445	30	2
25053.0000038445	30	2
25083.0000038445	30	2
25113.0000038445	30	2
25143.0000038445	30	2
25173.0000038445	30	2
25203.0000038445	30	2
25233.0000038445	30	2
25263.0000038445	30	2
25293.0000038445	30	2
25323.0000038445	30	2
25353.0000038445	30	2
25383.0000038445	30	2
25413.0000038445	30	2
25443.0000038445	30	2
25473.0000038445	30	2
25503.0000038445	30	2
25533.0000038445	30	2
25563.0000038445	30	2
25593.0000038445	30	2
25623.0000038445	30	2
25653.0000038445	30	2
25683.0000038445	30	2
25713.0000038445	30	2
25743.0000038445	30	2
25773.0000038445	30	2
25803.0000038445	30	2
25833.0000038445	30	2
25863.0000038445	30	2
25893.0000038445	30	2
25923.0000038445	30	2
25953.0000038445	30	2
25983.0000038445	30	2
26013.0000038445	30	2
26043.0000038445	30	2
26073.0000038445	30	2
26103.0000038445	30	2
26133.0000038445	30	2
26163.0000038445	30	2
26193.0000038445	30	2
26223.0000038445	30	2
26253.0000038445	30	2
26283.0000038445	30	2
26313.0000038445	30	2
26343.0000038445	30	2
26373.0000038445	30	2
26403.0000038445	30	2
26433.0000038445	30	2
26463.0000038445	30	2
26493.0000038445	30	2
26523.0000038445	30	2
26553.0000038445	30	2
26583.0000038445	30	2
26613.0000038445	30	2
26643.0000038445	30	2
26673.0000038445	30	2
26703.0000038445	30	2
26733.0000038445	30	2
26763.0000038445	30	4
26793.0000038445	30	2
26823.0000038445	30	2
26853.0000038445	30	2
26883.0000038445	30	2
26913.0000038445	30	2
26943.0000038445	30	2
26973.0000038445	30	4
27003.0000038445	30	4
27033.0000038445	30	4
27063.0000038445	30	4
27093.0000038445	30	4
27123.0000038445	30	2
27153.0000038445	30	4
27183.0000038445	30	4
27213.0000038445	30	4
27243.0000038445	30	4
27273.0000038445	30	4
27303.0000038445	30	4
27333.0000038445	30	4
27363.0000038445	30	4
27393.0000038445	30	4
27423.0000038445	30	4
27453.0000038445	30	1
27483.0000038445	30	1
27513.0000038445	30	3
27543.0000038445	30	3
27573.0000038445	30	4
27603.0000038445	30	4
27633.0000038445	30	4
27663.0000038445	30	1
27693.0000038445	30	3
27723.0000038445	30	3
27753.0000038445	30	3
27783.0000038445	30	4
27813.0000038445	30	4
27843.0000038445	30	4
27873.0000038445	30	4
27903.0000038445	30	4
27933.0000038445	30	4
27963.0000038445	30	4
27993.0000038445	30	4
28023.0000038445	30	4
28053.0000038445	30	4
28083.0000038445	30	4
28113.0000038445	30	4
28143.0000038445	30	4
28173.0000038445	30	4
28203.0000038445	30	4
28233.0000038445	30	4
28263.0000038445	30	4
28293.0000038445	30	4
28323.0000038445	30	4
28353.0000038445	30	4
28383.0000038445	30	4
28413.0000038445	30	4
28443.0000038445	30	3
28473.0000038445	30	3
