onset	duration	trial_type	item
13.77	0	Face_guess_incorrect	foi_03389.png
16.05	0	Enc_guess_incorrect	foi_03389.png
20.17	0	Recall_guess_incorrect	foi_03389.png
22.03	0	Feedback_guess_incorrect	foi_03389.png
24.33	0	Face_unsure_correct	foc_02157.png
27.78	0	Enc_unsure_correct	foc_02157.png
31.18	0	Recall_unsure_correct	foc_02157.png
31.68	0	Feedback_unsure_correct	foc_02157.png
35.18	0	Face_guess_correct	far_00736.png
37.66	0	Enc_guess_correct	far_00736.png
42.59	0	Recall_guess_correct	far_00736.png
43.12	0	Feedback_guess_correct	far_00736.png
46.02	0	Face_guess_incorrect	mou_01862.png
48.29	0	Enc_guess_incorrect	mou_01862.png
51.41	0	Recall_guess_incorrect	mou_01862.png
51.97	0	Feedback_guess_incorrect	mou_01862.png
55.9	0	Face_guess_correct	mot_69374.png
58.32	0	Enc_guess_correct	mot_69374.png
62.72	0	Recall_guess_correct	mot_69374.png
63.35	0	Feedback_guess_correct	mot_69374.png
66.77	0	Face_guess_correct	fac_02146.png
70.2	0	Enc_guess_correct	fac_02146.png
74.2	0	Recall_guess_correct	fac_02146.png
74.66	0	Feedback_guess_correct	fac_02146.png
79.5	0	Face_sure_correct	mom_59361.png
82.46	0	Enc_sure_correct	mom_59361.png
86.79	0	Recall_sure_correct	mom_59361.png
87.84	0	Feedback_sure_correct	mom_59361.png
90.38	0	Face_unsure_incorrect	mac_59169.png
93.14	0	Enc_unsure_incorrect	mac_59169.png
96.37	0	Recall_unsure_incorrect	mac_59169.png
96.92	0	Feedback_unsure_incorrect	mac_59169.png
99.81	0	Face_guess_incorrect	fop_00621.png
101.46	0	Enc_guess_incorrect	fop_00621.png
104.82	0	Recall_guess_incorrect	fop_00621.png
105.27	0	Feedback_guess_incorrect	fop_00621.png
108.39	0	Face_unsure_correct	moh_06446.png
110.35	0	Enc_unsure_correct	moh_06446.png
114.73	0	Recall_unsure_correct	moh_06446.png
115.28	0	Feedback_unsure_correct	moh_06446.png
119.12	0	Face_guess_incorrect	mog_03090.png
122.25	0	Enc_guess_incorrect	mog_03090.png
126.45	0	Recall_guess_incorrect	mog_03090.png
126.76	0	Feedback_guess_incorrect	mog_03090.png
131.33	0	Face_unsure_correct	fok_09378.png
134.54	0	Enc_unsure_correct	fok_09378.png
137.81	0	Recall_unsure_correct	fok_09378.png
138.78	0	Feedback_unsure_correct	fok_09378.png
142.09	0	Face_sure_correct	mat_23275.png
145.31	0	Enc_sure_correct	mat_23275.png
148.69	0	Recall_sure_correct	mat_23275.png
149.27	0	Feedback_sure_correct	mat_23275.png
153.04	0	Face_unsure_correct	fap_16329.png
155.9	0	Enc_unsure_correct	fap_16329.png
159.64	0	Recall_unsure_correct	fap_16329.png
159.94	0	Feedback_unsure_correct	fap_16329.png
164.03	0	Face_guess_incorrect	fat_12032.png
167.28	0	Enc_guess_incorrect	fat_12032.png
170.78	0	Recall_guess_incorrect	fat_12032.png
171.38	0	Feedback_guess_incorrect	fat_12032.png
175.66	0	Face_guess_incorrect	moj_11821.png
177.28	0	Enc_guess_incorrect	moj_11821.png
