onset	duration	object	trial_type	map	stayswitch	distance	value	counterfactual_value	value_diff	choicetype	object1	object2	chosen_distance	unchosen_distance	chosen_value	unchosen_value	counterfactual_chosen_value	counterfactual_unchosen_value	button	response_time	cr
8.79135912059064	2.01601436925193	11	object_onset	1	n/a	NaN	NaN	NaN	NaN	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.5401596028933	0.0165382082468568	11	choice	1	n/a	NaN	NaN	NaN	NaN	d	6	5	0.9	1.20747670784989	40.5840886391862	67.8652316736184	86.800615681217	97.3878590146082	13.5411356010191	0.000975998125795741	1
18.1889461972232	2.01620220889163	3	object_onset	2	switch	0.524785670536077	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.6875961198148	2.01616700896011	5	object_onset	1	switch	0.814984662432368	71	3	68	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.6691788751759	2.01615132898951	12	object_onset	1	stay	0.9	18	72	-54	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.0511455018004	2.01616828895658	6	object_onset	2	switch	0.648999229583518	13	44	-31	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.4660874251122	2.01626044877958	7	object_onset	1	switch	0.763675323681471	90	2	88	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.6647683236442	2.0162870087288	8	object_onset	1	stay	0.524785670536077	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.5636593977733	2.01603708920902	10	object_onset	2	switch	0.569209978830308	50	5	45	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.7122111125545	0.0166607680112065	10	choice	2	n/a	NaN	NaN	NaN	NaN	d	2	1	1.26	1.08747413762351	34.0707805259635	5.74709315020331	1.77635683940025e-15	4.13404913999263	57.7129451911451	0.000734078590539866	-1
62.394678602217	2.01596892933958	5	object_onset	2	stay	1.27914033631967	3	71	-68	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.3596521094678	2.01618940891603	8	object_onset	1	switch	0.853814968245462	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.9246609446509	2.0161577289773	8	object_onset	2	switch	0	16	44	-28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.539931763331	2.01615964897337	4	object_onset	1	switch	1.26	14	2	12	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.2881162468166	2.0162498888003	5	object_onset	2	switch	0.524785670536077	3	71	-68	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.386443738028	2.01614428900302	1	object_onset	2	stay	1.26	44	1	43	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
