onset	duration	trial_type	item
11.24	0	faceRecog_unsure_incorrect	moh_06446.png
14.36	0	ret_unsure_incorrect	moh_06446.png
15.74	0	retFeedback_unsure_incorrect	moh_06446.png
18.11	0	retRating_unsure_incorrect	moh_06446.png
18.97	0	retRatingFeedback_unsure_incorrect	moh_06446.png
22.27	0	faceRecogNA	mof_02408.png
25.27	0	retNA	mof_02408.png
25.27	0	retFeedbackNA	mof_02408.png
28.68	0	retRatingNA	mof_02408.png
28.92	0	retRatingFeedbackNA	mof_02408.png
32.58	0	faceRecog_unsure_incorrect	mom_59361.png
35.55	0	ret_unsure_incorrect	mom_59361.png
37.43	0	retFeedback_unsure_incorrect	mom_59361.png
40.25	0	retRating_unsure_incorrect	mom_59361.png
41.68	0	retRatingFeedback_unsure_incorrect	mom_59361.png
44.85	0	faceRecog_unsure_incorrect	fax_14883.png
46.49	0	ret_unsure_incorrect	fax_14883.png
47.6	0	retFeedback_unsure_incorrect	fax_14883.png
50.89	0	retRating_unsure_incorrect	fax_14883.png
52.36	0	retRatingFeedback_unsure_incorrect	fax_14883.png
55.61	0	faceRecog_sure_correct	fok_09378.png
58.83	0	ret_sure_correct	fok_09378.png
60.14	0	retFeedback_sure_correct	fok_09378.png
62.29	0	retRating_sure_correct	fok_09378.png
63.12	0	retRatingFeedback_sure_correct	fok_09378.png
67.5	0	faceRecog_sure_incorrect	fat_12032.png
69.07	0	ret_sure_incorrect	fat_12032.png
69.07	0	retFeedback_sure_incorrect	fat_12032.png
73.1	0	retRating_sure_incorrect	fat_12032.png
73.75	0	retRatingFeedback_sure_incorrect	fat_12032.png
77.97	0	faceRecog_unsure_incorrect	fap_16329.png
80.48	0	ret_unsure_incorrect	fap_16329.png
81.72	0	retFeedback_unsure_incorrect	fap_16329.png
85.48	0	retRating_unsure_incorrect	fap_16329.png
85.75	0	retRatingFeedback_unsure_incorrect	fap_16329.png
90.18	0	faceRecog_guess_correct	maw_04767.png
93.53	0	ret_guess_correct	maw_04767.png
94.46	0	retFeedback_guess_correct	maw_04767.png
98.24	0	retRating_guess_correct	maw_04767.png
98.48	0	retRatingFeedback_guess_correct	maw_04767.png
103.51	0	faceRecogNA	mog_03090.png
106.19	0	retNA	mog_03090.png
108.77	0	retFeedbackNA	mog_03090.png
110.77	0	retRatingNA	mog_03090.png
110.77	0	retRatingFeedbackNA	mog_03090.png
114.92	0	faceRecog_sure_incorrect	foj_08220.png
118.45	0	ret_sure_incorrect	foj_08220.png
119.07	0	retFeedback_sure_incorrect	foj_08220.png
123.62	0	retRating_sure_incorrect	foj_08220.png
123.84	0	retRatingFeedback_sure_incorrect	foj_08220.png
128.07	0	faceRecog_sure_correct	fou_17118.png
129.75	0	ret_sure_correct	fou_17118.png
131.27	0	retFeedback_sure_correct	fou_17118.png
134.52	0	retRating_sure_correct	fou_17118.png
134.77	0	retRatingFeedback_sure_correct	fou_17118.png
138.9	0	faceRecog_unsure_correct	fal_07906.png
141.63	0	ret_unsure_correct	fal_07906.png
143.71	0	retFeedback_unsure_correct	fal_07906.png
146.11	0	retRating_unsure_correct	fal_07906.png
146.38	0	retRatingFeedback_unsure_correct	fal_07906.png
149.46	0	faceRecog_sure_correct	foq_16799.png
152.31	0	ret_sure_correct	foq_16799.png
154.11	0	retFeedback_sure_correct	foq_16799.png
156.19	0	retRating_sure_correct	foq_16799.png
156.44	0	retRatingFeedback_sure_correct	foq_16799.png
160.34	0	faceRecog_sure_correct	fop_00621.png
162.17	0	ret_sure_correct	fop_00621.png
164.27	0	retFeedback_sure_correct	fop_00621.png
165.54	0	retRating_sure_correct	fop_00621.png
165.95	0	retRatingFeedback_sure_correct	fop_00621.png
169.84	0	faceRecog_guess_correct	mao_11634.png
171.55	0	ret_guess_correct	mao_11634.png
171.55	0	retFeedback_guess_correct	mao_11634.png
175.18	0	retRating_guess_correct	mao_11634.png
176.7	0	retRatingFeedback_guess_correct	mao_11634.png
178.9	0	faceRecog_sure_correct	mak_00987.png
182.05	0	ret_sure_correct	mak_00987.png
182.32	0	retFeedback_sure_correct	mak_00987.png
185.58	0	retRating_sure_correct	mak_00987.png
185.96	0	retRatingFeedback_sure_correct	mak_00987.png
190.85	0	faceRecog_sure_correct	fov_15046.png
193.05	0	ret_sure_correct	fov_15046.png
193.88	0	retFeedback_sure_correct	fov_15046.png
196.48	0	retRating_sure_correct	fov_15046.png
196.85	0	retRatingFeedback_sure_correct	fov_15046.png
200.76	0	faceRecog_unsure_correct	foc_02157.png
203.86	0	ret_unsure_correct	foc_02157.png
203.86	0	retFeedback_unsure_correct	foc_02157.png
208.06	0	retRating_unsure_correct	foc_02157.png
208.29	0	retRatingFeedback_unsure_correct	foc_02157.png
211.46	0	faceRecogNA	mos_20953.png
213.44	0	retNA	mos_20953.png
214.04	0	retFeedbackNA	mos_20953.png
217.15	0	retRatingNA	mos_20953.png
217.15	0	retRatingFeedbackNA	mos_20953.png
218.8	0	faceRecog_sure_correct	fan_17286.png
221.84	0	ret_sure_correct	fan_17286.png
222.2	0	retFeedback_sure_correct	fan_17286.png
225.62	0	retRating_sure_correct	fan_17286.png
225.95	0	retRatingFeedback_sure_correct	fan_17286.png
229.97	0	faceRecog_unsure_incorrect	faw_14215.png
232.08	0	ret_unsure_incorrect	faw_14215.png
234.45	0	retFeedback_unsure_incorrect	faw_14215.png
236.08	0	retRating_unsure_incorrect	faw_14215.png
236.41	0	retRatingFeedback_unsure_incorrect	faw_14215.png
241.16	0	faceRecog_sure_correct	faj_07783.png
244.64	0	ret_sure_correct	faj_07783.png
245.35	0	retFeedback_sure_correct	faj_07783.png
249.38	0	retRating_sure_correct	faj_07783.png
249.69	0	retRatingFeedback_sure_correct	faj_07783.png
254.49	0	faceRecog_sure_incorrect	mat_23275.png
256.11	0	ret_sure_incorrect	mat_23275.png
257.76	0	retFeedback_sure_incorrect	mat_23275.png
261.32	0	retRating_sure_incorrect	mat_23275.png
261.76	0	retRatingFeedback_sure_incorrect	mat_23275.png
265.36	0	faceRecog_sure_correct	far_00736.png
267.54	0	ret_sure_correct	far_00736.png
268.82	0	retFeedback_sure_correct	far_00736.png
271.99	0	retRating_sure_correct	far_00736.png
273.45	0	retRatingFeedback_sure_correct	far_00736.png
276.68	0	faceRecog_sure_correct	mau_49693.png
