onset	duration	map	object_left	object_right	decision	chosen_object	unchosen_object	chosen_value	unchosen_value	response_time	trial_type	button	warning_onset
428.817825949765	3.43244556970603	1	3	1	1	3	1	11.0002740485006	0.759511501145757	3.42375182639807	choice	432.250271519471	NaN
434.716325024652	2.01614716899348	1	3	1	1	3	1	11.0002740485006	0.759511501145757	3.42375182639807	feedback	432.250271519471	NaN
437.465633025975	2.39939091316774	1	12	9	2	9	12	70.8751717969681	17.884245506376	2.38040054963494	choice	439.865023939143	NaN
442.564346436455	2.0161622089654	1	12	9	2	9	12	70.8751717969681	17.884245506376	2.38040054963494	feedback	439.865023939143	NaN
445.713556709961	3.78239433780254	1	4	3	1	4	3	14.0261042959477	11.0002740485006	3.76654060823785	choice	449.495951047764	NaN
453.41162096968	2.01611836905067	1	4	3	1	4	3	14.0261042959477	11.0002740485006	3.76654060823785	feedback	449.495951047764	NaN
458.360352908116	2.43272300917306	1	1	8	2	8	1	43.594028762536	0.759511501145757	2.42675022063486	choice	460.793075917289	NaN
464.375511599006	2.01615356898401	1	1	8	2	8	1	43.594028762536	0.759511501145757	2.42675022063486	feedback	460.793075917289	NaN
466.991521296266	2.29941446513112	1	3	1	1	3	1	11.0002740485006	0.759511501145757	2.29069064187934	choice	469.290935761397	NaN
472.740159130059	2.01605221800855	1	3	1	1	3	1	11.0002740485006	0.759511501145757	2.29069064187934	feedback	469.290935761397	NaN
476.95563848516	1.94954345688166	1	4	7	2	7	4	90.3707077873196	14.0261042959477	1.93057709329878	choice	478.905181942042	NaN
481.98763554373	2.01625500879891	1	4	7	2	7	4	90.3707077873196	14.0261042959477	1.93057709329878	feedback	478.905181942042	NaN
485.820078105447	2.43273932913144	1	3	9	2	9	3	70.8751717969681	11.0002740485006	2.42520558359683	choice	488.252817434579	NaN
490.518912283675	2.01616604896844	1	3	9	2	9	3	70.8751717969681	11.0002740485006	2.42520558359683	feedback	488.252817434579	NaN
493.234892349006	4.44898249795369	1	10	6	2	6	10	43.594028762536	4.89356064113839	4.44338826868625	choice	497.68387484696	NaN
500.733019712599	2.01618364892784	1	10	6	2	6	10	43.594028762536	4.89356064113839	4.44338826868625	feedback	497.68387484696	NaN
505.298558146766	2.46598854530021	2	4	7	1	4	7	1.67308660338568	1.88923160081495	2.46079527527036	choice	507.764546692066	502.798558146766
512.26344781417	2.01614652900025	2	4	7	1	4	7	1.67308660338568	1.88923160081495	2.46079527527036	feedback	507.764546692066	502.798558146766
515.595910535849	4.41547920227458	2	2	3	2	3	2	50.2328997724975	16.1621192465339	4.3996277127153	choice	520.011389738123	NaN
522.894094923337	2.01615548897826	2	2	3	2	3	2	50.2328997724975	16.1621192465339	4.3996277127153	feedback	520.011389738123	NaN
526.593159501121	1.79953734489391	2	3	4	1	3	4	50.2328997724975	1.67308660338568	1.79248327843379	choice	528.392696846015	NaN
531.225244367524	2.01623068883782	2	3	4	1	3	4	50.2328997724975	1.67308660338568	1.79248327843379	feedback	528.392696846015	NaN
534.374516720927	2.58269744121935	2	10	8	1	10	8	50.2328997724974	16.1621192465339	2.56347603812173	choice	536.957214162147	NaN
540.0730708997	2.0161721289478	2	10	8	1	10	8	50.2328997724974	16.1621192465339	2.56347603812173	feedback	536.957214162147	NaN
545.255115030173	2.39938451317721	2	2	5	1	2	5	16.1621192465339	2.61214098539182	2.38267350527167	choice	547.654499543351	NaN
551.586857113231	2.01615612897149	2	2	5	1	2	5	16.1621192465339	2.61214098539182	2.38267350527167	feedback	547.654499543351	NaN
554.169454074639	2.88266358528927	2	5	9	2	9	5	19.0043934374881	2.61214098539182	2.87026136909844	choice	557.052117659929	NaN
561.301074621937	2.0161564489681	2	5	9	2	9	5	19.0043934374881	2.61214098539182	2.87026136909844	feedback	557.052117659929	NaN
565.083474399726	2.11611849705514	2	4	7	1	4	7	1.67308660338568	1.88923160081495	2.10037004727928	choice	567.199592896781	NaN
570.198844738217	2.01614588899247	2	4	7	1	4	7	1.67308660338568	1.88923160081495	2.10037004727928	feedback	567.199592896781	NaN
575.464174468783	1.53291993678431	2	11	1	1	11	1	100	44.4858066222941	1.51643996842904	choice	576.997094405568	NaN
579.579780646818	2.01617372894543	2	11	1	1	11	1	100	44.4858066222941	1.51643996842904	feedback	576.997094405568	NaN
582.362436104115	1.28300457663136	2	1	10	1	1	10	44.4858066222941	50.2328997724974	1.2638583733933	choice	583.645440680746	NaN
588.594201419124	2.01615004899213	2	1	10	1	1	10	44.4858066222941	50.2328997724974	1.2638583733933	feedback	583.645440680746	NaN
591.909917292956	3.78248809761135	2	8	2	2	2	8	16.1621192465339	16.1621192465339	3.76892556366511	choice	595.692405390568	NaN
597.925224783568	2.01610108907335	2	8	2	2	2	8	16.1621192465339	16.1621192465339	3.76892556366511	feedback	595.692405390568	NaN
604.790109202979	2.39939859315928	1	4	8	2	8	4	43.594028762536	14.0261042959477	2.39384948380757	choice	607.189507796138	602.290109202979
609.872172085423	2.0161474889901	1	4	8	2	8	4	43.594028762536	14.0261042959477	2.39384948380757	feedback	607.189507796138	602.290109202979
613.621184087315	1.38301814461011	1	10	9	2	9	10	70.8751717969681	4.89356064113839	1.3648780194344	choice	615.004202231925	NaN
618.053495897286	2.01609788909263	1	10	9	2	9	10	70.8751717969681	4.89356064113839	1.3648780194344	feedback	615.004202231925	NaN
623.102056124044	3.59920044953469	1	1	2	2	2	1	4.89356064113839	0.759511501145757	3.58353487960994	choice	626.701256573579	NaN
630.183690847305	2.01617948894273	1	1	2	2	2	1	4.89356064113839	0.759511501145757	3.58353487960994	feedback	626.701256573579	NaN
632.782908256806	1.91632816065976	1	7	4	1	7	4	90.3707077873196	14.0261042959477	1.90639505971922	choice	634.699236417466	NaN
638.798209667424	2.01614908900228	1	7	4	1	7	4	90.3707077873196	14.0261042959477	1.90639505971922	feedback	634.699236417466	NaN
641.830776964896	3.03255737748987	1	1	2	2	2	1	4.89356064113839	0.759511501145757	3.02793242636835	choice	644.863334342386	NaN
648.112521383955	2.01614300900837	1	1	2	2	2	1	4.89356064113839	0.759511501145757	3.02793242636835	feedback	644.863334342386	NaN
652.661438730036	3.29910502571147	1	1	10	2	10	1	4.89356064113839	0.759511501145757	3.29432359489147	choice	655.960543755747	NaN
659.659627853514	2.01614044900634	1	1	10	2	10	1	4.89356064113839	0.759511501145757	3.29432359489147	feedback	655.960543755747	NaN
662.342182702996	3.04931606531318	1	4	12	1	4	12	14.0261042959477	17.884245506376	3.04016856288945	choice	665.391498768309	NaN
668.274097393733	2.01615676897927	1	4	12	1	4	12	14.0261042959477	17.884245506376	3.04016856288945	feedback	665.391498768309	NaN
671.523286355281	1.56631955267221	1	6	7	2	7	6	90.3707077873196	43.594028762536	1.56212916070945	choice	673.089605907953	NaN
676.538810805476	2.01603708921175	1	6	7	2	7	6	90.3707077873196	43.594028762536	1.56212916070945	feedback	673.089605907953	NaN
679.454475607403	4.6490739537694	1	2	3	2	3	2	11.0002740485006	4.89356064113839	4.64105316917994	choice	684.103549561172	NaN
686.636031738817	2.01630108868994	1	2	3	2	3	2	11.0002740485006	4.89356064113839	4.64105316917994	feedback	684.103549561172	NaN
690.801767100595	1.76620972888486	1	6	1	1	6	1	43.594028762536	0.759511501145757	1.7531444739725	choice	692.567976829479	NaN
694.650797470458	2.01615228899755	1	6	1	1	6	1	43.594028762536	0.759511501145757	1.7531444739725	feedback	692.567976829479	NaN
699.449480096984	3.9490791377757	2	2	4	1	2	4	16.1621192465339	1.67308660338568	3.93317356830812	choice	703.39855923476	696.949480096984
706.197840900146	2.01617404894205	2	2	4	1	2	4	16.1621192465339	1.67308660338568	3.93317356830812	feedback	703.39855923476	696.949480096984
709.896947717847	3.06588147350703	2	7	10	2	10	7	50.2328997724974	1.88923160081495	3.04789686803997	choice	712.962829191354	NaN
716.645242281127	2.01615580897487	2	7	10	2	10	7	50.2328997724974	1.88923160081495	3.04789686803997	feedback	712.962829191354	NaN
722.077060652038	2.19959833676694	2	1	5	1	1	5	44.4858066222941	2.61214098539182	2.18523708434077	choice	724.276658988805	NaN
727.009153902414	2.01630140870111	2	1	5	1	1	5	44.4858066222941	2.61214098539182	2.18523708434077	feedback	724.276658988805	NaN
730.425099343804	4.04894582602719	2	8	2	2	2	8	16.1621192465339	16.1621192465339	4.0393832843838	choice	734.474045169831	NaN
736.656885458768	2.01614588900702	2	8	2	2	2	8	16.1621192465339	16.1621192465339	4.0393832843838	feedback	734.474045169831	NaN
740.822458260867	1.78291497680766	2	5	10	2	10	5	50.2328997724974	2.61214098539182	1.76849292450061	choice	742.605373237675	NaN
745.854468759411	2.01609404910414	2	5	10	2	10	5	50.2328997724974	2.61214098539182	1.76849292450061	feedback	742.605373237675	NaN
748.68716028065	2.49934944124834	2	7	11	2	11	7	100	1.88923160081495	2.48083267679613	choice	751.186509721898	NaN
753.719238939055	2.0161622089654	2	7	11	2	11	7	100	1.88923160081495	2.48083267679613	feedback	751.186509721898	NaN
757.368309052836	0.999753280484583	2	11	8	1	11	8	100	16.1621192465339	0.98135619579989	choice	758.36806233332	NaN
761.517259486849	2.01616092897893	2	11	8	1	11	8	100	16.1621192465339	0.98135619579989	feedback	758.36806233332	NaN
764.766429888448	2.63268518525001	2	9	10	2	10	9	50.2328997724974	19.0043934374881	2.61649641633267	choice	767.399115073698	NaN
769.481933794683	2.01614556899585	2	9	10	2	10	9	50.2328997724974	19.0043934374881	2.61649641633267	feedback	767.399115073698	NaN
773.19751450076	0.800011903978884	2	1	11	2	11	1	100	44.4858066222941	0.796215751266573	choice	773.997526404739	NaN
778.446313383072	2.01614716899348	2	1	11	2	11	1	100	44.4858066222941	0.796215751266573	feedback	773.997526404739	NaN
783.961612873696	4.7321713942365	2	9	2	2	2	9	16.1621192465339	19.0043934374881	4.72857012115128	choice	788.693784267933	NaN
793.375859118343	2.01618332893122	2	9	2	2	2	9	16.1621192465339	19.0043934374881	4.72857012115128	feedback	788.693784267933	NaN
800.774032113855	1.2996634246374	1	7	6	1	7	6	90.3707077873196	43.594028762536	1.29221767894342	choice	802.073695538493	798.274032113855
805.822757140297	2.01615580898942	1	7	6	1	7	6	90.3707077873196	43.594028762536	1.29221767894342	feedback	802.073695538493	798.274032113855
808.572092341579	3.61578025769268	1	9	3	1	9	3	70.8751717969681	11.0002740485006	3.59928652936651	choice	812.187872599272	NaN
816.819995865604	2.01613724901108	1	9	3	1	9	3	70.8751717969681	11.0002740485006	3.59928652936651	feedback	812.187872599272	NaN
821.735293948223	4.26573260979785	1	6	8	1	6	8	43.594028762536	43.594028762536	4.26221005656407	choice	826.00102655802	NaN
829.000287359435	2.01609116910549	1	6	8	1	6	8	43.594028762536	43.594028762536	4.26221005656407	feedback	826.00102655802	NaN
832.166107841069	1.61632393665786	1	9	12	1	9	12	70.8751717969681	17.884245506376	1.61324554256862	choice	833.782431777727	NaN
836.265087811029	2.01623260883207	1	9	12	1	9	12	70.8751717969681	17.884245506376	1.61324554256862	feedback	833.782431777727	NaN
839.214341668456	1.24969008059998	1	1	7	2	7	1	90.3707077873196	0.759511501145757	1.23523026835755	choice	840.464031749056	NaN
844.613045862949	2.01609084910888	1	1	7	2	7	1	90.3707077873196	0.759511501145757	1.23523026835755	feedback	840.464031749056	NaN
847.995456968711	3.76562797000224	1	6	4	1	6	4	43.594028762536	14.0261042959477	3.74650384671986	choice	851.761084938713	NaN
855.376911916319	2.01614876899112	1	6	4	1	6	4	43.594028762536	14.0261042959477	3.74650384671986	feedback	851.761084938713	NaN
859.525850510356	3.03260793739173	1	9	2	1	9	2	70.8751717969681	4.89356064113839	3.02119707930251	choice	862.558458447747	NaN
864.607946992735	2.0161474889901	1	9	2	1	9	2	70.8751717969681	4.89356064113839	3.02119707930251	feedback	862.558458447747	NaN
869.423358867149	1.48299299264909	1	12	6	2	6	12	43.594028762536	17.884245506376	1.46523078675091	choice	870.906351859798	NaN
875.455216085975	2.01614908900228	1	12	6	2	6	12	43.594028762536	17.884245506376	1.46523078675091	feedback	870.906351859798	NaN
878.004553271254	2.48272899315634	1	8	12	1	8	12	43.594028762536	17.884245506376	2.47658180496364	choice	880.48728226441	NaN
885.002807354598	2.0161209290527	1	8	12	1	8	12	43.594028762536	17.884245506376	2.47658180496364	feedback	880.48728226441	NaN
889.135116860576	1.76619340889738	1	7	1	1	7	1	90.3707077873196	0.759511501145757	1.75374255281349	choice	890.901310269473	NaN
893.384022942671	2.01615356898401	1	7	1	1	7	1	90.3707077873196	0.759511501145757	1.75374255281349	feedback	890.901310269473	NaN
899.265874689518	4.78215785825159	2	8	9	2	9	8	19.0043934374881	16.1621192465339	4.7753149913915	choice	904.048032547769	896.765874689518
907.047096229566	2.01615196898638	2	8	9	2	9	8	19.0043934374881	16.1621192465339	4.7753149913915	feedback	904.048032547769	896.765874689518
910.762855815308	1.73305043255095	2	5	2	2	2	5	16.1621192465339	2.61214098539182	1.73006323828304	choice	912.495906247859	NaN
914.695326984962	2.01615292899078	2	5	2	2	2	5	16.1621192465339	2.61214098539182	1.73006323828304	feedback	912.495906247859	NaN
919.444083627357	2.93262508935004	2	10	4	1	10	4	50.2328997724974	1.67308660338568	2.91505456308369	choice	922.376708716707	NaN
926.775567150908	2.0161622089654	2	10	4	1	10	4	50.2328997724974	1.67308660338568	2.91505456308369	feedback	922.376708716707	NaN
931.774396913155	3.09916300959594	2	8	5	1	8	5	16.1621192465339	2.61214098539182	3.08492367694271	choice	934.873559922751	NaN
938.505941428579	2.01622108886659	2	8	5	1	8	5	16.1621192465339	2.61214098539182	3.08492367694271	feedback	934.873559922751	NaN
941.088647189797	1.41629552069935	2	9	11	2	11	9	100	19.0043934374881	1.40363698500732	choice	942.504942710497	NaN
944.854379799581	2.01611804905406	2	9	11	2	11	9	100	19.0043934374881	1.40363698500732	feedback	942.504942710497	NaN
948.436687161549	0.833236480189953	2	11	5	1	11	5	100	2.61214098539182	0.824250257443055	choice	949.269923641739	NaN
951.786003610861	2.01611260906793	2	11	5	1	11	5	100	2.61214098539182	0.824250257443055	feedback	949.269923641739	NaN
955.018487324502	2.4826649932802	2	10	7	1	10	7	50.2328997724974	1.88923160081495	2.46465670785983	choice	957.501152317782	NaN
961.866759935816	2.01615100898198	2	10	7	1	10	7	50.2328997724974	1.88923160081495	2.46465670785983	feedback	957.501152317782	NaN
964.982608673381	3.23254451352113	2	7	3	2	3	7	50.2328997724975	1.88923160081495	3.21371862966043	choice	968.215153186902	NaN
971.947583780639	2.01612220903917	2	7	3	2	3	7	50.2328997724975	1.88923160081495	3.21371862966043	feedback	968.215153186902	NaN
975.779918182554	1.08304944053816	2	3	11	2	11	3	100	50.2328997724975	1.07845232936961	choice	976.862967623092	NaN
979.012439336104	2.01612956903409	2	3	11	2	11	3	100	50.2328997724975	1.07845232936961	feedback	976.862967623092	NaN
983.79455751444	6.71526733222709	2	9	8	2	8	9	16.1621192465339	19.0043934374881	6.69573786418187	choice	990.509824846667	NaN
993.908681775327	2.01614140901074	2	9	8	2	8	9	16.1621192465339	19.0043934374881	6.69573786418187	feedback	990.509824846667	NaN
