onset	duration
47.207	2.584
63.206	3.249
74.221	3.258
93.204	2.595
112.219	3.388
130.218	3.197
142.217	3.63
157.233	2.95
170.232	2.879
182.231	3.512
247.41	3.797
263.443	5.66
282.442	2.749
294.457	3.526
305.44	3.031
316.456	4.039
334.438	5.745
348.454	3.193
366.436	4.131
381.452	4.035
446.614	4.193
464.63	4.201
483.629	4.274
499.628	4.011
513.627	6.508
530.626	3.693
541.625	5.198
555.624	7.231
569.623	3.552
582.622	4.529
