onset	duration
46.884	6.287
59.867	3.776
67.85	6.961
83.832	4.219
92.815	7
104.814	5.629
166.593	4.122
176.593	2.874
185.559	3.644
198.525	4.278
214.49	5.609
223.456	3.555
285.269	7
293.285	4.694
301.268	3.999
316.234	4.633
327.2	5.171
342.165	3.534
403.961	3.418
415.961	2.658
430.926	4.029
446.892	4.847
459.858	3.633
470.824	6.171
532.603	4.488
546.602	3.049
554.569	2.378
565.534	3.677
576.5	3.471
586.466	3.921
