onset	duration	sample	value
4.518	n/a	2259	241
5.068	n/a	2534	99
6.074	n/a	3037	150
7.096	n/a	3548	151
7.616	n/a	3808	11
8.14	n/a	4070	99
8.956	n/a	4478	150
9.976	n/a	4988	151
10.498	n/a	5249	13
11.1	n/a	5550	99
11.908	n/a	5954	150
12.93	n/a	6465	151
13.45	n/a	6725	13
14.016	n/a	7008	99
14.83	n/a	7415	150
15.85	n/a	7925	151
16.372	n/a	8186	21
16.88	n/a	8440	88
17.692	n/a	8846	150
18.712	n/a	9356	151
19.234	n/a	9617	22
19.844	n/a	9922	88
20.654	n/a	10327	150
21.674	n/a	10837	151
22.196	n/a	11098	21
22.732	n/a	11366	88
23.546	n/a	11773	150
24.566	n/a	12283	151
25.09	n/a	12545	23
25.668	n/a	12834	88
26.478	n/a	13239	150
27.498	n/a	13749	151
28.02	n/a	14010	12
28.708	n/a	14354	99
29.52	n/a	14760	150
30.54	n/a	15270	151
31.062	n/a	15531	23
31.636	n/a	15818	88
32.452	n/a	16226	150
33.472	n/a	16736	151
33.994	n/a	16997	22
34.58	n/a	17290	88
35.394	n/a	17697	150
36.414	n/a	18207	151
36.936	n/a	18468	12
37.512	n/a	18756	99
38.326	n/a	19163	150
39.346	n/a	19673	151
39.868	n/a	19934	23
40.424	n/a	20212	88
41.238	n/a	20619	149
44.26	n/a	22130	150
45.28	n/a	22640	151
45.802	n/a	22901	13
46.468	n/a	23234	99
47.282	n/a	23641	150
48.302	n/a	24151	151
48.824	n/a	24412	21
49.392	n/a	24696	88
50.204	n/a	25102	150
51.224	n/a	25612	151
51.746	n/a	25873	22
52.308	n/a	26154	88
53.126	n/a	26563	150
54.146	n/a	27073	151
54.668	n/a	27334	12
55.16	n/a	27580	88
55.978	n/a	27989	150
56.998	n/a	28499	151
57.52	n/a	28760	11
58.232	n/a	29116	99
59.05	n/a	29525	150
60.07	n/a	30035	151
60.592	n/a	30296	23
61.312	n/a	30656	88
62.122	n/a	31061	150
63.142	n/a	31571	151
63.664	n/a	31832	11
64.124	n/a	32062	99
64.934	n/a	32467	150
65.954	n/a	32977	151
66.476	n/a	33238	23
66.968	n/a	33484	88
67.786	n/a	33893	150
68.806	n/a	34403	151
69.328	n/a	34664	23
69.952	n/a	34976	88
70.768	n/a	35384	150
71.788	n/a	35894	151
72.31	n/a	36155	21
72.876	n/a	36438	88
73.69	n/a	36845	150
74.71	n/a	37355	151
75.232	n/a	37616	22
75.788	n/a	37894	88
76.602	n/a	38301	149
79.624	n/a	39812	150
80.644	n/a	40322	151
81.166	n/a	40583	11
81.652	n/a	40826	99
82.466	n/a	41233	150
83.486	n/a	41743	151
84.006	n/a	42003	13
84.74	n/a	42370	99
85.558	n/a	42779	150
86.578	n/a	43289	151
87.1	n/a	43550	23
87.668	n/a	43834	88
88.48	n/a	44240	150
89.5	n/a	44750	151
90.02	n/a	45010	21
90.754	n/a	45377	88
91.562	n/a	45781	150
92.582	n/a	46291	151
93.104	n/a	46552	22
93.658	n/a	46829	88
94.474	n/a	47237	150
95.494	n/a	47747	151
96.016	n/a	48008	11
96.438	n/a	48219	99
97.256	n/a	48628	150
98.276	n/a	49138	151
98.796	n/a	49398	12
99.442	n/a	49721	99
100.258	n/a	50129	150
101.278	n/a	50639	151
101.798	n/a	50899	21
102.402	n/a	51201	88
103.21	n/a	51605	150
104.23	n/a	52115	151
104.75	n/a	52375	21
105.314	n/a	52657	88
106.122	n/a	53061	150
107.142	n/a	53571	151
107.662	n/a	53831	12
108.154	n/a	54077	99
108.964	n/a	54482	150
109.984	n/a	54992	151
110.504	n/a	55252	11
111.142	n/a	55571	99
111.956	n/a	55978	150
112.976	n/a	56488	151
113.496	n/a	56748	22
114.074	n/a	57037	88
114.888	n/a	57444	149
117.91	n/a	58955	150
118.93	n/a	59465	151
119.45	n/a	59725	12
120.01	n/a	60005	99
120.822	n/a	60411	150
121.842	n/a	60921	151
122.362	n/a	61181	11
123.026	n/a	61513	99
123.834	n/a	61917	150
124.854	n/a	62427	151
125.374	n/a	62687	12
126.09	n/a	63045	99
126.906	n/a	63453	150
127.926	n/a	63963	151
128.446	n/a	64223	12
128.946	n/a	64473	99
129.758	n/a	64879	150
130.778	n/a	65389	151
131.298	n/a	65649	23
131.958	n/a	65979	88
132.77	n/a	66385	150
133.79	n/a	66895	151
134.31	n/a	67155	12
134.782	n/a	67391	99
135.592	n/a	67796	150
136.612	n/a	68306	151
137.132	n/a	68566	11
137.63	n/a	68815	99
138.444	n/a	69222	150
139.464	n/a	69732	151
139.984	n/a	69992	13
140.47	n/a	70235	99
141.286	n/a	70643	150
142.306	n/a	71153	151
142.826	n/a	71413	13
143.306	n/a	71653	99
144.118	n/a	72059	150
145.138	n/a	72569	151
145.658	n/a	72829	22
146.174	n/a	73087	88
146.99	n/a	73495	150
148.01	n/a	74005	151
148.53	n/a	74265	12
149.074	n/a	74537	99
149.892	n/a	74946	150
150.912	n/a	75456	151
151.432	n/a	75716	13
151.918	n/a	75959	99
152.734	n/a	76367	150
153.754	n/a	76877	151
154.274	n/a	77137	13
154.758	n/a	77379	99
155.576	n/a	77788	150
156.596	n/a	78298	151
157.116	n/a	78558	22
157.742	n/a	78871	88
158.558	n/a	79279	149
161.58	n/a	80790	150
162.6	n/a	81300	151
163.12	n/a	81560	13
163.626	n/a	81813	99
164.442	n/a	82221	150
165.462	n/a	82731	151
165.982	n/a	82991	11
166.37	n/a	83185	99
167.182	n/a	83591	150
168.204	n/a	84102	151
168.724	n/a	84362	11
169.138	n/a	84569	99
169.954	n/a	84977	150
170.976	n/a	85488	151
171.496	n/a	85748	22
172.074	n/a	86037	88
172.886	n/a	86443	150
173.908	n/a	86954	151
174.428	n/a	87214	23
175.106	n/a	87553	88
175.918	n/a	87959	150
176.94	n/a	88470	151
177.46	n/a	88730	21
177.99	n/a	88995	88
178.8	n/a	89400	150
179.822	n/a	89911	151
180.342	n/a	90171	21
180.878	n/a	90439	88
