onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	345	1	n/a	874.0	1.0	n/a	kimono/kimono_01b.jpg
7.5	0.5	exp	89	1	n/a	208.0	1.0	n/a	bubble/bubble_01b.jpg
12.0	0.5	exp	48	1	n/a	116.0	1.0	n/a	beetle/beetle_01b.jpg
16.5	0.5	exp	367	1	n/a	931.0	1.0	n/a	lime/lime_01b.jpg
21.0	0.5	exp	8	1	n/a	18.0	1.0	n/a	aluminum_foil/aluminum_foil_01b.jpg
25.5	0.5	exp	115	1	n/a	261.0	1.0	n/a	cannon/cannon_01b.jpg
30.0	0.5	catch	721	33	n/a	n/a	n/a	0.978	catch033.jpg
34.5	0.5	exp	391	1	n/a	982.0	1.0	n/a	mast/mast_01b.jpg
39.0	0.5	exp	442	1	n/a	1106.0	1.0	n/a	panda/panda_01b.jpg
43.5	0.5	exp	83	1	n/a	196.0	1.0	n/a	breadbox/breadbox_01b.jpg
48.0	0.5	test	308	13	48.0	765.0	14.0	n/a	headlamp/headlamp_14s.jpg
52.5	0.5	test	29	13	5.0	63.0	13.0	n/a	bamboo/bamboo_13s.jpg
57.0	0.5	catch	721	84	n/a	n/a	n/a	2.019	catch084.jpg
61.5	0.5	test	600	13	86.0	1542.0	15.0	n/a	starfish/starfish_15n.jpg
66.0	0.5	test	345	13	61.0	874.0	14.0	n/a	kimono/kimono_14s.jpg
70.5	0.5	exp	261	1	n/a	645.0	1.0	n/a	frog/frog_01b.jpg
75.0	0.5	exp	490	1	n/a	1230.0	1.0	n/a	poster/poster_01s.jpg
79.5	0.5	exp	173	1	n/a	422.0	1.0	n/a	cotton_candy/cotton_candy_01b.jpg
84.0	0.5	exp	360	1	n/a	914.0	1.0	n/a	lego/lego_01b.jpg
88.5	0.5	exp	362	1	n/a	916.0	1.0	n/a	lemonade/lemonade_01b.jpg
93.0	0.5	exp	519	1	n/a	1304.0	1.0	n/a	retainer/retainer_01b.jpg
97.5	0.5	catch	721	16	n/a	n/a	n/a	1.039	catch016.jpg
102.0	0.5	exp	438	1	n/a	1097.0	1.0	n/a	paint/paint_01b.jpg
106.5	0.5	exp	272	1	n/a	677.0	1.0	n/a	girl/girl_01b.jpg
111.0	0.5	exp	625	1	n/a	1610.0	1.0	n/a	tablecloth/tablecloth_01b.jpg
115.5	0.5	test	292	13	47.0	720.0	18.0	n/a	guacamole/guacamole_18s.jpg
120.0	0.5	exp	574	1	n/a	1477.0	1.0	n/a	snail/snail_01b.jpg
124.5	0.5	exp	458	1	n/a	1146.0	1.0	n/a	penguin/penguin_01b.jpg
129.0	0.5	exp	601	1	n/a	1545.0	1.0	n/a	steak/steak_01b.jpg
133.5	0.5	exp	680	1	n/a	1749.0	1.0	n/a	urinal/urinal_01b.jpg
138.0	0.5	exp	558	1	n/a	1424.0	1.0	n/a	shoe/shoe_01s.jpg
142.5	0.5	catch	721	41	n/a	n/a	n/a	1.101	catch041.jpg
147.0	0.5	test	698	13	98.0	1787.0	13.0	n/a	watch/watch_13s.jpg
151.5	0.5	exp	652	1	n/a	1676.0	1.0	n/a	tongue/tongue_01s.jpg
156.0	0.5	exp	687	1	n/a	1772.0	1.0	n/a	waffle_iron/waffle_iron_01b.jpg
160.5	0.5	exp	28	1	n/a	61.0	1.0	n/a	balloon/balloon_01b.jpg
165.0	0.5	exp	663	1	n/a	1705.0	1.0	n/a	trashcan/trashcan_01b.jpg
169.5	0.5	catch	721	58	n/a	n/a	n/a	0.901	catch058.jpg
174.0	0.5	exp	216	1	n/a	517.0	1.0	n/a	drawer/drawer_01b.jpg
178.5	0.5	exp	380	1	n/a	961.0	1.0	n/a	mailbox/mailbox_01b.jpg
183.0	0.5	exp	616	1	n/a	1589.0	1.0	n/a	sushi/sushi_01b.jpg
187.5	0.5	exp	591	1	n/a	1520.0	1.0	n/a	spoon/spoon_01b.jpg
192.0	0.5	exp	60	1	n/a	138.0	1.0	n/a	blazer/blazer_01b.jpg
196.5	0.5	exp	485	1	n/a	1220.0	1.0	n/a	pomegranate/pomegranate_01b.jpg
201.0	0.5	exp	392	1	n/a	984.0	1.0	n/a	match/match_01b.jpg
205.5	0.5	catch	721	69	n/a	n/a	n/a	1.307	catch069.jpg
210.0	0.5	exp	144	1	n/a	334.0	1.0	n/a	chip/chip_01b.jpg
214.5	0.5	exp	289	1	n/a	714.0	1.0	n/a	grenade/grenade_01b.jpg
219.0	0.5	test	191	13	32.0	459.0	16.0	n/a	cufflink/cufflink_16s.jpg
223.5	0.5	exp	211	1	n/a	506.0	1.0	n/a	donut/donut_01b.jpg
228.0	0.5	exp	555	1	n/a	1421.0	1.0	n/a	shield/shield_01b.jpg
232.5	0.5	test	707	13	100.0	1817.0	13.0	n/a	wig/wig_13s.jpg
237.0	0.5	test	50	13	12.0	121.0	16.0	n/a	bench/bench_16n.jpg
241.5	0.5	exp	711	1	n/a	1830.0	1.0	n/a	wire_cutters/wire_cutters_01b.jpg
246.0	0.5	exp	633	1	n/a	1635.0	1.0	n/a	teapot/teapot_01b.jpg
250.5	0.5	exp	498	1	n/a	1243.0	1.0	n/a	projector/projector_01b.jpg
255.0	0.5	exp	166	1	n/a	397.0	1.0	n/a	confetti/confetti_01b.jpg
259.5	0.5	exp	486	1	n/a	1224.0	1.0	n/a	popcorn/popcorn_01b.jpg
264.0	0.5	exp	301	1	n/a	743.0	1.0	n/a	hammock/hammock_01b.jpg
268.5	0.5	catch	721	22	n/a	n/a	n/a	1.158	catch022.jpg
273.0	0.5	exp	164	1	n/a	395.0	1.0	n/a	computer/computer_01b.jpg
277.5	0.5	exp	484	1	n/a	1219.0	1.0	n/a	pom-pom/pom-pom_01b.jpg
282.0	0.5	exp	705	1	n/a	1810.0	1.0	n/a	whip/whip_01b.jpg
286.5	0.5	exp	523	1	n/a	1309.0	1.0	n/a	ribbon/ribbon_01b.jpg
291.0	0.5	exp	192	1	n/a	461.0	1.0	n/a	cup/cup_01s.jpg
295.5	0.5	exp	7	1	n/a	17.0	1.0	n/a	altar/altar_01b.jpg
300.0	0.5	exp	354	1	n/a	896.0	1.0	n/a	lantern/lantern_01b.jpg
304.5	0.5	exp	594	1	n/a	1528.0	1.0	n/a	squeegee/squeegee_01b.jpg
309.0	0.5	exp	547	1	n/a	1392.0	1.0	n/a	screwdriver/screwdriver_01s.jpg
313.5	0.5	exp	102	1	n/a	236.0	1.0	n/a	cactus/cactus_01b.jpg
318.0	0.5	catch	721	35	n/a	n/a	n/a	0.974	catch035.jpg
322.5	0.5	exp	456	1	n/a	1143.0	1.0	n/a	pencil/pencil_01s.jpg
327.0	0.5	exp	656	1	n/a	1691.0	1.0	n/a	toucan/toucan_01b.jpg
331.5	0.5	exp	562	1	n/a	1438.0	1.0	n/a	shredder/shredder_01b.jpg
336.0	0.5	exp	719	1	n/a	1852.0	1.0	n/a	zebra/zebra_01b.jpg
340.5	0.5	exp	443	1	n/a	1111.0	1.0	n/a	pantyhose/pantyhose_01b.jpg
345.0	0.5	exp	313	1	n/a	777.0	1.0	n/a	helmet/helmet_01b.jpg
349.5	0.5	catch	721	45	n/a	n/a	n/a	1.037	catch045.jpg
354.0	0.5	exp	238	1	n/a	571.0	1.0	n/a	face_mask/face_mask_01b.jpg
358.5	0.5	exp	350	1	n/a	887.0	1.0	n/a	ladder/ladder_01b.jpg
363.0	0.5	exp	428	1	n/a	1071.0	1.0	n/a	octopus/octopus_01b.jpg
367.5	0.5	exp	585	1	n/a	1502.0	1.0	n/a	space_shuttle/space_shuttle_01b.jpg
372.0	0.5	catch	721	6	n/a	n/a	n/a	1.114	catch006.jpg
376.5	0.5	exp	330	1	n/a	833.0	1.0	n/a	iron/iron_01b.jpg
381.0	0.5	exp	630	1	n/a	1619.0	1.0	n/a	tamale/tamale_01b.jpg
385.5	0.5	exp	390	1	n/a	981.0	1.0	n/a	mask/mask_01b.jpg
390.0	0.5	exp	566	1	n/a	1447.0	1.0	n/a	sim_card/sim_card_01b.jpg
394.5	0.5	exp	537	1	n/a	1357.0	1.0	n/a	sandpaper/sandpaper_01b.jpg
399.0	0.5	exp	479	1	n/a	1204.0	1.0	n/a	plum/plum_01b.jpg
403.5	0.5	test	217	13	38.0	519.0	13.0	n/a	dress/dress_13s.jpg
408.0	0.5	exp	384	1	n/a	967.0	1.0	n/a	mango/mango_01b.jpg
412.5	0.5	exp	12	1	n/a	26.0	1.0	n/a	anteater/anteater_01b.jpg
