onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	410	1	n/a	1024.0	1.0	n/a	moth/moth_01b.jpg
7.5	0.5	exp	110	1	n/a	253.0	1.0	n/a	candelabra/candelabra_01b.jpg
12.0	0.5	exp	232	1	n/a	556.0	1.0	n/a	emerald/emerald_01b.jpg
16.5	0.5	exp	419	1	n/a	1052.0	1.0	n/a	napkin_ring/napkin_ring_01b.jpg
21.0	0.5	exp	580	1	n/a	1492.0	1.0	n/a	soda_fountain/soda_fountain_01s.jpg
25.5	0.5	exp	603	1	n/a	1551.0	1.0	n/a	stethoscope/stethoscope_01b.jpg
30.0	0.5	test	562	13	81.0	1438.0	13.0	n/a	shredder/shredder_13s.jpg
34.5	0.5	catch	721	43	n/a	n/a	n/a	0.847	catch043.jpg
39.0	0.5	test	100	13	21.0	230.0	16.0	n/a	butterfly/butterfly_16n.jpg
43.5	0.5	exp	188	1	n/a	453.0	1.0	n/a	crutch/crutch_01b.jpg
48.0	0.5	exp	346	1	n/a	875.0	1.0	n/a	kite/kite_01b.jpg
52.5	0.5	exp	653	1	n/a	1678.0	1.0	n/a	toolbox/toolbox_01b.jpg
57.0	0.5	exp	644	1	n/a	1660.0	1.0	n/a	tiger/tiger_01b.jpg
61.5	0.5	exp	316	1	n/a	782.0	1.0	n/a	hippopotamus/hippopotamus_01b.jpg
66.0	0.5	exp	539	1	n/a	1371.0	1.0	n/a	scaffolding/scaffolding_01b.jpg
70.5	0.5	catch	721	18	n/a	n/a	n/a	0.93	catch018.jpg
75.0	0.5	exp	25	1	n/a	55.0	1.0	n/a	bag/bag_01b.jpg
79.5	0.5	test	44	13	10.0	109.0	20.0	n/a	bed/bed_20n.jpg
84.0	0.5	catch	721	93	n/a	n/a	n/a	1.216	catch093.jpg
88.5	0.5	exp	22	1	n/a	46.0	1.0	n/a	axe/axe_01b.jpg
93.0	0.5	test	46	13	11.0	114.0	14.0	n/a	beer/beer_14s.jpg
97.5	0.5	catch	721	73	n/a	n/a	n/a	0.91	catch073.jpg
102.0	0.5	exp	673	1	n/a	1739.0	1.0	n/a	tuxedo/tuxedo_01b.jpg
106.5	0.5	exp	44	1	n/a	109.0	1.0	n/a	bed/bed_01b.jpg
111.0	0.5	catch	721	24	n/a	n/a	n/a	0.915	catch024.jpg
115.5	0.5	exp	148	1	n/a	349.0	1.0	n/a	cinnamon/cinnamon_01b.jpg
120.0	0.5	exp	506	1	n/a	1267.0	1.0	n/a	raccoon/raccoon_01b.jpg
124.5	0.5	exp	532	1	n/a	1330.0	1.0	n/a	roof_rack/roof_rack_01b.jpg
129.0	0.5	exp	507	1	n/a	1271.0	1.0	n/a	racket/racket_01b.jpg
133.5	0.5	exp	590	1	n/a	1516.0	1.0	n/a	spinach/spinach_01b.jpg
138.0	0.5	exp	634	1	n/a	1641.0	1.0	n/a	telescope/telescope_01b.jpg
142.5	0.5	exp	184	1	n/a	443.0	1.0	n/a	croissant/croissant_01b.jpg
147.0	0.5	test	69	13	17.0	156.0	14.0	n/a	bobsled/bobsled_14s.jpg
151.5	0.5	exp	158	1	n/a	381.0	1.0	n/a	coffee_pot/coffee_pot_01s.jpg
156.0	0.5	exp	381	1	n/a	964.0	1.0	n/a	man/man_01b.jpg
160.5	0.5	exp	153	1	n/a	361.0	1.0	n/a	closet/closet_01b.jpg
165.0	0.5	exp	406	1	n/a	1019.0	1.0	n/a	moose/moose_01b.jpg
169.5	0.5	catch	721	65	n/a	n/a	n/a	0.997	catch065.jpg
174.0	0.5	exp	403	1	n/a	1008.0	1.0	n/a	mistletoe/mistletoe_01b.jpg
178.5	0.5	exp	686	1	n/a	1765.0	1.0	n/a	violin/violin_01b.jpg
183.0	0.5	test	622	13	88.0	1607.0	13.0	n/a	t-shirt/t-shirt_13s.jpg
187.5	0.5	exp	583	1	n/a	1497.0	1.0	n/a	sonogram/sonogram_01b.jpg
192.0	0.5	exp	525	1	n/a	1312.0	1.0	n/a	rifle/rifle_01s.jpg
196.5	0.5	catch	721	61	n/a	n/a	n/a	n/a	catch061.jpg
201.0	0.5	exp	193	1	n/a	462.0	1.0	n/a	cupcake/cupcake_01b.jpg
205.5	0.5	exp	36	1	n/a	83.0	1.0	n/a	basket/basket_01b.jpg
210.0	0.5	exp	220	1	n/a	523.0	1.0	n/a	drum/drum_01b.jpg
214.5	0.5	exp	70	1	n/a	160.0	1.0	n/a	bolt/bolt_01b.jpg
219.0	0.5	exp	650	1	n/a	1673.0	1.0	n/a	tomato/tomato_01b.jpg
223.5	0.5	test	39	13	7.0	100.0	16.0	n/a	beachball/beachball_16s.jpg
228.0	0.5	test	223	13	39.0	541.0	16.0	n/a	earring/earring_16n.jpg
232.5	0.5	exp	677	1	n/a	1744.0	1.0	n/a	umbrella/umbrella_01b.jpg
237.0	0.5	exp	682	1	n/a	1754.0	1.0	n/a	vase/vase_01b.jpg
241.5	0.5	exp	88	1	n/a	206.0	1.0	n/a	brush/brush_01s.jpg
246.0	0.5	catch	721	20	n/a	n/a	n/a	0.94	catch020.jpg
250.5	0.5	exp	259	1	n/a	634.0	1.0	n/a	footrest/footrest_01b.jpg
255.0	0.5	exp	300	1	n/a	742.0	1.0	n/a	hammer/hammer_01b.jpg
259.5	0.5	exp	578	1	n/a	1485.0	1.0	n/a	snowplow/snowplow_01b.jpg
264.0	0.5	exp	29	1	n/a	63.0	1.0	n/a	bamboo/bamboo_01b.jpg
268.5	0.5	exp	423	1	n/a	1058.0	1.0	n/a	net/net_01b.jpg
273.0	0.5	exp	56	1	n/a	132.0	1.0	n/a	birdhouse/birdhouse_01b.jpg
277.5	0.5	exp	191	1	n/a	459.0	1.0	n/a	cufflink/cufflink_01b.jpg
282.0	0.5	exp	165	1	n/a	396.0	1.0	n/a	computer_screen/computer_screen_01b.jpg
286.5	0.5	exp	608	1	n/a	1571.0	1.0	n/a	strawberry/strawberry_01b.jpg
291.0	0.5	exp	661	1	n/a	1699.0	1.0	n/a	train/train_01b.jpg
295.5	0.5	exp	66	1	n/a	151.0	1.0	n/a	boa/boa_01s.jpg
