onset	duration	trial_type	outcome	initiation_time	completion_time
9.674374666000404	0.2	instruction_jackpot	too_slow	0.3357270481111243	3.623422457999823
11.878637083000283	n/a	go_jackpot	too_slow	0.3357270481111243	3.623422457999823
19.52677629100026	0.2	instruction_standard	success	0.3790998578579234	1.8367318750001689
22.733588541000245	n/a	go_standard	success	0.3790998578579234	1.8367318750001689
29.59660708299998	0.2	instruction_robber	success	0.3562876654884661	1.7692022080000245
33.805401083000106	n/a	go_robber	success	0.3562876654884661	1.7692022080000245
39.60000983300006	0.2	instruction_standard	success	0.3873989923242789	1.5524981250000565
43.80793691600002	n/a	go_standard	success	0.3873989923242789	1.5524981250000565
50.38767108299999	0.2	instruction_standard	success	0.395268740229227	1.8363208330001728
53.59383000000025	n/a	go_standard	success	0.395268740229227	1.8363208330001728
59.4555558750003	0.2	instruction_standard	too_slow	0.3571535403143002	2.0207535409999764
62.661418250000224	n/a	go_standard	too_slow	0.3571535403143002	2.0207535409999764
69.70806725000011	0.2	instruction_standard	too_slow	0.4008243295795637	1.88697349999984
71.9133471250002	n/a	go_standard	too_slow	0.4008243295795637	1.88697349999984
78.8259433330004	0.2	instruction_standard	success	0.3854957103862944	1.4018601669999953
80.02925516599998	n/a	go_standard	success	0.3854957103862944	1.4018601669999953
85.45556937500032	0.2	instruction_standard	success	0.3453406879720262	1.5356953750001594
88.66260558300019	n/a	go_standard	success	0.3453406879720262	1.5356953750001594
95.22545058300057	0.2	instruction_standard	success	0.3494673614864894	1.7035656250000102
99.4334374580003	n/a	go_standard	success	0.3494673614864894	1.7035656250000102
105.16113179100012	0.2	instruction_robber	too_slow	0.3690708851571855	2.019708249999894
107.36589054100024	n/a	go_robber	too_slow	0.3690708851571855	2.019708249999894
113.41039154100054	0.2	instruction_jackpot	too_slow	0.5544011090810841	1.9203186249997088
114.61309770800015	n/a	go_jackpot	too_slow	0.5544011090810841	1.9203186249997088
121.36000791600054	0.2	instruction_standard	success	0.4773958756176739	1.8366747499994744
122.56191854100052	n/a	go_standard	success	0.4773958756176739	1.8366747499994744
128.42298949999986	0.2	instruction_standard	success	0.3468267456215699	1.418438249999781
130.62818454100034	n/a	go_standard	success	0.3468267456215699	1.418438249999781
137.0741551250003	0.2	instruction_standard	too_slow	0.4421185468028454	1.9206257910000204
139.27818112500063	n/a	go_standard	too_slow	0.4421185468028454	1.9206257910000204
146.22479016600028	0.2	instruction_standard	success	0.3548857942784025	1.5860097089998817
149.43055916600042	n/a	go_standard	success	0.3548857942784025	1.5860097089998817
156.04391491600018	0.2	instruction_jackpot	success	0.3874121903153593	1.7371630409998031
158.2485215000006	n/a	go_jackpot	success	0.3874121903153593	1.7371630409998031
164.010233125	0.2	instruction_standard	success	0.3914847689458156	1.8027157910000824
166.2145291249999	n/a	go_standard	success	0.3914847689458156	1.8027157910000824
172.04257687500012	0.2	instruction_standard	success	0.4222944137696913	1.50245358400025
174.24663691600017	n/a	go_standard	success	0.4222944137696913	1.50245358400025
179.77297950000047	0.2	instruction_standard	success	0.3674717027026872	1.585262624999814
181.9790223330001	n/a	go_standard	success	0.3674717027026872	1.585262624999814
187.58906258299976	0.2	instruction_jackpot	success	0.3288256775197169	1.401920916000563
190.79594837500008	n/a	go_jackpot	success	0.3288256775197169	1.401920916000563
197.95995520799988	0.2	instruction_robber	success	0.3461508450801602	1.7033349579996866
200.1636880000005	n/a	go_robber	success	0.3461508450801602	1.7033349579996866
205.89141916600056	0.2	instruction_standard	success	0.3561030648888845	1.6190271669993308
210.10052416600047	n/a	go_standard	success	0.3561030648888845	1.6190271669993308
215.7441803749998	0.2	instruction_standard	too_slow	0.4697427008437103	2.1211433749995194
217.94871229100045	n/a	go_standard	too_slow	0.4697427008437103	2.1211433749995194
225.0955395410001	0.2	instruction_standard	too_slow	0.4322360103491292	1.870337374999508
226.29847020800025	n/a	go_standard	too_slow	0.4322360103491292	1.870337374999508
233.19591808299992	0.2	instruction_standard	success	0.3286033864653745	1.4017184169997563
234.3981013330004	n/a	go_standard	success	0.3286033864653745	1.4017184169997563
239.824546291	0.2	instruction_standard	success	0.3213407413663844	1.7701339169998391
243.0316197910006	n/a	go_standard	success	0.3213407413663844	1.7701339169998391
