onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	1	0	2.75	10	2	1
6	2.5	0	3	2.42	10	2	2
11	2.5	0	3	2.48	3	1	1
16	2.5	0	3	2.43	3	1	2
31	2.5	0	3	2.87	7	2	1
36	2.5	0	3	3.06	7	2	2
41	2.5	0	3	2.66	1	1	1
46.001	2.5	0	3	2.94	1	1	2
51	2.5	0	3	2.84	4	1	1
56	2.5	1	0	2.86	4	1	2
61.001	2.5	0	3	2.78	4	1	1
66.002	2.5	0	3	3.1	4	1	2
71.001	2.5	0	3	2.76	5	1	1
76	2.5	0	3	2.58	5	1	2
91	2.5	0	3	3.07	5	1	1
96	2.5	0	3	2.8	5	1	2
101.001	2.5	0	3	2.35	9	2	1
106	2.5	0	3	2.6	9	2	2
111	2.5	0	3	2.57	2	1	1
116	2.5	0	3	2.82	2	1	2
121	2.5	0	3	2.83	12	2	1
126.001	2.5	0	3	2.71	12	2	2
141.001	2.5	0	3	2.67	1	1	1
146.001	2.5	0	3	2.9	1	1	2
151	2.5	0	3	2.58	3	1	1
156	2.5	0	3	3.04	3	1	2
161	2.5	0	3	2.87	11	2	1
166	2.5	0	3	2.76	11	2	2
171	2.5	0	3	2.4	2	1	1
176.001	2.5	1	0	2.32	2	1	2
181.001	2.5	0	3	2.59	2	1	1
186	2.5	0	3	2.56	2	1	2
191	2.5	0	3	2.95	7	2	1
196	2.5	0	3	2.77	7	2	2
201	2.5	0	3	2.62	3	1	1
206	2.5	0	3	2.73	3	1	2
211	2.5	0	3	2.64	6	1	1
216	2.5	0	3	2.59	6	1	2
221.001	2.5	0	3	1.9	1	1	1
234.098	2.5	0	3	2.55	1	1	2
231	2.5	0	3	3.1	6	1	1
236	2.5	0	3	3.1	6	1	2
241.001	2.5	0	3	3.4	12	2	1
246	2.5	0	3	3.16	12	2	2
261.001	2.5	0	3	2.78	8	2	1
266	2.5	0	3	3.03	8	2	2
271	2.5	0	3	2.72	5	1	1
276	2.5	0	3	2.87	5	1	2
281	2.5	0	3	2.88	7	2	1
286.001	2.5	0	3	2.71	7	2	2
291	2.5	0	3	2.68	9	2	1
296	2.5	0	3	2.55	9	2	2
301	2.5	0	3	3.09	11	2	1
306.001	2.5	0	3	3.4	11	2	2
311	2.5	0	3	2.91	8	2	1
316.002	2.5	0	3	3.6	8	2	2
321	2.5	0	3	2.43	6	1	1
326	2.5	0	3	2.87	6	1	2
341	2.5	0	3	2.68	12	2	1
346	2.5	0	3	2.73	12	2	2
351	2.5	0	3	2.65	8	2	1
356	2.5	0	3	2.63	8	2	2
361	2.5	1	0	2.87	11	2	1
366	2.5	0	3	2.91	11	2	2
371	2.5	0	3	2.69	10	2	1
376	2.5	0	3	2.7	10	2	2
381.002	2.5	0	3	2.8	10	2	1
386.001	2.5	0	3	2.85	10	2	2
391	2.5	0	3	2.73	9	2	1
396	2.5	1	0	0	9	2	2
401.001	2.5	0	3	2.6	4	1	1
406	2.5	0	3	3.09	4	1	2
