onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.62	7	2	1
6	2.5	0	3	2.91	7	2	2
21.001	2.5	0	3	2.82	1	1	1
26	2.5	0	3	2.77	1	1	2
31	2.5	0	3	2.76	3	1	1
36	2.5	0	3	2.62	3	1	2
41.001	2.5	0	3	2.84	8	2	1
46.001	2.5	0	3	3.12	8	2	2
51	2.5	0	3	2.82	9	2	1
56.002	2.5	0	3	2.7	9	2	2
61	2.5	0	3	2.68	6	1	1
66.001	2.5	0	3	2.55	6	1	2
71.001	2.5	0	3	2.21	4	1	1
76.001	2.5	0	3	2.58	4	1	2
81.001	2.5	0	3	2.4	4	1	1
86.001	2.5	0	3	2.53	4	1	2
91.001	2.5	0	3	2.71	5	1	1
96.002	2.5	0	3	2.67	5	1	2
101	2.5	0	3	2.75	11	2	1
106.001	2.5	0	3	2.88	11	2	2
111.001	2.5	0	3	2.78	7	2	1
116.002	2.5	0	3	3.08	7	2	2
131.001	2.5	0	3	2.83	7	2	1
136	2.5	0	3	2.88	7	2	2
141.001	2.5	0	3	2.49	11	2	1
146.001	2.5	1	0	0	11	2	2
151.002	2.5	0	3	2.64	8	2	1
156.002	2.5	0	3	2.73	8	2	2
161.001	2.5	0	3	2.42	3	1	1
166	2.5	0	3	3.06	3	1	2
181	2.5	0	3	2.81	2	1	1
186	2.5	0	3	2.63	2	1	2
191.001	2.5	0	3	2.87	12	2	1
196.002	2.5	0	3	2.78	12	2	2
201	2.5	0	3	2.79	12	2	1
206	2.5	0	3	2.6	12	2	2
211	2.5	0	3	2.61	10	2	1
216	2.5	0	3	2.95	10	2	2
221	2.5	0	3	2.79	2	1	1
226.002	2.5	0	3	2.86	2	1	2
231.002	2.5	0	3	2.76	9	2	1
236	2.5	0	3	2.63	9	2	2
241.001	2.5	0	3	2.64	2	1	1
246.001	2.5	0	3	2.93	2	1	2
251	2.5	0	3	2.84	10	2	1
256.001	2.5	0	3	2.59	10	2	2
271.001	2.5	0	3	2.56	5	1	1
276	2.5	0	3	2.85	5	1	2
281.001	2.5	0	3	2.66	8	2	1
286	2.5	0	3	2.75	8	2	2
301	2.5	0	3	2.85	11	2	1
306.001	2.5	0	3	2.45	11	2	2
311	2.5	1	0	2.84	1	1	1
316	2.5	0	3	2.68	1	1	2
321.002	2.5	0	3	3.05	10	2	1
326.001	2.5	0	3	2.58	10	2	2
331.002	2.5	0	3	2.32	3	1	1
336.001	2.5	0	3	2.64	3	1	2
341.002	2.5	0	3	2.94	6	1	1
346	2.5	0	3	2.47	6	1	2
351.002	2.5	0	3	2.37	4	1	1
356.002	2.5	0	3	2.55	4	1	2
361	2.5	0	3	2.3	5	1	1
366.001	2.5	0	3	3.14	5	1	2
371	2.5	0	3	2.56	1	1	1
376	2.5	0	3	3	1	1	2
381	2.5	0	3	2.56	9	2	1
386.001	2.5	0	3	2.69	9	2	2
391	2.5	1	0	2.74	12	2	1
396.002	2.5	0	3	2.86	12	2	2
401	2.5	0	3	2.86	6	1	1
406	2.5	0	3	2.71	6	1	2
