onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.62	9	2	1
6.001	2.5	0	3	2.65	9	2	2
11	2.5	1	0	2.52	8	2	1
16	2.5	0	3	2.95	8	2	2
21	2.5	0	3	2.84	2	1	1
26	2.5	0	3	2.79	2	1	2
31.001	2.5	0	3	2.91	12	2	1
36.002	2.5	0	3	2.82	12	2	2
41	2.5	0	3	2.21	12	2	1
46	2.5	0	3	2.61	12	2	2
51	2.5	0	3	2.58	7	2	1
56.002	2.5	0	3	2.79	7	2	2
61.001	2.5	0	3	2.39	11	2	1
66.001	2.5	0	3	2.49	11	2	2
71	2.5	0	3	3	10	2	1
76	2.5	0	3	2.46	10	2	2
91	2.5	0	3	2.25	3	1	1
96.001	2.5	0	3	2.43	3	1	2
101.001	2.5	0	3	2.89	10	2	1
106.001	2.5	0	3	2.54	10	2	2
111.002	2.5	0	3	2.32	4	1	1
116	2.5	0	3	2.76	4	1	2
121	2.5	0	3	2.43	1	1	1
126	2.5	0	3	2.52	1	1	2
131	2.5	0	3	2.64	8	2	1
136.001	2.5	0	3	2.56	8	2	2
141.002	2.5	0	3	2.52	4	1	1
146	2.5	0	3	2.57	4	1	2
151	2.5	0	3	2.41	6	1	1
156	2.5	0	3	2.74	6	1	2
171	2.5	0	3	2.73	3	1	1
176	2.5	0	3	2.56	3	1	2
181	2.5	0	3	2.4	4	1	1
186	2.5	0	3	2.41	4	1	2
191	2.5	0	3	2.49	5	1	1
196.001	2.5	0	3	2.57	5	1	2
201.002	2.5	0	3	2.54	11	2	1
206	2.5	0	3	2.55	11	2	2
211.001	2.5	0	3	2.37	8	2	1
216	2.5	0	3	2.44	8	2	2
221	2.5	0	3	2.4	2	1	1
226.001	2.5	0	3	2.64	2	1	2
231	2.5	0	3	2.64	1	1	1
236.002	2.5	0	3	2.69	1	1	2
241	2.5	0	3	2.56	5	1	1
246.001	2.5	0	3	2.74	5	1	2
251.001	2.5	0	3	2.59	11	2	1
256	2.5	0	3	2.62	11	2	2
261	2.5	0	3	2.73	6	1	1
266	2.5	0	3	2.58	6	1	2
271	2.5	0	3	2.58	5	1	1
276	2.5	0	3	2.57	5	1	2
291.001	2.5	0	3	2.56	9	2	1
296	2.5	0	3	2.48	9	2	2
301	2.5	0	3	2.68	7	2	1
306.001	2.5	0	3	2.61	7	2	2
311.001	2.5	0	3	2.46	1	1	1
316	2.5	0	3	2.63	1	1	2
321	2.5	0	3	2.55	9	2	1
326.001	2.5	0	3	2.56	9	2	2
341	2.5	0	3	2.56	7	2	1
346.001	2.5	0	3	2.37	7	2	2
351	2.5	0	3	2.32	6	1	1
356	2.5	0	3	2.57	6	1	2
361	2.5	1	0	2.71	2	1	1
366	2.5	0	3	2.57	2	1	2
381	2.5	0	3	2.57	10	2	1
386	2.5	0	3	2.35	10	2	2
391.002	2.5	0	3	2.51	12	2	1
396.002	2.5	0	3	2.81	12	2	2
401	2.5	0	3	2.32	3	1	1
406	2.5	0	3	2.75	3	1	2
