onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	17.982999999999947	T:	n/a	n/a	n/a
17.982999999999947	12.105999999999996	RV1.0:	n/a	altar_roomrec.mp4	n/a
30.088999999999945	12.050000000000068	RV1.1:	n/a	firepit_roomrec.mp4	n/a
42.13900000000001	11.997999999999934	RV1.2:	n/a	tools_rec.mp4	n/a
54.13699999999994	12.000999999999976	RV1.3:	n/a	texture_roomrec.mp4	n/a
66.13799999999992	12.00100000000009	RV1.4:	n/a	ruins_roomrec.mp4	n/a
78.13900000000001	11.997999999999934	RV1.5:	n/a	storage_rec.mp4	n/a
90.13699999999994	12.0	RV1.6:	n/a	chess_roomrec.mp4	n/a
102.13699999999994	11.999000000000024	RV1.7:	n/a	tv_rec.mp4	n/a
114.13599999999995	11.999000000000024	RV1.8:	n/a	bedroom_rec.mp4	n/a
126.135	12.009999999999993	RV1.9:	n/a	island_rec.mp4	n/a
138.14499999999998	11.98899999999992	RV1.10:	n/a	clocks_roomrec.mp4	n/a
150.1339999999999	12.00100000000009	RV1.11:	n/a	crystals_roomrec.mp4	n/a
162.135	11.99899999999991	RV1.12:	n/a	empty_roomrec.mp4	n/a
174.1339999999999	11.998000000000047	RV1.13:	n/a	cats_roomrec.mp4	n/a
186.13199999999995	12.004999999999995	RV1.14:	n/a	class_rec.mp4	n/a
198.137	11.998000000000047	RV1.15:	n/a	applecrate_roomrec.mp4	n/a
210.135	11.997999999999934	RV1.16:	n/a	candy_rec.mp4	n/a
222.13299999999992	11.998000000000047	RV1.17:	n/a	humans_roomrec.mp4	n/a
234.131	12.002999999999927	RV1.18:	n/a	paint_rec.mp4	n/a
246.1339999999999	12.00100000000009	RV1.19:	n/a	space_rec.mp4	n/a
258.135	11.99899999999991	RV1.20:	n/a	pc_rec.mp4	n/a
270.1339999999999	11.997000000000073	RV1.21:	n/a	antiques_rec.mp4	n/a
282.131	17.019000000000005	RV1.22:	n/a	bday_roomrec.mp4	n/a
299.15	n/a	PT:	n/a	n/a	n/a
