onset	duration	trial_type	response_time
8.3847	0.7493	cue_reward	n/a
8.3847	3.2495	anticipation_reward	n/a
9.1343	2.5002	isi_reward	n/a
11.6345	0.2633	target	n/a
12.173400000000001	0.9773	feedback_negative_reward	n/a
17.1516	0.7492	cue_reward	n/a
17.1516	2.2493	anticipation_reward	n/a
17.901	1.5002	isi_reward	n/a
19.4012	0.3633	target	0.3501
19.9258	0.9754	feedback_positive_reward	n/a
22.9016	0.7493	cue_neutral	n/a
22.9016	3.7495	anticipation_neutral	n/a
23.651	3.0003	isi_neutral	n/a
26.6514	0.3133	target	n/a
27.1899	0.9777	feedback_negative_neutral	n/a
31.6684	0.7492	cue_neutral	n/a
31.6684	2.7496	anticipation_neutral	n/a
32.4179	2.0004	isi_neutral	n/a
34.4183	0.3633	target	0.3501
34.9503	0.9844	feedback_positive_neutral	n/a
43.4351	0.7492	cue_reward	n/a
43.4351	2.7495	anticipation_reward	n/a
44.1846	2.0003	isi_reward	n/a
46.1849	0.3633	target	0.3501
46.715	0.9866	feedback_positive_reward	n/a
55.2023	0.7488	cue_neutral	n/a
55.2023	3.7489	anticipation_neutral	n/a
55.9515	3.0001	isi_neutral	n/a
58.9516	0.33	target	0.3168
59.4808	0.9878	feedback_positive_neutral	n/a
63.9688	0.7493	cue_neutral	n/a
63.9688	2.2498	anticipation_neutral	n/a
64.7183	1.5005	isi_neutral	n/a
66.2189	0.33	target	0.3164
66.7408	0.9944	feedback_positive_neutral	n/a
69.7356	0.749	cue_neutral	n/a
69.7356	2.2493	anticipation_neutral	n/a
70.4849	1.5003	isi_neutral	n/a
71.9852	0.2967	target	0.2835
72.5078	0.994	feedback_positive_neutral	n/a
80.5028	0.7488	cue_neutral	n/a
80.5028	2.2492	anticipation_neutral	n/a
81.2518	1.5004	isi_neutral	n/a
82.7523	0.2967	target	n/a
83.2776	0.9913	feedback_negative_neutral	n/a
87.269	0.7492	cue_neutral	n/a
87.269	2.2494	anticipation_neutral	n/a
88.0184	1.5002	isi_neutral	n/a
89.5187	0.33	target	0.3167
90.0476	0.9879	feedback_positive_neutral	n/a
94.0358	0.7493	cue_neutral	n/a
94.0358	3.7495	anticipation_neutral	n/a
94.7853	3.0002	isi_neutral	n/a
97.7856	0.33	target	n/a
98.3003	0.9854	feedback_negative_neutral	n/a
102.7859	0.7491	cue_neutral	n/a
102.7859	2.7493	anticipation_neutral	n/a
103.5353	2.0003	isi_neutral	n/a
105.5356	0.3633	target	0.3503
106.0627	0.9896	feedback_positive_neutral	n/a
109.5527	0.7491	cue_neutral	n/a
109.5527	2.7494	anticipation_neutral	n/a
110.3021	2.0002	isi_neutral	n/a
112.3024	0.3633	target	0.3502
112.8314	0.9876	feedback_positive_neutral	n/a
121.3195	0.7491	cue_reward	n/a
121.3195	2.2496	anticipation_reward	n/a
122.0688	1.5005	isi_reward	n/a
123.5694	0.3467	target	0.3342
124.0813	0.9883	feedback_positive_reward	n/a
130.0696	0.7494	cue_neutral	n/a
130.0696	2.2494	anticipation_neutral	n/a
130.8192	1.5	isi_neutral	n/a
132.3193	0.3467	target	0.3336
132.844	0.9923	feedback_positive_neutral	n/a
136.8363	0.7492	cue_reward	n/a
136.8363	3.7494	anticipation_reward	n/a
137.5858	3.0002	isi_reward	n/a
140.586	0.33	target	0.3168
141.1096	0.9932	feedback_positive_reward	n/a
145.6031	0.7491	cue_reward	n/a
145.6031	2.2494	anticipation_reward	n/a
146.3524	1.5002	isi_reward	n/a
147.8527	0.33	target	0.3167
148.3752	0.9943	feedback_positive_reward	n/a
156.3702	0.7489	cue_reward	n/a
156.3702	2.2491	anticipation_reward	n/a
157.1193	1.5002	isi_reward	n/a
158.6196	0.3133	target	0.3001
159.1417	0.9948	feedback_positive_reward	n/a
162.1366	0.7491	cue_reward	n/a
162.1366	2.7493	anticipation_reward	n/a
162.886	2.0002	isi_reward	n/a
164.8862	0.3133	target	0.3
165.3919	0.9943	feedback_positive_reward	n/a
168.8867	0.7493	cue_neutral	n/a
168.8867	3.7494	anticipation_neutral	n/a
169.6363	3	isi_neutral	n/a
172.6363	0.2967	target	0.2834
173.1439	0.9927	feedback_positive_neutral	n/a
177.6368	0.7491	cue_neutral	n/a
177.6368	2.2494	anticipation_neutral	n/a
178.3862	1.5003	isi_neutral	n/a
179.8865	0.2967	target	0.2835
180.3926	0.9939	feedback_positive_neutral	n/a
188.3869	0.7491	cue_reward	n/a
188.3869	2.2493	anticipation_reward	n/a
189.1363	1.5002	isi_reward	n/a
190.6366	0.28	target	0.2667
191.1603	0.993	feedback_positive_reward	n/a
197.1538	0.7491	cue_reward	n/a
197.1538	2.7494	anticipation_reward	n/a
197.9031	2.0002	isi_reward	n/a
199.9034	0.28	target	0.2667
200.4257	0.9944	feedback_positive_reward	n/a
203.9205	0.749	cue_reward	n/a
203.9205	2.2494	anticipation_reward	n/a
204.6698	1.5004	isi_reward	n/a
206.1702	0.2633	target	0.2501
206.6924	0.9944	feedback_positive_reward	n/a
210.6873	0.749	cue_reward	n/a
210.6873	3.2494	anticipation_reward	n/a
211.4366	2.5003	isi_reward	n/a
213.937	0.2633	target	0.2501
214.4592	0.9943	feedback_positive_reward	n/a
218.4539	0.7492	cue_reward	n/a
218.4539	2.7494	anticipation_reward	n/a
219.2033	2.0001	isi_reward	n/a
221.2035	0.2467	target	0.2335
221.7259	0.9946	feedback_positive_reward	n/a
225.2207	0.7494	cue_neutral	n/a
225.2207	3.2498	anticipation_neutral	n/a
225.9703	2.5004	isi_neutral	n/a
228.4708	0.2467	target	0.2331
228.9944	0.9927	feedback_positive_neutral	n/a
232.9874	0.7492	cue_reward	n/a
232.9874	2.2494	anticipation_reward	n/a
233.7369	1.5002	isi_reward	n/a
235.2371	0.23	target	n/a
235.7626	0.9911	feedback_negative_reward	n/a
239.7542	0.7491	cue_reward	n/a
239.7542	2.2494	anticipation_reward	n/a
240.5036	1.5002	isi_reward	n/a
242.0039	0.2467	target	0.2336
242.5271	0.977	feedback_positive_reward	n/a
248.5043	0.7491	cue_reward	n/a
248.5043	2.7495	anticipation_reward	n/a
249.2536	2.0003	isi_reward	n/a
251.254	0.2467	target	0.2339
251.7826	0.988	feedback_positive_reward	n/a
255.271	0.7492	cue_reward	n/a
255.271	2.2494	anticipation_reward	n/a
256.0204	1.5002	isi_reward	n/a
257.5207	0.23	target	0.2168
258.0434	0.9939	feedback_positive_reward	n/a
262.0378	0.7492	cue_neutral	n/a
262.0378	2.2494	anticipation_neutral	n/a
262.7872	1.5002	isi_neutral	n/a
264.2875	0.23	target	n/a
264.8016	0.9858	feedback_negative_neutral	n/a
272.7879	0.7492	cue_neutral	n/a
272.7879	3.7494	anticipation_neutral	n/a
273.5373	3.0002	isi_neutral	n/a
276.5376	0.2467	target	0.2334
277.0712	0.9832	feedback_positive_neutral	n/a
281.5548	0.749	cue_reward	n/a
281.5548	2.7492	anticipation_reward	n/a
282.304	2.0002	isi_reward	n/a
284.3043	0.2467	target	0.2334
284.8155	0.9889	feedback_positive_reward	n/a
288.3048	0.7492	cue_reward	n/a
288.3048	2.2494	anticipation_reward	n/a
