onset	duration	weight	memtype	resolution	memcond	phase	trial	run	eye
17.9995357999869	5	1	3	2	4	1	1	4	0
18.1045357999869	0.062	1	3	2	4	1	1	4	1
18.1865357999869	0.038	1	3	2	4	1	1	4	1
18.2545357999869	0.066	1	3	2	4	1	1	4	1
18.3705357999869	0.064	1	3	2	4	1	1	4	1
18.4965357999869	0.102	1	3	2	4	1	1	4	1
18.6185357999869	0.028	1	3	2	4	1	1	4	1
18.7765357999869	0.032	1	3	2	4	1	1	4	1
18.8705357999869	0.048	1	3	2	4	1	1	4	1
19.0245357999869	0.05	1	3	2	4	1	1	4	1
19.1165357999869	0.02	1	3	2	4	1	1	4	1
19.2065357999869	0.246	1	3	2	4	1	1	4	1
19.4985357999869	1.012	1	3	2	4	1	1	4	1
20.5285357999869	0.57	1	3	2	4	1	1	4	1
21.1185357999869	0.146	1	3	2	4	1	1	4	1
21.2785357999869	0.234	1	3	2	4	1	1	4	1
21.5245357999869	0.19	1	3	2	4	1	1	4	1
21.7305357999869	1.652	1	3	2	4	1	1	4	1
31.7488958000031	5	1	3	2	4	2	1	4	0
31.7778958000031	0.184	1	3	2	4	2	1	4	1
31.9958958000031	0.038	1	3	2	4	2	1	4	1
32.2618958000031	0.022	1	3	2	4	2	1	4	1
32.5918958000031	0.332	1	3	2	4	2	1	4	1
32.9678958000031	0.606	1	3	2	4	2	1	4	1
33.6098958000031	0.308	1	3	2	4	2	1	4	1
33.9558958000031	0.1	1	3	2	4	2	1	4	1
34.4478958000031	0.17	1	3	2	4	2	1	4	1
34.6298958000031	0.26	1	3	2	4	2	1	4	1
34.9458958000031	0.024	1	3	2	4	2	1	4	1
34.9858958000031	0.032	1	3	2	4	2	1	4	1
35.0478958000031	0.034	1	3	2	4	2	1	4	1
35.1978958000031	0.024	1	3	2	4	2	1	4	1
35.2638958000031	0.03	1	3	2	4	2	1	4	1
35.3278958000031	0.054	1	3	2	4	2	1	4	1
35.4318958000031	0.022	1	3	2	4	2	1	4	1
35.4878958000031	0.03	1	3	2	4	2	1	4	1
35.5358958000031	0.076	1	3	2	4	2	1	4	1
35.6198958000031	0.058	1	3	2	4	2	1	4	1
35.9098958000031	0.036	1	3	2	4	2	1	4	1
36.3118958000031	0.244	1	3	2	4	2	1	4	1
36.5958958000031	0.026	1	3	2	4	2	1	4	1
36.6578958000031	0.02	1	3	2	4	2	1	4	1
36.6878958000031	0.044	1	3	2	4	2	1	4	1
38.2485874999838	3	1	3	2	4	3	1	4	0
45.9982219999947	0.149	1	4	2	3	1	2	4	1
45.9982219999947	5	1	4	2	3	1	2	4	0
46.3232219999947	0.044	1	4	2	3	1	2	4	1
46.5612219999947	0.03	1	4	2	3	1	2	4	1
46.6312219999947	0.172	1	4	2	3	1	2	4	1
46.8252219999947	0.522	1	4	2	3	1	2	4	1
47.3872219999947	0.214	1	4	2	3	1	2	4	1
47.6172219999947	0.05	1	4	2	3	1	2	4	1
47.7072219999947	0.18	1	4	2	3	1	2	4	1
47.8952219999947	0.452	1	4	2	3	1	2	4	1
48.3652219999947	0.27	1	4	2	3	1	2	4	1
48.6632219999947	0.268	1	4	2	3	1	2	4	1
48.9572219999947	1.416	1	4	2	3	1	2	4	1
50.6472219999947	0.404	1	4	2	3	1	2	4	1
59.7475359000091	5	1	4	2	3	2	2	4	0
60.0765359000091	0.124	1	4	2	3	2	2	4	1
60.2305359000091	0.058	1	4	2	3	2	2	4	1
60.3805359000091	0.052	1	4	2	3	2	2	4	1
60.4645359000091	0.002	1	4	2	3	2	2	4	1
60.4865359000091	0.032	1	4	2	3	2	2	4	1
60.5645359000091	0.056	1	4	2	3	2	2	4	1
60.6445359000091	0.114	1	4	2	3	2	2	4	1
60.7865359000091	0.27	1	4	2	3	2	2	4	1
61.0925359000091	0.032	1	4	2	3	2	2	4	1
61.1345359000091	0.032	1	4	2	3	2	2	4	1
61.1845359000091	0.228	1	4	2	3	2	2	4	1
61.4405359000091	0.238	1	4	2	3	2	2	4	1
61.7145359000091	0.318	1	4	2	3	2	2	4	1
62.0425359000091	0.042	1	4	2	3	2	2	4	1
62.1285359000091	0.294	1	4	2	3	2	2	4	1
62.4525359000091	0.56	1	4	2	3	2	2	4	1
63.1845359000091	0.176	1	4	2	3	2	2	4	1
63.3765359000091	0.09	1	4	2	3	2	2	4	1
63.4925359000091	0.418	1	4	2	3	2	2	4	1
63.9505359000091	0.15	1	4	2	3	2	2	4	1
64.1265359000091	0.348	1	4	2	3	2	2	4	1
64.5165359000091	0.098	1	4	2	3	2	2	4	1
67.2471684000047	3	1	4	2	3	3	2	4	0
73.4968091000046	0.175	1	1	1	1	1	3	4	1
73.4968091000046	5	1	1	1	1	1	3	4	0
74.3378091000046	0.134	1	1	1	1	1	3	4	1
