onset	duration	weight	memtype	resolution	memcond	phase	trial	run	eye
41.9997090999968	0.067	1	1	2	1	1	1	8	1
41.9997090999968	5	1	1	2	1	1	1	8	0
42.0947090999968	0.058	1	1	2	1	1	1	8	1
42.1607090999968	0.08	1	1	2	1	1	1	8	1
42.3287090999968	0.172	1	1	2	1	1	1	8	1
42.5707090999968	0.086	1	1	2	1	1	1	8	1
42.7427090999968	0.594	1	1	2	1	1	1	8	1
43.3787090999968	0.99	1	1	2	1	1	1	8	1
44.3947090999968	0.326	1	1	2	1	1	1	8	1
44.7367090999968	0.51	1	1	2	1	1	1	8	1
45.2607090999968	0.58	1	1	2	1	1	1	8	1
45.8607090999968	0.092	1	1	2	1	1	1	8	1
46.0007090999968	0.036	1	1	2	1	1	1	8	1
46.0687090999968	0.112	1	1	2	1	1	1	8	1
46.2167090999968	0.204	1	1	2	1	1	1	8	1
46.4487090999968	0.19	1	1	2	1	1	1	8	1
46.7267090999968	0.066	1	1	2	1	1	1	8	1
46.8247090999968	0.032	1	1	2	1	1	1	8	1
46.8767090999968	0.038	1	1	2	1	1	1	8	1
46.9827090999968	0.082	1	1	2	1	1	1	8	1
56.2490109000064	0.205	1	1	2	1	2	1	8	1
56.2490109000064	5	1	1	2	1	2	1	8	0
56.4720109000064	0.202	1	1	2	1	2	1	8	1
56.7020109000064	0.198	1	1	2	1	2	1	8	1
56.9660109000064	0.1	1	1	2	1	2	1	8	1
57.2140109000064	0.092	1	1	2	1	2	1	8	1
57.3660109000064	0.036	1	1	2	1	2	1	8	1
57.4740109000064	0.15	1	1	2	1	2	1	8	1
58.0620109000064	0.094	1	1	2	1	2	1	8	1
58.2060109000064	0.078	1	1	2	1	2	1	8	1
58.3160109000064	0.088	1	1	2	1	2	1	8	1
58.4160109000064	0.066	1	1	2	1	2	1	8	1
58.5400109000064	0.036	1	1	2	1	2	1	8	1
58.6480109000064	0.204	1	1	2	1	2	1	8	1
58.9140109000064	0.246	1	1	2	1	2	1	8	1
59.1840109000064	0.212	1	1	2	1	2	1	8	1
59.4480109000064	0.146	1	1	2	1	2	1	8	1
59.6040109000064	0.05	1	1	2	1	2	1	8	1
60.0540109000064	0.07	1	1	2	1	2	1	8	1
60.1800109000064	0.154	1	1	2	1	2	1	8	1
60.3700109000064	0.044	1	1	2	1	2	1	8	1
60.4440109000064	0.186	1	1	2	1	2	1	8	1
60.6420109000064	0.15	1	1	2	1	2	1	8	1
60.8020109000064	0.03	1	1	2	1	2	1	8	1
60.9140109000064	0.064	1	1	2	1	2	1	8	1
60.9960109000064	0.086	1	1	2	1	2	1	8	1
63.9986497000209	3	1	1	2	1	3	1	8	0
70.4983520999958	0.243	1	1	1	1	1	2	8	1
70.4983520999958	5	1	1	1	1	1	2	8	0
70.8033520999958	0.184	1	1	1	1	1	2	8	1
70.9993520999958	0.26	1	1	1	1	1	2	8	1
71.2813520999958	0.374	1	1	1	1	1	2	8	1
71.6833520999958	0.252	1	1	1	1	1	2	8	1
71.9533520999958	0.21	1	1	1	1	1	2	8	1
72.1813520999958	0.248	1	1	1	1	1	2	8	1
72.4633520999958	0.176	1	1	1	1	1	2	8	1
72.6813520999958	0.118	1	1	1	1	1	2	8	1
72.8213520999958	0.172	1	1	1	1	1	2	8	1
73.0013520999958	0.294	1	1	1	1	1	2	8	1
73.3513520999958	0.29	1	1	1	1	1	2	8	1
73.6733520999958	0.19	1	1	1	1	1	2	8	1
73.8873520999958	0.28	1	1	1	1	1	2	8	1
74.2173520999958	0.216	1	1	1	1	1	2	8	1
74.4513520999958	0.194	1	1	1	1	1	2	8	1
74.8253520999958	0.05	1	1	1	1	1	2	8	1
74.8973520999958	0.042	1	1	1	1	1	2	8	1
84.4976778000128	5	1	1	1	1	2	2	8	0
84.5486778000128	0.024	1	1	1	1	2	2	8	1
84.8246778000128	0.038	1	1	1	1	2	2	8	1
85.1766778000128	0.064	1	1	1	1	2	2	8	1
85.2606778000128	0.246	1	1	1	1	2	2	8	1
85.5406778000128	0.142	1	1	1	1	2	2	8	1
85.7106778000127	0.354	1	1	1	1	2	2	8	1
86.1226778000128	0.16	1	1	1	1	2	2	8	1
86.4306778000127	0.208	1	1	1	1	2	2	8	1
86.7006778000128	0.034	1	1	1	1	2	2	8	1
87.4206778000128	0.052	1	1	1	1	2	2	8	1
87.4886778000128	0.026	1	1	1	1	2	2	8	1
87.5266778000127	0.12	1	1	1	1	2	2	8	1
87.6826778000128	0.152	1	1	1	1	2	2	8	1
87.8486778000128	0.092	1	1	1	1	2	2	8	1
87.9606778000127	0.028	1	1	1	1	2	2	8	1
88.4426778000127	0.022	1	1	1	1	2	2	8	1
88.6106778000128	0.108	1	1	1	1	2	2	8	1
88.7826778000127	0.144	1	1	1	1	2	2	8	1
88.9526778000128	0.142	1	1	1	1	2	2	8	1
92.7472592999984	3	1	1	1	1	3	2	8	0
98.7469066000194	5	1	3	1	3	1	3	8	0
98.9359066000194	0.034	1	3	1	3	1	3	8	1
