onset	duration	event_value	event_name
67.099609375	0.1	4	run_start
73.83984375	0.1	9	fixation_on
75.11328125	0.1	1	cue_left
78.248046875	0.1	11	target_left
78.556640625	0.1	15	reaction_correct
79.26171875	0.1	10	trial_end
81.2890625	0.1	9	fixation_on
82.5703125	0.1	1	cue_left
86.685546875	0.1	11	target_left
86.97265625	0.1	15	reaction_correct
87.6875	0.1	10	trial_end
90.509765625	0.1	9	fixation_on
91.935546875	0.1	1	cue_left
93.052734375	0.1	11	target_left
93.40234375	0.1	15	reaction_correct
94.0625	0.1	10	trial_end
96.16015625	0.1	9	fixation_on
97.70703125	0.1	2	cue_right
102.8203125	0.1	12	target_right
103.22265625	0.1	15	reaction_correct
103.822265625	0.1	10	trial_end
106.115234375	0.1	9	fixation_on
107.576171875	0.1	2	cue_right
111.6953125	0.1	12	target_right
112.07421875	0.1	15	reaction_correct
112.712890625	0.1	10	trial_end
115.4296875	0.1	9	fixation_on
117.216796875	0.1	2	cue_right
120.3359375	0.1	12	target_right
120.68359375	0.1	15	reaction_correct
121.34765625	0.1	10	trial_end
124.208984375	0.1	9	fixation_on
125.548828125	0.1	2	cue_right
129.658203125	0.1	12	target_right
130.00390625	0.1	15	reaction_correct
130.662109375	0.1	10	trial_end
133.619140625	0.1	9	fixation_on
135.3984375	0.1	2	cue_right
136.5234375	0.1	11	target_left
137.1953125	0.1	15	reaction_correct
137.52734375	0.1	10	trial_end
140.232421875	0.1	9	fixation_on
142.23828125	0.1	2	cue_right
143.34765625	0.1	12	target_right
143.673828125	0.1	15	reaction_correct
144.361328125	0.1	10	trial_end
146.615234375	0.1	9	fixation_on
147.828125	0.1	2	cue_right
149.94921875	0.1	12	target_right
150.283203125	0.1	15	reaction_correct
150.9609375	0.1	10	trial_end
153.767578125	0.1	9	fixation_on
154.916015625	0.1	2	cue_right
159.046875	0.1	12	target_right
159.375	0.1	15	reaction_correct
160.05078125	0.1	10	trial_end
162.509765625	0.1	9	fixation_on
164.076171875	0.1	2	cue_right
169.197265625	0.1	12	target_right
169.54296875	0.1	15	reaction_correct
170.205078125	0.1	10	trial_end
172.73828125	0.1	9	fixation_on
174.056640625	0.1	1	cue_left
179.169921875	0.1	12	target_right
179.5390625	0.1	15	reaction_correct
180.171875	0.1	10	trial_end
182.6953125	0.1	9	fixation_on
183.8203125	0.1	2	cue_right
188.923828125	0.1	12	target_right
189.220703125	0.1	15	reaction_correct
189.947265625	0.1	10	trial_end
192.150390625	0.1	9	fixation_on
193.564453125	0.1	1	cue_left
196.67578125	0.1	11	target_left
196.962890625	0.1	15	reaction_correct
197.68359375	0.1	10	trial_end
199.71875	0.1	9	fixation_on
200.841796875	0.1	1	cue_left
203.94921875	0.1	11	target_left
204.248046875	0.1	15	reaction_correct
204.953125	0.1	10	trial_end
207.357421875	0.1	9	fixation_on
208.697265625	0.1	1	cue_left
212.80078125	0.1	11	target_left
213.08203125	0.1	15	reaction_correct
213.8046875	0.1	10	trial_end
216.296875	0.1	9	fixation_on
218.11328125	0.1	2	cue_right
221.24609375	0.1	12	target_right
221.51953125	0.1	15	reaction_correct
222.25	0.1	10	trial_end
224.763671875	0.1	9	fixation_on
226.1796875	0.1	1	cue_left
228.302734375	0.1	11	target_left
228.599609375	0.1	15	reaction_correct
229.32421875	0.1	10	trial_end
231.5078125	0.1	9	fixation_on
233.052734375	0.1	1	cue_left
235.166015625	0.1	12	target_right
235.521484375	0.1	15	reaction_correct
236.16796875	0.1	10	trial_end
238.447265625	0.1	9	fixation_on
240.412109375	0.1	1	cue_left
244.53515625	0.1	11	target_left
244.8203125	0.1	15	reaction_correct
245.572265625	0.1	10	trial_end
248.318359375	0.1	9	fixation_on
249.625	0.1	1	cue_left
250.7578125	0.1	11	target_left
251.0546875	0.1	15	reaction_correct
251.7578125	0.1	10	trial_end
254.181640625	0.1	9	fixation_on
255.19921875	0.1	2	cue_right
256.314453125	0.1	12	target_right
256.697265625	0.1	15	reaction_correct
257.318359375	0.1	10	trial_end
260.2734375	0.1	9	fixation_on
261.431640625	0.1	2	cue_right
264.568359375	0.1	12	target_right
264.861328125	0.1	15	reaction_correct
265.572265625	0.1	10	trial_end
267.71875	0.1	9	fixation_on
268.77734375	0.1	2	cue_right
270.884765625	0.1	12	target_right
271.212890625	0.1	15	reaction_correct
271.890625	0.1	10	trial_end
274.08984375	0.1	9	fixation_on
275.96875	0.1	2	cue_right
279.0859375	0.1	12	target_right
279.3359375	0.1	15	reaction_correct
280.10546875	0.1	10	trial_end
282.75	0.1	9	fixation_on
283.841796875	0.1	1	cue_left
287.953125	0.1	12	target_right
288.271484375	0.1	15	reaction_correct
288.9609375	0.1	10	trial_end
291.912109375	0.1	9	fixation_on
293.30859375	0.1	1	cue_left
298.421875	0.1	11	target_left
298.677734375	0.1	15	reaction_correct
299.431640625	0.1	10	trial_end
302.1015625	0.1	9	fixation_on
303.7109375	0.1	1	cue_left
305.845703125	0.1	11	target_left
306.197265625	0.1	15	reaction_correct
306.8515625	0.1	10	trial_end
309.63671875	0.1	9	fixation_on
311.5546875	0.1	2	cue_right
312.671875	0.1	11	target_left
313.10546875	0.1	15	reaction_correct
313.693359375	0.1	10	trial_end
315.8984375	0.1	9	fixation_on
317.095703125	0.1	2	cue_right
319.2109375	0.1	12	target_right
319.51953125	0.1	15	reaction_correct
320.21875	0.1	10	trial_end
322.724609375	0.1	9	fixation_on
323.798828125	0.1	2	cue_right
325.916015625	0.1	12	target_right
326.509765625	0.1	15	reaction_correct
326.927734375	0.1	10	trial_end
329.775390625	0.1	9	fixation_on
330.78515625	0.1	1	cue_left
332.890625	0.1	11	target_left
333.2265625	0.1	15	reaction_correct
333.90234375	0.1	10	trial_end
336.853515625	0.1	9	fixation_on
338.44921875	0.1	1	cue_left
343.576171875	0.1	11	target_left
343.861328125	0.1	15	reaction_correct
344.583984375	0.1	10	trial_end
346.984375	0.1	9	fixation_on
348.2890625	0.1	1	cue_left
353.408203125	0.1	11	target_left
353.72265625	0.1	15	reaction_correct
354.412109375	0.1	10	trial_end
357.34765625	0.1	9	fixation_on
359.115234375	0.1	1	cue_left
363.236328125	0.1	11	target_left
363.5390625	0.1	15	reaction_correct
364.267578125	0.1	10	trial_end
366.689453125	0.1	9	fixation_on
368.40625	0.1	2	cue_right
369.529296875	0.1	12	target_right
369.908203125	0.1	15	reaction_correct
370.55078125	0.1	10	trial_end
373.400390625	0.1	9	fixation_on
374.6875	0.1	2	cue_right
377.8046875	0.1	11	target_left
378.328125	0.1	15	reaction_correct
378.81640625	0.1	10	trial_end
381.431640625	0.1	9	fixation_on
383.0625	0.1	1	cue_left
384.181640625	0.1	12	target_right
384.689453125	0.1	15	reaction_correct
385.197265625	0.1	10	trial_end
387.484375	0.1	9	fixation_on
388.962890625	0.1	1	cue_left
392.072265625	0.1	11	target_left
392.3515625	0.1	15	reaction_correct
393.080078125	0.1	10	trial_end
395.982421875	0.1	9	fixation_on
397.115234375	0.1	2	cue_right
398.220703125	0.1	12	target_right
398.876953125	0.1	15	reaction_correct
399.224609375	0.1	10	trial_end
401.822265625	0.1	9	fixation_on
402.921875	0.1	2	cue_right
408.064453125	0.1	12	target_right
408.34765625	0.1	15	reaction_correct
409.078125	0.1	10	trial_end
411.630859375	0.1	9	fixation_on
413.072265625	0.1	1	cue_left
415.203125	0.1	11	target_left
415.46484375	0.1	15	reaction_correct
416.20703125	0.1	10	trial_end
418.8359375	0.1	9	fixation_on
420.3671875	0.1	1	cue_left
421.474609375	0.1	11	target_left
421.783203125	0.1	15	reaction_correct
422.51171875	0.1	10	trial_end
425.064453125	0.1	9	fixation_on
426.927734375	0.1	1	cue_left
430.251953125	0.1	14	reaction_wrong
431.037109375	0.1	11	target_left
431.455078125	0.1	15	reaction_correct
432.0390625	0.1	10	trial_end
435.015625	0.1	9	fixation_on
436.26171875	0.1	2	cue_right
441.369140625	0.1	12	target_right
441.6484375	0.1	15	reaction_correct
442.380859375	0.1	10	trial_end
445.33203125	0.1	9	fixation_on
446.869140625	0.1	1	cue_left
451.98828125	0.1	11	target_left
452.359375	0.1	15	reaction_correct
452.990234375	0.1	10	trial_end
455.66796875	0.1	9	fixation_on
457.333984375	0.1	2	cue_right
461.44921875	0.1	11	target_left
461.884765625	0.1	15	reaction_correct
462.455078125	0.1	10	trial_end
464.56640625	0.1	9	fixation_on
466.37890625	0.1	2	cue_right
470.494140625	0.1	12	target_right
470.8046875	0.1	15	reaction_correct
471.5	0.1	10	trial_end
474.185546875	0.1	9	fixation_on
475.9609375	0.1	1	cue_left
479.068359375	0.1	11	target_left
479.357421875	0.1	15	reaction_correct
480.0703125	0.1	10	trial_end
482.796875	0.1	9	fixation_on
484.310546875	0.1	2	cue_right
489.419921875	0.1	12	target_right
489.708984375	0.1	15	reaction_correct
490.427734375	0.1	10	trial_end
493.244140625	0.1	9	fixation_on
494.259765625	0.1	1	cue_left
498.376953125	0.1	12	target_right
498.810546875	0.1	15	reaction_correct
499.390625	0.1	10	trial_end
502.01171875	0.1	9	fixation_on
503.41015625	0.1	1	cue_left
506.544921875	0.1	12	target_right
506.96484375	0.1	15	reaction_correct
507.552734375	0.1	10	trial_end
509.873046875	0.1	9	fixation_on
511.55859375	0.1	1	cue_left
512.671875	0.1	11	target_left
512.958984375	0.1	15	reaction_correct
513.681640625	0.1	10	trial_end
516.25	0.1	9	fixation_on
518.119140625	0.1	1	cue_left
523.236328125	0.1	11	target_left
523.529296875	0.1	15	reaction_correct
524.2421875	0.1	10	trial_end
526.927734375	0.1	9	fixation_on
528.90625	0.1	2	cue_right
533.01953125	0.1	12	target_right
533.30859375	0.1	15	reaction_correct
534.021484375	0.1	10	trial_end
537.005859375	0.1	9	fixation_on
538.640625	0.1	2	cue_right
540.75390625	0.1	12	target_right
541.05859375	0.1	15	reaction_correct
541.755859375	0.1	10	trial_end
543.8125	0.1	9	fixation_on
545.734375	0.1	1	cue_left
546.8359375	0.1	12	target_right
547.318359375	0.1	15	reaction_correct
547.84765625	0.1	10	trial_end
550.47265625	0.1	9	fixation_on
552.22265625	0.1	2	cue_right
554.353515625	0.1	12	target_right
554.66796875	0.1	15	reaction_correct
555.357421875	0.1	10	trial_end
557.970703125	0.1	9	fixation_on
559.537109375	0.1	2	cue_right
560.650390625	0.1	12	target_right
561.001953125	0.1	15	reaction_correct
561.66015625	0.1	10	trial_end
564.06640625	0.1	9	fixation_on
565.244140625	0.1	1	cue_left
567.357421875	0.1	11	target_left
567.70703125	0.1	15	reaction_correct
568.375	0.1	10	trial_end
571.03515625	0.1	9	fixation_on
572.279296875	0.1	1	cue_left
576.392578125	0.1	11	target_left
576.65625	0.1	15	reaction_correct
577.412109375	0.1	10	trial_end
579.662109375	0.1	9	fixation_on
581.056640625	0.1	2	cue_right
584.166015625	0.1	12	target_right
584.47265625	0.1	15	reaction_correct
585.171875	0.1	10	trial_end
587.9609375	0.1	9	fixation_on
589.6875	0.1	1	cue_left
592.798828125	0.1	11	target_left
593.080078125	0.1	15	reaction_correct
593.822265625	0.1	10	trial_end
596.630859375	0.1	9	fixation_on
597.8359375	0.1	1	cue_left
