onset	duration	event_value	event_name
71.26171875	0.1	4	run_start
80.4921875	0.1	9	fixation_on
81.966796875	0.1	1	cue_left
88.984375	0.1	11	target_left
89.353515625	0.1	15	reaction_correct
89.98828125	0.1	10	trial_end
94.927734375	0.1	9	fixation_on
96.75	0.1	2	cue_right
100.888671875	0.1	12	target_right
101.37109375	0.1	15	reaction_correct
101.890625	0.1	10	trial_end
106.732421875	0.1	9	fixation_on
107.970703125	0.1	2	cue_right
112.5859375	0.1	12	target_right
112.98828125	0.1	15	reaction_correct
113.587890625	0.1	10	trial_end
117.828125	0.1	9	fixation_on
119.662109375	0.1	1	cue_left
139.76953125	0.1	11	target_left
140.166015625	0.1	15	reaction_correct
140.779296875	0.1	10	trial_end
145.349609375	0.1	9	fixation_on
146.736328125	0.1	2	cue_right
152.43359375	0.1	12	target_right
152.859375	0.1	15	reaction_correct
153.44140625	0.1	10	trial_end
157.52734375	0.1	9	fixation_on
159.09765625	0.1	2	cue_right
163.046875	0.1	14	reaction_wrong
165.845703125	0.1	12	target_right
166.244140625	0.1	15	reaction_correct
166.85546875	0.1	10	trial_end
171.236328125	0.1	9	fixation_on
172.783203125	0.1	1	cue_left
185.626953125	0.1	11	target_left
185.9921875	0.1	15	reaction_correct
186.634765625	0.1	10	trial_end
191.552734375	0.1	9	fixation_on
193.056640625	0.1	2	cue_right
196.390625	0.1	12	target_right
196.9453125	0.1	15	reaction_correct
197.400390625	0.1	10	trial_end
202.318359375	0.1	9	fixation_on
203.79296875	0.1	2	cue_right
216.787109375	0.1	12	target_right
217.45703125	0.1	15	reaction_correct
217.791015625	0.1	10	trial_end
222.3359375	0.1	9	fixation_on
224.115234375	0.1	1	cue_left
244.244140625	0.1	11	target_left
244.712890625	0.1	15	reaction_correct
245.259765625	0.1	10	trial_end
250.25390625	0.1	9	fixation_on
252.103515625	0.1	2	cue_right
256.08203125	0.1	12	target_right
256.611328125	0.1	15	reaction_correct
257.095703125	0.1	10	trial_end
261.482421875	0.1	9	fixation_on
263.146484375	0.1	2	cue_right
267.814453125	0.1	12	target_right
268.234375	0.1	15	reaction_correct
268.82421875	0.1	10	trial_end
273.119140625	0.1	9	fixation_on
274.486328125	0.1	2	cue_right
277.30859375	0.1	12	target_right
277.740234375	0.1	15	reaction_correct
278.314453125	0.1	10	trial_end
282.8203125	0.1	9	fixation_on
284.50390625	0.1	1	cue_left
303.40234375	0.1	11	target_left
303.787109375	0.1	15	reaction_correct
304.421875	0.1	10	trial_end
308.64453125	0.1	9	fixation_on
309.98828125	0.1	1	cue_left
313.580078125	0.1	11	target_left
314.01953125	0.1	15	reaction_correct
314.587890625	0.1	10	trial_end
319.4140625	0.1	9	fixation_on
320.861328125	0.1	1	cue_left
341.982421875	0.1	11	target_left
342.36328125	0.1	15	reaction_correct
342.9921875	0.1	10	trial_end
347.84375	0.1	9	fixation_on
349.62109375	0.1	1	cue_left
352.6015625	0.1	11	target_left
353.0078125	0.1	15	reaction_correct
353.609375	0.1	10	trial_end
357.64453125	0.1	9	fixation_on
359.548828125	0.1	2	cue_right
369.32421875	0.1	12	target_right
369.7421875	0.1	15	reaction_correct
