onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
31.3872	0.0002	Stimulus/S128	2	156936	63.0	70.0
37.4712	0.0002	Stimulus/S128	2	187356	63.0	70.0
44.5416	0.0002	Stimulus/S128	2	222708	63.0	70.0
51.605	0.0002	Stimulus/S128	2	258025	63.0	70.0
59.6688	0.0002	Stimulus/S128	2	298344	63.0	70.0
65.7456	0.0002	Stimulus/S128	2	328728	63.0	70.0
72.816	0.0002	Stimulus/S128	2	364080	63.0	70.0
78.8794	0.0002	Stimulus/S128	2	394397	63.0	70.0
86.9846	0.0002	Stimulus/S128	2	434923	63.0	70.0
95.0618	0.0002	Stimulus/S128	2	475309	63.0	70.0
103.1532	0.0002	Stimulus/S128	2	515766	63.0	70.0
110.2304	0.0002	Stimulus/S128	2	551152	63.0	70.0
116.3008	0.0002	Stimulus/S128	2	581504	63.0	70.0
124.3644	0.0002	Stimulus/S128	2	621822	63.0	70.0
131.4276	0.0002	Stimulus/S128	2	657138	63.0	70.0
139.519	0.0002	Stimulus/S128	2	697595	63.0	70.0
145.5962	0.0002	Stimulus/S128	2	727981	63.0	70.0
151.6872	0.0002	Stimulus/S128	2	758436	63.0	70.0
158.7716	0.0002	Stimulus/S128	2	793858	63.0	70.0
165.8418	0.0002	Stimulus/S128	2	829209	63.0	70.0
173.9056	0.0002	Stimulus/S128	2	869528	63.0	70.0
181.9828	0.0002	Stimulus/S128	2	909914	63.0	70.0
190.0462	0.0002	Stimulus/S128	2	950231	63.0	70.0
196.1096	0.0002	Stimulus/S128	2	980548	63.0	70.0
204.173	0.0002	Stimulus/S128	2	1020865	63.0	70.0
212.2366	0.0002	Stimulus/S128	2	1061183	63.0	70.0
218.3054	0.0002	Stimulus/S128	2	1091527	63.0	70.0
226.3774	0.0002	Stimulus/S128	2	1131887	63.0	70.0
233.4686	0.0002	Stimulus/S128	2	1167343	63.0	70.0
240.5388	0.0002	Stimulus/S128	2	1202694	63.0	70.0
246.6022	0.0002	Stimulus/S128	2	1233011	63.0	70.0
253.6656	0.0002	Stimulus/S128	2	1268328	63.0	70.0
261.736	0.0002	Stimulus/S128	2	1308680	63.0	70.0
268.8134	0.0002	Stimulus/S128	2	1344067	63.0	70.0
275.8906	0.0002	Stimulus/S128	2	1379453	63.0	70.0
281.9748	0.0002	Stimulus/S128	2	1409874	63.0	70.0
288.045	0.0002	Stimulus/S128	2	1440225	63.0	70.0
296.1084	0.0002	Stimulus/S128	2	1480542	63.0	70.0
303.1718	0.0002	Stimulus/S128	2	1515859	63.0	70.0
309.2422	0.0002	Stimulus/S128	2	1546211	63.0	70.0
317.3058	0.0002	Stimulus/S128	2	1586529	63.0	70.0
323.369	0.0002	Stimulus/S128	2	1616845	63.0	70.0
330.4656	0.0002	Stimulus/S128	2	1652328	63.0	70.0
336.5374	0.0002	Stimulus/S128	2	1682687	63.0	70.0
344.6078	0.0002	Stimulus/S128	2	1723039	63.0	70.0
351.6782	0.0002	Stimulus/S128	2	1758391	63.0	70.0
359.7556	0.0002	Stimulus/S128	2	1798778	63.0	70.0
366.8398	0.0002	Stimulus/S128	2	1834199	63.0	70.0
372.91	0.0002	Stimulus/S128	2	1864550	63.0	70.0
378.9942	0.0002	Stimulus/S128	2	1894971	63.0	70.0
386.0576	0.0002	Stimulus/S128	2	1930288	63.0	70.0
392.1208	0.0002	Stimulus/S128	2	1960604	63.0	70.0
399.1842	0.0002	Stimulus/S128	2	1995921	63.0	70.0
405.2476	0.0002	Stimulus/S128	2	2026238	63.0	70.0
