onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
11.3054	0.0002	Stimulus/S128	2	56527	63.0	70.0
17.3892	0.0002	Stimulus/S128	2	86946	63.0	70.0
24.4596	0.0002	Stimulus/S128	2	122298	63.0	70.0
31.5286	0.0002	Stimulus/S128	2	157643	63.0	70.0
39.5936	0.0002	Stimulus/S128	2	197968	63.0	70.0
47.6572	0.0002	Stimulus/S128	2	238286	63.0	70.0
55.7206	0.0002	Stimulus/S128	2	278603	63.0	70.0
61.784	0.0002	Stimulus/S128	2	308920	63.0	70.0
69.8822	0.0002	Stimulus/S128	2	349411	63.0	70.0
76.9596	0.0002	Stimulus/S128	2	384798	63.0	70.0
85.0508	0.0002	Stimulus/S128	2	425254	63.0	70.0
92.128	0.0002	Stimulus/S128	2	460640	63.0	70.0
98.2122	0.0002	Stimulus/S128	2	491061	63.0	70.0
105.2826	0.0002	Stimulus/S128	2	526413	63.0	70.0
111.3458	0.0002	Stimulus/S128	2	556729	63.0	70.0
118.423	0.0002	Stimulus/S128	2	592115	63.0	70.0
124.4864	0.0002	Stimulus/S128	2	622432	63.0	70.0
132.5568	0.0002	Stimulus/S128	2	662784	63.0	70.0
140.6272	0.0002	Stimulus/S128	2	703136	63.0	70.0
146.6906	0.0002	Stimulus/S128	2	733453	63.0	70.0
153.754	0.0002	Stimulus/S128	2	768770	63.0	70.0
161.8246	0.0002	Stimulus/S128	2	809123	63.0	70.0
168.891	0.0002	Stimulus/S128	2	844455	63.0	70.0
174.9582	0.0002	Stimulus/S128	2	874791	63.0	70.0
181.0352	0.0002	Stimulus/S128	2	905176	63.0	70.0
189.0988	0.0002	Stimulus/S128	2	945494	63.0	70.0
197.1694	0.0002	Stimulus/S128	2	985847	63.0	70.0
203.2394	0.0002	Stimulus/S128	2	1016197	63.0	70.0
209.3098	0.0002	Stimulus/S128	2	1046549	63.0	70.0
215.373	0.0002	Stimulus/S128	2	1076865	63.0	70.0
222.4364	0.0002	Stimulus/S128	2	1112182	63.0	70.0
229.5206	0.0002	Stimulus/S128	2	1147603	63.0	70.0
235.584	0.0002	Stimulus/S128	2	1177920	63.0	70.0
241.6472	0.0002	Stimulus/S128	2	1208236	63.0	70.0
248.7176	0.0002	Stimulus/S128	2	1243588	63.0	70.0
254.7878	0.0002	Stimulus/S128	2	1273939	63.0	70.0
262.8514	0.0002	Stimulus/S128	2	1314257	63.0	70.0
268.9216	0.0002	Stimulus/S128	2	1344608	63.0	70.0
275.985	0.0002	Stimulus/S128	2	1379925	63.0	70.0
282.0552	0.0002	Stimulus/S128	2	1410276	63.0	70.0
289.1256	0.0002	Stimulus/S128	2	1445628	63.0	70.0
295.1958	0.0002	Stimulus/S128	2	1475979	63.0	70.0
302.2592	0.0002	Stimulus/S128	2	1511296	63.0	70.0
308.3294	0.0002	Stimulus/S128	2	1541647	63.0	70.0
316.3998	0.0002	Stimulus/S128	2	1581999	63.0	70.0
324.4704	0.0002	Stimulus/S128	2	1622352	63.0	70.0
331.5338	0.0002	Stimulus/S128	2	1657669	63.0	70.0
339.6252	0.0002	Stimulus/S128	2	1698126	63.0	70.0
347.7026	0.0002	Stimulus/S128	2	1738513	63.0	70.0
355.78	0.0002	Stimulus/S128	2	1778900	63.0	70.0
363.8712	0.0002	Stimulus/S128	2	1819356	63.0	70.0
370.9418	0.0002	Stimulus/S128	2	1854709	63.0	70.0
378.0258	0.0002	Stimulus/S128	2	1890129	63.0	70.0
386.1088	0.0002	Stimulus/S128	2	1930544	63.0	70.0
