onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
5.9638	0.0002	Stimulus/S128	2	29819	63.0	70.0
12.0272	0.0002	Stimulus/S128	2	60136	63.0	70.0
20.0906	0.0002	Stimulus/S128	2	100453	63.0	70.0
28.168	0.0002	Stimulus/S128	2	140840	63.0	70.0
36.2454	0.0002	Stimulus/S128	2	181227	63.0	70.0
44.3368	0.0002	Stimulus/S128	2	221684	63.0	70.0
51.407	0.0002	Stimulus/S128	2	257035	63.0	70.0
59.5332	0.0002	Stimulus/S128	2	297666	63.0	70.0
65.6034	0.0002	Stimulus/S128	2	328017	63.0	70.0
73.6668	0.0002	Stimulus/S128	2	368334	63.0	70.0
79.7302	0.0002	Stimulus/S128	2	398651	63.0	70.0
86.7936	0.0002	Stimulus/S128	2	433968	63.0	70.0
93.864	0.0002	Stimulus/S128	2	469320	63.0	70.0
99.9412	0.0002	Stimulus/S128	2	499706	63.0	70.0
107.0046	0.0002	Stimulus/S128	2	535023	63.0	70.0
115.068	0.0002	Stimulus/S128	2	575340	63.0	70.0
123.1316	0.0002	Stimulus/S128	2	615658	63.0	70.0
131.209	0.0002	Stimulus/S128	2	656045	63.0	70.0
138.2794	0.0002	Stimulus/S128	2	691397	63.0	70.0
144.3426	0.0002	Stimulus/S128	2	721713	63.0	70.0
151.4114	0.0002	Stimulus/S128	2	757057	63.0	70.0
158.4834	0.0002	Stimulus/S128	2	792417	63.0	70.0
166.5538	0.0002	Stimulus/S128	2	832769	63.0	70.0
173.6242	0.0002	Stimulus/S128	2	868121	63.0	70.0
181.6876	0.0002	Stimulus/S128	2	908438	63.0	70.0
187.751	0.0002	Stimulus/S128	2	938755	63.0	70.0
193.8212	0.0002	Stimulus/S128	2	969106	63.0	70.0
199.9054	0.0002	Stimulus/S128	2	999527	63.0	70.0
205.9686	0.0002	Stimulus/S128	2	1029843	63.0	70.0
213.039	0.0002	Stimulus/S128	2	1065195	63.0	70.0
220.1164	0.0002	Stimulus/S128	2	1100582	63.0	70.0
228.1868	0.0002	Stimulus/S128	2	1140934	63.0	70.0
235.264	0.0002	Stimulus/S128	2	1176320	63.0	70.0
241.3274	0.0002	Stimulus/S128	2	1206637	63.0	70.0
248.3906	0.0002	Stimulus/S128	2	1241953	63.0	70.0
254.4888	0.0002	Stimulus/S128	2	1272444	63.0	70.0
261.559	0.0002	Stimulus/S128	2	1307795	63.0	70.0
269.6268	0.0002	Stimulus/S128	2	1348134	63.0	70.0
276.693	0.0002	Stimulus/S128	2	1383465	63.0	70.0
284.7634	0.0002	Stimulus/S128	2	1423817	63.0	70.0
291.8268	0.0002	Stimulus/S128	2	1459134	63.0	70.0
297.897	0.0002	Stimulus/S128	2	1489485	63.0	70.0
305.9886	0.0002	Stimulus/S128	2	1529943	63.0	70.0
313.0586	0.0002	Stimulus/S128	2	1565293	63.0	70.0
319.129	0.0002	Stimulus/S128	2	1595645	63.0	70.0
327.1994	0.0002	Stimulus/S128	2	1635997	63.0	70.0
333.2696	0.0002	Stimulus/S128	2	1666348	63.0	70.0
339.333	0.0002	Stimulus/S128	2	1696665	63.0	70.0
347.3964	0.0002	Stimulus/S128	2	1736982	63.0	70.0
353.4598	0.0002	Stimulus/S128	2	1767299	63.0	70.0
360.5232	0.0002	Stimulus/S128	2	1802616	63.0	70.0
367.599	0.0002	Stimulus/S128	2	1837995	63.0	70.0
375.7404	0.0002	Stimulus/S128	2	1878702	63.0	70.0
