onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
10.968	0.0002	Stimulus/S128	2	54840	63.0	70.0
17.8022	0.0002	Stimulus/S128	2	89011	63.0	70.0
23.6362	0.0002	Stimulus/S128	2	118181	63.0	70.0
31.4706	0.0002	Stimulus/S128	2	157353	63.0	70.0
37.3048	0.0002	Stimulus/S128	2	186524	63.0	70.0
44.139	0.0002	Stimulus/S128	2	220695	63.0	70.0
49.973	0.0002	Stimulus/S128	2	249865	63.0	70.0
55.807	0.0002	Stimulus/S128	2	279035	63.0	70.0
61.6412	0.0002	Stimulus/S128	2	308206	63.0	70.0
67.4752	0.0002	Stimulus/S128	2	337376	63.0	70.0
73.3146	0.0002	Stimulus/S128	2	366573	63.0	70.0
80.1504	0.0002	Stimulus/S128	2	400752	63.0	70.0
86.9848	0.0002	Stimulus/S128	2	434924	63.0	70.0
93.8188	0.0002	Stimulus/S128	2	469094	63.0	70.0
100.653	0.0002	Stimulus/S128	2	503265	63.0	70.0
108.4874	0.0002	Stimulus/S128	2	542437	63.0	70.0
114.3216	0.0002	Stimulus/S128	2	571608	63.0	70.0
122.1558	0.0002	Stimulus/S128	2	610779	63.0	70.0
128.9902	0.0002	Stimulus/S128	2	644951	63.0	70.0
134.8242	0.0002	Stimulus/S128	2	674121	63.0	70.0
142.6586	0.0002	Stimulus/S128	2	713293	63.0	70.0
150.4928	0.0002	Stimulus/S128	2	752464	63.0	70.0
157.327	0.0002	Stimulus/S128	2	786635	63.0	70.0
163.1624	0.0002	Stimulus/S128	2	815812	63.0	70.0
168.9952	0.0002	Stimulus/S128	2	844976	63.0	70.0
174.8292	0.0002	Stimulus/S128	2	874146	63.0	70.0
181.6636	0.0002	Stimulus/S128	2	908318	63.0	70.0
189.4978	0.0002	Stimulus/S128	2	947489	63.0	70.0
196.332	0.0002	Stimulus/S128	2	981660	63.0	70.0
203.1662	0.0002	Stimulus/S128	2	1015831	63.0	70.0
209.0056	0.0002	Stimulus/S128	2	1045028	63.0	70.0
216.8416	0.0002	Stimulus/S128	2	1084208	63.0	70.0
224.676	0.0002	Stimulus/S128	2	1123380	63.0	70.0
232.5156	0.0002	Stimulus/S128	2	1162578	63.0	70.0
238.3514	0.0002	Stimulus/S128	2	1191757	63.0	70.0
246.1856	0.0002	Stimulus/S128	2	1230928	63.0	70.0
253.0198	0.0002	Stimulus/S128	2	1265099	63.0	70.0
258.8538	0.0002	Stimulus/S128	2	1294269	63.0	70.0
266.6884	0.0002	Stimulus/S128	2	1333442	63.0	70.0
274.5226	0.0002	Stimulus/S128	2	1372613	63.0	70.0
282.3568	0.0002	Stimulus/S128	2	1411784	63.0	70.0
290.1912	0.0002	Stimulus/S128	2	1450956	63.0	70.0
298.0256	0.0002	Stimulus/S128	2	1490128	63.0	70.0
303.8596	0.0002	Stimulus/S128	2	1519298	63.0	70.0
311.694	0.0002	Stimulus/S128	2	1558470	63.0	70.0
318.5286	0.0002	Stimulus/S128	2	1592643	63.0	70.0
324.3624	0.0002	Stimulus/S128	2	1621812	63.0	70.0
332.1966	0.0002	Stimulus/S128	2	1660983	63.0	70.0
340.031	0.0002	Stimulus/S128	2	1700155	63.0	70.0
345.8652	0.0002	Stimulus/S128	2	1729326	63.0	70.0
352.6994	0.0002	Stimulus/S128	2	1763497	63.0	70.0
359.5338	0.0002	Stimulus/S128	2	1797669	63.0	70.0
366.3746	0.0002	Stimulus/S128	2	1831873	63.0	70.0
373.2088	0.0002	Stimulus/S128	2	1866044	63.0	70.0
