onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
123.5140000000	n/a	n/a	STATUS	n/a	n/a	S111
127.6260000000	n/a	n/a	STATUS	n/a	n/a	S111
131.7860000000	n/a	n/a	STATUS	n/a	n/a	S111
189.4180000000	n/a	n/a	STATUS	n/a	n/a	S111
193.7580000000	n/a	n/a	STATUS	n/a	n/a	S111
197.6700000000	n/a	n/a	STATUS	n/a	n/a	S111
202.3740000000	n/a	n/a	STATUS	n/a	n/a	S111
206.6060000000	n/a	n/a	STATUS	n/a	n/a	S111
210.4060000000	n/a	n/a	STATUS	n/a	n/a	S111
214.7460000000	n/a	n/a	STATUS	n/a	n/a	S111
218.2460000000	n/a	n/a	STATUS	n/a	n/a	S111
223.3940000000	n/a	n/a	STATUS	n/a	n/a	S111
227.1460000000	n/a	n/a	STATUS	n/a	n/a	S111
272.2320000000	n/a	n/a	STATUS	n/a	n/a	S111
276.7920000000	n/a	n/a	STATUS	n/a	n/a	S111
281.8520000000	n/a	n/a	STATUS	n/a	n/a	S111
286.0600000000	n/a	n/a	STATUS	n/a	n/a	S111
289.4320000000	n/a	n/a	STATUS	n/a	n/a	S111
293.5560000000	n/a	n/a	STATUS	n/a	n/a	S111
297.9640000000	n/a	n/a	STATUS	n/a	n/a	S111
303.2040000000	n/a	n/a	STATUS	n/a	n/a	S111
410.5380000000	n/a	n/a	CUE: C - EASY COW	n/a	n/a	S  3
411.4480000000	n/a	n/a	Left Button	n/a	n/a	S 10
412.5720000000	n/a	n/a	FB: WIN COW	n/a	n/a	S103
416.3920000000	n/a	n/a	CUE: D - HARD COW	n/a	n/a	S  4
416.4420000000	n/a	n/a	Right Button	n/a	n/a	S 20
417.5260000000	n/a	n/a	FB: LOSE COW	n/a	n/a	S104
421.1780000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
421.3720000000	n/a	n/a	Left Button	n/a	n/a	S 10
422.4460000000	n/a	n/a	FB: WIN PUPPY	n/a	n/a	S101
426.1500000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
427.1000000000	n/a	n/a	Left Button	n/a	n/a	S 10
428.1840000000	n/a	n/a	FB: WIN PUPPY	n/a	n/a	S101
432.3540000000	n/a	n/a	CUE: A - EASY PUPPY	n/a	n/a	S  1
433.0680000000	n/a	n/a	Left Button	n/a	n/a	S 10
