onset	duration	session_number	session_type	trial_type	stimulus_direction	number_ErasedDot
1273.058	3.50185191538575	7	rotation+90	erasing	rightward	4
1282.585	3.50186628382117	7	rotation+90	erasing	downward	0
1292.112	3.50004325192295	7	rotation+90	erasing	downward	1
1301.622	3.50185191538575	7	rotation+90	erasing	leftward	2
1311.148	3.50181672738064	7	rotation+90	erasing	upward	0
1320.674	3.50187537405583	7	rotation+90	erasing	upward	1
1330.201	2.34006245284441	7	rotation+90	erasing	rightward	7
1339.711	3.50000865038459	7	rotation+90	erasing	rightward	1
1349.221	3.50188798309099	7	rotation+90	erasing	leftward	2
1358.747	3.50008371812883	7	rotation+90	erasing	leftward	2
1368.257	3.50001011655147	7	rotation+90	erasing	rightward	2
1377.766	3.50189853949252	7	rotation+90	erasing	upward	3
1387.293	3.50003562785518	7	rotation+90	erasing	downward	2
1396.804	3.50186305825404	7	rotation+90	erasing	upward	6
1406.329	2.82139272364836	7	rotation+90	erasing	leftward	7
1415.84	3.50183285521631	7	rotation+90	erasing	downward	0
1425.366	2.04136320677674	7	rotation+90	erasing	rightward	7
1444.899	4	7	rotation+90	score	n/a	n/a
1448.899	8	7	rotation+90	end_session	n/a	n/a
1466.94	8	8	rotation-90	start_session	n/a	n/a
1480.947	3.50001656768574	8	rotation-90	erasing	upward	6
1490.458	3.50182523114854	8	rotation-90	erasing	downward	0
1499.984	3.50186950938831	8	rotation-90	erasing	downward	4
1509.511	3.50000513158408	8	rotation-90	erasing	leftward	5
1519.021	3.50007052262691	8	rotation-90	erasing	rightward	2
1528.53	3.50187859962296	8	rotation-90	erasing	rightward	1
1538.057	3.50187537405583	8	rotation-90	erasing	upward	3
1547.583	3.50185778005327	8	rotation-90	erasing	upward	0
1557.11	3.50005058275735	8	rotation-90	erasing	leftward	4
1566.619	3.50184165221759	8	rotation-90	erasing	leftward	1
1576.146	3.50183080258268	8	rotation-90	erasing	upward	3
1585.672	3.50006113915888	8	rotation-90	erasing	rightward	5
1595.182	3.50185778005327	8	rotation-90	erasing	downward	3
1604.708	3.50005380832448	8	rotation-90	erasing	rightward	2
1614.218	3.50187126878856	8	rotation-90	erasing	leftward	3
1623.744	3.50001862031937	8	rotation-90	erasing	downward	1
1633.255	3.50002946995428	8	rotation-90	erasing	upward	2
1652.788	4	8	rotation-90	score	n/a	n/a
1656.788	8	8	rotation-90	end_session	n/a	n/a
1674.829	8	9	rotation-90	start_session	n/a	n/a
1688.837	3.50182728378217	9	rotation-90	erasing	upward	6
1698.363	3.50002565792039	9	rotation-90	erasing	leftward	4
1707.873	3.50184956951874	9	rotation-90	erasing	leftward	2
1717.4	3.50182992288255	9	rotation-90	erasing	downward	2
1726.926	3.50182464468179	9	rotation-90	erasing	rightward	2
1736.452	3.50003181582129	9	rotation-90	erasing	rightward	3
1745.962	3.5000280037874	9	rotation-90	erasing	upward	2
1755.472	3.07031501768344	9	rotation-90	erasing	upward	7
1764.982	3.50185895298677	9	rotation-90	erasing	downward	1
1774.508	3.5000426654562	9	rotation-90	erasing	downward	2
1784.019	3.5000024924837	9	rotation-90	erasing	upward	3
1793.528	3.33590850884084	9	rotation-90	erasing	rightward	7
1803.038	3.50182317851491	9	rotation-90	erasing	leftward	4
1812.564	3.5019305019305	9	rotation-90	erasing	rightward	6
1822.091	3.50005146245748	9	rotation-90	erasing	downward	4
1831.6	3.50003738725543	9	rotation-90	erasing	leftward	4
1841.111	3.05368282060011	9	rotation-90	erasing	upward	7
1860.644	4	9	rotation-90	score	n/a	n/a
1864.644	8	9	rotation-90	end_session	n/a	n/a
1882.685	8	10	rotation+90	start_session	n/a	n/a
1896.692	3.50002419175352	10	rotation+90	erasing	leftward	5
1906.203	3.50008342489545	10	rotation+90	erasing	upward	2
1915.712	3.50183813341708	10	rotation+90	erasing	upward	4
1925.239	3.50005204892423	10	rotation+90	erasing	downward	0
1934.748	3.50003474815505	10	rotation+90	erasing	rightward	4
1944.259	3.50185162215237	10	rotation+90	erasing	rightward	5
1953.784	3.5000743346608	10	rotation+90	erasing	leftward	3
1963.295	3.50003943988906	10	rotation+90	erasing	leftward	5
1972.804	3.50182611084867	10	rotation+90	erasing	downward	0
1982.331	3.50000425188395	10	rotation+90	erasing	downward	0
1991.841	3.50186335148741	10	rotation+90	erasing	leftward	1
2001.367	3.50185631388639	10	rotation+90	erasing	rightward	2
2010.894	3.50001070301822	10	rotation+90	erasing	upward	1
2020.403	3.50000806391784	10	rotation+90	erasing	rightward	1
2029.914	3.50202638924443	10	rotation+90	erasing	downward	0
2039.44	3.50003885342231	10	rotation+90	erasing	upward	1
2048.95	3.50187038908843	10	rotation+90	erasing	leftward	3
2068.5	4	10	rotation+90	score	n/a	n/a
2072.5	8	10	rotation+90	end_session	n/a	n/a
2090.541	8	11	rotation+90	start_session	n/a	n/a
2104.548	3.50185162215237	11	rotation+90	erasing	upward	2
2114.075	3.5018293364158	11	rotation+90	erasing	downward	0
2123.601	3.50187801315621	11	rotation+90	erasing	downward	4
2133.128	3.5000121691851	11	rotation+90	erasing	rightward	1
2142.637	3.50004735719021	11	rotation+90	erasing	leftward	6
2152.148	3.5018671635213	11	rotation+90	erasing	leftward	3
2161.673	3.50002917672091	11	rotation+90	erasing	upward	4
2171.184	3.5018671635213	11	rotation+90	erasing	upward	3
2180.71	2.42309470880899	11	rotation+90	erasing	rightward	7
2190.22	1.89200244087462	11	rotation+90	erasing	rightward	7
2199.729	3.50191730642858	11	rotation+90	erasing	upward	1
2209.256	2.90435401713597	11	rotation+90	erasing	leftward	7
2218.767	3.50181379504688	11	rotation+90	erasing	downward	5
2228.292	3.50182962964918	11	rotation+90	erasing	leftward	4
2237.819	3.50002653762052	11	rotation+90	erasing	rightward	1
2247.329	3.50005292862436	11	rotation+90	erasing	downward	2
2256.839	3.50191877259546	11	rotation+90	erasing	upward	4
2276.389	4	11	rotation+90	score	n/a	n/a
2280.389	8	11	rotation+90	end_session	n/a	n/a
2298.43	8	12	mirror	start_session	n/a	n/a
2312.437	3.50007052262691	12	mirror	erasing	rightward	3
2321.947	1.3608949248047	12	mirror	erasing	downward	7
2331.457	3.5000438383897	12	mirror	erasing	downward	5
2340.967	1.60985651211215	12	mirror	erasing	leftward	7
2350.477	3.50182347174828	12	mirror	erasing	upward	2
2360.003	3.50001246241848	12	mirror	erasing	upward	2
2369.513	3.50188035902322	12	mirror	erasing	rightward	2
2379.04	1.39412266479936	12	mirror	erasing	rightward	7
2388.549	1.65965399048106	12	mirror	erasing	leftward	7
2398.059	2.00812696301418	12	mirror	erasing	leftward	7
2407.569	3.50009310159686	12	mirror	erasing	rightward	3
2417.079	3.50190587032692	12	mirror	erasing	upward	6
2426.605	2.75494486772682	12	mirror	erasing	downward	7
2436.115	3.50183256198294	12	mirror	erasing	upward	2
2445.642	1.609848594811	12	mirror	erasing	leftward	7
2455.151	1.47706460488415	12	mirror	erasing	downward	7
2464.662	3.08692903429746	12	mirror	erasing	rightward	7
2484.195	4	12	mirror	score	n/a	n/a
2488.195	8	12	mirror	end_session	n/a	n/a
2506.235	8	13	rotation+90	start_session	n/a	n/a
2520.243	3.50184341161785	13	rotation+90	erasing	leftward	3
2529.769	3.50184751688511	13	rotation+90	erasing	downward	0
2539.296	1.42727973555041	13	rotation+90	erasing	downward	7
2548.806	3.50182347174828	13	rotation+90	erasing	rightward	2
2558.332	3.50186980262168	13	rotation+90	erasing	upward	1
2567.858	3.50186188532053	13	rotation+90	erasing	upward	1
2577.385	3.50182347174828	13	rotation+90	erasing	leftward	1
2586.912	3.50006407149264	13	rotation+90	erasing	leftward	2
2596.421	3.50186452442092	13	rotation+90	erasing	rightward	3
2605.948	3.5000036654172	13	rotation+90	erasing	rightward	5
2615.458	3.5000585000585	13	rotation+90	erasing	leftward	0
2624.968	3.50184663718498	13	rotation+90	erasing	upward	1
2634.494	3.50185103568562	13	rotation+90	erasing	downward	0
2644.021	3.50185044921887	13	rotation+90	erasing	upward	1
2653.547	3.50001246241848	13	rotation+90	erasing	rightward	2
2663.057	3.50185895298677	13	rotation+90	erasing	downward	2
2672.583	3.50004530455658	13	rotation+90	erasing	leftward	4
2692.117	4	13	rotation+90	score	n/a	n/a
2696.117	8	13	rotation+90	end_session	n/a	n/a
2714.157	8	14	mirror	start_session	n/a	n/a
2728.166	3.50004413162308	14	mirror	erasing	downward	5
2737.675	2.87126790886189	14	mirror	erasing	leftward	7
2747.185	0.929379139905456	14	mirror	erasing	leftward	7
2756.695	3.50001158271835	14	mirror	erasing	upward	4
2766.205	2.73841559555845	14	mirror	erasing	rightward	7
2775.714	3.25291554614863	14	mirror	erasing	rightward	7
2785.225	3.50181878001427	14	mirror	erasing	downward	3
2794.75	3.50004589102333	14	mirror	erasing	downward	4
2804.261	3.50002125941976	14	mirror	erasing	upward	5
2813.771	3.50002331205339	14	mirror	erasing	upward	5
2823.28	3.50184605071823	14	mirror	erasing	downward	1
2832.807	3.50186012592028	14	mirror	erasing	rightward	5
2842.333	0.9791883476094	14	mirror	erasing	leftward	7
2851.843	3.12012627802102	14	mirror	erasing	rightward	7
2861.353	3.50187420112232	14	mirror	erasing	upward	2
2870.88	1.01235245596148	14	mirror	erasing	leftward	7
2880.389	3.5000353346218	14	mirror	erasing	downward	4
2899.924	4	14	mirror	score	n/a	n/a
2903.924	8	14	mirror	end_session	n/a	n/a
2921.963	8	15	rotation-90	start_session	n/a	n/a
2935.972	3.50185103568562	15	rotation-90	erasing	leftward	0
2945.498	3.50181467474701	15	rotation-90	erasing	rightward	4
2955.025	3.50001451505211	15	rotation-90	erasing	rightward	1
2964.534	3.50001803385262	15	rotation-90	erasing	upward	2
2974.044	3.50192141169585	15	rotation-90	erasing	downward	1
2983.57	3.50005380832448	15	rotation-90	erasing	downward	0
2993.08	3.50183608078345	15	rotation-90	erasing	leftward	6
3002.606	3.50184868981861	15	rotation-90	erasing	leftward	5
3012.133	1.44387791756213	15	rotation-90	erasing	upward	7
3021.642	3.50006964292679	15	rotation-90	erasing	upward	2
3031.153	3.50182552438192	15	rotation-90	erasing	leftward	1
3040.68	3.50184575748486	15	rotation-90	erasing	downward	0
3050.206	2.35666649952364	15	rotation-90	erasing	rightward	7
3059.716	3.50180177247846	15	rotation-90	erasing	downward	1
3069.242	3.50182845671567	15	rotation-90	erasing	upward	4
3078.769	3.50004295868958	15	rotation-90	erasing	rightward	2
3088.278	3.5018586597534	15	rotation-90	erasing	leftward	2
3107.829	4	15	rotation-90	score	n/a	n/a
3111.829	8	15	rotation-90	end_session	n/a	n/a
