onset	duration	sample	value	event_code	feedback
119.468	n/a	59734	right_buttonPress	13	non_target
119.708	n/a	59854	right_buttonPress	13	non_target
119.908	n/a	59954	right_buttonPress	13	non_target
120.048	n/a	60024	contrastTrial_start	5	n/a
120.148	n/a	60074	right_buttonPress	13	non_target
124.448	n/a	62224	right_target	9	n/a
125.888	n/a	62944	right_buttonPress	13	smiley_face
126.098	n/a	63049	right_buttonPress	13	non_target
126.368	n/a	63184	right_buttonPress	13	non_target
126.848	n/a	63424	contrastTrial_start	5	n/a
126.988	n/a	63494	right_buttonPress	13	non_target
129.648	n/a	64824	right_target	9	n/a
131.468	n/a	65734	right_buttonPress	13	smiley_face
131.708	n/a	65854	right_buttonPress	13	non_target
131.988	n/a	65994	right_buttonPress	13	non_target
132.048	n/a	66024	contrastTrial_start	5	n/a
132.188	n/a	66094	right_buttonPress	13	non_target
136.448	n/a	68224	left_target	8	n/a
137.948	n/a	68974	left_buttonPress	12	smiley_face
138.198	n/a	69099	left_buttonPress	12	non_target
138.438	n/a	69219	left_buttonPress	12	non_target
138.668	n/a	69334	left_buttonPress	12	non_target
138.848	n/a	69424	contrastTrial_start	5	n/a
138.888	n/a	69444	left_buttonPress	12	non_target
143.248	n/a	71624	right_target	9	n/a
144.298	n/a	72149	right_buttonPress	13	smiley_face
144.558	n/a	72279	right_buttonPress	13	non_target
144.848	n/a	72424	right_buttonPress	13	non_target
145.138	n/a	72569	right_buttonPress	13	non_target
145.368	n/a	72684	right_buttonPress	13	non_target
145.65	n/a	72825	contrastTrial_start	5	n/a
145.658	n/a	72829	right_buttonPress	13	non_target
145.878	n/a	72939	right_buttonPress	13	non_target
151.648	n/a	75824	right_target	9	n/a
153.75	n/a	76875	right_buttonPress	13	smiley_face
153.95	n/a	76975	right_buttonPress	13	non_target
154.048	n/a	77024	contrastTrial_start	5	n/a
154.15	n/a	77075	right_buttonPress	13	non_target
158.448	n/a	79224	right_target	9	n/a
159.798	n/a	79899	right_buttonPress	13	smiley_face
160.038	n/a	80019	right_buttonPress	13	non_target
160.3	n/a	80150	right_buttonPress	13	non_target
160.55	n/a	80275	right_buttonPress	13	non_target
160.85	n/a	80425	contrastTrial_start	5	n/a
163.648	n/a	81824	right_target	9	n/a
164.95	n/a	82475	right_buttonPress	13	smiley_face
165.21	n/a	82605	right_buttonPress	13	non_target
165.39	n/a	82695	right_buttonPress	13	non_target
165.62	n/a	82810	right_buttonPress	13	non_target
165.99	n/a	82995	right_buttonPress	13	non_target
166.05	n/a	83025	contrastTrial_start	5	n/a
168.85	n/a	84425	left_target	8	n/a
169.89	n/a	84945	left_buttonPress	12	smiley_face
170.15	n/a	85075	left_buttonPress	12	non_target
170.41	n/a	85205	left_buttonPress	12	non_target
170.62	n/a	85310	left_buttonPress	12	non_target
170.83	n/a	85415	left_buttonPress	12	non_target
171.05	n/a	85525	left_buttonPress	12	non_target
171.25	n/a	85625	contrastTrial_start	5	n/a
171.28	n/a	85640	left_buttonPress	12	non_target
174.05	n/a	87025	left_target	8	n/a
175.32	n/a	87660	left_buttonPress	12	smiley_face
175.54	n/a	87770	left_buttonPress	12	non_target
175.74	n/a	87870	left_buttonPress	12	non_target
175.95	n/a	87975	left_buttonPress	12	non_target
176.18	n/a	88090	left_buttonPress	12	non_target
176.41	n/a	88205	left_buttonPress	12	non_target
176.45	n/a	88225	contrastTrial_start	5	n/a
176.62	n/a	88310	left_buttonPress	12	non_target
180.85	n/a	90425	left_target	8	n/a
182.28	n/a	91140	left_buttonPress	12	smiley_face
182.5	n/a	91250	left_buttonPress	12	non_target
182.73	n/a	91365	left_buttonPress	12	non_target
182.96	n/a	91480	left_buttonPress	12	non_target
183.19	n/a	91595	left_buttonPress	12	non_target
183.25	n/a	91625	contrastTrial_start	5	n/a
183.41	n/a	91705	left_buttonPress	12	non_target
186.05	n/a	93025	left_target	8	n/a
187.14	n/a	93570	left_buttonPress	12	smiley_face
187.4	n/a	93700	left_buttonPress	12	non_target
187.66	n/a	93830	left_buttonPress	12	non_target
187.9	n/a	93950	left_buttonPress	12	non_target
188.14	n/a	94070	left_buttonPress	12	non_target
188.38	n/a	94190	left_buttonPress	12	non_target
188.45	n/a	94225	contrastTrial_start	5	n/a
188.61	n/a	94305	left_buttonPress	12	non_target
192.85	n/a	96425	left_target	8	n/a
194.49	n/a	97245	right_buttonPress	13	sad_face
194.89	n/a	97445	left_buttonPress	12	non_target
195.1	n/a	97550	left_buttonPress	12	non_target
195.25	n/a	97625	contrastTrial_start	5	n/a
195.34	n/a	97670	left_buttonPress	12	non_target
195.57	n/a	97785	left_buttonPress	12	non_target
201.25	n/a	100625	left_target	8	n/a
202.37	n/a	101185	left_buttonPress	12	smiley_face
202.63	n/a	101315	left_buttonPress	12	non_target
202.91	n/a	101455	left_buttonPress	12	non_target
203.15	n/a	101575	left_buttonPress	12	non_target
203.4	n/a	101700	left_buttonPress	12	non_target
203.65	n/a	101825	contrastTrial_start	5	n/a
208.37	n/a	104185	right_buttonPress	13	non_target
208.67	n/a	104335	right_buttonPress	13	non_target
208.91	n/a	104455	right_buttonPress	13	non_target
209.182	n/a	104591	right_buttonPress	13	non_target
209.65	n/a	104825	left_target	8	n/a
211.092	n/a	105546	left_buttonPress	12	smiley_face
211.352	n/a	105676	left_buttonPress	12	non_target
211.58	n/a	105790	left_buttonPress	12	non_target
211.802	n/a	105901	left_buttonPress	12	non_target
212.052	n/a	106026	contrastTrial_start	5	n/a
212.21	n/a	106105	left_buttonPress	12	non_target
212.42	n/a	106210	left_buttonPress	12	non_target
212.662	n/a	106331	left_buttonPress	12	non_target
212.882	n/a	106441	left_buttonPress	12	non_target
213.862	n/a	106931	left_buttonPress	12	non_target
214.5	n/a	107250	left_buttonPress	12	non_target
218.44	n/a	109220	break cnt	break cnt	n/a
245.546	n/a	122773	9999	9999	n/a
