onset	duration	sample	value	event_code	feedback
104.338	n/a	52169	left_buttonPress	12	non_target
104.578	n/a	52289	left_buttonPress	12	non_target
104.798	n/a	52399	left_buttonPress	12	non_target
104.998	n/a	52499	contrastTrial_start	5	n/a
109.398	n/a	54699	left_target	8	n/a
110.948	n/a	55474	left_buttonPress	12	smiley_face
111.188	n/a	55594	left_buttonPress	12	non_target
111.428	n/a	55714	left_buttonPress	12	non_target
111.648	n/a	55824	left_buttonPress	12	non_target
111.798	n/a	55899	contrastTrial_start	5	n/a
112.008	n/a	56004	left_buttonPress	12	non_target
117.798	n/a	58899	left_target	8	n/a
118.588	n/a	59294	left_buttonPress	12	smiley_face
118.878	n/a	59439	left_buttonPress	12	non_target
119.158	n/a	59579	left_buttonPress	12	non_target
119.428	n/a	59714	left_buttonPress	12	non_target
119.688	n/a	59844	left_buttonPress	12	non_target
119.948	n/a	59974	left_buttonPress	12	non_target
120.198	n/a	60099	contrastTrial_start	5	n/a
120.228	n/a	60114	left_buttonPress	12	non_target
123	n/a	61500	left_target	8	n/a
124.67	n/a	62335	left_buttonPress	12	smiley_face
124.95	n/a	62475	left_buttonPress	12	non_target
125.21	n/a	62605	left_buttonPress	12	non_target
125.4	n/a	62700	contrastTrial_start	5	n/a
125.46	n/a	62730	left_buttonPress	12	non_target
131.4	n/a	65700	right_target	9	n/a
132.11	n/a	66055	right_buttonPress	13	smiley_face
132.47	n/a	66235	right_buttonPress	13	non_target
132.72	n/a	66360	right_buttonPress	13	non_target
132.98	n/a	66490	right_buttonPress	13	non_target
133.24	n/a	66620	right_buttonPress	13	non_target
133.45	n/a	66725	right_buttonPress	13	non_target
133.75	n/a	66875	right_buttonPress	13	non_target
133.8	n/a	66900	contrastTrial_start	5	n/a
134.02	n/a	67010	right_buttonPress	13	non_target
138.2	n/a	69100	right_target	9	n/a
139.92	n/a	69960	right_buttonPress	13	smiley_face
140.18	n/a	70090	right_buttonPress	13	non_target
140.42	n/a	70210	right_buttonPress	13	non_target
140.6	n/a	70300	contrastTrial_start	5	n/a
140.66	n/a	70330	right_buttonPress	13	non_target
143.41	n/a	71705	left_target	8	n/a
144.44	n/a	72220	left_buttonPress	12	smiley_face
144.7	n/a	72350	left_buttonPress	12	non_target
145.06	n/a	72530	left_buttonPress	12	non_target
145.33	n/a	72665	left_buttonPress	12	non_target
145.58	n/a	72790	left_buttonPress	12	non_target
145.81	n/a	72905	contrastTrial_start	5	n/a
145.85	n/a	72925	left_buttonPress	12	non_target
148.61	n/a	74305	right_target	9	n/a
150.38	n/a	75190	right_buttonPress	13	smiley_face
150.6	n/a	75300	right_buttonPress	13	non_target
150.89	n/a	75445	right_buttonPress	13	non_target
151.01	n/a	75505	contrastTrial_start	5	n/a
151.18	n/a	75590	right_buttonPress	13	non_target
153.81	n/a	76905	left_target	8	n/a
155.24	n/a	77620	left_buttonPress	12	smiley_face
155.52	n/a	77760	left_buttonPress	12	non_target
155.75	n/a	77875	left_buttonPress	12	non_target
156.04	n/a	78020	left_buttonPress	12	non_target
156.21	n/a	78105	contrastTrial_start	5	n/a
159.01	n/a	79505	left_target	8	n/a
160.04	n/a	80020	left_buttonPress	12	smiley_face
160.33	n/a	80165	left_buttonPress	12	non_target
160.61	n/a	80305	left_buttonPress	12	non_target
160.87	n/a	80435	left_buttonPress	12	non_target
161.11	n/a	80555	left_buttonPress	12	non_target
161.37	n/a	80685	left_buttonPress	12	non_target
161.41	n/a	80705	contrastTrial_start	5	n/a
164.21	n/a	82105	right_target	9	n/a
165.35	n/a	82675	right_buttonPress	13	smiley_face
165.63	n/a	82815	right_buttonPress	13	non_target
165.86	n/a	82930	right_buttonPress	13	non_target
166.14	n/a	83070	right_buttonPress	13	non_target
166.41	n/a	83205	right_buttonPress	13	non_target
166.61	n/a	83305	contrastTrial_start	5	n/a
166.7	n/a	83350	right_buttonPress	13	non_target
171.01	n/a	85505	right_target	9	n/a
172.31	n/a	86155	right_buttonPress	13	smiley_face
172.61	n/a	86305	right_buttonPress	13	non_target
172.86	n/a	86430	right_buttonPress	13	non_target
173.11	n/a	86555	right_buttonPress	13	non_target
173.41	n/a	86705	contrastTrial_start	5	n/a
173.43	n/a	86715	right_buttonPress	13	non_target
177.81	n/a	88905	right_target	9	n/a
179.06	n/a	89530	right_buttonPress	13	smiley_face
179.342	n/a	89671	right_buttonPress	13	non_target
179.62	n/a	89810	right_buttonPress	13	non_target
179.9	n/a	89950	right_buttonPress	13	non_target
180.15	n/a	90075	right_buttonPress	13	non_target
180.212	n/a	90106	contrastTrial_start	5	n/a
186.21	n/a	93105	left_target	8	n/a
187.6	n/a	93800	left_buttonPress	12	smiley_face
187.852	n/a	93926	left_buttonPress	12	non_target
188.142	n/a	94071	left_buttonPress	12	non_target
188.602	n/a	94301	left_buttonPress	12	non_target
188.612	n/a	94306	contrastTrial_start	5	n/a
194.612	n/a	97306	right_target	9	n/a
195.742	n/a	97871	right_buttonPress	13	smiley_face
196.072	n/a	98036	right_buttonPress	13	non_target
196.362	n/a	98181	right_buttonPress	13	non_target
196.622	n/a	98311	right_buttonPress	13	non_target
196.902	n/a	98451	right_buttonPress	13	non_target
197.012	n/a	98506	contrastTrial_start	5	n/a
197.602	n/a	98801	right_buttonPress	13	non_target
198.942	n/a	99471	left_buttonPress	12	non_target
203.39	n/a	101695	break cnt	break cnt	n/a
228.342	n/a	114171	9999	9999	n/a
