onset	duration	trial_type	response_time	sample	value
4.0112000000	0.0002000000	stimulus	n/a	40112.0000000000	Tibial - Stimulation
4.7693000000	0.0002000000	stimulus	n/a	47693.0000000000	Tibial - Stimulation
5.5663000000	0.0002000000	stimulus	n/a	55663.0000000000	Tibial - Stimulation
6.3613000000	0.0002000000	stimulus	n/a	63613.0000000000	Tibial - Stimulation
7.1003000000	0.0002000000	stimulus	n/a	71003.0000000000	Tibial - Stimulation
7.8705000000	0.0002000000	stimulus	n/a	78705.0000000000	Tibial - Stimulation
8.5945000000	0.0002000000	stimulus	n/a	85945.0000000000	Tibial - Stimulation
9.3316000000	0.0002000000	stimulus	n/a	93316.0000000000	Tibial - Stimulation
10.1356000000	0.0002000000	stimulus	n/a	101356.0000000000	Tibial - Stimulation
10.8959000000	0.0002000000	stimulus	n/a	108959.0000000000	Tibial - Stimulation
11.6838000000	0.0002000000	stimulus	n/a	116838.0000000000	Tibial - Stimulation
12.3999000000	0.0002000000	stimulus	n/a	123999.0000000000	Tibial - Stimulation
13.2049000000	0.0002000000	stimulus	n/a	132049.0000000000	Tibial - Stimulation
13.9389000000	0.0002000000	stimulus	n/a	139389.0000000000	Tibial - Stimulation
14.7140000000	0.0002000000	stimulus	n/a	147140.0000000000	Tibial - Stimulation
15.5070000000	0.0002000000	stimulus	n/a	155070.0000000000	Tibial - Stimulation
16.2759000000	0.0002000000	stimulus	n/a	162759.0000000000	Tibial - Stimulation
17.0390000000	0.0002000000	stimulus	n/a	170390.0000000000	Tibial - Stimulation
17.8012000000	0.0002000000	stimulus	n/a	178012.0000000000	Tibial - Stimulation
18.5243000000	0.0002000000	stimulus	n/a	185243.0000000000	Tibial - Stimulation
19.3174000000	0.0002000000	stimulus	n/a	193174.0000000000	Tibial - Stimulation
20.0603000000	0.0002000000	stimulus	n/a	200603.0000000000	Tibial - Stimulation
20.8735000000	0.0002000000	stimulus	n/a	208735.0000000000	Tibial - Stimulation
21.6556000000	0.0002000000	stimulus	n/a	216556.0000000000	Tibial - Stimulation
22.4246000000	0.0002000000	stimulus	n/a	224246.0000000000	Tibial - Stimulation
23.1637000000	0.0002000000	stimulus	n/a	231637.0000000000	Tibial - Stimulation
23.9478000000	0.0002000000	stimulus	n/a	239478.0000000000	Tibial - Stimulation
24.7560000000	0.0002000000	stimulus	n/a	247560.0000000000	Tibial - Stimulation
25.4811000000	0.0002000000	stimulus	n/a	254811.0000000000	Tibial - Stimulation
26.2342000000	0.0002000000	stimulus	n/a	262342.0000000000	Tibial - Stimulation
26.9932000000	0.0002000000	stimulus	n/a	269932.0000000000	Tibial - Stimulation
27.7853000000	0.0002000000	stimulus	n/a	277853.0000000000	Tibial - Stimulation
28.6033000000	0.0002000000	stimulus	n/a	286033.0000000000	Tibial - Stimulation
29.3293000000	0.0002000000	stimulus	n/a	293293.0000000000	Tibial - Stimulation
30.0653000000	0.0002000000	stimulus	n/a	300653.0000000000	Tibial - Stimulation
30.8393000000	0.0002000000	stimulus	n/a	308393.0000000000	Tibial - Stimulation
31.6082000000	0.0002000000	stimulus	n/a	316082.0000000000	Tibial - Stimulation
32.3382000000	0.0002000000	stimulus	n/a	323382.0000000000	Tibial - Stimulation
33.0672000000	0.0002000000	stimulus	n/a	330672.0000000000	Tibial - Stimulation
33.8112000000	0.0002000000	stimulus	n/a	338112.0000000000	Tibial - Stimulation
34.5875000000	0.0002000000	stimulus	n/a	345875.0000000000	Tibial - Stimulation
35.3786000000	0.0002000000	stimulus	n/a	353786.0000000000	Tibial - Stimulation
36.1736000000	0.0002000000	stimulus	n/a	361736.0000000000	Tibial - Stimulation
36.9316000000	0.0002000000	stimulus	n/a	369316.0000000000	Tibial - Stimulation
37.7026000000	0.0002000000	stimulus	n/a	377026.0000000000	Tibial - Stimulation
38.4618000000	0.0002000000	stimulus	n/a	384618.0000000000	Tibial - Stimulation
39.2129000000	0.0002000000	stimulus	n/a	392129.0000000000	Tibial - Stimulation
39.9602000000	0.0002000000	stimulus	n/a	399602.0000000000	Tibial - Stimulation
40.7504000000	0.0002000000	stimulus	n/a	407504.0000000000	Tibial - Stimulation
41.5633000000	0.0002000000	stimulus	n/a	415633.0000000000	Tibial - Stimulation
42.3114000000	0.0002000000	stimulus	n/a	423114.0000000000	Tibial - Stimulation
43.1114000000	0.0002000000	stimulus	n/a	431114.0000000000	Tibial - Stimulation
43.8325000000	0.0002000000	stimulus	n/a	438325.0000000000	Tibial - Stimulation
44.5495000000	0.0002000000	stimulus	n/a	445495.0000000000	Tibial - Stimulation
45.2845000000	0.0002000000	stimulus	n/a	452845.0000000000	Tibial - Stimulation
46.0775000000	0.0002000000	stimulus	n/a	460775.0000000000	Tibial - Stimulation
46.8285000000	0.0002000000	stimulus	n/a	468285.0000000000	Tibial - Stimulation
47.5838000000	0.0002000000	stimulus	n/a	475838.0000000000	Tibial - Stimulation
48.3548000000	0.0002000000	stimulus	n/a	483548.0000000000	Tibial - Stimulation
49.1348000000	0.0002000000	stimulus	n/a	491348.0000000000	Tibial - Stimulation
49.8687000000	0.0002000000	stimulus	n/a	498687.0000000000	Tibial - Stimulation
50.6217000000	0.0002000000	stimulus	n/a	506217.0000000000	Tibial - Stimulation
51.3628000000	0.0002000000	stimulus	n/a	513628.0000000000	Tibial - Stimulation
52.1178000000	0.0002000000	stimulus	n/a	521178.0000000000	Tibial - Stimulation
52.8440000000	0.0002000000	stimulus	n/a	528440.0000000000	Tibial - Stimulation
53.6220000000	0.0002000000	stimulus	n/a	536220.0000000000	Tibial - Stimulation
