onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
126.4160000000	n/a	n/a	ODDBALL START	n/a	n/a	S 20
127.4140000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
129.0440000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
131.0740000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
132.5980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
134.7080000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
137.1200000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
138.8540000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
141.2300000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
143.5380000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
145.4160000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
147.4900000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
148.9940000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
151.3680000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
153.6100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
155.8980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
158.0180000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
159.5440000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
161.3400000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
163.1360000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
164.9460000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
167.0360000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
169.1100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
171.3700000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
173.6120000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
175.7920000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
178.2100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
179.8680000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
181.4900000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
183.2200000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
184.9800000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
187.4340000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
189.5540000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
191.1240000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
193.3320000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
195.5960000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
197.1860000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
199.2820000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
201.0140000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
202.6740000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
205.1540000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
207.2980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
209.5800000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
211.3620000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
213.8100000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
216.2100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
217.8620000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
220.3640000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
222.5400000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
224.9860000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
227.3800000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
229.4620000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
231.0380000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
233.3720000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
235.7980000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
237.3700000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
239.8640000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
242.1560000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
243.7920000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
246.1160000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
248.1120000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
249.9980000000	n/a	n/a	ODDBALL RARE	n/a	n/a	S 25
252.0440000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
254.3100000000	n/a	n/a	ODDBALL STANDARD	n/a	n/a	S 22
