onset	duration	trial_type	response_time	stim_file
0.0145597457885742	1.0	987.0	0.8497881889343262	imagenet/n12057211/n12057211_184.JPEG
4.014241218566895	1.0	213.0	1.4660658836364746	imagenet/n02100735/n02100735_8211.JPEG
8.013927698135376	1.0	50.0	1.4423422813415527	imagenet/n01697457/n01697457_5177.JPEG
12.013620853424072	1.0	319.0	1.4187490940093994	imagenet/n02264363/n02264363_10006.JPEG
16.013303518295288	1.0	519.0	1.3390965461730957	imagenet/n03127747/n03127747_2553.JPEG
24.012661457061768	1.0	196.0	1.3558197021484375	imagenet/n02096585/n02096585_1622.JPEG
28.012367725372314	1.0	83.0	1.3161323070526123	imagenet/n01797886/n01797886_1504.JPEG
32.01202964782715	1.0	814.0	1.2764763832092283	imagenet/n04270147/n04270147_19163.JPEG
36.01171541213989	1.0	348.0	1.5968866348266602	imagenet/n02410509/n02410509_3099.JPEG
40.0114049911499	1.0	432.0	1.3332459926605225	imagenet/n02804414/n02804414_7924.JPEG
48.01078200340271	1.0	761.0	1.397848129272461	imagenet/n04070727/n04070727_14408.JPEG
52.01045608520508	1.0	927.0	1.5182609558105469	imagenet/n07590611/n07590611_3898.JPEG
56.01013469696045	1.0	527.0	1.6865992546081543	imagenet/n03179701/n03179701_19820.JPEG
60.00982689857483	1.0	541.0	1.534893035888672	imagenet/n03240683/n03240683_10321.JPEG
64.00950956344604	1.0	306.0	1.3672404289245603	imagenet/n02172182/n02172182_750.JPEG
72.00887107849121	1.0	710.0	1.4719290733337402	imagenet/n03908618/n03908618_39055.JPEG
76.0085780620575	1.0	85.0	1.4083209037780762	imagenet/n01806143/n01806143_10363.JPEG
80.00824403762817	1.0	293.0	1.464548110961914	imagenet/n02129604/n02129604_13635.JPEG
84.00792264938354	1.0	177.0	2.049071311950684	imagenet/n02091831/n02091831_13921.JPEG
88.00765228271484	1.0	531.0	1.4652307033538818	imagenet/n03196217/n03196217_3742.JPEG
96.00697946548462	1.0	485.0	1.425971508026123	imagenet/n02981792/n02981792_16843.JPEG
100.00665640830994	1.0	165.0	1.4103317260742188	imagenet/n02088632/n02088632_6894.JPEG
104.00634384155272	1.0	835.0	1.4427073001861572	imagenet/n04350905/n04350905_687.JPEG
108.00602674484252	1.0	991.0	1.4109442234039309	imagenet/n12768682/n12768682_6031.JPEG
112.00571584701538	1.0	665.0	1.547337293624878	imagenet/n03782006/n03782006_8778.JPEG
120.00507378578186	1.0	580.0	1.851995229721069	imagenet/n03452741/n03452741_22897.JPEG
124.00476121902466	1.0	351.0	1.4923639297485352	imagenet/n02417914/n02417914_150.JPEG
128.00443935394287	1.0	912.0	1.5167036056518557	imagenet/n04599235/n04599235_13770.JPEG
132.00411438941956	1.0	57.0	1.4130496978759766	imagenet/n01734418/n01734418_727.JPEG
136.00380611419678	1.0	40.0	1.653432846069336	imagenet/n01677366/n01677366_16663.JPEG
144.01984095573425	1.0	426.0	1.8534061908721924	imagenet/n02793495/n02793495_9709.JPEG
148.01952576637268	1.0	62.0	1.4377293586730957	imagenet/n01742172/n01742172_27014.JPEG
152.01919889450073	1.0	19.0	1.6700692176818848	imagenet/n01582220/n01582220_21868.JPEG
156.01888632774353	1.0	280.0	1.6544108390808103	imagenet/n02120079/n02120079_26017.JPEG
160.01855301856995	1.0	691.0	1.4307861328125	imagenet/n03868242/n03868242_5402.JPEG
168.01793456077576	1.0	946.0	1.5915653705596924	imagenet/n07720875/n07720875_3495.JPEG
172.0176157951355	1.0	474.0	1.847800254821777	imagenet/n02951585/n02951585_19156.JPEG
176.01728558540344	1.0	709.0	1.8561203479766848	imagenet/n03903868/n03903868_6550.JPEG
180.01696801185608	1.0	915.0	1.6164541244506836	imagenet/n04612504/n04612504_4082.JPEG
184.01665568351743	1.0	206.0	1.848854303359985	imagenet/n02099267/n02099267_2353.JPEG
192.0160415172577	1.0	47.0	1.5134985446929932	imagenet/n01693334/n01693334_5885.JPEG
196.01571583747864	1.0	923.0	1.5138471126556396	imagenet/n07565083/n07565083_9280.JPEG
200.0154135227204	1.0	103.0	1.5861475467681885	imagenet/n01872401/n01872401_34417.JPEG
204.01511192321777	1.0	132.0	1.71461820602417	imagenet/n02009229/n02009229_14024.JPEG
208.0147767066956	1.0	718.0	1.4828174114227295	imagenet/n03930630/n03930630_8711.JPEG
216.0141520500183	1.0	350.0	1.4035871028900146	imagenet/n02415577/n02415577_6875.JPEG
220.0138385295868	1.0	419.0	1.4438235759735107	imagenet/n02783161/n02783161_30843.JPEG
224.0135350227356	1.0	151.0	1.7082300186157229	imagenet/n02077923/n02077923_361.JPEG
228.0132191181183	1.0	155.0	1.6765799522399902	imagenet/n02086079/n02086079_937.JPEG
232.01291751861567	1.0	320.0	1.556877613067627	imagenet/n02268443/n02268443_10480.JPEG
240.0122935771942	1.0	68.0	1.3255534172058103	imagenet/n01755581/n01755581_10116.JPEG
244.01196599006653	1.0	406.0	1.29402494430542	imagenet/n02692877/n02692877_1926.JPEG
248.01166796684265	1.0	510.0	1.414222002029419	imagenet/n03089624/n03089624_19246.JPEG
252.0113492012024	1.0	325.0	1.5185918807983398	imagenet/n02280649/n02280649_6308.JPEG
256.01103496551514	1.0	61.0	1.4309229850769043	imagenet/n01740131/n01740131_13636.JPEG
264.0104217529297	1.0	224.0	2.6557133197784424	imagenet/n02104365/n02104365_5013.JPEG
268.01008343696594	1.0	532.0	1.455946683883667	imagenet/n03197337/n03197337_1304.JPEG
