onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
24.033194305447974	2.0	BASELINE	0.8941747888675309	StimuliTable-1776-Mapping-Run5.xlsx	83	tananyag	iskolai	6	4	2	1192	8	3	3	5542	7	4	3	3.9	5.65	4.85	6.9	1.0
34.03670556424913	2.0	BASELINE	0.8745198850519955	StimuliTable-1776-Mapping-Run5.xlsx	21	díszlet	színpadi	8	4	2	1420	7	2	3	1542	8	3	5	2.1	5.9	6.35	6.75	1.0
44.04921167014254	2.0	CLOSE	1.2854839366627857	StimuliTable-1776-Mapping-Run5.xlsx	17	csillagász	türelmes	8	2	2	606	10	3	4	495	8	3	7	2.2	4.5	4.55	5.3	0.7566338779999999
56.04983538732631	2.0	BASELINE	0.9895051579005668	StimuliTable-1776-Mapping-Run5.xlsx	89	tudomány	mérnöki	10	4	2	3986	8	3	5	877	7	3	6	1.7	4.75	3.4	6.0	1.0
66.0493305222044	2.0	CLOSE	0.7494757317617768	StimuliTable-1776-Mapping-Run5.xlsx	45	kolostor	egykori	8	4	2	1099	8	3	4	20851	7	3	4	2.55	5.0	5.95	6.4	0.889039457
74.05273343095905	2.0	CLOSE	1.2098689220511003	StimuliTable-1776-Mapping-Run5.xlsx	81	szőnyeg	mindennapi	6	1	2	1303	7	2	1	5073	10	4	3	1.35	3.9	5.0	4.05	0.75152117
82.06615474897262	2.0	BASELINE	0.9247312957159012	StimuliTable-1776-Mapping-Run5.xlsx	63	napsütés	felhőtlen	6	4	2	3340	8	3	2	612	9	3	1	3.0	6.1	6.45	6.6	1.0
94.06976308736192	2.0	DISTANT	1.6572224529008963	StimuliTable-1776-Mapping-Run5.xlsx	31	helyezés	időszaki	10	3	2	5834	8	3	4	796	8	4	1	2.25	2.55	1.65	2.85	0.617949784
106.08237216423004	2.0	CLOSE	1.1481455107859802	StimuliTable-1776-Mapping-Run5.xlsx	72	rémálom	sajnálatos	10	2	2	769	7	3	1	2647	10	4	3	5.4	3.75	4.3	4.45	0.833719671
114.08576303408336	2.0	BASELINE	1.224543565811473	StimuliTable-1776-Mapping-Run5.xlsx	41	királynő	szépséges	6	3	2	2060	8	3	2	414	9	3	8	2.6	5.15	6.55	6.7	1.0
122.09918409595412	2.0	DISTANT	1.2754263369497494	StimuliTable-1776-Mapping-Run5.xlsx	19	diáklány	törékeny	6	2	2	819	8	3	4	854	8	3	1	3.7	6.1	6.6	6.6	0.649407744
130.09958624625142	2.0	CLOSE	1.387240001509781	StimuliTable-1776-Mapping-Run5.xlsx	33	iránytű	előnyös	6	3	2	794	7	3	2	2414	7	3	1	1.35	2.9	3.25	2.35	0.8048268559999999
142.0991876820044	2.0	BASELINE	0.8594879166630562	StimuliTable-1776-Mapping-Run5.xlsx	51	magazin	tudományos	10	4	2	7307	7	3	2	11632	10	4	5	1.8	6.3	6.45	6.15	1.0
154.1027965326939	2.0	CLOSE	1.1839000023755943	StimuliTable-1776-Mapping-Run5.xlsx	76	szakadék	rettenetes	10	2	2	1478	8	3	4	868	10	4	8	5.2	5.15	6.55	6.15	0.891412258
162.11521682945022	2.0	BASELINE	1.2107925870077452	StimuliTable-1776-Mapping-Run5.xlsx	14	boríték	érvénytelen	6	4	2	1364	7	3	3	1401	11	4	2	2.8	4.1	4.1	3.4	1.0
170.11560463553178	2.0	DISTANT	1.3225358112249523	StimuliTable-1776-Mapping-Run5.xlsx	92	útlezárás	gyorsforgalmi	6	2	2	1291	9	4	3	882	13	4	3	2.8	5.9	5.45	6.2	0.620973349
182.11522886834427	2.0	CLOSE	1.4588406852126354	StimuliTable-1776-Mapping-Run5.xlsx	64	novella	beszédes	10	2	2	925	7	3	1	637	8	3	7	3.3	4.4	3.75	4.9	0.783685148
194.11882081335352	2.0	BASELINE	1.1592238550438196	StimuliTable-1776-Mapping-Run5.xlsx	79	szerszám	trükkös	10	2	2	812	8	2	4	689	7	2	7	1.7	3.15	3.55	4.15	1.0
204.13234330930567	2.0	BASELINE	1.1541716177744092	StimuliTable-1776-Mapping-Run5.xlsx	77	szélvihar	hirtelen	8	4	2	490	9	3	0	6756	8	3	4	4.6	6.2	6.2	6.65	1.0
214.1358522627852	2.0	DISTANT	1.8465353470892296	StimuliTable-1776-Mapping-Run5.xlsx	17	csillagász	tisztességes	8	3	2	606	10	3	4	3762	12	4	7	1.35	4.4	3.5	5.45	0.601381719
222.1482466887246	2.0	DISTANT	1.2574658434823505	StimuliTable-1776-Mapping-Run5.xlsx	44	kollégium	közüzemi	6	2	2	3139	9	4	3	1019	8	4	4	2.75	4.6	4.35	3.9	0.6578273179999999
230.14866215865183	2.0	BASELINE	0.8731938136406825	StimuliTable-1776-Mapping-Run5.xlsx	65	olimpikon	legendás	6	4	2	644	9	4	2	3949	8	3	5	2.15	5.8	5.5	6.6	1.0
242.1482710226628	2.0	DISTANT	1.1057732133558602	StimuliTable-1776-Mapping-Run5.xlsx	40	kesztyű	paraszti	10	1	2	891	7	2	1	347	8	3	4	1.6	3.7	4.35	3.15	0.61781317
254.15186424840067	2.0	CLOSE	1.2618390358838951	StimuliTable-1776-Mapping-Run5.xlsx	26	fejfájás	borzalmas	10	4	2	1351	8	3	4	1061	9	3	6	5.8	5.95	6.0	6.75	0.831396163
262.1652983737513	2.0	CLOSE	1.2087902883504285	StimuliTable-1776-Mapping-Run5.xlsx	32	horgász	hagyományos	6	1	2	707	7	2	2	15070	11	4	6	1.3	4.15	5.5	4.8	0.8027049303
272.1657993966728	2.0	BASELINE	0.9605741579216556	StimuliTable-1776-Mapping-Run5.xlsx	66	oroszlán	nyugodt	8	4	2	1351	8	3	3	2967	7	2	2	2.1	5.9	6.5	6.35	1.0
284.18138925254607	2.0	CLOSE	1.264106190224993	StimuliTable-1776-Mapping-Run5.xlsx	82	találmány	újszerű	10	3	2	1346	9	3	4	1147	7	3	1	2.2	5.1	4.05	5.75	0.758028567
296.1850001524072	2.0	DISTANT	1.1324636982462837	StimuliTable-1776-Mapping-Run5.xlsx	28	gorilla	önzetlen	10	2	2	659	7	3	2	338	8	3	1	2.25	4.35	3.65	4.75	0.626140475
