onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.036401261982974	2.0	CLOSE	1.2038215549036977	StimuliTable-1776-Mapping-Run7.xlsx	53	mellény	szabadidős	10	1	2	909	7	2	5	608	10	4	1	2.05	4.15	4.65	4.85	0.7459257840000001
40.04902493920963	2.0	CLOSE	1.2867854179785354	StimuliTable-1776-Mapping-Run7.xlsx	82	találmány	újszerű	10	3	2	1346	9	3	4	1147	7	3	1	2.2	5.1	4.05	5.75	0.758028567
50.0495159724087	2.0	BASELINE	1.07880250398739	StimuliTable-1776-Mapping-Run7.xlsx	66	oroszlán	nyugodt	8	4	2	1351	8	3	3	2967	7	2	2	2.1	5.9	6.5	6.35	1.0
60.04902263388794	2.0	CLOSE	0.7907655532908393	StimuliTable-1776-Mapping-Run7.xlsx	45	kolostor	egykori	8	4	2	1099	8	3	4	20851	7	3	4	2.55	5.0	5.95	6.4	0.889039457
68.05242964098579	2.0	BASELINE	1.587152245650941	StimuliTable-1776-Mapping-Run7.xlsx	81	szőnyeg	használati	6	2	2	1303	7	2	1	1806	10	4	5	1.9	3.55	4.25	3.8	1.0
78.0659733971188	2.0	DISTANT	1.1261376434995327	StimuliTable-1776-Mapping-Run7.xlsx	91	újságcikk	igazságtalan	8	2	2	503	9	3	0	1736	12	5	2	5.75	5.35	4.5	5.75	0.626544654
90.0655448637117	2.0	CLOSE	1.669986754655838	StimuliTable-1776-Mapping-Run7.xlsx	79	szerszám	alattomos	10	1	2	812	8	2	4	304	9	4	1	3.2	2.5	2.4	2.45	0.781269133
102.0661588473231	2.0	CLOSE	1.021851361663721	StimuliTable-1776-Mapping-Run7.xlsx	80	színdarab	mulatságos	10	4	2	571	9	3	1	401	10	4	5	3.3	5.9	6.2	6.9	0.8485735059999999
110.06557560131478	2.0	DISTANT	1.3261157173401443	StimuliTable-1776-Mapping-Run7.xlsx	27	folyadék	aránytalan	6	2	2	1438	8	3	3	727	10	4	2	2.25	3.1	2.9	2.5	0.676598668
118.06496238613909	2.0	BASELINE	0.8221171394689009	StimuliTable-1776-Mapping-Run7.xlsx	59	műemlék	természeti	6	4	2	1457	7	3	1	3805	10	4	6	2.45	4.95	5.05	4.45	1.0
128.06850591942202	2.0	CLOSE	1.6984397849082598	StimuliTable-1776-Mapping-Run7.xlsx	42	kirándulás	tegnapi	8	3	2	1896	10	4	4	6241	7	3	8	2.15	6.7	5.15	6.1	0.839792311
138.081980259798	2.0	BASELINE	1.085394951296621	StimuliTable-1776-Mapping-Run7.xlsx	26	fejfájás	kellemetlen	8	4	2	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
150.08159322215215	2.0	DISTANT	1.5414679715468085	StimuliTable-1776-Mapping-Run7.xlsx	64	novella	körülményes	10	2	2	925	7	3	1	379	11	4	6	3.1	3.75	2.55	3.95	0.6815447809999999
158.08199870236422	2.0	BASELINE	0.9894680166253238	StimuliTable-1776-Mapping-Run7.xlsx	17	csillagász	figyelmes	6	2	2	606	10	3	4	1273	9	3	8	1.9	4.4	4.85	5.8	1.0
170.08161627535446	2.0	CLOSE	0.8854494080806035	StimuliTable-1776-Mapping-Run7.xlsx	44	kollégium	felsőoktatási	10	4	2	3139	9	4	3	5953	13	6	1	3.0	6.65	6.25	6.7	0.8090670109999999
182.08222564832977	2.0	DISTANT	1.165203855620348	StimuliTable-1776-Mapping-Run7.xlsx	21	díszlet	kulturális	10	3	2	1420	7	2	3	24926	10	4	1	1.65	4.6	4.1	4.5	0.683287978
190.0816157630616	2.0	DISTANT	1.2373588407645002	StimuliTable-1776-Mapping-Run7.xlsx	13	bölcsőde	lokális	6	2	2	1219	8	3	1	578	7	3	3	1.75	4.7	5.35	6.55	0.6315799952000001
200.0811237052767	2.0	CLOSE	1.5174083692836575	StimuliTable-1776-Mapping-Run7.xlsx	95	végállomás	átmeneti	8	2	2	893	10	4	4	6049	8	4	7	3.4	3.25	3.15	4.3	0.847806394
208.0855289160172	2.0	BASELINE	0.8578403811698081	StimuliTable-1776-Mapping-Run7.xlsx	54	menetrend	szokásos	6	4	2	4833	9	3	2	8246	8	3	6	1.7	5.4	4.45	6.65	1.0
216.09793614929367	2.0	DISTANT	0.9007211297721368	StimuliTable-1776-Mapping-Run7.xlsx	16	csengőhang	általános	6	1	2	2279	10	3	1	25132	9	4	3	2.4	5.65	4.6	5.45	0.712553442
224.0983457278489	2.0	BASELINE	1.228517425530299	StimuliTable-1776-Mapping-Run7.xlsx	33	iránytű	hasznos	6	4	2	794	7	3	2	9089	7	2	7	1.75	5.45	6.15	6.3	1.0
236.09796406928217	2.0	CLOSE	0.8767560456399224	StimuliTable-1776-Mapping-Run7.xlsx	40	kesztyű	divatos	10	4	2	891	7	2	1	1703	7	3	3	1.95	6.05	6.2	6.75	0.753719985
246.09846201843905	2.0	DISTANT	1.4364616613747785	StimuliTable-1776-Mapping-Run7.xlsx	31	helyezés	időszaki	8	4	2	5834	8	3	4	796	8	4	1	2.25	2.55	1.65	2.85	0.617949784
