onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
24.032213007485552	2.0	BASELINE	0.962156119872816	StimuliTable-1776-Mapping-Run8.xlsx	21	díszlet	színpadi	6	4	2	1420	7	2	3	1542	8	3	5	2.1	5.9	6.35	6.75	1.0
34.03271940948616	2.0	DISTANT	1.3860929766378831	StimuliTable-1776-Mapping-Run8.xlsx	79	szerszám	illegális	8	2	2	812	8	2	4	5833	9	4	1	3.8	4.1	3.65	5.05	0.606139541
42.03211515944713	2.0	BASELINE	1.3141618637018837	StimuliTable-1776-Mapping-Run8.xlsx	94	vacsora	zártkörű	6	4	2	2517	7	3	1	562	8	3	1	2.45	5.85	5.4	6.9	1.0
54.03273298525892	2.0	BASELINE	1.1141551014297877	StimuliTable-1776-Mapping-Run8.xlsx	64	novella	tanulságos	10	4	2	925	7	3	1	805	10	4	6	2.45	5.4	3.05	6.5	1.0
64.03222991316579	2.0	CLOSE	0.9941583186300704	StimuliTable-1776-Mapping-Run8.xlsx	54	menetrend	változatlan	8	4	2	4833	9	3	2	3262	11	4	2	1.8	6.25	4.95	7.0	0.812076867
72.03564665383601	2.0	CLOSE	1.1344813657124178	StimuliTable-1776-Mapping-Run8.xlsx	53	mellény	szabadidős	6	1	2	909	7	2	5	608	10	4	1	2.05	4.15	4.65	4.85	0.7459257840000001
82.04916069695173	2.0	DISTANT	1.3934566816242295	StimuliTable-1776-Mapping-Run8.xlsx	27	folyadék	aránytalan	8	1	2	1438	8	3	3	727	10	4	2	2.25	3.1	2.9	2.5	0.676598668
94.05276621773372	2.0	CLOSE	1.8137016961773045	StimuliTable-1776-Mapping-Run8.xlsx	31	helyezés	jogerős	10	2	2	5834	8	3	4	4058	7	3	1	2.55	2.65	1.5	3.3	0.78364414
102.06515347156528	2.0	BASELINE	1.2008305300259965	StimuliTable-1776-Mapping-Run8.xlsx	16	csengőhang	többféle	6	1	2	2279	10	3	1	2956	8	3	1	2.25	4.55	3.55	5.8	1.0
114.06876232225476	2.0	CLOSE	1.053072056885867	StimuliTable-1776-Mapping-Run8.xlsx	89	tudomány	építészeti	10	4	2	3986	8	3	5	1116	10	5	7	1.75	3.95	4.45	5.85	0.7951859240000001
122.08217467513168	2.0	DISTANT	1.6001186471476103	StimuliTable-1776-Mapping-Run8.xlsx	80	színdarab	társulati	6	3	2	571	9	3	1	342	9	4	7	2.45	5.8	5.8	5.1	0.6175254579999999
132.08567568806757	2.0	DISTANT	1.5004716941257357	StimuliTable-1776-Mapping-Run8.xlsx	68	ösztöndíj	partnerségi	8	3	2	2344	9	3	1	465	11	4	3	2.05	4.7	2.1	4.3	0.680144787
142.09819818734832	2.0	BASELINE	0.8634397477653692	StimuliTable-1776-Mapping-Run8.xlsx	45	kolostor	hajdani	8	4	2	1099	8	3	4	1367	7	3	7	2.3	4.65	5.65	5.75	1.0
