onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.033401528118706	2.0	CLOSE	1.789663097944867	StimuliTable-1776-Mapping-Run4.xlsx	91	újságcikk	döbbenetes	10	3	2	503	9	3	0	999	10	4	6	4.35	4.9	4.45	6.6	0.7505655290000001
36.03680725448794	2.0	CLOSE	1.2341401014782605	StimuliTable-1776-Mapping-Run4.xlsx	19	diáklány	védtelen	6	2	2	819	8	3	4	650	8	3	5	4.7	5.4	6.25	6.05	0.762401283
48.050418121049006	2.0	DISTANT	1.3330037579289638	StimuliTable-1776-Mapping-Run4.xlsx	94	vacsora	ügyészségi	10	2	2	2517	7	3	1	1538	10	4	4	2.2	4.95	4.9	4.5	0.6062234639999999
56.05382256668236	2.0	DISTANT	1.473510206036735	StimuliTable-1776-Mapping-Run4.xlsx	13	bölcsőde	lokális	6	2	2	1219	8	3	1	578	7	3	3	1.75	4.7	5.35	6.55	0.6315799952000001
64.06623184913042	2.0	BASELINE	1.0045673515924136	StimuliTable-1776-Mapping-Run4.xlsx	73	repülőjegy	érvényes	6	4	2	590	10	4	0	10878	8	3	6	2.8	6.75	6.4	6.9	1.0
74.06973926572391	2.0	DISTANT	0.937019676930504	StimuliTable-1776-Mapping-Run4.xlsx	30	háziorvos	részmunkaidős	8	4	2	2011	9	4	4	365	13	5	1	2.05	5.7	4.75	5.75	0.6547772288
86.08234834259201	2.0	BASELINE	0.915949050373456	StimuliTable-1776-Mapping-Run4.xlsx	80	színdarab	humoros	10	4	2	571	9	3	1	799	7	3	7	2.85	5.95	5.95	6.8	1.0
94.08675406562544	2.0	BASELINE	0.7443625315790996	StimuliTable-1776-Mapping-Run4.xlsx	68	ösztöndíj	tanulmányi	6	4	2	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
102.09915617596562	2.0	CLOSE	0.7632953578795423	StimuliTable-1776-Mapping-Run4.xlsx	65	olimpikon	világhírű	6	4	2	644	9	4	2	2877	9	4	4	2.25	6.3	5.75	6.9	0.8306809070000001
112.09967845906796	2.0	BASELINE	1.459002826064534	StimuliTable-1776-Mapping-Run4.xlsx	32	horgász	tradicionális	8	1	2	707	7	2	2	850	13	6	1	2.1	4.65	5.0	4.65	1.0
120.11607005407132	2.0	DISTANT	1.530645517828816	StimuliTable-1776-Mapping-Run4.xlsx	15	csecsemő	tevékeny	6	1	2	2039	8	3	2	403	8	3	2	2.4	4.65	4.65	4.15	0.655481756
130.11657645607193	2.0	DISTANT	1.186332115190453	StimuliTable-1776-Mapping-Run4.xlsx	55	mikrofon	köztéri	8	4	2	1847	8	3	1	615	7	3	2	1.65	5.9	5.5	5.45	0.60200268
