onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.0334025527045	2.0	CLOSE	1.8842806107422805	StimuliTable-1776-Mapping-Run3.xlsx	38	kerékpár	intelligens	10	1	2	3466	8	3	3	2053	11	4	1	1.9	3.15	2.8	3.4	0.787231982
38.03290434739756	2.0	DISTANT	1.7006006383744534	StimuliTable-1776-Mapping-Run3.xlsx	73	repülőjegy	azonnali	8	2	2	590	10	4	0	6934	8	4	2	2.4	6.0	5.7	6.2	0.665511608
50.03351653798018	2.0	BASELINE	1.5083369343265076	StimuliTable-1776-Mapping-Run3.xlsx	63	napsütés	felhőtlen	10	4	2	3340	8	3	2	612	9	3	1	3.0	6.1	6.45	6.6	1.0
58.03292150922789	2.0	BASELINE	1.5965784437721595	StimuliTable-1776-Mapping-Run3.xlsx	55	mikrofon	vezetékes	6	4	2	1847	8	3	1	3193	9	4	8	1.25	6.45	6.75	6.25	1.0
70.03353088219592	2.0	CLOSE	1.6363075635308633	StimuliTable-1776-Mapping-Run3.xlsx	91	újságcikk	döbbenetes	10	1	2	503	9	3	0	999	10	4	6	4.35	4.9	4.45	6.6	0.7505655290000001
78.03288616098143	2.0	DISTANT	1.5405619807133917	StimuliTable-1776-Mapping-Run3.xlsx	26	fejfájás	sérüléses	6	1	2	1351	8	3	4	330	9	4	6	4.75	5.5	5.3	5.6	0.629661381
90.03254061909684	2.0	DISTANT	1.612343503984448	StimuliTable-1776-Mapping-Run3.xlsx	32	horgász	járatos	10	1	2	707	7	2	2	317	7	3	6	1.45	4.9	3.05	5.0	0.6454380751
102.0321702309884	2.0	BASELINE	1.2765864253015025	StimuliTable-1776-Mapping-Run3.xlsx	64	novella	tanulságos	10	4	2	925	7	3	1	805	10	4	6	2.45	5.4	3.05	6.5	1.0
112.032677401432	2.0	BASELINE	1.0283277745256785	StimuliTable-1776-Mapping-Run3.xlsx	78	szemüveg	kényelmes	8	4	2	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	1.0
124.04926904700552	2.0	DISTANT	1.227905747240584	StimuliTable-1776-Mapping-Run3.xlsx	40	kesztyű	paraszti	10	1	2	891	7	2	1	347	8	3	4	1.6	3.7	4.35	3.15	0.61781317
136.0488735565159	2.0	BASELINE	0.9478805526523502	StimuliTable-1776-Mapping-Run3.xlsx	44	kollégium	főiskolai	10	4	2	3139	9	4	3	1294	9	5	2	2.5	6.6	6.2	6.45	1.0
146.0493814953952	2.0	BASELINE	1.1958584666645038	StimuliTable-1776-Mapping-Run3.xlsx	59	műemlék	természeti	8	4	2	1457	7	3	1	3805	10	4	6	2.45	4.95	5.05	4.45	1.0
158.0489706361113	2.0	DISTANT	1.299881685845321	StimuliTable-1776-Mapping-Run3.xlsx	39	készpénz	méltánytalan	10	1	2	3600	8	2	3	351	12	4	1	4.0	3.55	2.9	2.5	0.6948193309999999
168.04952340066666	2.0	BASELINE	1.4516767746390542	StimuliTable-1776-Mapping-Run3.xlsx	94	vacsora	zártkörű	8	4	2	2517	7	3	1	562	8	3	1	2.45	5.85	5.4	6.9	1.0
176.0489014765044	2.0	BASELINE	1.1958979132468812	StimuliTable-1776-Mapping-Run3.xlsx	14	boríték	érvénytelen	6	4	2	1364	7	3	3	1401	11	4	2	2.8	4.1	4.1	3.4	1.0
184.04931131120972	2.0	CLOSE	1.0360060276434524	StimuliTable-1776-Mapping-Run3.xlsx	77	szélvihar	váratlan	6	4	2	490	9	3	0	2782	8	3	8	4.2	6.1	5.9	6.65	0.850282848
194.05284536706316	2.0	CLOSE	1.1122498823606293	StimuliTable-1776-Mapping-Run3.xlsx	88	törmelék	bontási	8	4	2	730	8	3	1	388	7	3	8	2.1	6.2	5.95	6.35	0.8136036990000001
204.06532252838224	2.0	BASELINE	0.9232167003501672	StimuliTable-1776-Mapping-Run3.xlsx	73	repülőjegy	érvényes	8	4	2	590	10	4	0	10878	8	3	6	2.8	6.75	6.4	6.9	1.0
212.0657315946446	2.0	DISTANT	1.5870047051575966	StimuliTable-1776-Mapping-Run3.xlsx	19	diáklány	törékeny	6	2	2	819	8	3	4	854	8	3	1	3.7	6.1	6.6	6.6	0.649407744
224.0823521847924	2.0	CLOSE	1.1305589914773009	StimuliTable-1776-Mapping-Run3.xlsx	21	díszlet	művészi	10	4	2	1420	7	2	3	2366	7	3	1	1.7	5.7	5.8	6.05	0.82010299
236.0819597680602	2.0	CLOSE	1.1785175920231268	StimuliTable-1776-Mapping-Run3.xlsx	29	hangszer	könnyűzenei	10	4	2	1828	8	2	3	420	11	5	1	2.1	6.1	6.2	6.25	0.7948508259999999
244.08135116353515	2.0	DISTANT	1.6185694053783664	StimuliTable-1776-Mapping-Run3.xlsx	15	csecsemő	tevékeny	6	1	2	2039	8	3	2	403	8	3	2	2.4	4.65	4.65	4.15	0.655481756
256.08196335411776	2.0	CLOSE	1.4585891491660732	StimuliTable-1776-Mapping-Run3.xlsx	43	kolbász	méternyi	10	1	2	867	7	2	2	324	8	3	1	2.75	5.95	6.65	5.85	0.762132525
268.0815719619786	2.0	CLOSE	1.64228090429242	StimuliTable-1776-Mapping-Run3.xlsx	78	szemüveg	ideális	10	2	2	1594	8	3	4	3414	7	4	1	1.9	5.3	5.0	5.5	0.84095335
276.0819774421834	2.0	DISTANT	1.5385722332357543	StimuliTable-1776-Mapping-Run3.xlsx	96	ventilátor	nagyobbik	6	1	2	1165	10	4	3	1603	9	3	1	1.75	5.9	6.55	6.3	0.7033834459999999
288.0815811832581	2.0	BASELINE	1.5943379286909476	StimuliTable-1776-Mapping-Run3.xlsx	41	királynő	szépséges	10	4	2	2060	8	3	2	414	9	3	8	2.6	5.15	6.55	6.7	1.0
298.0811288282057	2.0	BASELINE	1.514620468733483	StimuliTable-1776-Mapping-Run3.xlsx	57	műalkotás	korabeli	8	4	2	784	9	4	1	2056	8	4	3	2.0	5.45	4.75	6.2	1.0
306.0814974232926	2.0	DISTANT	1.3545889831802924	StimuliTable-1776-Mapping-Run3.xlsx	72	rémálom	erőszakos	6	2	2	769	7	3	1	4257	9	4	1	6.5	4.55	5.7	6.0	0.626735747
314.08490391809755	2.0	BASELINE	1.0709690259682247	StimuliTable-1776-Mapping-Run3.xlsx	56	monitor	kijelzős	6	4	2	3644	7	3	3	489	8	3	2	1.25	6.0	6.15	5.15	1.0
322.09832139391074	2.0	CLOSE	1.0899272107926663	StimuliTable-1776-Mapping-Run3.xlsx	40	kesztyű	divatos	6	4	2	891	7	2	1	1703	7	3	3	1.95	6.05	6.2	6.75	0.753719985
330.0987125298998	2.0	DISTANT	0.8416757321247132	StimuliTable-1776-Mapping-Run3.xlsx	51	magazin	állatorvosi	6	4	2	7307	7	3	2	356	11	5	6	1.6	5.7	5.95	6.65	0.735963702
340.09821919137903	2.0	BASELINE	1.8179019895615056	StimuliTable-1776-Mapping-Run3.xlsx	39	készpénz	csekély	8	3	2	3600	8	2	3	3258	7	2	2	4.95	4.5	5.7	6.15	1.0
348.09762672409124	2.0	DISTANT	1.8979296431643888	StimuliTable-1776-Mapping-Run3.xlsx	30	háziorvos	részmunkaidős	6	4	2	2011	9	4	4	365	13	5	1	2.05	5.7	4.75	5.75	0.6547772288
360.0982468552247	2.0	DISTANT	1.7379468254875974	StimuliTable-1776-Mapping-Run3.xlsx	52	matrica	kedvezményes	10	2	2	1479	7	3	2	3115	12	4	6	1.9	5.2	5.8	6.1	0.701929092
370.0977407093669	2.0	BASELINE	0.9936770190033712	StimuliTable-1776-Mapping-Run3.xlsx	68	ösztöndíj	tanulmányi	8	4	2	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
378.0981497756293	2.0	CLOSE	1.0419301882429863	StimuliTable-1776-Mapping-Run3.xlsx	67	osztályzat	átlagos	6	4	2	1028	10	3	3	10804	7	3	7	3.35	5.85	5.35	6.5	0.816440403
388.0976520826152	2.0	CLOSE	1.585637906428019	StimuliTable-1776-Mapping-Run3.xlsx	19	diáklány	védtelen	8	2	2	819	8	3	4	650	8	3	5	4.7	5.4	6.25	6.05	0.762401283
396.1011059645534	2.0	DISTANT	1.4783434378987297	StimuliTable-1776-Mapping-Run3.xlsx	64	novella	körülményes	6	2	2	925	7	3	1	379	11	4	6	3.1	3.75	2.55	3.95	0.6815447809999999
408.11467174929567	2.0	BASELINE	1.0010043511647382	StimuliTable-1776-Mapping-Run3.xlsx	29	hangszer	autentikus	10	4	2	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
416.1180790125436	2.0	CLOSE	1.445615063268633	StimuliTable-1776-Mapping-Run3.xlsx	80	színdarab	mulatságos	6	4	2	571	9	3	1	401	10	4	5	3.3	5.9	6.2	6.9	0.8485735059999999
