onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
382.1143669347366	2.0	CLOSE	1.8614646006535625	StimuliTable-1776-Mapping-Run6.xlsx	19	diáklány	védtelen	6	3	2	819	8	3	4	650	8	3	5	4.7	5.4	6.25	6.05	0.762401283
390.11777086807706	2.0	BASELINE	0.9138394262481596	StimuliTable-1776-Mapping-Run6.xlsx	80	színdarab	humoros	6	4	2	571	9	3	1	799	7	3	7	2.85	5.95	5.95	6.8	1.0
402.1303714921014	2.0	DISTANT	1.1728073139092885	StimuliTable-1776-Mapping-Run6.xlsx	83	tananyag	akadémiai	10	4	2	1192	8	3	3	833	9	6	2	3.25	5.3	4.35	6.45	0.6859960559999999
414.130990342499	2.0	BASELINE	1.5647686111697112	StimuliTable-1776-Mapping-Run6.xlsx	42	kirándulás	hétvégi	10	4	2	1896	10	4	4	4177	7	3	5	2.95	6.05	6.3	6.9	1.0
422.1303855801671	2.0	DISTANT	1.4526101731753442	StimuliTable-1776-Mapping-Run6.xlsx	72	rémálom	erőszakos	6	2	2	769	7	3	1	4257	9	4	1	6.5	4.55	5.7	6.0	0.626735747
434.1299644750106	2.0	BASELINE	1.148800734015822	StimuliTable-1776-Mapping-Run6.xlsx	93	útmutatás	erkölcsi	10	4	2	703	9	4	2	4377	8	3	7	3.2	4.1	2.7	6.3	1.0
444.1304959793925	2.0	CLOSE	1.0925286365600186	StimuliTable-1776-Mapping-Run6.xlsx	27	folyadék	optimális	8	2	2	1438	8	3	3	1679	9	4	2	1.8	3.5	3.45	3.25	0.841039181
456.1301317387988	2.0	DISTANT	1.540786877500068	StimuliTable-1776-Mapping-Run6.xlsx	38	kerékpár	hardveres	10	2	2	3466	8	3	3	1550	9	3	5	1.65	2.65	1.5	2.4	0.6436905860000001
464.1305377313038	2.0	CLOSE	0.8205031591860461	StimuliTable-1776-Mapping-Run6.xlsx	44	kollégium	felsőoktatási	6	4	2	3139	9	4	3	5953	13	6	1	3.0	6.65	6.25	6.7	0.8090670109999999
474.1300221080164	2.0	BASELINE	0.9887930701079312	StimuliTable-1776-Mapping-Run6.xlsx	40	kesztyű	férfias	8	1	2	891	7	2	1	506	7	3	6	1.7	5.45	4.85	5.4	1.0
484.1305374751537	2.0	BASELINE	1.2524955731423688	StimuliTable-1776-Mapping-Run6.xlsx	73	repülőjegy	érvényes	8	4	2	590	10	4	0	10878	8	3	6	2.8	6.75	6.4	6.9	1.0
492.1339301380358	2.0	DISTANT	1.4571434572644648	StimuliTable-1776-Mapping-Run6.xlsx	67	osztályzat	alapfokú	6	3	2	1028	10	3	3	821	8	4	4	2.6	4.3	2.9	3.95	0.713177145
500.1463537646996	2.0	BASELINE	0.9241078346822178	StimuliTable-1776-Mapping-Run6.xlsx	63	napsütés	felhőtlen	6	4	2	3340	8	3	2	612	9	3	1	3.0	6.1	6.45	6.6	1.0
512.1499518572309	2.0	DISTANT	1.384593493923603	StimuliTable-1776-Mapping-Run6.xlsx	82	találmány	kapitalista	10	3	2	1346	9	3	4	357	11	5	1	3.35	4.65	3.95	5.1	0.6249907020000001
522.1634676933681	2.0	DISTANT	1.2513951669752714	StimuliTable-1776-Mapping-Run6.xlsx	53	mellény	kamionos	8	1	2	909	7	2	5	543	8	4	7	1.4	6.25	5.7	6.1	0.629222572
530.1668629177148	2.0	CLOSE	0.0	StimuliTable-1776-Mapping-Run6.xlsx	68	ösztöndíj	képzési	6	0	2	2344	9	3	1	2239	7	3	7	3.6	5.6	4.35	6.55	0.819112897
542.1794691769683	2.0	CLOSE	0.8507392265382805	StimuliTable-1776-Mapping-Run6.xlsx	57	műalkotás	reneszánsz	10	4	2	784	9	4	1	1591	10	3	3	2.25	6.25	6.1	6.6	0.743859231
552.1829853025556	2.0	DISTANT	1.39916388598067	StimuliTable-1776-Mapping-Run6.xlsx	79	szerszám	illegális	8	2	2	812	8	2	4	5833	9	4	1	3.8	4.1	3.65	5.05	0.606139541
564.19660052361	2.0	BASELINE	0.8020882614873699	StimuliTable-1776-Mapping-Run6.xlsx	88	törmelék	építkezési	10	4	2	730	8	3	1	395	10	5	7	1.9	6.55	6.8	6.4	1.0
576.1961917134977	2.0	BASELINE	1.0980383518181045	StimuliTable-1776-Mapping-Run6.xlsx	89	tudomány	mérnöki	10	4	2	3986	8	3	5	877	7	3	6	1.7	4.75	3.4	6.0	1.0
586.1966988839413	2.0	DISTANT	1.281887381010165	StimuliTable-1776-Mapping-Run6.xlsx	77	szélvihar	kíméletlen	8	3	2	490	9	3	0	564	10	4	2	5.5	5.75	6.05	6.5	0.6293716429999999
596.2132116363282	2.0	DISTANT	0.8414180485560792	StimuliTable-1776-Mapping-Run6.xlsx	51	magazin	állatorvosi	8	4	2	7307	7	3	2	356	11	5	6	1.6	5.7	5.95	6.65	0.735963702
606.2127188101003	2.0	CLOSE	1.4251791682036128	StimuliTable-1776-Mapping-Run6.xlsx	94	vacsora	meghívásos	8	1	2	2517	7	3	1	352	10	4	5	2.1	5.8	4.1	6.45	0.7889098529999999
616.213225468251	2.0	CLOSE	1.289446782066079	StimuliTable-1776-Mapping-Run6.xlsx	72	rémálom	sajnálatos	8	1	2	769	7	3	1	2647	10	4	3	5.4	3.75	4.3	4.45	0.833719671
628.2128340761119	2.0	DISTANT	1.3451661149738356	StimuliTable-1776-Mapping-Run6.xlsx	32	horgász	járatos	10	1	2	707	7	2	2	317	7	3	6	1.45	4.9	3.05	5.0	0.6454380751
638.2293381195195	2.0	BASELINE	0.9287356368949986	StimuliTable-1776-Mapping-Run6.xlsx	55	mikrofon	vezetékes	8	4	2	1847	8	3	1	3193	9	4	8	1.25	6.45	6.75	6.25	1.0
646.22975768779	2.0	CLOSE	0.9125051581504522	StimuliTable-1776-Mapping-Run6.xlsx	52	matrica	ingyenes	6	4	2	1479	7	3	2	13952	8	3	1	2.65	6.2	4.8	6.5	0.863539815
