onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	jitter	response	counterbalance	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
28.046371515672945	2.0	BASELINE	1.389219759257685	StimuliTable-1776-Mapping-Run2.xlsx	15	csecsemő	egészséges	10	4	2	2039	8	3	2	7076	10	4	8	2.6	6.5	6.55	6.6	1.0
38.049878676123626	2.0	BASELINE	0.9776488961506402	StimuliTable-1776-Mapping-Run2.xlsx	26	fejfájás	kellemetlen	8	4	2	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
50.06247699482629	2.0	CLOSE	1.060537195953657	StimuliTable-1776-Mapping-Run2.xlsx	76	szakadék	rettenetes	10	4	2	1478	8	3	4	868	10	4	8	5.2	5.15	6.55	6.15	0.891412258
62.06309763825266	2.0	DISTANT	1.6205670933995862	StimuliTable-1776-Mapping-Run2.xlsx	64	novella	körülményes	10	1	2	925	7	3	1	379	11	4	6	3.1	3.75	2.55	3.95	0.6815447809999999
74.06269395106938	2.0	DISTANT	1.31625355756114	StimuliTable-1776-Mapping-Run2.xlsx	63	napsütés	hosszas	10	4	2	3340	8	3	2	1776	7	2	7	2.9	5.35	6.4	6.35	0.72304523
84.06220086869871	2.0	BASELINE	1.2845333763034432	StimuliTable-1776-Mapping-Run2.xlsx	19	diáklány	ártatlan	8	4	2	819	8	3	4	2035	8	3	5	2.8	5.3	5.35	6.6	1.0
96.06280947323104	2.0	BASELINE	1.812258821883006	StimuliTable-1776-Mapping-Run2.xlsx	59	műemlék	természeti	10	3	2	1457	7	3	1	3805	10	4	6	2.45	4.95	5.05	4.45	1.0
106.07931838341756	2.0	DISTANT	1.5719814457625034	StimuliTable-1776-Mapping-Run2.xlsx	18	csomagolás	karakteres	8	1	2	1577	10	4	4	625	10	4	6	1.85	4.5	4.7	5.35	0.7101491090000001
118.08292134273506	2.0	CLOSE	1.8163197714748092	StimuliTable-1776-Mapping-Run2.xlsx	32	horgász	hagyományos	10	2	2	707	7	2	2	15070	11	4	6	1.3	4.15	5.5	4.8	0.8027049303
128.0954440981659	2.0	DISTANT	1.4912527186752411	StimuliTable-1776-Mapping-Run2.xlsx	65	olimpikon	bravúros	8	3	2	644	9	4	2	461	8	3	2	2.9	5.15	5.5	6.5	0.613806427
138.0989405004584	2.0	CLOSE	1.4796620810375316	StimuliTable-1776-Mapping-Run2.xlsx	33	iránytű	előnyös	8	3	2	794	7	3	2	2414	7	3	1	1.35	2.9	3.25	2.35	0.8048268559999999
