onset	duration	trial_type	file
283.9076349206349	4.433365079365105	ITI	Rien
288.341	0.5017913832199546	emotional	46_surprise
288.84279138321995	4.353208616780064	ITI	Rien
293.196	0.5003628117913832	artificial	nvoc60
293.6963628117914	6.264637188208603	ITI	Rien
299.961	0.5000453514739229	environmental	nvoc34
300.46104535147396	4.433954648526046	ITI	Rien
304.895	0.5006349206349207	animal	nvoc9
305.3956349206349	4.354365079365097	ITI	Rien
309.75	0.5043764172335601	emotional	10_sadness
310.2543764172336	4.50962358276645	ITI	Rien
314.764	0.5003628117913832	animal	nvoc8
315.2643628117914	4.832637188208587	ITI	Rien
320.097	0.5043764172335601	emotional	10_happiness
320.60137641723355	4.270623582766474	ITI	Rien
324.872	0.5	non_speech	voc62
325.372	4.353999999999985	ITI	Rien
329.726	0.5009070294784579	animal	nvoc7
330.22690702947847	4.6730929705215205	ITI	Rien
334.9	0.5000907029478459	environmental	nvoc33
335.4000907029478	4.274909297052188	ITI	Rien
339.675	0.5008616780045352	artificial	nvoc59
340.17586167800454	4.2741383219954425	ITI	Rien
344.45	0.5	non_speech	voc61
344.95	4.593000000000018	ITI	Rien
349.543	0.5	non_speech	voc60
350.043	4.355000000000018	ITI	Rien
354.398	0.5004081632653061	animal	nvoc6
354.89840816326534	4.593591836734688	ITI	Rien
359.492	0.5	emotional	10_fear
359.992	4.274000000000001	ITI	Rien
364.266	0.5	speech	voc15
364.766	4.753999999999962	ITI	Rien
369.52	0.5	non_speech	voc59
370.02	4.434000000000026	ITI	Rien
374.454	0.5	artificial	nvoc57
374.954	4.433999999999969	ITI	Rien
379.388	0.5	speech	voc14
379.888	4.673000000000002	ITI	Rien
384.561	0.5005895691609977	environmental	nvoc32
385.06158956916096	4.35441043083902	ITI	Rien
389.416	0.5002721088435375	animal	nvoc5
389.91627210884354	4.672727891156464	ITI	Rien
394.589	0.5009523809523809	environmental	nvoc31
395.08995238095235	4.195047619047646	ITI	Rien
399.285	0.5	non_speech	voc58
399.785	4.991999999999962	ITI	Rien
404.777	0.5	emotional	10_disgust
405.277	4.7520000000000095	ITI	Rien
410.029	0.5043764172335601	emotional	10_anger
410.53337641723357	5.066623582766466	ITI	Rien
415.6	0.5	non_speech	voc57
416.1	4.513999999999953	ITI	Rien
420.614	0.5000453514739229	animal	nvoc4
421.1140453514739	4.354954648526095	ITI	Rien
425.469	0.5	non_speech	voc56
425.969	5.071000000000026	ITI	Rien
431.04	0.5000453514739229	artificial	nvoc55
431.54004535147396	4.353954648526062	ITI	Rien
435.894	0.5009523809523809	environmental	nvoc30
436.39495238095236	5.6280476190476385	ITI	Rien
442.023	0.5	emotional	8_sadness
442.523	4.194999999999993	ITI	Rien
446.718	0.5	non_speech	voc55
447.218	4.274999999999977	ITI	Rien
451.493	0.5009070294784579	environmental	nvoc29
451.99390702947846	4.434092970521545	ITI	Rien
456.428	0.5	emotional	8_happiness
456.928	4.274999999999977	ITI	Rien
461.203	0.5	speech	voc13
461.703	4.753000000000043	ITI	Rien
466.456	0.5009523809523809	artificial	nvoc54
466.9569523809524	4.671047619047588	ITI	Rien
471.628	0.5	emotional	8_disgust
472.128	4.674000000000035	ITI	Rien
476.802	0.5043764172335601	emotional	8_anger
477.3063764172336	4.6686235827664415	ITI	Rien
481.975	0.5005442176870748	animal	nvoc3
482.4755442176871	5.229455782312886	ITI	Rien
487.705	0.5008616780045352	environmental	nvoc28
488.2058616780045	4.4341383219954675	ITI	Rien
492.64	0.5	speech	voc12
493.14	4.354000000000042	ITI	Rien
497.494	0.5000453514739229	animal	nvoc2
497.99404535147397	4.593954648526071	ITI	Rien
502.588	0.5005442176870748	artificial	nvoc53
503.0885442176871	4.35345578231291	ITI	Rien
507.442	0.5	non_speech	voc54
507.942	4.434999999999945	ITI	Rien
512.377	0.5	non_speech	voc53
512.877	4.434000000000083	ITI	Rien
517.311	0.5	speech	voc11
517.811	4.51400000000001	ITI	Rien
522.325	0.5003174603174603	animal	nvoc1
522.8253174603175	4.991682539682501	ITI	Rien
527.817	0.5005442176870748	artificial	nvoc52
528.3175442176871	4.354455782312943	ITI	Rien
532.672	0.5	emotional	2_sadness
533.172	4.592999999999961	ITI	Rien
537.765	0.5008616780045352	environmental	nvoc27
538.2658616780045	5.468138321995516	ITI	Rien
543.734	0.5006349206349207	environmental	nvoc26
544.2346349206349	4.911365079365	ITI	Rien
549.146	0.5	animal	horned_owl_mike_koenig
549.646	4.434000000000083	ITI	Rien
554.08	0.5009070294784579	artificial	nvoc51
554.5809070294785	4.433092970521511	ITI	Rien
559.014	0.5	speech	voc10
559.514	5.629000000000019	ITI	Rien
565.143	0.5	speech	voc9
565.643	4.353999999999928	ITI	Rien
569.997	0.5	non_speech	voc52
570.497	4.435000000000059	ITI	Rien
574.932	0.5	non_speech	voc51
575.432	4.434999999999945	ITI	Rien
579.867	0.5006349206349207	artificial	nvoc50
580.3676349206348	4.27436507936517	ITI	Rien
584.642	0.5	non_speech	voc50
585.142	4.433999999999969	ITI	Rien
589.576	0.5	speech	voc8
590.076	4.592999999999961	ITI	Rien
594.669	0.5002721088435375	artificial	nvoc49
595.1692721088435	4.354727891156481	ITI	Rien
599.524	0.5	non_speech	voc49
600.024	5.150999999999954	ITI	Rien
605.175	0.5	artificial	nvoc47
605.675	4.354000000000042	ITI	Rien
610.029	0.5	animal	frog_croaking
610.529	4.435000000000059	ITI	Rien
614.964	0.5000453514739229	environmental	nvoc25
615.4640453514739	5.94595464852599	ITI	Rien
621.41	0.5	emotional	2_happiness
621.91	4.594000000000051	ITI	Rien
626.504	0.5005895691609977	speech	voc7
627.004589569161	4.593410430838939	ITI	Rien
631.598	0.5	non_speech	voc48
632.098	4.593000000000075	ITI	Rien
636.691	0.5009523809523809	environmental	nvoc24
637.1919523809524	5.149047619047597	ITI	Rien
642.341	0.5007256235827664	artificial	nvoc46
642.8417256235828	4.1952743764172595	ITI	Rien
647.037	0.5006349206349207	non_speech	voc6
647.5376349206349	4.991365079365041	ITI	Rien
652.529	0.5	emotional	2_fear
653.029	4.274999999999977	ITI	Rien
657.304	0.5009977324263039	artificial	nvoc45
657.8049977324263	4.274002267573674	ITI	Rien
662.079	0.5	non_speech	voc47
662.579	4.355000000000018	ITI	Rien
666.934	0.5	animal	chicken
667.434	4.434000000000083	ITI	Rien
671.868	0.5008616780045352	speech	voc5
672.3688616780046	4.911138321995386	ITI	Rien
677.28	0.5000907029478459	speech	voc4
677.7800907029479	4.672909297052156	ITI	Rien
682.453	0.5043764172335601	animal	cat
682.9573764172335	4.50962358276645	ITI	Rien
687.467	0.5043764172335601	animal	hyena
687.9713764172335	4.6686235827664415	ITI	Rien
692.64	0.5	artificial	nvoc44
693.14	5.469000000000051	ITI	Rien
698.609	0.5008163265306123	environmental	nvoc23
699.1098163265307	4.911183673469308	ITI	Rien
704.021	0.5006802721088436	environmental	nvoc22
704.5216802721088	7.696319727891159	ITI	Rien
712.218	0.5007709750566893	speech	voc3
712.7187709750566	4.194229024943361	ITI	Rien
716.913	0.5	environmental	nvoc21
717.413	4.754000000000019	ITI	Rien
722.167	0.5043764172335601	emotional	2_disgust
722.6713764172335	4.429623582766409	ITI	Rien
727.101	0.5009070294784579	speech	voc2
727.6019070294784	4.513092970521552	ITI	Rien
732.115	0.5	emotional	2_anger
732.615	4.912000000000035	ITI	Rien
737.527	0.5007256235827664	environmental	nvoc20
738.0277256235828	4.27427437641721	ITI	Rien
742.302	0.5005442176870748	artificial	nvoc43
742.8025442176871	4.513455782312935	ITI	Rien
747.316	0.5000453514739229	environmental	nvoc19
747.8160453514739	4.194954648526013	ITI	Rien
