onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.069	ITI	Rien	0	0	0.0
2.069	0.6146031746031746	betty	214_francais	0	0	0.0
2.6836031746031743	1.0453968253968253	answer	Rien	-2	1	1.0453968253968253
3.7289999999999996	7.493	ITI	Rien	0	0	0.0
11.222	0.33918367346938777	betty	214_penser	0	0	0.0
11.561183673469387	1.4078163265306118	answer	Rien	-2	3	1.4078163265306118
12.968999999999998	7.564000000000004	ITI	Rien	0	0	0.0
20.533	0.6468934240362811	anne	182_voyelle	0	0	0.0
21.179893424036283	0.3551065759637176	answer	Rien	-1	1	0.3551065759637176
21.535	8.230999999999998	ITI	Rien	0	0	0.0
29.766	0.7329705215419501	chloe	233_quatre	0	0	0.0
30.49897052154195	1.2540294784580528	answer	Rien	-3	3	1.2540294784580528
31.753	7.642000000000003	ITI	Rien	0	0	0.0
39.395	0.4214739229024944	betty	214_toussez	0	0	0.0
39.816473922902496	0.5665260770975	answer	Rien	-2	2	0.5665260770975
40.382999999999996	8.802000000000007	ITI	Rien	0	0	0.0
49.185	0.7930385487528344	chloe	233_lundi	0	0	0.0
49.978038548752835	0.7269614512471656	answer	Rien	-3	2	0.7269614512471656
50.705	7.632000000000005	ITI	Rien	0	0	0.0
58.337	0.6907256235827665	anne	182_neutre	0	0	0.0
59.02772562358277	0.41927437641722753	answer	Rien	-1	1	0.41927437641722753
59.446999999999996	8.361000000000011	ITI	Rien	0	0	0.0
67.808	0.4803174603174603	anne	182_pouvez	0	0	0.0
68.28831746031747	2.0406825396825274	answer	Rien	-1	2	2.0406825396825274
70.329	7.109000000000009	ITI	Rien	0	0	0.0
77.438	0.5071655328798186	betty	214_neutre	0	0	0.0
77.94516553287983	1.4078344671201837	answer	Rien	-2	2	1.4078344671201837
79.35300000000001	7.077999999999989	ITI	Rien	0	0	0.0
86.431	0.6693197278911565	anne	182_francais	0	0	0.0
87.10031972789115	0.5466802721088517	answer	Rien	-1	1	0.5466802721088517
87.647	8.016999999999996	ITI	Rien	0	0	0.0
95.664	0.5902040816326529	chloe	233_toussez	0	0	0.0
96.25420408163265	0.5087959183673427	answer	Rien	-3	3	0.5087959183673427
96.76299999999999	9.565000000000012	ITI	Rien	0	0	0.0
106.328	0.3878458049886621	betty	214_pouvez	0	0	0.0
106.71584580498866	0.8111541950113417	answer	Rien	-2	2	0.8111541950113417
107.527	7.953000000000003	ITI	Rien	0	0	0.0
115.48	0.4651927437641724	anne	182_hallo	0	0	0.0
115.94519274376418	0.7578072562358203	answer	Rien	-1	1	0.7578072562358203
116.703	7.769999999999996	ITI	Rien	0	0	0.0
124.473	0.42	betty	214_partie	0	0	0.0
124.893	0.8779999999999943	answer	Rien	-2	3	0.8779999999999943
125.771	7.378	ITI	Rien	0	0	0.0
133.149	0.8311337868480726	chloe	233_francais	0	0	0.0
133.98013378684809	0.8088662131519274	answer	Rien	-3	1	0.8088662131519274
134.78900000000002	8.22799999999998	ITI	Rien	0	0	0.0
143.017	0.7627664399092969	anne	182_mardi	0	0	0.0
143.77976643990928	2.099233560090695	answer	Rien	-1	1	2.099233560090695
145.87899999999996	9.156000000000034	ITI	Rien	0	0	0.0
155.035	0.7115419501133787	chloe	233_voyelle	0	0	0.0
155.74654195011337	0.7284580498866372	answer	Rien	-3	3	0.7284580498866372
156.475	8.747000000000014	ITI	Rien	0	0	0.0
165.222	0.483061224489796	anne	182_partie	0	0	0.0
165.7050612244898	1.429938775510192	answer	Rien	-1	1	1.429938775510192
167.135	8.353000000000009	ITI	Rien	0	0	0.0
