onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.07	ITI	Rien	0	0	0.0
2.07	0.4849206349206349	betty	214_voyelle	0	0	0.0
2.554920634920635	1.427079365079365	answer	Rien	-2	3	1.427079365079365
3.9819999999999998	8.116	ITI	Rien	0	0	0.0
12.098	0.3878458049886621	betty	214_pouvez	0	0	0.0
12.485845804988664	0.5961541950113365	answer	Rien	-2	2	0.5961541950113365
13.082	8.565999999999999	ITI	Rien	0	0	0.0
21.648	0.4126303854875283	anne	182_toussez	0	0	0.0
22.060630385487528	0.7533696145124732	answer	Rien	-1	1	0.7533696145124732
22.814	7.826999999999998	ITI	Rien	0	0	0.0
30.641	0.7627664399092969	anne	182_mardi	0	0	0.0
31.403766439909294	0.262233560090706	answer	Rien	-1	1	0.262233560090706
31.666	7.968999999999998	ITI	Rien	0	0	0.0
39.635	0.464625850340136	chloe	233_penser	0	0	0.0
40.09962585034013	1.0843741496598662	answer	Rien	-3	2	1.0843741496598662
41.184	7.920999999999999	ITI	Rien	0	0	0.0
49.105	0.8311337868480726	chloe	233_francais	0	0	0.0
49.93613378684807	1.1458662131519322	answer	Rien	-3	2	1.1458662131519322
51.082	10.121000000000002	ITI	Rien	0	0	0.0
61.203	0.6545351473922902	betty	214_jeudi	0	0	0.0
61.85753514739229	1.1244648526077037	answer	Rien	-2	1	1.1244648526077037
62.98199999999999	8.329000000000015	ITI	Rien	0	0	0.0
71.311	0.4357142857142857	chloe	233_hallo	0	0	0.0
71.74671428571429	1.143285714285704	answer	Rien	-3	3	1.143285714285704
72.89	7.334000000000003	ITI	Rien	0	0	0.0
80.224	0.6176643990929706	anne	182_quatre	0	0	0.0
80.84166439909298	0.7563356009070235	answer	Rien	-1	1	0.7563356009070235
81.598	7.698999999999998	ITI	Rien	0	0	0.0
89.297	0.6878231292517006	anne	182_lundi	0	0	0.0
89.9848231292517	1.3251768707483076	answer	Rien	-1	1	1.3251768707483076
91.31	7.298000000000002	ITI	Rien	0	0	0.0
98.608	0.42	betty	214_partie	0	0	0.0
99.028	2.4199999999999946	answer	Rien	-2	1	2.4199999999999946
101.44800000000001	6.312999999999988	ITI	Rien	0	0	0.0
107.761	0.5071655328798186	betty	214_neutre	0	0	0.0
108.26816553287982	1.0758344671201836	answer	Rien	-2	2	1.0758344671201836
109.34400000000001	8.841999999999999	ITI	Rien	0	0	0.0
118.186	0.5902040816326529	chloe	233_toussez	0	0	0.0
118.77620408163266	0.6477959183673333	answer	Rien	-3	3	0.6477959183673333
119.42399999999999	9.905000000000015	ITI	Rien	0	0	0.0
129.329	0.7329705215419501	chloe	233_quatre	0	0	0.0
130.06197052154195	0.35402947845804217	answer	Rien	-3	3	0.35402947845804217
130.416	8.939999999999998	ITI	Rien	0	0	0.0
139.356	0.483061224489796	anne	182_partie	0	0	0.0
139.8390612244898	0.6749387755102203	answer	Rien	-1	1	0.6749387755102203
140.514	8.23399999999998	ITI	Rien	0	0	0.0
148.748	0.6468934240362811	anne	182_voyelle	0	0	0.0
149.39489342403627	1.491106575963727	answer	Rien	-1	1	1.491106575963727
150.886	7.6510000000000105	ITI	Rien	0	0	0.0
158.537	0.6852380952380952	betty	214_mardi	0	0	0.0
159.2222380952381	2.3877619047618848	answer	Rien	-2	2	2.3877619047618848
161.60999999999999	5.920000000000016	ITI	Rien	0	0	0.0
167.53	0.33918367346938777	betty	214_penser	0	0	0.0
167.8691836734694	0.9508163265306084	answer	Rien	-2	3	0.9508163265306084
168.82	7.7830000000000155	ITI	Rien	0	0	0.0
176.603	0.5778684807256236	chloe	233_partie	0	0	0.0
177.18086848072562	1.0351315192743769	answer	Rien	-3	1	1.0351315192743769
178.216	7.777999999999992	ITI	Rien	0	0	0.0
185.994	0.4461678004535147	anne	182_penser	0	0	0.0
186.4401678004535	1.2658321995464892	answer	Rien	-1	1	1.2658321995464892
187.706	8.475000000000023	ITI	Rien	0	0	0.0
196.181	0.7930385487528344	chloe	233_lundi	0	0	0.0
196.97403854875284	0.3719614512471419	answer	Rien	-3	1	0.3719614512471419
197.34599999999998	7.9080000000000155	ITI	Rien	0	0	0.0
205.254	0.7290702947845805	anne	182_jeudi	0	0	0.0
205.98307029478457	0.0	answer	Rien	-1	0	0.0
205.98307029478457	9.298929705215443	ITI	Rien	0	0	0.0
215.282	0.5675963718820861	betty	214_lundi	0	0	0.0
215.8495963718821	1.3524036281179144	answer	Rien	-2	1	1.3524036281179144
217.202	6.992999999999995	ITI	Rien	0	0	0.0
224.195	0.6146031746031746	betty	214_francais	0	0	0.0
224.80960317460315	1.884396825396826	answer	Rien	-2	2	1.884396825396826
226.694	7.132000000000005	ITI	Rien	0	0	0.0
233.826	0.7373015873015873	chloe	233_jeudi	0	0	0.0
234.56330158730157	1.3046984126984287	answer	Rien	-3	2	1.3046984126984287
235.868	7.188999999999993	ITI	Rien	0	0	0.0
243.057	0.6907256235827665	anne	182_neutre	0	0	0.0
243.74772562358277	0.0	answer	Rien	-1	0	0.0
243.74772562358277	8.542274376417225	ITI	Rien	0	0	0.0
252.29	0.4803174603174603	anne	182_pouvez	0	0	0.0
252.77031746031744	0.5116825396825561	answer	Rien	-1	1	0.5116825396825561
253.282	7.999999999999972	ITI	Rien	0	0	0.0
261.282	0.317687074829932	betty	214_hallo	0	0	0.0
261.5996870748299	1.2003129251700926	answer	Rien	-2	3	1.2003129251700926
262.79999999999995	8.909000000000049	ITI	Rien	0	0	0.0
271.709	0.7879138321995465	chloe	233_neutre	0	0	0.0
272.49691383219954	0.47908616780045354	answer	Rien	-3	2	0.47908616780045354
272.976	6.850000000000023	ITI	Rien	0	0	0.0
279.826	0.7115419501133787	chloe	233_voyelle	0	0	0.0
280.5375419501134	0.9164580498865899	answer	Rien	-3	3	0.9164580498865899
281.454	8.480000000000018	ITI	Rien	0	0	0.0
289.934	0.4214739229024944	betty	214_toussez	0	0	0.0
290.35547392290255	1.410526077097481	answer	Rien	-2	1	1.410526077097481
291.766	7.161999999999978	ITI	Rien	0	0	0.0
298.928	0.6693197278911565	anne	182_francais	0	0	0.0
299.59731972789115	0.6066802721088518	answer	Rien	-1	1	0.6066802721088518
300.204	8.829999999999984	ITI	Rien	0	0	0.0
309.034	0.4	chloe	233_pouvez	0	0	0.0
309.43399999999997	1.0680000000000085	answer	Rien	-3	2	1.0680000000000085
310.50199999999995	8.163000000000068	ITI	Rien	0	0	0.0
318.665	0.4651927437641724	anne	182_hallo	0	0	0.0
319.1301927437642	0.7018072562357871	answer	Rien	-1	1	0.7018072562357871
319.832	8.144000000000005	ITI	Rien	0	0	0.0
327.976	0.8059410430839002	chloe	233_mardi	0	0	0.0
328.7819410430839	1.6380589569160997	answer	Rien	-3	3	1.6380589569160997
330.42	6.628999999999962	ITI	Rien	0	0	0.0
337.049	0.4672789115646258	betty	214_quatre	0	0	0.0
337.5162789115646	1.0857210884353905	answer	Rien	-2	3	1.0857210884353905
338.602	6.008000000000038	ITI	Rien	0	0	0.0
