onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.07	ITI	Rien	0	0	0.0
2.07	0.5071655328798186	betty	214_neutre	0	0	0.0
2.5771655328798184	0.49083446712018136	answer	Rien	-2	1	0.49083446712018136
3.0679999999999996	8.552	ITI	Rien	0	0	0.0
11.62	0.317687074829932	betty	214_hallo	0	0	0.0
11.937687074829931	1.1703129251700695	answer	Rien	-2	2	1.1703129251700695
13.108	7.1080000000000005	ITI	Rien	0	0	0.0
20.216	0.483061224489796	anne	182_partie	0	0	0.0
20.699061224489796	0.34893877551020264	answer	Rien	-1	1	0.34893877551020264
21.048	8.161000000000001	ITI	Rien	0	0	0.0
29.209	0.7879138321995465	chloe	233_neutre	0	0	0.0
29.996913832199546	0.9190861678004535	answer	Rien	-3	3	0.9190861678004535
30.916	7.843999999999998	ITI	Rien	0	0	0.0
38.76	0.7290702947845805	anne	182_jeudi	0	0	0.0
39.489070294784575	0.0	answer	Rien	-1	0	0.0
39.489070294784575	8.501929705215424	ITI	Rien	0	0	0.0
47.991	0.8311337868480726	chloe	233_francais	0	0	0.0
48.82213378684807	1.3278662131519274	answer	Rien	-3	2	1.3278662131519274
50.15	7.312000000000005	ITI	Rien	0	0	0.0
57.462	0.464625850340136	chloe	233_penser	0	0	0.0
57.92662585034014	1.889374149659859	answer	Rien	-3	2	1.889374149659859
59.815999999999995	6.719000000000001	ITI	Rien	0	0	0.0
66.535	0.4214739229024944	betty	214_toussez	0	0	0.0
66.95647392290249	3.01752607709751	answer	Rien	-2	3	3.01752607709751
69.974	6.429999999999993	ITI	Rien	0	0	0.0
76.404	0.7627664399092969	anne	182_mardi	0	0	0.0
77.1667664399093	0.3612335600907048	answer	Rien	-1	1	0.3612335600907048
77.528	8.425999999999988	ITI	Rien	0	0	0.0
85.954	0.4	chloe	233_pouvez	0	0	0.0
86.354	2.586000000000004	answer	Rien	-3	3	2.586000000000004
88.94	6.564000000000007	ITI	Rien	0	0	0.0
95.504	0.6878231292517006	anne	182_lundi	0	0	0.0
96.1918231292517	1.1281768707482982	answer	Rien	-1	1	1.1281768707482982
97.32	8.769000000000005	ITI	Rien	0	0	0.0
106.089	0.42	betty	214_partie	0	0	0.0
106.509	0.0	answer	Rien	-2	0	0.0
106.509	9.369	ITI	Rien	0	0	0.0
115.878	0.4126303854875283	anne	182_toussez	0	0	0.0
116.29063038548753	1.209369614512466	answer	Rien	-1	1	1.209369614512466
117.5	7.531000000000006	ITI	Rien	0	0	0.0
125.031	0.3878458049886621	betty	214_pouvez	0	0	0.0
125.41884580498866	1.6391541950113322	answer	Rien	-2	2	1.6391541950113322
127.05799999999999	8.955000000000013	ITI	Rien	0	0	0.0
136.013	0.7115419501133787	chloe	233_voyelle	0	0	0.0
136.72454195011338	0.0	answer	Rien	-3	0	0.0
136.72454195011338	8.839458049886616	ITI	Rien	0	0	0.0
145.564	0.4651927437641724	anne	182_hallo	0	0	0.0
146.02919274376416	3.0248072562358437	answer	Rien	-1	1	3.0248072562358437
149.054	5.9010000000000105	ITI	Rien	0	0	0.0
154.955	0.6146031746031746	betty	214_francais	0	0	0.0
155.56960317460317	0.7663968253968259	answer	Rien	-2	3	0.7663968253968259
