onset	duration	trial_type	file	expected_answer	answer	reaction_time
251.97	0.483061224489796	anne	182_partie	0	0	0.0
252.4530612244898	2.2859387755101923	answer	Rien	-1	1	2.2859387755101923
254.739	6.462999999999994	ITI	Rien	0	0	0.0
261.202	0.464625850340136	chloe	233_penser	0	0	0.0
261.66662585034015	1.4743741496598803	answer	Rien	-3	2	1.4743741496598803
263.141	8.48599999999999	ITI	Rien	0	0	0.0
271.627	0.5675963718820861	betty	214_lundi	0	0	0.0
272.1945963718821	1.7344036281179145	answer	Rien	-2	3	1.7344036281179145
273.929	8.363	ITI	Rien	0	0	0.0
282.292	0.7115419501133787	chloe	233_voyelle	0	0	0.0
283.00354195011334	0.8634580498866704	answer	Rien	-3	3	0.8634580498866704
283.867	6.462999999999965	ITI	Rien	0	0	0.0
290.33	0.4651927437641724	anne	182_hallo	0	0	0.0
290.7951927437642	0.0	answer	Rien	-1	0	0.0
290.7951927437642	8.369807256235845	ITI	Rien	0	0	0.0
299.165	0.7879138321995465	chloe	233_neutre	0	0	0.0
299.95291383219956	1.3460861678004534	answer	Rien	-3	2	1.3460861678004534
301.29900000000004	7.812999999999988	ITI	Rien	0	0	0.0
309.112	0.317687074829932	betty	214_hallo	0	0	0.0
309.4296870748299	1.1873129251700356	answer	Rien	-2	2	1.1873129251700356
310.61699999999996	7.330000000000041	ITI	Rien	0	0	0.0
317.947	0.7290702947845805	anne	182_jeudi	0	0	0.0
318.6760702947846	0.4769297052154117	answer	Rien	-1	1	0.4769297052154117
319.153	8.502999999999986	ITI	Rien	0	0	0.0
327.656	0.8311337868480726	chloe	233_francais	0	0	0.0
328.48713378684806	0.6878662131519274	answer	Rien	-3	1	0.6878662131519274
329.175	7.712999999999965	ITI	Rien	0	0	0.0
336.888	0.6468934240362811	anne	182_voyelle	0	0	0.0
337.5348934240363	1.0061065759637602	answer	Rien	-1	1	1.0061065759637602
338.54100000000005	6.06699999999995	ITI	Rien	0	0	0.0
